n1,n2,Z,"WL,  ̊A","E, keV",A,G,K,QD,,Transition,,,No
2,1,14,6.3051,1.97E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,14,6.3058,1.97E+00,2.34E-02,3.10E+01,7.32E-04,2.27E-02,E,111,P,333,27
2,1,14,6.3421,1.96E+00,9.14E-01,3.10E+01,2.87E-02,8.88E-01,E,111,P,133,28
2,1,15,5.3675,2.31E+00,0.00E+00,1.48E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,15,5.3682,2.31E+00,5.94E-04,1.48E+00,9.46E-05,1.40E-04,F,111,P,333,2
2,1,15,5.3814,2.30E+00,3.21E+00,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,15,5.3829,2.30E+00,6.47E-03,1.78E+01,3.10E-04,1.65E-02,C,133,S,313,4
2,1,15,5.3868,2.30E+00,3.20E+00,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,15,5.397,2.30E+00,4.80E+00,1.48E+00,7.64E-01,1.13E+00,F,111,P,133,6
2,1,15,5.4213,2.29E+00,2.46E-05,3.15E+01,6.54E-07,1.03E-04,F,155,P,333,7
2,1,15,5.4218,2.29E+00,3.10E+00,1.78E+01,1.49E-01,7.92E+00,C,133,S,111,8
2,1,15,5.4242,2.29E+00,1.02E-01,3.15E+01,2.71E-03,4.26E-01,F,155,P,335,9
2,1,15,5.4336,2.28E+00,3.04E+00,1.34E+00,6.94E-01,4.65E+00,C,335,S,313,10
2,1,15,5.4372,2.28E+00,3.02E+00,1.38E+00,6.86E-01,2.83E+00,C,333,S,313,11
2,1,15,5.4379,2.28E+00,1.55E+00,7.13E-01,2.28E-01,8.13E-01,F,335,P,333,12
2,1,15,5.4387,2.28E+00,3.03E+00,1.34E+00,6.93E-01,9.29E-01,C,331,S,313,13
2,1,15,5.4401,2.28E+00,2.03E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,14
2,1,15,5.4408,2.28E+00,4.46E+00,7.13E-01,6.56E-01,2.34E+00,F,335,P,335,15
2,1,15,5.4409,2.28E+00,1.51E+00,0.00E+00,2.49E-01,0.00E+00,F,333,P,333,16
2,1,15,5.442,2.28E+00,0.00E+00,4.96E-02,0.00E+00,0.00E+00,F,331,P,331,17
2,1,15,5.4427,2.28E+00,6.02E+00,4.96E-02,9.89E-01,4.91E-02,F,331,P,333,18
2,1,15,5.4438,2.28E+00,2.53E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,15,5.4507,2.27E+00,5.99E+00,3.15E+01,1.59E-01,2.51E+01,F,155,P,133,20
2,1,15,5.4675,2.27E+00,7.37E-02,7.13E-01,1.09E-02,3.87E-02,F,335,P,133,21
2,1,15,5.4705,2.27E+00,8.79E-03,0.00E+00,1.45E-03,0.00E+00,F,333,P,133,22
2,1,15,5.4724,2.27E+00,1.48E-02,4.96E-02,2.43E-03,1.21E-04,F,331,P,133,23
2,1,15,5.4768,2.26E+00,6.25E-03,1.38E+00,1.42E-03,5.85E-03,C,333,S,111,24
2,1,15,5.4784,2.26E+00,0.00E+00,1.34E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,15,5.4837,2.26E+00,0.00E+00,3.11E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,15,5.4845,2.26E+00,4.51E-02,3.11E+01,1.40E-03,4.34E-02,E,111,P,333,27
2,1,15,5.5145,2.25E+00,1.18E+00,3.11E+01,3.66E-02,1.14E+00,E,111,P,133,28
2,1,16,4.7158,2.63E+00,0.00E+00,1.59E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,16,4.7165,2.63E+00,1.05E-03,1.59E+00,1.34E-04,2.13E-04,F,111,P,333,2
2,1,16,4.7274,2.62E+00,4.16E+00,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,16,4.7288,2.62E+00,1.21E-02,1.79E+01,5.51E-04,2.96E-02,C,133,S,313,4
2,1,16,4.7328,2.62E+00,4.14E+00,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,16,4.7408,2.62E+00,6.28E+00,1.59E+00,7.97E-01,1.27E+00,F,111,P,133,6
2,1,16,4.7601,2.60E+00,4.98E-06,3.15E+01,1.27E-07,1.99E-05,F,155,P,333,7
2,1,16,4.7611,2.60E+00,4.02E+00,1.79E+01,1.84E-01,9.85E+00,C,133,S,111,8
2,1,16,4.763,2.60E+00,1.94E-01,3.15E+01,4.93E-03,7.75E-01,F,155,P,335,9
2,1,16,4.7704,2.60E+00,3.95E+00,1.34E+00,7.46E-01,5.01E+00,C,335,S,313,10
2,1,16,4.7739,2.60E+00,2.03E+00,1.06E+00,2.26E-01,1.20E+00,F,335,P,333,11
2,1,16,4.7741,2.60E+00,3.93E+00,1.39E+00,7.37E-01,3.08E+00,C,333,S,313,12
2,1,16,4.7756,2.60E+00,3.94E+00,1.34E+00,7.46E-01,1.00E+00,C,331,S,313,13
2,1,16,4.776,2.60E+00,2.63E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,14
2,1,16,4.7768,2.60E+00,1.96E+00,0.00E+00,2.48E-01,0.00E+00,F,333,P,333,15
2,1,16,4.7769,2.60E+00,5.73E+00,1.06E+00,6.40E-01,3.38E+00,F,335,P,335,16
2,1,16,4.7779,2.59E+00,0.00E+00,6.85E-02,0.00E+00,0.00E+00,F,331,P,331,17
2,1,16,4.7787,2.59E+00,7.80E+00,6.85E-02,9.88E-01,6.77E-02,F,331,P,333,18
2,1,16,4.7798,2.59E+00,3.29E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,16,4.7849,2.59E+00,7.72E+00,3.15E+01,1.96E-01,3.09E+01,F,155,P,133,20
2,1,16,4.7989,2.58E+00,1.42E-01,1.06E+00,1.59E-02,8.37E-02,F,335,P,133,21
2,1,16,4.8017,2.58E+00,1.63E-02,0.00E+00,2.07E-03,0.00E+00,F,333,P,133,22
2,1,16,4.8037,2.58E+00,2.64E-02,6.85E-02,3.35E-03,2.29E-04,F,331,P,133,23
2,1,16,4.807,2.58E+00,1.17E-02,1.39E+00,2.19E-03,9.16E-03,C,333,S,111,24
2,1,16,4.8085,2.58E+00,0.00E+00,1.34E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,16,4.8126,2.58E+00,0.00E+00,3.12E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,16,4.8134,2.58E+00,8.28E-02,3.12E+01,2.53E-03,7.88E-02,E,111,P,333,27
2,1,16,4.8387,2.56E+00,1.50E+00,3.12E+01,4.58E-02,1.43E+00,E,111,P,133,28
2,1,17,4.1755,2.97E+00,0.00E+00,1.72E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,17,4.1763,2.97E+00,1.77E-03,1.72E+00,1.80E-04,3.09E-04,F,111,P,333,2
2,1,17,4.1853,2.96E+00,5.31E+00,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,17,4.1867,2.96E+00,2.17E-02,1.80E+01,9.36E-04,5.05E-02,C,133,S,313,4
2,1,17,4.1907,2.96E+00,5.29E+00,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,17,4.1971,2.95E+00,8.10E+00,1.72E+00,8.25E-01,1.42E+00,F,111,P,133,6
2,1,17,4.2124,2.94E+00,1.33E-05,3.13E+01,3.22E-07,5.04E-05,F,155,P,333,7
2,1,17,4.2138,2.94E+00,5.14E+00,1.80E+01,2.22E-01,1.20E+01,C,133,S,111,8
2,1,17,4.2155,2.94E+00,3.55E-01,3.13E+01,8.56E-03,1.34E+00,F,155,P,335,9
2,1,17,4.2213,2.94E+00,5.06E+00,1.34E+00,7.90E-01,5.31E+00,C,335,S,313,10
2,1,17,4.2241,2.94E+00,2.62E+00,1.52E+00,2.25E-01,1.71E+00,F,335,P,333,11
2,1,17,4.2249,2.93E+00,5.02E+00,1.41E+00,7.78E-01,3.30E+00,C,333,S,313,12
2,1,17,4.2261,2.93E+00,3.37E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,13
2,1,17,4.2265,2.93E+00,5.04E+00,1.34E+00,7.89E-01,1.06E+00,C,331,S,313,14
2,1,17,4.2269,2.93E+00,2.50E+00,0.00E+00,2.47E-01,0.00E+00,F,333,P,333,15
2,1,17,4.2271,2.93E+00,7.23E+00,1.52E+00,6.21E-01,4.73E+00,F,335,P,335,16
2,1,17,4.2281,2.93E+00,0.00E+00,9.15E-02,0.00E+00,0.00E+00,F,331,P,331,17
2,1,17,4.2288,2.93E+00,9.95E+00,9.15E-02,9.86E-01,9.02E-02,F,331,P,333,18
2,1,17,4.2299,2.93E+00,4.20E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,17,4.2336,2.93E+00,9.78E+00,3.13E+01,2.36E-01,3.69E+01,F,155,P,133,20
2,1,17,4.2454,2.92E+00,2.62E-01,1.52E+00,2.25E-02,1.71E-01,F,335,P,133,21
2,1,17,4.2482,2.92E+00,2.91E-02,0.00E+00,2.88E-03,0.00E+00,F,333,P,133,22
2,1,17,4.2502,2.92E+00,4.49E-02,9.15E-02,4.45E-03,4.07E-04,F,331,P,133,23
2,1,17,4.2526,2.92E+00,2.10E-02,1.41E+00,3.25E-03,1.38E-02,C,333,S,111,24
2,1,17,4.2541,2.91E+00,0.00E+00,1.34E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,17,4.2573,2.91E+00,0.00E+00,3.12E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,17,4.258,2.91E+00,1.45E-01,3.12E+01,4.37E-03,1.36E-01,E,111,P,333,27
2,1,17,4.2797,2.90E+00,1.86E+00,3.12E+01,5.60E-02,1.75E+00,E,111,P,133,28
2,1,18,3.7227,3.33E+00,0.00E+00,1.85E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,18,3.7235,3.33E+00,2.82E-03,1.85E+00,2.32E-04,4.30E-04,F,111,P,333,2
2,1,18,3.7311,3.32E+00,6.68E+00,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,18,3.7324,3.32E+00,3.75E-02,1.81E+01,1.52E-03,8.27E-02,C,133,S,313,4
2,1,18,3.7365,3.32E+00,6.65E+00,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,18,3.7415,3.31E+00,1.03E+01,1.85E+00,8.47E-01,1.57E+00,F,111,P,133,6
2,1,18,3.7537,3.30E+00,1.92E-04,3.09E+01,4.38E-06,6.77E-04,F,155,P,333,7
2,1,18,3.7554,3.30E+00,6.47E+00,1.81E+01,2.63E-01,1.43E+01,C,133,S,111,8
2,1,18,3.7568,3.30E+00,6.21E-01,3.09E+01,1.42E-02,2.20E+00,F,155,P,335,9
2,1,18,3.7614,3.30E+00,6.38E+00,1.34E+00,8.26E-01,5.55E+00,C,335,S,313,10
2,1,18,3.7637,3.29E+00,3.35E+00,2.13E+00,2.25E-01,2.39E+00,F,335,P,333,11
2,1,18,3.7651,3.29E+00,6.33E+00,1.44E+00,8.11E-01,3.51E+00,C,333,S,313,12
2,1,18,3.7656,3.29E+00,4.26E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,13
2,1,18,3.7664,3.29E+00,3.14E+00,0.00E+00,2.46E-01,0.00E+00,F,333,P,333,14
2,1,18,3.7666,3.29E+00,6.36E+00,1.34E+00,8.25E-01,1.11E+00,C,331,S,313,15
2,1,18,3.7668,3.29E+00,8.95E+00,2.13E+00,6.01E-01,6.40E+00,F,335,P,335,16
2,1,18,3.7676,3.29E+00,0.00E+00,1.18E-01,0.00E+00,0.00E+00,F,331,P,331,17
2,1,18,3.7684,3.29E+00,1.25E+01,1.18E-01,9.85E-01,1.17E-01,F,331,P,333,18
2,1,18,3.7695,3.29E+00,5.30E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,18,3.772,3.29E+00,1.22E+01,3.09E+01,2.78E-01,4.30E+01,F,155,P,133,20
2,1,18,3.7821,3.28E+00,4.64E-01,2.13E+00,3.11E-02,3.31E-01,F,335,P,133,21
2,1,18,3.7848,3.28E+00,4.97E-02,0.00E+00,3.90E-03,0.00E+00,F,333,P,133,22
2,1,18,3.7869,3.27E+00,7.27E-02,1.18E-01,5.73E-03,6.79E-04,F,331,P,133,23
2,1,18,3.7886,3.27E+00,3.63E-02,1.44E+00,4.66E-03,2.01E-02,C,333,S,111,24
2,1,18,3.7901,3.27E+00,0.00E+00,1.34E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,18,3.7925,3.27E+00,0.00E+00,3.12E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,18,3.7933,3.27E+00,2.44E-01,3.12E+01,7.23E-03,2.26E-01,E,111,P,333,27
2,1,18,3.812,3.25E+00,2.26E+00,3.12E+01,6.70E-02,2.09E+00,E,111,P,133,28
2,1,19,3.3394,3.71E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,19,3.3402,3.71E+00,4.30E-03,2.00E+00,2.87E-04,5.74E-04,F,111,P,333,2
2,1,19,3.3467,3.70E+00,8.31E+00,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,19,3.348,3.70E+00,6.26E-02,1.82E+01,2.38E-03,1.30E-01,C,133,S,313,4
2,1,19,3.3521,3.70E+00,8.27E+00,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,19,3.356,3.69E+00,1.30E+01,2.00E+00,8.66E-01,1.73E+00,F,111,P,133,6
2,1,19,3.3656,3.68E+00,8.59E-04,3.04E+01,1.86E-05,2.82E-03,F,155,P,333,7
2,1,19,3.3677,3.68E+00,8.04E+00,1.82E+01,3.06E-01,1.67E+01,C,133,S,111,8
2,1,19,3.3688,3.68E+00,1.05E+00,3.04E+01,2.26E-02,3.43E+00,F,155,P,335,9
2,1,19,3.3725,3.68E+00,7.96E+00,1.35E+00,8.55E-01,5.76E+00,C,335,S,313,10
2,1,19,3.3743,3.67E+00,4.24E+00,2.89E+00,2.25E-01,3.26E+00,F,335,P,333,11
2,1,19,3.3762,3.67E+00,5.31E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,12
2,1,19,3.3762,3.67E+00,7.87E+00,1.48E+00,8.37E-01,3.71E+00,C,333,S,313,13
2,1,19,3.3769,3.67E+00,3.89E+00,0.00E+00,2.45E-01,0.00E+00,F,333,P,333,14
2,1,19,3.3776,3.67E+00,1.09E+01,2.89E+00,5.79E-01,8.38E+00,F,335,P,335,15
2,1,19,3.3777,3.67E+00,7.92E+00,1.35E+00,8.55E-01,1.15E+00,C,331,S,313,16
2,1,19,3.3782,3.67E+00,0.00E+00,1.49E-01,0.00E+00,0.00E+00,F,331,P,331,17
2,1,19,3.379,3.67E+00,1.55E+01,1.49E-01,9.83E-01,1.46E-01,F,331,P,333,18
2,1,19,3.3802,3.67E+00,6.61E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,19,3.3817,3.67E+00,1.49E+01,3.04E+01,3.22E-01,4.88E+01,F,155,P,133,20
2,1,19,3.3905,3.66E+00,7.86E-01,2.89E+00,4.18E-02,6.05E-01,F,335,P,133,21
2,1,19,3.3931,3.65E+00,8.20E-02,0.00E+00,5.16E-03,0.00E+00,F,333,P,133,22
2,1,19,3.3952,3.65E+00,1.13E-01,1.49E-01,7.17E-03,1.07E-03,F,331,P,133,23
2,1,19,3.3963,3.65E+00,6.08E-02,1.48E+00,6.46E-03,2.86E-02,C,333,S,111,24
2,1,19,3.3978,3.65E+00,0.00E+00,1.35E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,19,3.3997,3.65E+00,0.00E+00,3.12E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,19,3.4004,3.65E+00,3.95E-01,3.12E+01,1.15E-02,3.59E-01,E,111,P,333,27
2,1,19,3.4168,3.63E+00,2.70E+00,3.12E+01,7.86E-02,2.45E+00,E,111,P,133,28
2,1,20,3.0121,4.12E+00,0.00E+00,2.16E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,20,3.0128,4.12E+00,6.24E-03,2.16E+00,3.41E-04,7.36E-04,F,111,P,333,2
2,1,20,3.0185,4.11E+00,1.02E+01,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,20,3.0197,4.11E+00,1.01E-01,1.82E+01,3.60E-03,1.97E-01,C,133,S,313,4
2,1,20,3.0239,4.10E+00,1.02E+01,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,20,3.0268,4.10E+00,1.61E+01,2.16E+00,8.82E-01,1.90E+00,F,111,P,133,6
2,1,20,3.0344,4.09E+00,2.57E-03,2.96E+01,5.21E-05,7.72E-03,F,155,P,333,7
2,1,20,3.0367,4.08E+00,9.87E+00,1.82E+01,3.50E-01,1.91E+01,C,133,S,111,8
2,1,20,3.0377,4.08E+00,1.69E+00,2.96E+01,3.43E-02,5.08E+00,F,155,P,335,9
2,1,20,3.0406,4.08E+00,9.81E+00,1.35E+00,8.79E-01,5.92E+00,C,335,S,313,10
2,1,20,3.0421,4.08E+00,5.31E+00,3.82E+00,2.27E-01,4.33E+00,F,335,P,333,11
2,1,20,3.0439,4.07E+00,6.54E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,12
2,1,20,3.0444,4.07E+00,9.67E+00,1.52E+00,8.57E-01,3.91E+00,C,333,S,313,13
2,1,20,3.0446,4.07E+00,4.77E+00,0.00E+00,2.44E-01,0.00E+00,F,333,P,333,14
2,1,20,3.0455,4.07E+00,1.30E+01,3.82E+00,5.56E-01,1.06E+01,F,335,P,335,15
2,1,20,3.0458,4.07E+00,9.76E+00,1.35E+00,8.79E-01,1.18E+00,C,331,S,313,16
2,1,20,3.046,4.07E+00,0.00E+00,1.82E-01,0.00E+00,0.00E+00,F,331,P,331,17
2,1,20,3.0467,4.07E+00,1.89E+01,1.82E-01,9.82E-01,1.78E-01,F,331,P,333,18
2,1,20,3.0479,4.07E+00,8.14E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,20,3.0486,4.07E+00,1.80E+01,2.96E+01,3.64E-01,5.40E+01,F,155,P,133,20
2,1,20,3.0564,4.06E+00,1.28E+00,3.82E+00,5.46E-02,1.04E+00,F,335,P,133,21
2,1,20,3.0589,4.05E+00,1.31E-01,0.00E+00,6.67E-03,0.00E+00,F,333,P,133,22
2,1,20,3.0611,4.05E+00,1.68E-01,1.82E-01,8.72E-03,1.58E-03,F,331,P,133,23
2,1,20,3.0617,4.05E+00,9.86E-02,1.52E+00,8.73E-03,3.98E-02,C,333,S,111,24
2,1,20,3.0632,4.05E+00,0.00E+00,1.35E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,20,3.0646,4.05E+00,0.00E+00,3.12E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,20,3.0653,4.04E+00,6.16E-01,3.12E+01,1.76E-02,5.50E-01,E,111,P,333,27
2,1,20,3.0799,4.03E+00,3.16E+00,3.12E+01,9.04E-02,2.82E+00,E,111,P,133,28
2,1,21,2.7303,4.54E+00,0.00E+00,2.33E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,21,2.731,4.54E+00,8.65E-03,2.33E+00,3.90E-04,9.08E-04,F,111,P,333,2
2,1,21,2.736,4.53E+00,1.24E+01,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,21,2.7372,4.53E+00,1.60E-01,1.83E+01,5.26E-03,2.88E-01,C,133,S,313,4
2,1,21,2.7414,4.52E+00,1.24E+01,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,21,2.7436,4.52E+00,1.98E+01,2.33E+00,8.95E-01,2.08E+00,F,111,P,133,6
2,1,21,2.7494,4.51E+00,6.05E-03,2.88E+01,1.15E-04,1.65E-02,F,155,P,333,7
2,1,21,2.752,4.51E+00,1.20E+01,1.83E+01,3.95E-01,2.16E+01,C,133,S,111,8
2,1,21,2.7528,4.50E+00,2.62E+00,2.88E+01,4.98E-02,7.15E+00,F,155,P,335,9
2,1,21,2.7552,4.50E+00,1.20E+01,1.35E+00,8.99E-01,6.06E+00,C,335,S,313,10
2,1,21,2.7564,4.50E+00,6.61E+00,4.89E+00,2.29E-01,5.61E+00,F,335,P,333,11
2,1,21,2.7581,4.50E+00,7.98E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,12
2,1,21,2.7588,4.49E+00,5.78E+00,0.00E+00,2.42E-01,0.00E+00,F,333,P,333,13
2,1,21,2.759,4.49E+00,1.18E+01,1.57E+00,8.72E-01,4.11E+00,C,333,S,313,14
2,1,21,2.7598,4.49E+00,1.53E+01,4.89E+00,5.32E-01,1.30E+01,F,335,P,335,15
2,1,21,2.7603,4.49E+00,0.00E+00,2.16E-01,0.00E+00,0.00E+00,F,331,P,331,16
2,1,21,2.7604,4.49E+00,1.19E+01,1.35E+00,8.98E-01,1.21E+00,C,331,S,313,17
2,1,21,2.761,4.49E+00,2.29E+01,2.16E-01,9.80E-01,2.12E-01,F,331,P,333,18
2,1,21,2.7622,4.49E+00,9.93E+00,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,19
2,1,21,2.7622,4.49E+00,2.13E+01,2.88E+01,4.05E-01,5.82E+01,F,155,P,133,20
2,1,21,2.7692,4.48E+00,1.99E+00,4.89E+00,6.91E-02,1.69E+00,F,335,P,133,21
2,1,21,2.7716,4.47E+00,2.02E-01,0.00E+00,8.45E-03,0.00E+00,F,333,P,133,22
2,1,21,2.7738,4.47E+00,2.41E-01,2.16E-01,1.03E-02,2.23E-03,F,331,P,133,23
2,1,21,2.774,4.47E+00,1.55E-01,1.57E+00,1.15E-02,5.43E-02,C,333,S,111,24
2,1,21,2.7755,4.47E+00,0.00E+00,1.35E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,21,2.7766,4.47E+00,0.00E+00,3.11E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,21,2.7773,4.46E+00,9.32E-01,3.11E+01,2.61E-02,8.12E-01,E,111,P,333,27
2,1,21,2.7903,4.44E+00,3.64E+00,3.11E+01,1.02E-01,3.17E+00,E,111,P,133,28
2,1,22,2.4861,4.99E+00,0.00E+00,2.51E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,22,2.4867,4.99E+00,1.15E-02,2.51E+00,4.28E-04,1.08E-03,F,111,P,333,2
2,1,22,2.4912,4.98E+00,1.50E+01,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,22,2.4924,4.97E+00,2.45E-01,1.83E+01,7.44E-03,4.08E-01,C,133,S,313,4
2,1,22,2.4966,4.97E+00,1.49E+01,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,22,2.4981,4.96E+00,2.42E+01,2.51E+00,9.06E-01,2.28E+00,F,111,P,133,6
2,1,22,2.5025,4.95E+00,1.21E-02,2.77E+01,2.13E-04,2.95E-02,F,155,P,333,7
2,1,22,2.5054,4.95E+00,1.44E+01,1.83E+01,4.38E-01,2.40E+01,C,133,S,111,8
2,1,22,2.506,4.95E+00,3.92E+00,2.77E+01,6.91E-02,9.59E+00,F,155,P,335,9
2,1,22,2.5079,4.94E+00,1.45E+01,1.35E+00,9.15E-01,6.17E+00,C,335,S,313,10
2,1,22,2.5089,4.94E+00,8.17E+00,6.08E+00,2.33E-01,7.09E+00,F,335,P,333,11
2,1,22,2.5105,4.94E+00,9.65E+00,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,12
2,1,22,2.5111,4.94E+00,6.92E+00,0.00E+00,2.40E-01,0.00E+00,F,333,P,333,13
2,1,22,2.5117,4.94E+00,1.42E+01,1.63E+00,8.83E-01,4.33E+00,C,333,S,313,14
2,1,22,2.5124,4.93E+00,1.78E+01,6.08E+00,5.08E-01,1.54E+01,F,335,P,335,15
2,1,22,2.5127,4.93E+00,0.00E+00,2.51E-01,0.00E+00,0.00E+00,F,331,P,331,16
2,1,22,2.5131,4.93E+00,1.44E+01,1.35E+00,9.14E-01,1.23E+00,C,331,S,313,17
2,1,22,2.5134,4.93E+00,2.74E+01,2.51E-01,9.79E-01,2.46E-01,F,331,P,333,18
2,1,22,2.514,4.93E+00,2.50E+01,2.77E+01,4.42E-01,6.12E+01,F,155,P,133,19
2,1,22,2.5146,4.93E+00,1.20E+01,0.00E+00,4.16E-01,0.00E+00,F,333,P,335,20
2,1,22,2.5205,4.92E+00,2.98E+00,6.08E+00,8.51E-02,2.59E+00,F,335,P,133,21
2,1,22,2.5228,4.91E+00,3.03E-01,0.00E+00,1.05E-02,0.00E+00,F,333,P,133,22
2,1,22,2.5249,4.91E+00,2.39E-01,1.63E+00,1.49E-02,7.30E-02,C,333,S,111,23
2,1,22,2.525,4.91E+00,3.32E-01,2.51E-01,1.19E-02,2.98E-03,F,331,P,133,24
2,1,22,2.5263,4.91E+00,0.00E+00,1.35E+00,0.00E+00,0.00E+00,C,331,S,111,25
2,1,22,2.5271,4.91E+00,0.00E+00,3.10E+01,0.00E+00,0.00E+00,E,111,P,331,26
2,1,22,2.5278,4.90E+00,1.37E+00,3.10E+01,3.75E-02,1.16E+00,E,111,P,333,27
2,1,22,2.5396,4.88E+00,4.13E+00,3.10E+01,1.13E-01,3.50E+00,E,111,P,133,28
2,1,23,2.2729,5.45E+00,0.00E+00,2.71E+00,0.00E+00,0.00E+00,F,111,P,331,1
2,1,23,2.2735,5.45E+00,1.45E-02,2.71E+00,4.53E-04,1.23E-03,F,111,P,333,2
2,1,23,2.2776,5.44E+00,1.80E+01,0.00E+00,1.00E+00,0.00E+00,R,234,Y,212,3
2,1,23,2.2788,5.44E+00,3.67E-01,1.83E+01,1.02E-02,5.61E-01,C,133,S,313,4
2,1,23,2.283,5.43E+00,1.79E+01,0.00E+00,1.00E+00,0.00E+00,R,232,Y,212,5
2,1,23,2.2839,5.43E+00,2.94E+01,2.71E+00,9.15E-01,2.48E+00,F,111,P,133,6
2,1,23,2.2871,5.42E+00,2.12E-02,2.66E+01,3.45E-04,4.59E-02,F,155,P,333,7
2,1,23,2.2902,5.41E+00,1.72E+01,1.83E+01,4.80E-01,2.63E+01,C,133,S,111,8
2,1,23,2.2907,5.41E+00,5.65E+00,2.66E+01,9.21E-02,1.23E+01,F,155,P,335,9
2,1,23,2.2922,5.41E+00,1.74E+01,1.35E+00,9.28E-01,6.26E+00,C,335,S,313,10
2,1,23,2.2931,5.41E+00,1.00E+01,7.34E+00,2.39E-01,8.76E+00,F,335,P,333,11
2,1,23,2.2946,5.40E+00,1.16E+01,0.00E+00,3.34E-01,0.00E+00,F,333,P,331,12
2,1,23,2.2952,5.40E+00,8.22E+00,0.00E+00,2.38E-01,0.00E+00,F,333,P,333,13
2,1,23,2.2961,5.40E+00,1.69E+01,1.71E+00,8.91E-01,4.57E+00,C,333,S,313,14
2,1,23,2.2967,5.40E+00,2.03E+01,7.34E+00,4.85E-01,1.78E+01,F,335,P,335,15
2,1,23,2.2969,5.40E+00,0.00E+00,2.84E-01,0.00E+00,0.00E+00,F,331,P,331,16
2,1,23,2.2974,5.40E+00,1.72E+01,1.35E+00,9.27E-01,1.25E+00,C,331,S,313,17
2,1,23,2.2975,5.40E+00,3.25E+01,2.84E-01,9.78E-01,2.78E-01,F,331,P,333,18
2,1,23,2.2977,5.40E+00,2.91E+01,2.66E+01,4.74E-01,6.31E+01,F,155,P,133,19
2,1,23,2.2988,5.39E+00,1.44E+01,0.00E+00,4.15E-01,0.00E+00,F,333,P,335,20
2,1,23,2.3037,5.38E+00,4.28E+00,7.34E+00,1.02E-01,3.74E+00,F,335,P,133,21
2,1,23,2.3058,5.38E+00,4.42E-01,0.00E+00,1.28E-02,0.00E+00,F,333,P,133,22
