n1,n2,Z,"WL,  ̊A","E, keV",A,G,K,QD,,Transition,,,No
2,1,15,5.8749,2.11E+00,2.55E-03,2.59E-04,9.08E-01,4.69E-04,K,432,S,212,23
2,1,15,5.967,2.08E+00,7.81E-02,1.29E+01,5.95E-03,1.54E-01,E,212,P,232,24
2,1,15,5.971,2.08E+00,1.37E-01,1.29E+01,1.04E-02,2.70E-01,E,212,P,234,25
2,1,16,5.0391,2.46E+00,6.68E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,16,5.0581,2.45E+00,6.34E-01,1.77E+00,1.35E-01,4.80E-01,F,212,P,232,2
2,1,16,5.0619,2.45E+00,2.27E+00,1.77E+00,4.86E-01,1.72E+00,F,212,P,234,3
2,1,16,5.0658,2.45E+00,3.45E-01,9.52E+00,3.50E-02,1.33E+00,C,234,S,212,4
2,1,16,5.0666,2.45E+00,9.55E-01,8.76E+00,9.82E-02,1.72E+00,C,232,S,212,5
2,1,16,5.0667,2.45E+00,5.63E-02,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,16,5.0855,2.44E+00,6.06E+00,2.86E-01,9.55E-01,1.09E+00,K,234,S,212,7
2,1,16,5.0875,2.44E+00,5.46E+00,1.04E+00,8.40E-01,1.75E+00,K,232,S,212,8
2,1,16,5.0879,2.44E+00,8.19E-01,5.76E-01,8.28E-02,1.91E-01,M,234,P,232,9
2,1,16,5.0917,2.44E+00,6.69E+00,4.93E-03,7.01E-01,6.91E-03,M,232,P,232,10
2,1,16,5.0918,2.44E+00,8.50E+00,5.76E-01,8.59E-01,1.98E+00,M,234,P,234,11
2,1,16,5.0956,2.43E+00,2.85E+00,4.93E-03,2.99E-01,2.94E-03,M,232,P,234,12
2,1,16,5.0983,2.43E+00,3.45E+00,1.34E+01,2.05E-01,1.10E+01,F,254,P,232,13
2,1,16,5.1018,2.43E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,14
2,1,16,5.1022,2.43E+00,1.97E-02,1.34E+01,1.17E-03,6.25E-02,F,254,P,234,15
2,1,16,5.1025,2.43E+00,3.18E+00,1.38E+01,1.87E-01,1.55E+01,F,256,P,234,16
2,1,16,5.1273,2.42E+00,4.74E-05,6.81E-03,2.46E-03,6.70E-05,M,434,P,232,17
2,1,16,5.129,2.42E+00,1.09E-02,2.58E-04,9.49E-01,4.90E-04,M,432,P,232,18
2,1,16,5.1293,2.42E+00,2.35E-02,1.04E-01,1.84E-01,1.15E-01,M,436,P,234,19
2,1,16,5.1312,2.42E+00,1.24E-02,6.81E-03,6.44E-01,1.75E-02,M,434,P,234,20
2,1,16,5.1324,2.42E+00,1.32E-02,2.85E-03,8.23E-01,9.39E-03,K,434,S,212,21
2,1,16,5.133,2.42E+00,3.24E-04,2.58E-04,2.83E-02,1.46E-05,M,432,P,234,22
2,1,16,5.1334,2.42E+00,4.87E-03,4.24E-04,9.20E-01,7.81E-04,K,432,S,212,23
2,1,16,5.209,2.38E+00,1.04E-01,1.30E+01,7.78E-03,2.03E-01,E,212,P,232,24
2,1,16,5.2131,2.38E+00,1.77E-01,1.30E+01,1.33E-02,3.46E-01,E,212,P,234,25
2,1,17,4.4447,2.79E+00,8.60E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,17,4.4601,2.78E+00,7.51E-01,1.85E+00,1.33E-01,4.93E-01,F,212,P,232,2
2,1,17,4.464,2.78E+00,3.04E+00,1.85E+00,5.39E-01,2.00E+00,F,212,P,234,3
2,1,17,4.4668,2.78E+00,3.93E-01,9.70E+00,3.89E-02,1.51E+00,C,234,S,212,4
2,1,17,4.4677,2.78E+00,1.34E+00,8.79E+00,1.33E-01,2.33E+00,C,232,S,212,5
2,1,17,4.4682,2.77E+00,1.01E-01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,17,4.4832,2.77E+00,7.90E+00,2.35E-01,9.71E-01,9.14E-01,K,234,S,212,7
2,1,17,4.4845,2.76E+00,9.20E-01,7.89E-01,7.22E-02,2.28E-01,M,234,P,232,8
2,1,17,4.4852,2.76E+00,6.97E+00,1.15E+00,8.58E-01,1.97E+00,K,232,S,212,9
2,1,17,4.4884,2.76E+00,8.74E+00,7.41E-03,7.07E-01,1.05E-02,M,232,P,232,10
2,1,17,4.4885,2.76E+00,1.10E+01,7.89E-01,8.66E-01,2.73E+00,M,234,P,234,11
2,1,17,4.4924,2.76E+00,3.61E+00,7.41E-03,2.92E-01,4.33E-03,M,232,P,234,12
2,1,17,4.4936,2.76E+00,4.62E+00,1.34E+01,2.56E-01,1.37E+01,F,254,P,232,13
2,1,17,4.4975,2.76E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,14
2,1,17,4.4976,2.76E+00,2.35E-03,1.34E+01,1.30E-04,6.99E-03,F,254,P,234,15
2,1,17,4.4977,2.76E+00,4.10E+00,1.40E+01,2.26E-01,1.91E+01,F,256,P,234,16
2,1,17,4.5179,2.74E+00,7.05E-05,9.87E-03,2.19E-03,8.63E-05,M,434,P,232,17
2,1,17,4.5197,2.74E+00,2.10E-02,4.60E-04,9.53E-01,8.76E-04,M,432,P,232,18
2,1,17,4.5199,2.74E+00,4.47E-02,1.55E-01,2.24E-01,2.08E-01,M,436,P,234,19
2,1,17,4.5219,2.74E+00,2.23E-02,9.87E-03,6.91E-01,2.73E-02,M,434,P,234,20
2,1,17,4.5226,2.74E+00,2.45E-02,4.34E-03,8.50E-01,1.48E-02,K,434,S,212,21
2,1,17,4.5237,2.74E+00,8.90E-03,6.62E-04,9.31E-01,1.23E-03,K,432,S,212,22
2,1,17,4.5237,2.74E+00,5.82E-04,4.60E-04,2.64E-02,2.43E-05,M,432,P,234,23
2,1,17,4.5865,2.70E+00,1.35E-01,1.31E+01,1.00E-02,2.63E-01,E,212,P,232,24
2,1,17,4.5907,2.70E+00,2.23E-01,1.31E+01,1.65E-02,4.34E-01,E,212,P,234,25
2,1,18,3.9493,3.14E+00,1.09E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,18,3.9618,3.13E+00,8.65E-01,1.93E+00,1.27E-01,4.91E-01,F,212,P,232,2
2,1,18,3.9658,3.13E+00,4.02E+00,1.93E+00,5.89E-01,2.28E+00,F,212,P,234,3
2,1,18,3.9678,3.12E+00,4.30E-01,9.86E+00,4.18E-02,1.65E+00,C,234,S,212,4
2,1,18,3.9687,3.12E+00,1.87E+00,8.77E+00,1.76E-01,3.08E+00,C,232,S,212,5
2,1,18,3.9695,3.12E+00,1.74E-01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,18,3.9815,3.11E+00,1.01E+01,1.86E-01,9.82E-01,7.32E-01,K,234,S,212,7
2,1,18,3.9819,3.11E+00,1.00E+00,1.04E+00,6.21E-02,2.58E-01,M,234,P,232,8
2,1,18,3.9836,3.11E+00,8.73E+00,1.28E+00,8.72E-01,2.23E+00,K,232,S,212,9
2,1,18,3.986,3.11E+00,1.12E+01,1.07E-02,7.14E-01,1.53E-02,M,232,P,232,10
2,1,18,3.986,3.11E+00,1.41E+01,1.04E+00,8.73E-01,3.64E+00,M,234,P,234,11
2,1,18,3.99,3.11E+00,4.48E+00,1.07E-02,2.85E-01,6.12E-03,M,232,P,234,12
2,1,18,3.99,3.11E+00,6.07E+00,1.34E+01,3.12E-01,1.67E+01,F,254,P,232,13
2,1,18,3.9941,3.10E+00,5.21E+00,1.42E+01,2.68E-01,2.29E+01,F,256,P,234,14
2,1,18,3.9941,3.10E+00,5.46E-03,1.34E+01,2.81E-04,1.50E-02,F,254,P,234,15
2,1,18,3.9944,3.10E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,18,4.0106,3.09E+00,1.04E-04,1.38E-02,1.98E-03,1.10E-04,M,434,P,232,17
2,1,18,4.0124,3.09E+00,3.90E-02,7.90E-04,9.56E-01,1.51E-03,M,432,P,232,18
2,1,18,4.0128,3.09E+00,8.20E-02,2.27E-01,2.66E-01,3.61E-01,M,436,P,234,19
2,1,18,4.0147,3.09E+00,3.84E-02,1.38E-02,7.34E-01,4.06E-02,M,434,P,234,20
2,1,18,4.015,3.09E+00,4.37E-02,6.43E-03,8.72E-01,2.24E-02,K,434,S,212,21
2,1,18,4.0162,3.09E+00,1.56E-02,9.91E-04,9.40E-01,1.86E-03,K,432,S,212,22
2,1,18,4.0165,3.09E+00,9.85E-04,7.90E-04,2.41E-02,3.82E-05,M,432,P,234,23
2,1,18,4.069,3.05E+00,1.73E-01,1.32E+01,1.27E-02,3.35E-01,E,212,P,232,24
2,1,18,4.0732,3.04E+00,2.76E-01,1.32E+01,2.02E-02,5.33E-01,E,212,P,234,25
2,1,19,3.532,3.51E+00,1.36E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,19,3.5422,3.50E+00,9.69E-01,2.01E+00,1.18E-01,4.75E-01,F,212,P,232,2
2,1,19,3.5462,3.50E+00,5.23E+00,2.01E+00,6.37E-01,2.56E+00,F,212,P,234,3
2,1,19,3.5477,3.49E+00,4.53E-01,1.00E+01,4.33E-02,1.73E+00,C,234,S,212,4
2,1,19,3.5485,3.49E+00,2.58E+00,8.73E+00,2.28E-01,3.98E+00,C,232,S,212,5
2,1,19,3.5497,3.49E+00,2.89E-01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,19,3.559,3.48E+00,1.05E+00,1.33E+00,5.27E-02,2.79E-01,M,234,P,232,7
2,1,19,3.5593,3.48E+00,1.28E+01,1.41E-01,9.89E-01,5.56E-01,K,234,S,212,8
2,1,19,3.5614,3.48E+00,1.08E+01,1.43E+00,8.83E-01,2.53E+00,K,232,S,212,9
2,1,19,3.5631,3.48E+00,1.76E+01,1.33E+00,8.81E-01,4.67E+00,M,234,P,234,10
2,1,19,3.5632,3.48E+00,1.42E+01,1.50E-02,7.21E-01,2.17E-02,M,232,P,232,11
2,1,19,3.5663,3.48E+00,7.84E+00,1.33E+01,3.70E-01,1.97E+01,F,254,P,232,12
2,1,19,3.5673,3.48E+00,5.48E+00,1.50E-02,2.78E-01,8.36E-03,M,232,P,234,13
2,1,19,3.5702,3.47E+00,6.51E+00,1.43E+01,3.13E-01,2.69E+01,F,256,P,234,14
2,1,19,3.5704,3.47E+00,5.14E-02,1.33E+01,2.43E-03,1.29E-01,F,254,P,234,15
2,1,19,3.5709,3.47E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,19,3.5839,3.46E+00,1.51E-04,1.88E-02,1.83E-03,1.38E-04,M,434,P,232,17
2,1,19,3.5858,3.46E+00,7.03E-02,1.31E-03,9.60E-01,2.52E-03,M,432,P,232,18
2,1,19,3.5861,3.46E+00,1.45E-01,3.24E-01,3.10E-01,6.02E-01,M,436,P,234,19
2,1,19,3.5881,3.46E+00,6.37E-02,1.88E-02,7.71E-01,5.80E-02,M,434,P,234,20
2,1,19,3.5881,3.46E+00,7.54E-02,9.28E-03,8.90E-01,3.30E-02,K,434,S,212,21
2,1,19,3.5892,3.45E+00,2.65E-02,1.43E-03,9.49E-01,2.71E-03,K,432,S,212,22
2,1,19,3.5899,3.45E+00,1.58E-03,1.31E-03,2.16E-02,5.66E-05,M,432,P,234,23
2,1,19,3.6341,3.41E+00,2.19E-01,1.33E+01,1.59E-02,4.21E-01,E,212,P,232,24
2,1,19,3.6384,3.41E+00,3.35E-01,1.33E+01,2.43E-02,6.44E-01,E,212,P,234,25
2,1,20,3.1773,3.90E+00,1.68E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,20,3.1855,3.89E+00,1.06E+00,2.09E+00,1.07E-01,4.47E-01,F,212,P,232,2
2,1,20,3.1897,3.89E+00,6.73E+00,2.09E+00,6.81E-01,2.85E+00,F,212,P,234,3
2,1,20,3.1906,3.89E+00,4.56E-01,1.01E+01,4.30E-02,1.74E+00,C,234,S,212,4
2,1,20,3.1915,3.88E+00,3.52E+00,8.65E+00,2.89E-01,5.00E+00,C,232,S,212,5
2,1,20,3.1928,3.88E+00,4.63E-01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,20,3.1996,3.88E+00,1.08E+00,1.64E+00,4.41E-02,2.89E-01,M,234,P,232,7
2,1,20,3.2006,3.87E+00,1.60E+01,9.90E-02,9.94E-01,3.93E-01,K,234,S,212,8
2,1,20,3.2027,3.87E+00,1.30E+01,1.61E+00,8.90E-01,2.86E+00,K,232,S,212,9
2,1,20,3.2038,3.87E+00,2.18E+01,1.64E+00,8.89E-01,5.82E+00,M,234,P,234,10
2,1,20,3.2039,3.87E+00,1.78E+01,2.04E-02,7.29E-01,2.97E-02,M,232,P,232,11
2,1,20,3.2064,3.87E+00,9.98E+00,1.32E+01,4.28E-01,2.25E+01,F,254,P,232,12
2,1,20,3.2081,3.86E+00,6.61E+00,2.04E-02,2.70E-01,1.10E-02,M,232,P,234,13
2,1,20,3.2102,3.86E+00,8.03E+00,1.44E+01,3.58E-01,3.09E+01,F,256,P,234,14
2,1,20,3.2106,3.86E+00,1.67E-01,1.32E+01,7.18E-03,3.78E-01,F,254,P,234,15
2,1,20,3.2112,3.86E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,20,3.2215,3.85E+00,2.21E-04,2.49E-02,1.73E-03,1.73E-04,M,434,P,232,17
2,1,20,3.2234,3.85E+00,1.23E-01,2.12E-03,9.65E-01,4.09E-03,M,432,P,232,18
2,1,20,3.2238,3.85E+00,2.50E-01,4.53E-01,3.55E-01,9.65E-01,M,436,P,234,19
2,1,20,3.2256,3.84E+00,1.26E-01,1.31E-02,9.06E-01,4.74E-02,K,434,S,212,20
2,1,20,3.2257,3.84E+00,1.02E-01,2.49E-02,8.03E-01,8.00E-02,M,434,P,234,21
2,1,20,3.2267,3.84E+00,4.35E-02,2.00E-03,9.56E-01,3.82E-03,K,432,S,212,22
2,1,20,3.2276,3.84E+00,2.40E-03,2.12E-03,1.88E-02,7.96E-05,M,432,P,234,23
2,1,20,3.2651,3.80E+00,2.75E-01,1.33E+01,1.96E-02,5.23E-01,E,212,P,232,24
2,1,20,3.2695,3.79E+00,4.02E-01,1.33E+01,2.87E-02,7.65E-01,E,212,P,234,25
2,1,21,2.8732,4.32E+00,2.05E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,21,2.8799,4.31E+00,1.13E+00,2.16E+00,9.50E-02,4.11E-01,F,212,P,232,2
2,1,21,2.884,4.30E+00,8.56E+00,2.16E+00,7.22E-01,3.13E+00,F,212,P,234,3
2,1,21,2.8846,4.30E+00,4.36E-01,1.03E+01,4.08E-02,1.67E+00,C,234,S,212,4
2,1,21,2.8855,4.30E+00,4.75E+00,8.54E+00,3.58E-01,6.11E+00,C,232,S,212,5
2,1,21,2.887,4.29E+00,7.18E-01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,21,2.8918,4.29E+00,1.09E+00,1.96E+00,3.66E-02,2.87E-01,M,234,P,232,7
2,1,21,2.8932,4.29E+00,1.98E+01,6.33E-02,9.97E-01,2.52E-01,K,234,S,212,8
2,1,21,2.8955,4.28E+00,1.56E+01,1.80E+00,8.96E-01,3.23E+00,K,232,S,212,9
2,1,21,2.896,4.28E+00,2.66E+01,1.96E+00,8.97E-01,7.04E+00,M,234,P,234,10
2,1,21,2.8962,4.28E+00,2.20E+01,2.68E-02,7.36E-01,3.95E-02,M,232,P,232,11
2,1,21,2.8981,4.28E+00,1.25E+01,1.30E+01,4.83E-01,2.51E+01,F,254,P,232,12
2,1,21,2.9004,4.27E+00,7.87E+00,2.68E-02,2.63E-01,1.41E-02,M,232,P,234,13
2,1,21,2.9017,4.27E+00,9.76E+00,1.44E+01,4.04E-01,3.49E+01,F,256,P,234,14
2,1,21,2.9023,4.27E+00,3.82E-01,1.30E+01,1.48E-02,7.68E-01,F,254,P,234,15
2,1,21,2.903,4.27E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,21,2.9112,4.26E+00,3.24E-04,3.22E-02,1.69E-03,2.17E-04,M,434,P,232,17
2,1,21,2.9131,4.26E+00,2.10E-01,3.32E-03,9.69E-01,6.43E-03,M,432,P,232,18
2,1,21,2.9135,4.26E+00,4.16E-01,6.21E-01,4.01E-01,1.49E+00,M,436,P,234,19
2,1,21,2.9152,4.25E+00,2.04E-01,1.81E-02,9.19E-01,6.64E-02,K,434,S,212,20
2,1,21,2.9154,4.25E+00,1.60E-01,3.22E-02,8.31E-01,1.07E-01,M,434,P,234,21
2,1,21,2.9163,4.25E+00,6.93E-02,2.71E-03,9.62E-01,5.22E-03,K,432,S,212,22
2,1,21,2.9174,4.25E+00,3.45E-03,3.32E-03,1.59E-02,1.06E-04,M,432,P,234,23
2,1,21,2.9494,4.20E+00,3.40E-01,1.34E+01,2.40E-02,6.41E-01,E,212,P,232,24
2,1,21,2.9538,4.20E+00,4.74E-01,1.34E+01,3.35E-02,8.94E-01,E,212,P,234,25
2,1,22,2.6105,4.75E+00,2.47E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,22,2.6159,4.74E+00,1.17E+00,2.24E+00,8.25E-02,3.69E-01,F,212,P,232,2
2,1,22,2.6201,4.73E+00,1.08E+01,2.24E+00,7.60E-01,3.40E+00,F,212,P,234,3
2,1,22,2.6204,4.73E+00,3.94E-01,1.04E+01,3.66E-02,1.52E+00,C,234,S,212,4
2,1,22,2.6212,4.73E+00,6.35E+00,8.40E+00,4.31E-01,7.23E+00,C,232,S,212,5
2,1,22,2.623,4.73E+00,1.08E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,22,2.626,4.72E+00,1.07E+00,2.29E+00,3.01E-02,2.76E-01,M,234,P,232,7
2,1,22,2.6279,4.72E+00,2.42E+01,3.47E-02,9.99E-01,1.39E-01,K,234,S,212,8
2,1,22,2.6302,4.71E+00,1.84E+01,2.02E+00,9.01E-01,3.64E+00,K,232,S,212,9
2,1,22,2.6302,4.71E+00,3.21E+01,2.29E+00,9.05E-01,8.29E+00,M,234,P,234,10
2,1,22,2.6305,4.71E+00,2.69E+01,3.42E-02,7.43E-01,5.08E-02,M,232,P,232,11
2,1,22,2.632,4.71E+00,1.55E+01,1.28E+01,5.33E-01,2.74E+01,F,254,P,232,12
2,1,22,2.6348,4.71E+00,9.26E+00,3.42E-02,2.56E-01,1.75E-02,M,232,P,234,13
2,1,22,2.6354,4.70E+00,1.17E+01,1.43E+01,4.50E-01,3.87E+01,F,256,P,234,14
2,1,22,2.6362,4.70E+00,7.26E-01,1.28E+01,2.50E-02,1.28E+00,F,254,P,234,15
2,1,22,2.637,4.70E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,22,2.6433,4.69E+00,4.79E-04,4.06E-02,1.69E-03,2.75E-04,M,434,P,232,17
2,1,22,2.6454,4.69E+00,3.48E-01,5.06E-03,9.73E-01,9.85E-03,M,432,P,232,18
2,1,22,2.6458,4.69E+00,6.74E-01,8.34E-01,4.47E-01,2.24E+00,M,436,P,234,19
2,1,22,2.6473,4.68E+00,3.23E-01,2.45E-02,9.29E-01,9.11E-02,K,434,S,212,20
2,1,22,2.6476,4.68E+00,2.42E-01,4.06E-02,8.55E-01,1.39E-01,M,434,P,234,21
2,1,22,2.6484,4.68E+00,1.07E-01,3.59E-03,9.68E-01,6.94E-03,K,432,S,212,22
2,1,22,2.6497,4.68E+00,4.72E-03,5.06E-03,1.32E-02,1.33E-04,M,432,P,234,23
2,1,22,2.6772,4.63E+00,4.18E-01,1.34E+01,2.91E-02,7.79E-01,E,212,P,232,24
2,1,22,2.6816,4.62E+00,5.52E-01,1.34E+01,3.85E-02,1.03E+00,E,212,P,234,25
2,1,23,2.382,5.21E+00,2.94E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,23,2.3863,5.20E+00,1.19E+00,2.31E+00,7.02E-02,3.24E-01,F,212,P,232,2
2,1,23,2.3906,5.19E+00,1.34E+01,2.31E+00,7.93E-01,3.66E+00,F,212,P,234,3
2,1,23,2.3906,5.19E+00,3.29E-01,1.04E+01,3.05E-02,1.28E+00,C,234,S,212,4
2,1,23,2.3915,5.18E+00,8.38E+00,8.23E+00,5.05E-01,8.31E+00,C,232,S,212,5
2,1,23,2.3934,5.18E+00,1.59E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,23,2.3949,5.18E+00,1.03E+00,2.61E+00,2.46E-02,2.57E-01,M,234,P,232,7
2,1,23,2.3973,5.17E+00,2.92E+01,1.43E-02,1.00E+00,5.71E-02,K,234,S,212,8
2,1,23,2.3992,5.17E+00,3.83E+01,2.61E+00,9.13E-01,9.55E+00,M,234,P,234,9
2,1,23,2.3996,5.17E+00,2.15E+01,2.26E+00,9.05E-01,4.09E+00,K,232,S,212,10
2,1,23,2.3996,5.17E+00,3.26E+01,4.24E-02,7.50E-01,6.36E-02,M,232,P,232,11
2,1,23,2.4007,5.16E+00,1.90E+01,1.26E+01,5.78E-01,2.92E+01,F,254,P,232,12
2,1,23,2.4039,5.16E+00,1.08E+01,4.24E-02,2.49E-01,2.11E-02,M,232,P,234,13
2,1,23,2.404,5.16E+00,1.39E+01,1.42E+01,4.94E-01,4.21E+01,F,256,P,234,14
2,1,23,2.405,5.16E+00,1.23E+00,1.26E+01,3.73E-02,1.89E+00,F,254,P,234,15
2,1,23,2.4058,5.15E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,23,2.4106,5.14E+00,7.11E-04,5.02E-02,1.74E-03,3.49E-04,M,434,P,232,17
2,1,23,2.4127,5.14E+00,5.65E-01,7.52E-03,9.76E-01,1.47E-02,M,432,P,232,18
2,1,23,2.4131,5.14E+00,1.06E+00,1.10E+00,4.91E-01,3.24E+00,M,436,P,234,19
2,1,23,2.4145,5.14E+00,4.97E-01,3.26E-02,9.38E-01,1.22E-01,K,434,S,212,20
2,1,23,2.415,5.13E+00,3.58E-01,5.02E-02,8.76E-01,1.76E-01,M,434,P,234,21
2,1,23,2.4156,5.13E+00,1.62E-01,4.64E-03,9.72E-01,9.01E-03,K,432,S,212,22
2,1,23,2.417,5.13E+00,6.11E-03,7.52E-03,1.06E-02,1.59E-04,M,432,P,234,23
2,1,23,2.4409,5.08E+00,5.08E-01,1.34E+01,3.49E-02,9.36E-01,E,212,P,232,24
2,1,23,2.4453,5.07E+00,6.36E-01,1.34E+01,4.37E-02,1.17E+00,E,212,P,234,25
2,1,24,2.1821,5.68E+00,3.48E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,24,2.1854,5.67E+00,1.18E+00,2.38E+00,5.87E-02,2.80E-01,F,212,P,232,2
2,1,24,2.1896,5.66E+00,2.48E-01,1.05E+01,2.31E-02,9.70E-01,C,234,S,212,3
2,1,24,2.1897,5.66E+00,1.65E+01,2.38E+00,8.23E-01,3.92E+00,F,212,P,234,4
2,1,24,2.1905,5.66E+00,1.09E+01,8.04E+00,5.76E-01,9.27E+00,C,232,S,212,5
2,1,24,2.1925,5.65E+00,2.27E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,6
2,1,24,2.1928,5.65E+00,9.83E-01,2.93E+00,1.99E-02,2.33E-01,M,234,P,232,7
2,1,24,2.1955,5.65E+00,3.49E+01,2.71E-03,1.00E+00,1.08E-02,K,234,S,212,8
2,1,24,2.1971,5.64E+00,4.54E+01,2.93E+00,9.21E-01,1.08E+01,M,234,P,234,9
2,1,24,2.1976,5.64E+00,3.90E+01,5.12E-02,7.56E-01,7.74E-02,M,232,P,232,10
2,1,24,2.1979,5.64E+00,2.47E+01,2.51E+00,9.08E-01,4.56E+00,K,232,S,212,11
2,1,24,2.1984,5.64E+00,2.30E+01,1.25E+01,6.15E-01,3.06E+01,F,254,P,232,12
2,1,24,2.2015,5.63E+00,1.63E+01,1.40E+01,5.37E-01,4.52E+01,F,256,P,234,13
2,1,24,2.202,5.63E+00,1.25E+01,5.12E-02,2.43E-01,2.48E-02,M,232,P,234,14
2,1,24,2.2027,5.63E+00,1.91E+00,1.25E+01,5.11E-02,2.55E+00,F,254,P,234,15
2,1,24,2.2035,5.63E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,24,2.2071,5.62E+00,1.06E-03,6.08E-02,1.84E-03,4.47E-04,M,434,P,232,17
2,1,24,2.2093,5.61E+00,8.95E-01,1.09E-02,9.80E-01,2.13E-02,M,432,P,232,18
2,1,24,2.2097,5.61E+00,1.63E+00,1.42E+00,5.34E-01,4.54E+00,M,436,P,234,19
2,1,24,2.211,5.61E+00,7.49E-01,4.27E-02,9.46E-01,1.62E-01,K,434,S,212,20
2,1,24,2.2115,5.61E+00,5.17E-01,6.08E-02,8.93E-01,2.17E-01,M,434,P,234,21
2,1,24,2.2121,5.60E+00,2.40E-01,5.87E-03,9.76E-01,1.15E-02,K,432,S,212,22
2,1,24,2.2136,5.60E+00,7.47E-03,1.09E-02,8.18E-03,1.78E-04,M,432,P,234,23
2,1,24,2.2343,5.55E+00,6.13E-01,1.34E+01,4.16E-02,1.12E+00,E,212,P,232,24
2,1,24,2.2388,5.54E+00,7.23E-01,1.34E+01,4.90E-02,1.32E+00,E,212,P,234,25
2,1,25,2.0061,6.18E+00,4.08E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,1
2,1,25,2.0087,6.17E+00,1.15E+00,2.45E+00,4.83E-02,2.37E-01,F,212,P,232,2
2,1,25,2.0127,6.16E+00,1.60E-01,1.06E+01,1.49E-02,6.31E-01,C,234,S,212,3
2,1,25,2.013,6.16E+00,2.01E+01,2.45E+00,8.48E-01,4.16E+00,F,212,P,234,4
2,1,25,2.0136,6.16E+00,1.41E+01,7.84E+00,6.42E-01,1.01E+01,C,232,S,212,5
2,1,25,2.015,6.15E+00,9.25E-01,3.22E+00,1.61E-02,2.08E-01,M,234,P,232,6
2,1,25,2.0158,6.15E+00,3.16E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,7
2,1,25,2.018,6.14E+00,4.14E+01,2.36E-04,1.00E+00,9.46E-04,K,234,S,212,8
2,1,25,2.0194,6.14E+00,5.33E+01,3.22E+00,9.28E-01,1.20E+01,M,234,P,234,9
2,1,25,2.0199,6.14E+00,4.63E+01,6.01E-02,7.62E-01,9.16E-02,M,232,P,232,10
2,1,25,2.0204,6.14E+00,2.75E+01,1.23E+01,6.46E-01,3.17E+01,F,254,P,232,11
2,1,25,2.0205,6.14E+00,2.82E+01,2.78E+00,9.10E-01,5.06E+00,K,232,S,212,12
2,1,25,2.0234,6.13E+00,1.88E+01,1.38E+01,5.77E-01,4.77E+01,F,256,P,234,13
2,1,25,2.0243,6.12E+00,1.44E+01,6.01E-02,2.37E-01,2.85E-02,M,232,P,234,14
2,1,25,2.0248,6.12E+00,2.79E+00,1.23E+01,6.55E-02,3.22E+00,F,254,P,234,15
2,1,25,2.0256,6.12E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,T,313,Y,111,16
2,1,25,2.0281,6.11E+00,1.60E-03,7.24E-02,1.99E-03,5.75E-04,M,434,P,232,17
2,1,25,2.0304,6.11E+00,1.39E+00,1.54E-02,9.83E-01,3.03E-02,M,432,P,232,18
2,1,25,2.0308,6.11E+00,2.42E+00,1.79E+00,5.75E-01,6.18E+00,M,436,P,234,19
2,1,25,2.032,6.10E+00,1.10E+00,5.51E-02,9.52E-01,2.10E-01,K,434,S,212,20
2,1,25,2.0325,6.10E+00,7.30E-01,7.24E-02,9.08E-01,2.63E-01,M,434,P,234,21
