n1,n2,Z,"WL,  ̊A","E, keV",A,G,K,QD,,Transition,,,No
2,1,22,2.2239,5.58E+00,3.36E-01,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,22,2.6069,4.76E+00,7.49E-01,9.89E-05,3.32E-01,6.56E-05,I',232,S',212,3
2,1,22,2.6087,4.75E+00,1.50E+00,6.12E-05,3.31E-01,8.11E-05,I',234,S',212,4
2,1,22,2.6092,4.75E+00,2.38E+00,1.23E+00,1.25E-01,3.08E-01,F',212,P',232,5
2,1,22,2.6095,4.75E+00,2.14E+01,3.98E-03,8.97E-01,1.43E-02,A',234,D',256,6
2,1,22,2.61,4.75E+00,2.35E+01,2.47E-03,9.54E-01,4.72E-03,A',232,D',254,7
2,1,22,2.6104,4.75E+00,1.50E+01,1.23E+00,7.89E-01,1.94E+00,F',212,P',234,8
2,1,22,2.6105,4.75E+00,2.47E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,9
2,1,22,2.6111,4.75E+00,1.30E+01,1.36E+00,5.76E-01,4.68E+00,A',276,D',254,10
2,1,22,2.6115,4.75E+00,6.64E+00,1.36E+00,2.94E-01,2.39E+00,A',276,D',256,11
2,1,22,2.6126,4.75E+00,2.06E+01,1.48E+00,8.78E-01,1.04E+01,A',278,D',256,12
2,1,22,2.6129,4.75E+00,7.69E+00,1.51E-01,3.00E-01,2.73E-01,A',256,D',254,13
2,1,22,2.6131,4.74E+00,2.25E+01,2.89E-04,9.05E-01,1.05E-03,A',254,D',254,14
2,1,22,2.6133,4.74E+00,1.65E+01,1.51E-01,6.42E-01,5.84E-01,A',256,D',256,15
2,1,22,2.6134,4.74E+00,1.99E+01,1.30E+00,9.13E-01,2.38E+00,B',232,S',212,16
2,1,22,2.6137,4.74E+00,2.00E+01,3.33E-01,9.52E-01,1.27E+00,B',234,S',212,17
2,1,22,2.6138,4.74E+00,2.16E+01,1.48E+00,8.30E-01,4.93E+00,F',234,P',234,18
2,1,22,2.6141,4.74E+00,2.05E+01,3.64E+00,7.96E-01,1.16E+01,F',254,P',232,19
2,1,22,2.6143,4.74E+00,2.11E+01,2.59E-04,7.91E-01,4.10E-04,F',232,P',232,20
2,1,22,2.6149,4.74E+00,2.17E+01,3.52E+00,8.19E-01,1.73E+01,F',256,P',234,21
2,1,22,2.6159,4.74E+00,1.49E+00,3.20E-02,4.88E-01,6.25E-02,I',254,S',212,22
2,1,22,2.6178,4.74E+00,2.66E-01,4.37E+00,5.44E-02,9.51E-01,J',234,S',212,23
2,1,22,2.6188,4.73E+00,1.48E+00,6.12E-05,3.25E-01,7.97E-05,I',234,D',256,24
2,1,22,2.6191,4.73E+00,7.40E+00,2.12E-01,5.59E-01,2.37E-01,M',212,P',234,25
2,1,22,2.6199,4.73E+00,4.25E+00,2.30E-03,8.59E-01,1.58E-02,I',278,D',256,26
2,1,22,2.6206,4.73E+00,1.06E+00,3.02E+00,1.09E-01,1.97E+00,M',256,P',234,27
2,1,22,2.6214,4.73E+00,3.93E+00,3.69E+00,4.95E-01,3.66E+00,J',232,S',212,28
2,1,22,2.6221,4.73E+00,1.41E+00,1.61E-03,4.59E-01,4.42E-03,I',276,D',254,29
2,1,22,2.6228,4.73E+00,8.53E-01,1.74E-01,1.99E-01,1.38E-01,C',234,S',212,30
2,1,22,2.623,4.73E+00,1.67E+00,1.04E-04,4.79E-01,1.99E-04,G',254,P',232,31
2,1,22,2.623,4.73E+00,1.08E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,32
2,1,22,2.6233,4.73E+00,3.05E-01,2.78E-01,1.55E-01,1.73E-01,M',434,P',232,33
2,1,22,2.6235,4.73E+00,1.85E+00,1.31E+00,2.29E-01,1.20E+00,M',254,P',234,34
2,1,22,2.6236,4.73E+00,9.53E-01,1.42E-02,5.28E-01,4.49E-02,G',256,P',234,35
2,1,22,2.6238,4.73E+00,9.99E-01,5.41E-03,2.79E-01,9.07E-03,I',456,D',254,36
2,1,22,2.6242,4.72E+00,1.60E+00,5.41E-03,4.47E-01,1.45E-02,I',456,D',256,37
2,1,22,2.6244,4.72E+00,8.76E-01,3.63E-01,4.36E-01,9.50E-01,M',436,P',234,38
2,1,22,2.6247,4.72E+00,1.01E+00,2.36E-01,2.38E-01,2.25E-01,M',414,P',232,39
2,1,22,2.6257,4.72E+00,1.19E+00,1.59E-03,6.40E-01,6.13E-03,I',256,D',254,40
2,1,22,2.6269,4.72E+00,5.85E-01,4.29E-02,7.14E-01,2.45E-01,I',478,D',256,41
2,1,22,2.6275,4.72E+00,7.59E-01,4.94E-02,6.29E-01,1.24E-01,J',434,S',212,42
2,1,22,2.6279,4.72E+00,8.97E-01,2.48E-02,8.16E-01,1.21E-01,I',476,D',254,43
2,1,22,2.6284,4.72E+00,2.21E-01,6.14E-03,5.37E-01,6.59E-03,J',432,S',212,44
2,1,22,2.6285,4.72E+00,3.51E-01,8.06E-08,8.01E-01,2.58E-07,I',474,D',254,45
2,1,22,2.6285,4.72E+00,8.51E-01,5.09E-02,3.05E-01,6.21E-02,M',234,P',234,46
2,1,22,2.6291,4.72E+00,7.70E-01,1.30E-01,4.67E-01,3.64E-01,M',456,P',234,47
2,1,22,2.6297,4.71E+00,1.17E+00,8.10E-03,4.43E-01,1.44E-02,M',454,P',232,48
2,1,22,2.6356,4.70E+00,6.96E-01,2.41E+00,1.59E-01,7.67E-01,E',212,P',232,49
2,1,22,2.6369,4.70E+00,1.09E+00,2.41E+00,2.48E-01,1.20E+00,E',212,P',234,50
3,1,23,2.0264,6.12E+00,7.96E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,23,2.0287,6.11E+00,4.89E-01,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
3,1,23,2.0342,6.10E+00,1.29E-01,2.67E-05,4.87E-02,2.60E-06,I',232,S,212,3
3,1,23,2.0354,6.09E+00,1.46E-01,2.79E-07,2.67E-02,2.97E-08,I',234,S,212,4
3,1,23,2.0414,6.07E+00,8.18E-03,4.40E+00,1.69E-03,2.97E-02,J',234,S,212,5
3,1,23,2.044,6.07E+00,9.17E-02,3.70E+00,1.03E-02,7.66E-02,J',232,S,212,6
3,1,23,2.0447,6.06E+00,2.95E+00,2.36E-01,5.86E-01,5.52E-01,C',234,S,212,7
3,1,23,2.0457,6.06E+00,3.43E+00,1.96E-02,8.02E-01,3.15E-02,C',232,S,212,8
3,1,23,2.0478,6.05E+00,3.70E-01,6.21E-02,2.13E-01,5.29E-02,J',434,S,212,9
3,1,23,2.0482,6.05E+00,3.01E-01,1.58E+00,9.77E-03,6.15E-02,F',234,P,232,10
3,1,23,2.0485,6.05E+00,8.80E-02,7.56E-03,1.54E-01,2.33E-03,J',432,S,212,11
3,1,23,2.0513,6.04E+00,2.75E+00,1.58E+00,8.93E-02,5.63E-01,F',234,P,234,12
3,1,23,2.0517,6.04E+00,2.22E+00,2.11E-01,1.38E-01,5.83E-02,M',212,P,232,13
3,1,23,2.0521,6.04E+00,9.53E-01,3.43E+00,3.04E-02,6.26E-01,F',256,P,234,14
3,1,23,2.0525,6.04E+00,1.34E+00,3.65E+00,4.41E-02,6.45E-01,F',254,P,234,15
3,1,23,2.0526,6.04E+00,3.38E+00,2.42E-04,1.06E-01,5.14E-05,F',232,P,234,16
3,1,23,2.0532,6.04E+00,3.92E+00,1.77E-01,7.77E-01,2.74E-01,K',232,S,212,17
3,1,23,2.0533,6.04E+00,3.34E+00,1.81E-01,7.09E-01,5.14E-01,K',234,S,212,18
3,1,23,2.0544,6.04E+00,9.88E-01,6.54E-02,7.54E-01,1.97E-01,K',434,S,212,19
3,1,23,2.0545,6.03E+00,2.08E-01,1.16E-02,7.82E-01,1.81E-02,K',432,S,212,20
3,1,23,2.0546,6.03E+00,1.92E+00,9.77E-01,2.27E-01,8.87E-01,M',254,P,232,21
3,1,23,2.0549,6.03E+00,3.67E+00,2.11E-01,2.28E-01,9.62E-02,M',212,P,234,22
3,1,23,2.0552,6.03E+00,4.29E-01,2.47E-01,1.98E-01,1.96E-01,G',254,P,232,23
3,1,23,2.0553,6.03E+00,4.94E-01,1.61E-01,1.21E-01,7.84E-02,M',434,P,232,24
3,1,23,2.0557,6.03E+00,6.41E+00,3.07E+00,5.84E-01,1.08E+01,M',256,P,234,25
3,1,23,2.0562,6.03E+00,3.32E+00,3.92E-01,5.07E-01,7.95E-01,M',234,P,232,26
3,1,23,2.057,6.03E+00,1.78E+00,2.18E-02,7.30E-01,3.19E-02,M',432,P,232,27
3,1,23,2.0575,6.03E+00,2.49E+00,1.72E-03,5.44E-01,1.88E-03,M',232,P,232,28
3,1,23,2.0577,6.03E+00,2.11E+00,9.77E-01,2.50E-01,9.76E-01,M',254,P,234,29
3,1,23,2.0578,6.03E+00,1.85E-01,1.21E-01,1.18E-01,8.60E-02,M',436,P,234,30
3,1,23,2.058,6.02E+00,5.55E-01,6.06E-02,1.77E-01,4.28E-02,M',414,P,232,31
3,1,23,2.0583,6.02E+00,1.02E-01,3.26E-01,3.57E-02,6.99E-02,G',256,P,234,32
3,1,23,2.0584,6.02E+00,5.92E-01,1.61E-01,1.46E-01,9.40E-02,M',434,P,234,33
3,1,23,2.0594,6.02E+00,2.47E-01,3.92E-01,3.78E-02,5.93E-02,M',234,P,234,34
3,1,23,2.0597,6.02E+00,4.74E-01,9.28E-03,1.36E-01,5.03E-03,M',454,P,232,35
3,1,23,2.0601,6.02E+00,3.80E-01,1.52E-03,1.83E-01,5.57E-04,M',452,P,232,36
3,1,23,2.0602,6.02E+00,7.32E-02,2.18E-02,3.00E-02,1.31E-03,M',432,P,234,37
3,1,23,2.0606,6.02E+00,3.60E-01,1.72E-03,7.89E-02,2.72E-04,M',232,P,234,38
3,1,23,2.0612,6.02E+00,5.51E-01,6.06E-02,1.75E-01,4.24E-02,M',414,P,234,39
3,1,23,2.0629,6.01E+00,2.28E-01,9.28E-03,6.50E-02,2.41E-03,M',454,P,234,40
3,1,23,2.0631,6.01E+00,3.48E-01,3.90E-01,1.70E-01,2.66E-01,N',254,P,232,41
3,1,23,2.0633,6.01E+00,7.73E-02,1.52E-03,3.73E-02,1.13E-04,M',452,P,234,42
3,1,23,2.0636,6.01E+00,7.48E-02,2.41E+00,1.59E-02,7.68E-02,E',212,P,232,43
3,1,23,2.0662,6.00E+00,2.55E-02,3.90E-01,1.25E-02,1.95E-02,N',254,P,234,44
3,1,23,2.0663,6.00E+00,1.92E-01,3.45E-01,1.05E-01,2.18E-01,N',256,P,234,45
3,1,23,2.0667,6.00E+00,5.23E-02,2.41E+00,1.11E-02,5.37E-02,E',212,P,234,46
3,1,23,2.0703,5.99E+00,1.49E-01,4.18E+00,3.17E-02,2.65E-01,L',212,P,232,47
3,1,23,2.0735,5.98E+00,1.85E-01,4.18E+00,3.95E-02,3.31E-01,L',212,P,234,48
3,1,23,2.382,5.21E+00,2.94E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,23,2.3934,5.18E+00,1.59E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,23,2.0264,6.12E+00,7.96E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,23,2.0287,6.11E+00,4.89E-01,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,23,2.3786,5.21E+00,8.02E-01,2.67E-05,3.02E-01,1.61E-05,I',232,S',212,3
2,1,23,2.3803,5.21E+00,1.63E+00,2.79E-07,2.99E-01,3.33E-07,I',234,S',212,4
2,1,23,2.3808,5.21E+00,2.49E+00,1.27E+00,1.10E-01,2.80E-01,F',212,P',232,5
2,1,23,2.3812,5.21E+00,2.57E+01,5.27E-03,9.01E-01,1.90E-02,A',234,D',256,6
2,1,23,2.3817,5.21E+00,2.82E+01,3.43E-03,9.54E-01,6.54E-03,A',232,D',254,7
2,1,23,2.382,5.21E+00,1.83E+01,1.27E+00,8.10E-01,2.06E+00,F',212,P',234,8
2,1,23,2.382,5.21E+00,2.94E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,9
2,1,23,2.3825,5.20E+00,1.48E+01,1.34E+00,5.54E-01,4.46E+00,A',276,D',254,10
2,1,23,2.3829,5.20E+00,8.68E+00,1.34E+00,3.24E-01,2.61E+00,A',276,D',256,11
2,1,23,2.3839,5.20E+00,2.46E+01,1.49E+00,8.87E-01,1.06E+01,A',278,D',256,12
2,1,23,2.3841,5.20E+00,1.00E+01,1.80E-01,3.28E-01,3.54E-01,A',256,D',254,13
2,1,23,2.3843,5.20E+00,2.69E+01,4.17E-04,9.09E-01,1.52E-03,A',254,D',254,14
2,1,23,2.3845,5.20E+00,1.88E+01,1.80E-01,6.15E-01,6.65E-01,A',256,D',256,15
2,1,23,2.3846,5.20E+00,2.41E+01,1.32E+00,9.25E-01,2.44E+00,B',232,S',212,16
2,1,23,2.3848,5.20E+00,2.40E+01,2.58E-01,9.62E-01,9.94E-01,B',234,S',212,17
2,1,23,2.3849,5.20E+00,2.58E+01,1.58E+00,8.35E-01,5.26E+00,F',234,P',234,18
2,1,23,2.3852,5.20E+00,2.47E+01,3.65E+00,8.14E-01,1.19E+01,F',254,P',232,19
2,1,23,2.3853,5.20E+00,2.56E+01,2.42E-04,8.03E-01,3.89E-04,F',232,P',232,20
2,1,23,2.386,5.20E+00,2.63E+01,3.43E+00,8.39E-01,1.73E+01,F',256,P',234,21
2,1,23,2.3869,5.19E+00,2.03E+00,2.43E-02,4.88E-01,4.74E-02,I',254,S',212,22
2,1,23,2.3885,5.19E+00,1.46E-01,4.40E+00,3.01E-02,5.29E-01,J',234,S',212,23
2,1,23,2.3894,5.19E+00,1.87E+00,2.79E-07,3.43E-01,3.82E-07,I',234,D',256,24
2,1,23,2.3897,5.19E+00,9.25E+00,2.11E-01,5.74E-01,2.43E-01,M',212,P',234,25
2,1,23,2.3902,5.19E+00,5.09E+00,2.17E-03,8.56E-01,1.49E-02,I',278,D',256,26
2,1,23,2.3908,5.19E+00,1.14E+00,3.07E+00,1.04E-01,1.92E+00,M',256,P',234,27
2,1,23,2.3921,5.18E+00,4.80E+00,3.70E+00,5.40E-01,4.00E+00,J',232,S',212,28
2,1,23,2.3922,5.18E+00,1.38E+00,1.15E-03,4.15E-01,2.86E-03,I',276,D',254,29
2,1,23,2.3931,5.18E+00,9.51E-01,2.36E-01,1.89E-01,1.78E-01,C',234,S',212,30
2,1,23,2.3932,5.18E+00,1.47E+00,1.61E-01,3.62E-01,2.34E-01,M',434,P',232,31
2,1,23,2.3934,5.18E+00,1.59E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,32
2,1,23,2.3935,5.18E+00,2.42E+00,9.77E-01,2.86E-01,1.12E+00,M',254,P',234,33
2,1,23,2.3937,5.18E+00,5.24E-01,1.21E-01,3.34E-01,2.43E-01,M',436,P',234,34
2,1,23,2.3943,5.18E+00,6.61E-01,2.07E-02,2.78E-01,2.31E-02,I',454,D',254,35
2,1,23,2.3944,5.18E+00,1.43E+00,3.26E-01,5.02E-01,9.83E-01,G',256,P',234,36
2,1,23,2.3945,5.18E+00,2.34E+00,5.39E-03,5.00E-01,1.62E-02,I',456,D',256,37
2,1,23,2.3945,5.18E+00,8.13E-01,1.61E-01,2.00E-01,1.29E-01,M',434,P',234,38
2,1,23,2.3945,5.18E+00,1.62E+00,3.92E-01,2.48E-01,3.88E-01,M',234,P',232,39
2,1,23,2.3957,5.18E+00,1.52E+00,1.41E-03,6.51E-01,5.49E-03,I',256,D',254,40
2,1,23,2.3967,5.17E+00,9.04E-01,5.64E-02,7.28E-01,3.28E-01,I',478,D',256,41
2,1,23,2.3973,5.17E+00,1.13E+00,6.21E-02,6.50E-01,1.62E-01,J',434,S',212,42
2,1,23,2.3977,5.17E+00,1.36E+00,3.14E-02,8.38E-01,1.58E-01,I',476,D',254,43
2,1,23,2.3982,5.17E+00,3.25E-01,7.56E-03,5.69E-01,8.61E-03,J',432,S',212,44
2,1,23,2.3982,5.17E+00,1.01E+00,6.06E-02,3.22E-01,7.79E-02,M',414,P',234,45
2,1,23,2.3982,5.17E+00,4.92E-01,3.59E-06,8.09E-01,1.16E-05,I',474,D',254,46
2,1,23,2.3986,5.17E+00,1.17E+00,1.72E-01,5.24E-01,5.41E-01,M',456,P',234,47
2,1,23,2.3993,5.17E+00,1.68E+00,9.28E-03,4.80E-01,1.78E-02,M',454,P',232,48
2,1,23,2.4045,5.16E+00,8.21E-01,2.41E+00,1.75E-01,8.43E-01,E',212,P',232,49
2,1,23,2.4058,5.15E+00,1.25E+00,2.41E+00,2.66E-01,1.28E+00,E',212,P',234,50
3,1,24,1.8559,6.68E+00,9.40E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,24,1.858,6.67E+00,6.94E-01,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
3,1,24,1.8622,6.66E+00,1.43E-01,6.32E-07,4.59E-02,5.81E-08,I',232,S,212,3
3,1,24,1.8634,6.65E+00,1.52E-01,3.92E-05,2.36E-02,3.71E-06,I',234,S,212,4
3,1,24,1.8714,6.63E+00,1.04E-01,3.72E+00,1.04E-02,7.75E-02,J',232,S,212,5
3,1,24,1.8718,6.62E+00,3.44E+00,3.12E-01,5.88E-01,7.35E-01,C',234,S,212,6
3,1,24,1.8729,6.62E+00,4.10E+00,2.57E-02,8.06E-01,4.15E-02,C',232,S,212,7
3,1,24,1.8746,6.61E+00,3.15E-01,1.66E+00,8.67E-03,5.76E-02,F',234,P,232,8
3,1,24,1.8747,6.61E+00,5.26E-01,7.66E-02,2.14E-01,6.56E-02,J',434,S,212,9
3,1,24,1.8753,6.61E+00,1.28E-01,9.09E-03,1.64E-01,2.98E-03,J',432,S,212,10
3,1,24,1.8758,6.61E+00,6.80E-01,2.00E-04,1.81E-02,7.24E-06,F',232,P,232,11
3,1,24,1.8777,6.60E+00,3.32E+00,1.66E+00,9.15E-02,6.08E-01,F',234,P,234,12
3,1,24,1.8778,6.60E+00,2.48E+00,2.10E-01,1.27E-01,5.34E-02,M',212,P,232,13
3,1,24,1.8785,6.60E+00,1.23E+00,3.32E+00,3.35E-02,6.66E-01,F',256,P,234,14
3,1,24,1.8789,6.60E+00,1.65E+00,3.66E+00,4.64E-02,6.79E-01,F',254,P,234,15
3,1,24,1.879,6.60E+00,4.38E+00,2.00E-04,1.17E-01,4.66E-05,F',232,P,234,16
3,1,24,1.8794,6.60E+00,4.68E+00,1.79E-01,7.84E-01,2.81E-01,K',232,S,212,17
3,1,24,1.8795,6.60E+00,3.94E+00,1.84E-01,7.08E-01,5.21E-01,K',234,S,212,18
3,1,24,1.8803,6.59E+00,1.41E+00,6.90E-01,1.67E-01,4.59E-01,M',414,P,232,19
3,1,24,1.8805,6.59E+00,1.27E+00,7.32E-02,7.61E-01,2.23E-01,K',434,S,212,20
3,1,24,1.8806,6.59E+00,2.67E-01,1.28E-02,7.94E-01,2.04E-02,K',432,S,212,21
3,1,24,1.8809,6.59E+00,1.04E+00,4.58E-01,2.83E-01,5.19E-01,M',434,P,232,22
3,1,24,1.881,6.59E+00,4.15E+00,2.10E-01,2.13E-01,8.95E-02,M',212,P,234,23
3,1,24,1.8816,6.59E+00,7.50E+00,3.11E+00,6.12E-01,1.14E+01,M',256,P,234,24
3,1,24,1.8819,6.59E+00,4.90E+00,5.69E-01,5.10E-01,1.16E+00,M',254,P,232,25
3,1,24,1.8827,6.59E+00,3.28E+00,3.04E-02,7.88E-01,4.79E-02,M',432,P,232,26
3,1,24,1.8831,6.58E+00,2.17E+00,1.31E-04,4.58E-01,1.20E-04,M',232,P,232,27
3,1,24,1.8834,6.58E+00,2.55E+00,6.90E-01,3.02E-01,8.33E-01,M',414,P,234,28
3,1,24,1.8836,6.58E+00,6.20E-01,7.06E-02,1.75E-01,4.94E-02,M',234,P,232,29
3,1,24,1.8836,6.58E+00,3.65E-01,3.19E-01,2.37E-01,4.54E-01,M',436,P,234,30
3,1,24,1.8841,6.58E+00,7.26E-01,4.58E-01,1.97E-01,3.61E-01,M',434,P,234,31
3,1,24,1.8841,6.58E+00,7.22E-02,2.20E-01,2.03E-02,2.68E-02,G',256,P,234,32
3,1,24,1.8843,6.58E+00,2.25E-01,1.55E-02,6.48E-02,4.01E-03,G',254,P,234,33
3,1,24,1.8851,6.58E+00,1.25E-01,5.69E-01,1.30E-02,2.96E-02,M',254,P,234,34
3,1,24,1.8852,6.58E+00,6.49E-01,1.05E-02,1.41E-01,5.92E-03,M',454,P,232,35
3,1,24,1.8856,6.58E+00,4.72E-01,1.85E-03,1.85E-01,6.84E-04,M',452,P,232,36
3,1,24,1.8858,6.57E+00,1.27E-01,3.04E-02,3.06E-02,1.86E-03,M',432,P,234,37
3,1,24,1.8862,6.57E+00,3.09E-01,1.31E-04,6.53E-02,1.72E-05,M',232,P,234,38
3,1,24,1.8868,6.57E+00,5.26E-01,7.06E-02,1.48E-01,4.19E-02,M',234,P,234,39
3,1,24,1.888,6.57E+00,4.22E-01,3.85E-01,1.77E-01,2.73E-01,N',254,P,232,40
3,1,24,1.8884,6.57E+00,2.54E-01,1.05E-02,5.54E-02,2.32E-03,M',454,P,234,41
3,1,24,1.8886,6.56E+00,8.79E-02,2.41E+00,1.74E-02,8.40E-02,E',212,P,232,42
3,1,24,1.8887,6.56E+00,8.61E-02,1.85E-03,3.37E-02,1.25E-04,M',452,P,234,43
3,1,24,1.8912,6.56E+00,2.75E-02,3.85E-01,1.15E-02,1.78E-02,N',254,P,234,44
3,1,24,1.8913,6.56E+00,2.11E-01,3.37E-01,1.00E-01,2.02E-01,N',256,P,234,45
3,1,24,1.8918,6.55E+00,5.68E-02,2.41E+00,1.13E-02,5.42E-02,E',212,P,234,46
3,1,24,1.8946,6.54E+00,1.76E-01,4.19E+00,3.68E-02,3.08E-01,L',212,P,232,47
3,1,24,1.8978,6.53E+00,2.08E-01,4.19E+00,4.34E-02,3.63E-01,L',212,P,234,48
3,1,24,2.1821,5.68E+00,3.48E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,24,2.1925,5.65E+00,2.27E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,24,1.8559,6.68E+00,9.40E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,24,1.858,6.67E+00,6.94E-01,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,24,2.1809,5.69E+00,2.56E+00,1.31E+00,9.61E-02,2.52E-01,F',212,P',232,3
2,1,24,2.1814,5.68E+00,3.06E+01,6.75E-03,9.05E-01,2.44E-02,A',234,D',256,4
2,1,24,2.1818,5.68E+00,3.36E+01,4.56E-03,9.54E-01,8.70E-03,A',232,D',254,5
2,1,24,2.1821,5.68E+00,3.48E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,6
2,1,24,2.1822,5.68E+00,2.21E+01,1.31E+00,8.30E-01,2.17E+00,F',212,P',234,7
2,1,24,2.1824,5.68E+00,1.67E+01,1.33E+00,5.29E-01,4.21E+00,A',276,D',254,8
2,1,24,2.1828,5.68E+00,1.12E+01,1.33E+00,3.54E-01,2.82E+00,A',276,D',256,9
2,1,24,2.1838,5.68E+00,2.92E+01,1.49E+00,8.94E-01,1.07E+01,A',278,D',256,10
2,1,24,2.1839,5.68E+00,1.29E+01,2.11E-01,3.55E-01,4.50E-01,A',256,D',254,11
2,1,24,2.1841,5.68E+00,3.18E+01,5.82E-04,9.12E-01,2.12E-03,A',254,D',254,12
2,1,24,2.1843,5.68E+00,2.13E+01,2.11E-01,5.87E-01,7.43E-01,A',256,D',256,13
2,1,24,2.1843,5.68E+00,2.88E+01,1.33E+00,9.34E-01,2.48E+00,B',232,S',212,14
2,1,24,2.1845,5.68E+00,2.86E+01,1.93E-01,9.70E-01,7.50E-01,B',234,S',212,15
2,1,24,2.1846,5.68E+00,3.04E+01,1.66E+00,8.39E-01,5.58E+00,F',234,P',234,16
2,1,24,2.1849,5.67E+00,2.96E+01,3.66E+00,8.28E-01,1.21E+01,F',254,P',232,17
2,1,24,2.185,5.67E+00,3.05E+01,2.00E-04,8.13E-01,3.25E-04,F',232,P',232,18
2,1,24,2.1857,5.67E+00,3.15E+01,3.32E+00,8.55E-01,1.70E+01,F',256,P',234,19
2,1,24,2.1865,5.67E+00,2.57E+00,1.44E-02,4.72E-01,2.72E-02,I',254,S',212,20
2,1,24,2.1887,5.66E+00,2.30E+00,3.92E-05,3.59E-01,5.63E-05,I',234,D',256,21
2,1,24,2.189,5.66E+00,1.14E+01,2.10E-01,5.84E-01,2.45E-01,M',212,P',234,22
2,1,24,2.1892,5.66E+00,6.02E+00,2.03E-03,8.52E-01,1.38E-02,I',278,D',256,23
2,1,24,2.1898,5.66E+00,1.22E+00,3.11E+00,9.94E-02,1.85E+00,M',256,P',234,24
2,1,24,2.191,5.66E+00,1.37E+00,8.17E-04,3.75E-01,1.84E-03,I',456,D',254,25
2,1,24,2.1914,5.66E+00,5.80E+00,3.72E+00,5.82E-01,4.33E+00,J',232,S',212,26
2,1,24,2.192,5.66E+00,1.02E+00,3.12E-01,1.75E-01,2.19E-01,C',234,S',212,27
2,1,24,2.1922,5.66E+00,1.37E+00,1.55E-02,3.95E-01,2.44E-02,G',254,P',232,28
2,1,24,2.1923,5.66E+00,2.78E+00,6.90E-01,3.30E-01,9.10E-01,M',414,P',234,29
2,1,24,2.1925,5.65E+00,2.27E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,30
2,1,24,2.1925,5.65E+00,1.60E-01,3.19E-01,1.04E-01,1.99E-01,M',436,P',234,31
2,1,24,2.1932,5.65E+00,5.68E-01,4.58E-01,1.54E-01,2.82E-01,M',434,P',234,32
2,1,24,2.1932,5.65E+00,1.05E+00,2.68E-02,3.37E-01,3.60E-02,I',454,D',254,33
2,1,24,2.1933,5.65E+00,1.87E+00,2.20E-01,5.27E-01,6.95E-01,G',256,P',234,34
2,1,24,2.1933,5.65E+00,2.35E+00,5.69E-01,2.45E-01,5.57E-01,M',254,P',232,35
2,1,24,2.1934,5.65E+00,1.35E+00,6.91E-03,3.37E-01,4.65E-03,I',452,D',254,36
2,1,24,2.1935,5.65E+00,3.30E+00,5.12E-03,5.49E-01,1.69E-02,I',276,D',256,37
2,1,24,2.1945,5.65E+00,1.87E+00,1.11E-03,6.52E-01,4.35E-03,I',256,D',254,38
2,1,24,2.1946,5.65E+00,1.16E+00,5.69E-01,1.20E-01,2.74E-01,M',254,P',234,39
2,1,24,2.1954,5.65E+00,1.36E+00,7.25E-02,7.42E-01,4.30E-01,I',478,D',256,40
2,1,24,2.1959,5.65E+00,1.64E+00,7.66E-02,6.68E-01,2.05E-01,J',434,S',212,41
2,1,24,2.1963,5.65E+00,2.00E+00,3.89E-02,8.58E-01,2.00E-01,I',476,D',254,42
2,1,24,2.1968,5.64E+00,4.67E-01,9.09E-03,5.97E-01,1.09E-02,J',432,S',212,43
2,1,24,2.1968,5.64E+00,1.21E+00,7.06E-02,3.40E-01,9.60E-02,M',234,P',234,44
2,1,24,2.1968,5.64E+00,6.75E-01,4.47E-06,8.17E-01,1.46E-05,I',474,D',254,45
2,1,24,2.1971,5.64E+00,1.73E+00,2.22E-01,5.77E-01,7.69E-01,M',456,P',234,46
2,1,24,2.1977,5.64E+00,2.36E+00,1.05E-02,5.14E-01,2.15E-02,M',454,P',232,47
2,1,24,2.2003,5.63E+00,8.25E-01,3.12E-01,1.41E-01,1.77E-01,C',234,D',256,48
2,1,24,2.2023,5.63E+00,9.61E-01,2.41E+00,1.91E-01,9.18E-01,E',212,P',232,49
2,1,24,2.2036,5.63E+00,1.42E+00,2.41E+00,2.82E-01,1.36E+00,E',212,P',234,50
