n1,n2,Z,"WL,  ̊A","E, keV",A,G,K,QD,,Transition,,,No
2,1,12,9.1923,1.35E+00,1.77E+00,4.71E-01,7.05E-01,1.33E+00,F',234,P',234,17
2,1,12,9.1928,1.35E+00,1.54E+00,3.21E+00,3.18E-01,4.09E+00,F',254,P',232,18
2,1,12,9.1928,1.35E+00,1.32E+00,8.99E-06,6.25E-01,1.12E-05,F',232,P',232,19
2,1,12,9.1938,1.35E+00,1.54E+00,3.42E+00,3.06E-01,6.28E+00,F',256,P',234,20
2,1,12,9.1938,1.35E+00,5.28E-01,8.99E-06,2.50E-01,4.50E-06,F',232,P',234,21
2,1,12,9.2157,1.35E+00,1.85E-01,3.55E+00,4.92E-02,6.99E-01,J',234,S',212,22
2,1,12,9.2191,1.34E+00,2.50E-01,3.40E+00,6.82E-02,4.64E-01,J',232,S',212,23
2,1,12,9.2197,1.34E+00,9.49E-02,1.71E-01,8.99E-02,3.08E-02,M',212,P',232,24
2,1,12,9.2207,1.34E+00,3.29E-01,1.71E-01,3.12E-01,1.07E-01,M',212,P',234,25
2,1,12,9.2314,1.34E+00,3.28E-03,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,26
2,1,12,9.2334,1.34E+00,3.13E-01,9.02E-04,8.80E-01,6.35E-03,I',278,D',256,27
2,1,12,9.2346,1.34E+00,1.24E-01,2.31E+00,4.32E-02,5.98E-01,M',256,P',234,28
2,1,12,9.2364,1.34E+00,2.97E-01,2.21E-03,7.88E-01,1.04E-02,I',276,D',254,29
2,1,12,9.2364,1.34E+00,5.18E-02,2.20E+00,1.92E-02,1.68E-01,M',254,P',232,30
2,1,12,9.2394,1.34E+00,2.76E-01,4.57E-04,6.58E-01,1.20E-03,G',254,P',232,31
2,1,12,9.2399,1.34E+00,6.22E-02,7.46E-03,1.80E-01,5.37E-03,C',234,S',212,32
2,1,12,9.24,1.34E+00,2.53E-01,1.44E-01,5.53E-01,4.79E-01,G',256,P',234,33
2,1,12,9.2404,1.34E+00,6.01E-02,4.57E-04,1.43E-01,2.62E-04,G',254,P',234,34
2,1,12,9.2408,1.34E+00,3.86E-02,3.24E-03,1.21E-01,7.82E-04,C',232,S',212,35
2,1,12,9.2412,1.34E+00,7.01E-02,8.29E-01,2.94E-02,9.74E-02,B',234,D',256,36
2,1,12,9.2534,1.34E+00,8.44E-03,1.53E-04,1.41E-01,1.30E-04,I',256,D',254,37
2,1,12,9.2537,1.34E+00,1.37E-02,1.53E-04,2.30E-01,2.12E-04,I',256,D',256,38
2,1,12,9.2538,1.34E+00,1.52E-02,2.54E-03,2.61E-01,2.64E-03,I',254,D',254,39
2,1,12,9.2614,1.34E+00,1.15E-03,7.23E-04,5.01E-01,2.90E-03,I',478,D',256,40
2,1,12,9.2622,1.34E+00,1.71E-03,5.10E-04,5.29E-01,1.62E-03,I',476,D',254,41
2,1,12,9.2625,1.34E+00,4.80E-04,5.10E-04,1.48E-01,4.54E-04,I',476,D',256,42
2,1,12,9.2625,1.34E+00,1.96E-03,1.00E-03,1.52E-01,6.11E-04,J',434,S',212,43
2,1,12,9.2628,1.34E+00,1.53E-03,1.09E-05,7.47E-01,3.25E-05,I',474,D',254,44
2,1,12,9.2674,1.34E+00,8.03E-02,3.97E-04,2.21E-01,1.75E-04,M',232,P',232,45
2,1,12,9.2684,1.34E+00,9.92E-02,8.69E-04,2.70E-01,9.39E-04,M',234,P',234,46
2,1,12,9.2922,1.33E+00,5.47E-02,7.46E-03,1.58E-01,4.72E-03,C',234,D',256,47
2,1,12,9.2928,1.33E+00,6.10E-02,3.24E-03,1.91E-01,1.24E-03,C',232,D',254,48
2,1,12,9.3087,1.33E+00,6.36E-02,2.28E+00,2.56E-02,1.17E-01,E',212,P',232,49
2,1,12,9.3098,1.33E+00,1.21E-01,2.28E+00,4.89E-02,2.23E-01,E',212,P',234,50
3,1,13,6.635,1.87E+00,7.70E-01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,13,6.645,1.87E+00,2.33E-03,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
3,1,13,6.7013,1.85E+00,2.05E-02,3.57E-03,6.32E-02,4.52E-04,I',232,S,212,3
3,1,13,6.7025,1.85E+00,2.26E-02,3.94E-03,5.74E-02,9.03E-04,I',234,S,212,4
3,1,13,6.7336,1.84E+00,7.05E-03,3.65E+00,1.80E-03,2.62E-02,J',234,S,212,5
3,1,13,6.7361,1.84E+00,9.24E-03,3.46E+00,2.40E-03,1.66E-02,J',232,S,212,6
3,1,13,6.748,1.84E+00,2.97E-01,7.69E-03,6.12E-01,1.88E-02,C',234,S,212,7
3,1,13,6.7487,1.84E+00,3.01E-01,2.17E-03,6.80E-01,2.95E-03,C',232,S,212,8
3,1,13,6.7615,1.83E+00,1.51E-03,1.79E-03,7.10E-02,5.08E-04,J',434,S,212,9
3,1,13,6.7622,1.83E+00,3.15E-04,1.69E-04,2.05E-02,6.91E-06,J',432,S,212,10
3,1,13,6.7777,1.83E+00,6.59E-02,5.84E-01,1.92E-02,4.49E-02,F',234,P,232,11
3,1,13,6.7788,1.83E+00,4.09E-03,3.27E+00,7.33E-04,9.58E-03,F',254,P,232,12
3,1,13,6.7789,1.83E+00,1.94E-01,1.84E-05,6.50E-02,2.40E-06,F',232,P,232,13
3,1,13,6.7804,1.83E+00,2.35E-01,5.84E-01,6.83E-02,1.60E-01,F',234,P,234,14
3,1,13,6.7815,1.83E+00,4.55E-02,3.52E+00,7.86E-03,1.66E-01,F',256,P,234,15
3,1,13,6.7815,1.83E+00,7.39E-02,3.27E+00,1.32E-02,1.73E-01,F',254,P,234,16
3,1,13,6.7816,1.83E+00,1.40E-01,1.84E-05,4.72E-02,1.74E-06,F',232,P,234,17
3,1,13,6.7942,1.82E+00,3.42E-01,1.44E-01,5.85E-01,1.69E-01,K',232,S,212,18
3,1,13,6.7944,1.82E+00,3.15E-01,1.39E-01,5.71E-01,3.17E-01,K',234,S,212,19
3,1,13,6.7945,1.82E+00,2.14E-01,1.78E-01,1.49E-01,5.31E-02,M',212,P,232,20
3,1,13,6.7957,1.82E+00,3.89E-02,1.83E-02,5.62E-01,4.11E-02,K',434,S,212,21
3,1,13,6.7958,1.82E+00,8.38E-03,3.68E-03,5.50E-01,4.05E-03,K',432,S,212,22
3,1,13,6.7972,1.82E+00,4.02E-01,1.78E-01,2.80E-01,9.98E-02,M',212,P,234,23
3,1,13,6.8052,1.82E+00,4.47E-01,2.20E+00,1.54E-01,1.35E+00,M',254,P,232,24
3,1,13,6.8057,1.82E+00,6.01E-01,2.35E+00,1.90E-01,2.68E+00,M',256,P,234,25
3,1,13,6.8067,1.82E+00,5.87E-02,2.09E-03,9.41E-02,7.87E-04,G',254,P,232,26
3,1,13,6.8079,1.82E+00,9.20E-02,2.20E+00,3.17E-02,2.79E-01,M',254,P,234,27
3,1,13,6.8091,1.82E+00,1.48E-03,1.72E-01,2.47E-03,2.55E-03,G',256,P,234,28
3,1,13,6.8094,1.82E+00,1.54E-02,2.09E-03,2.47E-02,2.07E-04,G',254,P,234,29
3,1,13,6.8157,1.82E+00,1.06E-03,6.38E-05,2.40E-02,3.06E-06,M',432,P,232,30
3,1,13,6.8167,1.82E+00,3.41E-03,1.60E-04,5.45E-02,3.49E-05,M',414,P,232,31
3,1,13,6.8167,1.82E+00,5.22E-04,1.76E-02,8.19E-03,8.65E-04,M',436,P,234,32
3,1,13,6.8194,1.82E+00,8.42E-03,1.60E-04,1.35E-01,8.62E-05,M',414,P,234,33
3,1,13,6.8235,1.82E+00,6.41E-02,1.67E-03,1.25E-01,8.34E-04,M',234,P,232,34
3,1,13,6.8235,1.82E+00,2.34E-01,6.20E-04,4.61E-01,5.72E-04,M',232,P,232,35
3,1,13,6.8262,1.82E+00,2.34E-01,1.67E-03,4.57E-01,3.05E-03,M',234,P,234,36
3,1,13,6.8262,1.82E+00,9.26E-02,6.20E-04,1.82E-01,2.26E-04,M',232,P,234,37
3,1,13,6.8271,1.82E+00,6.28E-03,7.58E-04,5.09E-02,1.54E-04,M',454,P,232,38
3,1,13,6.8276,1.82E+00,1.34E-02,2.91E-05,1.15E-01,6.67E-06,M',452,P,232,39
3,1,13,6.8298,1.82E+00,1.49E-02,7.58E-04,1.21E-01,3.66E-04,M',454,P,234,40
3,1,13,6.8303,1.82E+00,5.81E-03,2.91E-05,4.97E-02,2.89E-06,M',452,P,234,41
3,1,13,6.8483,1.81E+00,6.87E-03,2.31E+00,2.65E-03,1.23E-02,E',212,P,232,42
3,1,13,6.8505,1.81E+00,2.74E-02,3.79E-01,5.44E-02,8.26E-02,N',254,P,232,43
3,1,13,6.8511,1.81E+00,1.05E-02,2.31E+00,4.05E-03,1.87E-02,E',212,P,234,44
3,1,13,6.8532,1.81E+00,4.54E-03,3.79E-01,9.03E-03,1.37E-02,N',254,P,234,45
3,1,13,6.8533,1.81E+00,2.85E-02,3.71E-01,5.81E-02,1.29E-01,N',256,P,234,46
3,1,13,6.8871,1.80E+00,1.44E-02,3.90E+00,3.64E-03,2.84E-02,L',212,P,232,47
3,1,13,6.8898,1.80E+00,2.64E-02,3.90E+00,6.66E-03,5.20E-02,L',212,P,234,48
3,1,13,7.7579,1.60E+00,2.78E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,13,7.8072,1.59E+00,7.29E-03,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,13,6.635,1.87E+00,7.70E-01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,13,6.645,1.87E+00,2.33E-03,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,13,7.7507,1.60E+00,1.98E-01,3.57E-03,6.08E-01,4.35E-03,I',232,S',212,3
2,1,13,7.7523,1.60E+00,2.29E+00,2.08E-04,8.70E-01,7.24E-04,A',234,D',256,4
2,1,13,7.7523,1.60E+00,2.45E-01,3.94E-03,6.22E-01,9.80E-03,I',234,S',212,5
2,1,13,7.7526,1.60E+00,5.31E-01,8.69E-01,1.92E-01,3.34E-01,F',212,P',232,6
2,1,13,7.7528,1.60E+00,2.54E+00,3.52E-04,9.57E-01,6.73E-04,A',232,D',254,7
2,1,13,7.7537,1.60E+00,1.34E+00,8.69E-01,4.82E-01,8.38E-01,F',212,P',234,8
2,1,13,7.7579,1.60E+00,2.78E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,9
2,1,13,7.7653,1.60E+00,1.95E+00,1.19E+00,5.46E-01,3.90E+00,A',276,D',254,10
2,1,13,7.7656,1.60E+00,2.96E-01,1.19E+00,8.30E-02,5.92E-01,A',276,D',256,11
2,1,13,7.7669,1.60E+00,2.28E+00,1.20E+00,6.32E-01,6.08E+00,A',278,D',256,12
2,1,13,7.7708,1.60E+00,3.45E-01,1.21E-02,1.21E-01,8.78E-03,A',256,D',254,13
2,1,13,7.7711,1.60E+00,2.37E+00,1.21E-02,8.31E-01,6.03E-02,A',256,D',256,14
2,1,13,7.7712,1.60E+00,2.48E+00,1.46E-06,8.74E-01,5.10E-06,A',254,D',254,15
2,1,13,7.7727,1.60E+00,2.07E+00,1.04E+00,6.40E-01,1.33E+00,B',232,S',212,16
2,1,13,7.7735,1.60E+00,2.08E+00,8.27E-01,6.84E-01,2.26E+00,B',234,S',212,17
2,1,13,7.7756,1.59E+00,2.49E+00,5.84E-01,7.25E-01,1.69E+00,F',234,P',234,18
2,1,13,7.776,1.59E+00,2.18E+00,3.27E+00,3.91E-01,5.12E+00,F',254,P',232,19
2,1,13,7.7761,1.59E+00,1.90E+00,1.84E-05,6.37E-01,2.35E-05,F',232,P',232,20
2,1,13,7.777,1.59E+00,2.18E+00,3.52E+00,3.76E-01,7.93E+00,F',256,P',234,21
2,1,13,7.7772,1.59E+00,7.09E-01,1.84E-05,2.38E-01,8.78E-06,F',232,P',234,22
2,1,13,7.7934,1.59E+00,5.31E-02,3.94E-03,1.35E-01,2.12E-03,I',234,D',256,23
2,1,13,7.794,1.59E+00,2.45E-01,3.65E+00,6.24E-02,9.12E-01,J',234,S',212,24
2,1,13,7.7974,1.59E+00,3.61E-01,3.46E+00,9.36E-02,6.48E-01,J',232,S',212,25
2,1,13,7.7978,1.59E+00,4.84E-01,1.78E-01,3.37E-01,1.20E-01,M',212,P',234,26
2,1,13,7.8072,1.59E+00,7.29E-03,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,27
2,1,13,7.8078,1.59E+00,4.50E-01,1.28E-03,8.78E-01,8.97E-03,I',278,D',256,28
2,1,13,7.8089,1.59E+00,1.86E-01,2.35E+00,5.86E-02,8.27E-01,M',256,P',234,29
2,1,13,7.8107,1.59E+00,6.18E-02,2.20E+00,2.13E-02,1.87E-01,M',254,P',232,30
2,1,13,7.8109,1.59E+00,4.23E-01,3.10E-03,7.75E-01,1.44E-02,I',276,D',254,31
2,1,13,7.8128,1.59E+00,4.00E-01,2.09E-03,6.41E-01,5.36E-03,G',254,P',232,32
2,1,13,7.8133,1.59E+00,8.95E-02,7.69E-03,1.84E-01,5.67E-03,C',234,S',212,33
2,1,13,7.8134,1.59E+00,3.39E-01,1.72E-01,5.66E-01,5.83E-01,G',256,P',234,34
2,1,13,7.8138,1.59E+00,9.07E-02,2.09E-03,1.46E-01,1.22E-03,G',254,P',234,35
2,1,13,7.8148,1.59E+00,9.72E-02,8.27E-01,3.20E-02,1.06E-01,B',234,D',256,36
2,1,13,7.8244,1.58E+00,1.64E-02,2.44E-04,1.80E-01,2.64E-04,I',256,D',254,37
2,1,13,7.8247,1.58E+00,1.93E-02,2.44E-04,2.12E-01,3.11E-04,I',256,D',256,38
2,1,13,7.8247,1.58E+00,2.21E-02,4.13E-03,2.51E-01,4.14E-03,I',254,D',254,39
2,1,13,7.8306,1.58E+00,2.62E-03,1.25E-03,5.38E-01,5.37E-03,I',478,D',256,40
2,1,13,7.8314,1.58E+00,4.00E-03,8.81E-04,5.56E-01,2.94E-03,I',476,D',254,41
2,1,13,7.8315,1.58E+00,4.38E-03,1.79E-03,2.06E-01,1.48E-03,J',434,S',212,42
2,1,13,7.8318,1.58E+00,1.07E-03,8.81E-04,1.49E-01,7.86E-04,I',476,D',256,43
2,1,13,7.8321,1.58E+00,3.44E-03,5.68E-06,7.47E-01,1.70E-05,I',474,D',254,44
2,1,13,7.8349,1.58E+00,1.10E-01,6.20E-04,2.17E-01,2.70E-04,M',232,P',232,45
2,1,13,7.8359,1.58E+00,1.36E-01,1.67E-03,2.66E-01,1.77E-03,M',234,P',234,46
2,1,13,7.855,1.58E+00,7.54E-02,7.69E-03,1.55E-01,4.78E-03,C',234,D',256,47
2,1,13,7.8556,1.58E+00,8.41E-02,2.17E-03,1.90E-01,8.23E-04,C',232,D',254,48
2,1,13,7.8677,1.58E+00,8.82E-02,2.31E+00,3.40E-02,1.57E-01,E',212,P',232,49
2,1,13,7.8688,1.58E+00,1.66E-01,2.31E+00,6.41E-02,2.97E-01,E',212,P',234,50
3,1,14,5.6809,2.18E+00,1.05E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,14,5.6889,2.18E+00,4.87E-03,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
3,1,14,5.7324,2.16E+00,2.73E-02,3.06E-03,6.30E-02,3.85E-04,I',232,S,212,3
3,1,14,5.7336,2.16E+00,3.05E-02,3.49E-03,5.55E-02,7.75E-04,I',234,S,212,4
3,1,14,5.7524,2.16E+00,5.38E-04,6.48E-03,4.12E-03,1.07E-04,I',254,S,212,5
3,1,14,5.7585,2.15E+00,9.22E-03,3.75E+00,2.25E-03,3.37E-02,J',234,S,212,6
3,1,14,5.761,2.15E+00,1.31E-02,3.51E+00,3.23E-03,2.27E-02,J',232,S,212,7
3,1,14,5.7701,2.15E+00,4.08E-01,9.30E-03,6.12E-01,2.28E-02,C',234,S,212,8
3,1,14,5.7709,2.15E+00,4.15E-01,1.69E-03,6.95E-01,2.35E-03,C',232,S,212,9
3,1,14,5.7812,2.14E+00,3.21E-03,3.01E-03,9.29E-02,1.12E-03,J',434,S,212,10
3,1,14,5.7819,2.14E+00,6.88E-04,3.20E-04,3.00E-02,1.92E-05,J',432,S,212,11
3,1,14,5.7934,2.14E+00,8.66E-02,6.94E-01,1.89E-02,5.25E-02,F',234,P,232,12
3,1,14,5.7945,2.14E+00,4.04E-03,3.32E+00,6.20E-04,8.24E-03,F',254,P,232,13
3,1,14,5.7946,2.14E+00,2.54E-01,3.35E-05,6.22E-02,4.16E-06,F',232,P,232,14
3,1,14,5.7962,2.14E+00,3.20E-01,6.94E-01,6.99E-02,1.94E-01,F',234,P,234,15
3,1,14,5.7972,2.14E+00,6.47E-02,3.60E+00,9.60E-03,2.07E-01,F',256,P,234,16
3,1,14,5.7973,2.14E+00,1.11E-01,3.32E+00,1.70E-02,2.26E-01,F',254,P,234,17
3,1,14,5.7974,2.14E+00,2.04E-01,3.35E-05,5.00E-02,3.35E-06,F',232,P,234,18
3,1,14,5.8068,2.14E+00,2.99E-01,1.84E-01,1.55E-01,5.73E-02,M',212,P,232,19
3,1,14,5.8069,2.14E+00,4.73E-01,1.48E-01,6.25E-01,1.85E-01,K',232,S,212,20
3,1,14,5.8071,2.14E+00,4.37E-01,1.44E-01,6.08E-01,3.51E-01,K',234,S,212,21
3,1,14,5.8084,2.13E+00,5.40E-02,1.94E-02,6.01E-01,4.65E-02,K',434,S,212,22
3,1,14,5.8086,2.13E+00,1.17E-02,3.88E-03,5.88E-01,4.56E-03,K',432,S,212,23
3,1,14,5.8096,2.13E+00,5.52E-01,1.84E-01,2.87E-01,1.06E-01,M',212,P,234,24
3,1,14,5.8158,2.13E+00,5.91E-01,2.17E+00,1.90E-01,1.65E+00,M',254,P,232,25
3,1,14,5.8163,2.13E+00,8.30E-01,2.40E+00,2.35E-01,3.39E+00,M',256,P,234,26
3,1,14,5.8169,2.13E+00,1.05E-01,1.78E-02,1.14E-01,8.12E-03,G',254,P,232,27
3,1,14,5.8185,2.13E+00,1.23E-01,2.17E+00,3.97E-02,3.45E-01,M',254,P,234,28
3,1,14,5.8196,2.13E+00,2.86E-02,1.78E-02,3.10E-02,2.21E-03,G',254,P,234,29
3,1,14,5.8243,2.13E+00,2.50E-03,1.39E-04,3.95E-02,1.10E-05,M',432,P,232,30
3,1,14,5.8249,2.13E+00,8.39E-03,3.62E-04,8.50E-02,1.23E-04,M',414,P,232,31
3,1,14,5.8252,2.13E+00,1.20E-03,2.82E-02,1.26E-02,2.13E-03,M',436,P,234,32
3,1,14,5.8277,2.13E+00,1.90E-02,3.62E-04,1.92E-01,2.79E-04,M',414,P,234,33
3,1,14,5.8301,2.13E+00,3.29E-01,9.26E-04,4.76E-01,8.82E-04,M',232,P,232,34
3,1,14,5.8302,2.13E+00,9.06E-02,3.01E-03,1.31E-01,1.58E-03,M',234,P,232,35
3,1,14,5.8329,2.13E+00,1.22E-01,9.26E-04,1.77E-01,3.28E-04,M',232,P,234,36
3,1,14,5.8329,2.13E+00,3.05E-01,3.01E-03,4.42E-01,5.33E-03,M',234,P,234,37
3,1,14,5.8335,2.13E+00,1.11E-02,1.13E-03,6.01E-02,2.73E-04,M',454,P,232,38
3,1,14,5.834,2.13E+00,2.22E-02,5.67E-05,1.29E-01,1.46E-05,M',452,P,232,39
3,1,14,5.8363,2.12E+00,2.37E-02,1.13E-03,1.28E-01,5.80E-04,M',454,P,234,40
3,1,14,5.8368,2.12E+00,9.16E-03,5.67E-05,5.33E-02,6.04E-06,M',452,P,234,41
3,1,14,5.8503,2.12E+00,9.40E-03,2.34E+00,3.47E-03,1.62E-02,E',212,P,232,42
3,1,14,5.8517,2.12E+00,3.82E-02,3.88E-01,6.79E-02,1.05E-01,N',254,P,232,43
3,1,14,5.8531,2.12E+00,1.35E-02,2.34E+00,4.97E-03,2.33E-02,E',212,P,234,44
3,1,14,5.8545,2.12E+00,6.03E-03,3.88E-01,1.07E-02,1.66E-02,N',254,P,234,45
3,1,14,5.8546,2.12E+00,3.84E-02,3.77E-01,7.03E-02,1.59E-01,N',256,P,234,46
3,1,14,5.881,2.11E+00,1.96E-02,3.96E+00,4.86E-03,3.85E-02,L',212,P,232,47
3,1,14,5.8839,2.11E+00,3.51E-02,3.96E+00,8.70E-03,6.89E-02,L',212,P,234,48
3,1,14,6.6484,1.86E+00,3.80E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,14,6.6884,1.85E+00,1.52E-02,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,14,5.6809,2.18E+00,1.05E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,14,5.6889,2.18E+00,4.87E-03,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,14,6.6421,1.87E+00,2.52E-01,3.06E-03,5.82E-01,3.56E-03,I',232,S',212,3
2,1,14,6.6438,1.87E+00,3.28E-01,3.49E-03,5.97E-01,8.33E-03,I',234,S',212,4
2,1,14,6.644,1.87E+00,3.15E+00,4.16E-05,8.72E-01,1.45E-04,A',234,D',256,5
2,1,14,6.6443,1.87E+00,7.01E-01,9.13E-01,1.98E-01,3.62E-01,F',212,P',232,6
2,1,14,6.6445,1.87E+00,3.49E+00,1.37E-04,9.57E-01,2.62E-04,A',232,D',254,7
2,1,14,6.6454,1.87E+00,1.87E+00,9.13E-01,5.30E-01,9.68E-01,F',212,P',234,8
2,1,14,6.6484,1.86E+00,3.80E+00,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,9
2,1,14,6.6539,1.86E+00,2.61E+00,1.24E+00,5.82E-01,4.32E+00,A',276,D',254,10
2,1,14,6.6543,1.86E+00,4.48E-01,1.24E+00,9.99E-02,7.42E-01,A',276,D',256,11
2,1,14,6.6555,1.86E+00,3.13E+00,1.26E+00,6.85E-01,6.88E+00,A',278,D',256,12
2,1,14,6.6586,1.86E+00,5.24E-01,1.78E-02,1.34E-01,1.43E-02,A',256,D',254,13
2,1,14,6.6589,1.86E+00,3.20E+00,1.78E-02,8.17E-01,8.74E-02,A',256,D',256,14
2,1,14,6.659,1.86E+00,3.41E+00,3.35E-06,8.76E-01,1.17E-05,A',254,D',254,15
2,1,14,6.6602,1.86E+00,2.86E+00,1.09E+00,6.96E-01,1.51E+00,B',232,S',212,16
2,1,14,6.6609,1.86E+00,2.86E+00,8.12E-01,7.43E-01,2.41E+00,B',234,S',212,17
2,1,14,6.6624,1.86E+00,3.41E+00,6.94E-01,7.44E-01,2.06E+00,F',234,P',234,18
2,1,14,6.6628,1.86E+00,3.01E+00,3.32E+00,4.62E-01,6.14E+00,F',254,P',232,19
2,1,14,6.663,1.86E+00,2.66E+00,3.35E-05,6.50E-01,4.35E-05,F',232,P',232,20
2,1,14,6.6638,1.86E+00,3.01E+00,3.60E+00,4.46E-01,9.62E+00,F',256,P',234,21
2,1,14,6.6641,1.86E+00,9.17E-01,3.35E-05,2.24E-01,1.50E-05,F',232,P',234,22
2,1,14,6.6772,1.86E+00,8.60E-02,3.49E-03,1.56E-01,2.18E-03,I',234,D',256,23
2,1,14,6.6772,1.86E+00,3.11E-01,3.75E+00,7.58E-02,1.14E+00,J',234,S',212,24
2,1,14,6.6802,1.86E+00,6.98E-01,1.84E-01,3.63E-01,1.34E-01,M',212,P',234,25
2,1,14,6.6806,1.86E+00,5.05E-01,3.51E+00,1.25E-01,8.74E-01,J',232,S',212,26
2,1,14,6.6881,1.85E+00,6.27E-01,1.62E-03,8.77E-01,1.13E-02,I',278,D',256,27
2,1,14,6.6884,1.85E+00,1.52E-02,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,28
2,1,14,6.6891,1.85E+00,2.62E-01,2.40E+00,7.40E-02,1.07E+00,M',256,P',234,29
2,1,14,6.6909,1.85E+00,6.54E-02,2.17E+00,2.11E-02,1.83E-01,M',254,P',232,30
2,1,14,6.6912,1.85E+00,5.79E-01,3.95E-03,7.59E-01,1.80E-02,I',276,D',254,31
2,1,14,6.692,1.85E+00,5.44E-02,2.17E+00,1.75E-02,1.52E-01,M',254,P',234,32
2,1,14,6.6924,1.85E+00,5.62E-01,1.78E-02,6.09E-01,4.34E-02,G',254,P',232,33
2,1,14,6.6928,1.85E+00,1.26E-01,9.30E-03,1.89E-01,7.04E-03,C',234,S',212,34
2,1,14,6.693,1.85E+00,4.43E-01,1.86E-01,5.86E-01,6.56E-01,G',256,P',234,35
2,1,14,6.6935,1.85E+00,1.36E-01,1.78E-02,1.48E-01,1.05E-02,G',254,P',234,36
2,1,14,6.702,1.85E+00,3.07E-02,3.68E-04,2.28E-01,5.04E-04,I',256,D',254,37
2,1,14,6.7023,1.85E+00,3.06E-02,6.48E-03,2.34E-01,6.06E-03,I',254,D',254,38
2,1,14,6.7023,1.85E+00,2.54E-02,3.68E-04,1.89E-01,4.19E-04,I',256,D',256,39
2,1,14,6.707,1.85E+00,5.62E-03,2.06E-03,5.69E-01,9.40E-03,I',478,D',256,40
2,1,14,6.7077,1.85E+00,9.20E-03,3.01E-03,2.66E-01,3.21E-03,J',434,S',212,41
2,1,14,6.7078,1.85E+00,8.80E-03,1.46E-03,5.84E-01,5.10E-03,I',476,D',254,42
2,1,14,6.7085,1.85E+00,7.11E-03,2.76E-07,7.49E-01,8.26E-07,I',474,D',254,43
2,1,14,6.7087,1.85E+00,3.34E-03,3.20E-04,1.46E-01,9.34E-05,J',432,S',212,44
2,1,14,6.71,1.85E+00,1.48E-01,9.26E-04,2.14E-01,3.96E-04,M',232,P',232,45
2,1,14,6.7111,1.85E+00,1.81E-01,3.01E-03,2.62E-01,3.16E-03,M',234,P',234,46
2,1,14,6.7267,1.84E+00,1.01E-01,9.30E-03,1.52E-01,5.67E-03,C',234,D',256,47
2,1,14,6.7274,1.84E+00,1.13E-01,1.69E-03,1.89E-01,6.38E-04,C',232,D',254,48
2,1,14,6.7367,1.84E+00,1.19E-01,2.34E+00,4.39E-02,2.05E-01,E',212,P',232,49
2,1,14,6.7378,1.84E+00,2.21E-01,2.34E+00,8.15E-02,3.81E-01,E',212,P',234,50
3,1,15,4.9184,2.52E+00,1.40E+00,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,15,4.925,2.52E+00,9.60E-03,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
3,1,15,4.9589,2.50E+00,3.52E-02,2.51E-03,6.25E-02,3.14E-04,I',232,S,212,3
3,1,15,4.9602,2.50E+00,4.02E-02,2.98E-03,5.32E-02,6.34E-04,I',234,S,212,4
3,1,15,4.9755,2.49E+00,1.07E-03,9.79E-03,5.59E-03,2.19E-04,I',254,S,212,5
3,1,15,4.9804,2.49E+00,1.14E-02,3.84E+00,2.68E-03,4.12E-02,J',234,S,212,6
3,1,15,4.983,2.49E+00,1.79E-02,3.55E+00,4.17E-03,2.96E-02,J',232,S,212,7
3,1,15,4.99,2.48E+00,5.46E-01,1.26E-02,6.10E-01,3.08E-02,C',234,S,212,8
3,1,15,4.9908,2.48E+00,5.59E-01,1.60E-03,7.09E-01,2.27E-03,C',232,S,212,9
3,1,15,4.9991,2.48E+00,6.47E-03,4.82E-03,1.16E-01,2.23E-03,J',434,S,212,10
3,1,15,4.9999,2.48E+00,1.41E-03,5.55E-04,4.18E-02,4.64E-05,J',432,S,212,11
3,1,15,5.0085,2.48E+00,1.10E-01,7.99E-01,1.84E-02,5.88E-02,F',234,P,232,12
3,1,15,5.0096,2.48E+00,3.87E-03,3.37E+00,5.05E-04,6.81E-03,F',254,P,232,13
3,1,15,5.0097,2.47E+00,3.23E-01,5.52E-05,5.89E-02,6.50E-06,F',232,P,232,14
3,1,15,5.0113,2.47E+00,4.28E-01,7.99E-01,7.17E-02,2.29E-01,F',234,P,234,15
