ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""3158.90133""","=""2.25e+06""","=""2.62e-03""",C+,"=""2.42543332""","=""6.35034852""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3161.57208""","=""1.93e+07""","=""2.89e-02""",B+,"=""2.42543332""","=""6.34703293""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3162.28592""","=""2.14e+06""","=""2.29e-03""",C+,"=""1.55735733""","=""5.47807170""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3162.86143""","=""4.65e+06""","=""8.24e-03""",D+,"=""2.39920471""","=""6.31920567""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""3166.77380""","=""5.35e+06""","=""1.03e-02""",C+,"=""2.44955978""","=""6.36471779""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3167.35145""","=""1.14e+07""","=""1.33e-02""",B,"=""2.55917148""","=""6.47361547""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(2D2).4p""","=""t 3D*""","=""3""",9,7,,"=""T4293""","=""L11631""",
"=""3169.77073""","=""2.60e+06""","=""5.48e-03""",C+,"=""2.46883473""","=""6.38029108""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3172.26869""","=""1.85e+07""","=""2.17e-02""",B,"=""3.04686890""","=""6.95524523""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""1F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3172.58028""","=""2.75e+06""","=""6.91e-03""",C+,"=""2.48211840""","=""6.39011087""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3173.00177""","=""7.15e+05""","=""1.51e-03""",C+,"=""2.19786640""","=""6.10533975""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(2G).4p""","=""w 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3176.36308""","=""1.44e+07""","=""2.18e-02""",B+,"=""2.39920471""","=""6.30254306""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""3177.27915""","=""5.90e+06""","=""5.35e-03""",C+,"=""2.60850194""","=""6.51071489""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(2P).4p""","=""u 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3178.93197""","=""1.28e+07""","=""1.59e-02""",B+,"=""2.39920471""","=""6.29938878""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3181.14310""","=""4.42e+07""","=""8.62e-02""",B+,"=""2.44955978""","=""6.34703293""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3181.67518""","=""1.23e+05""","=""1.87e-04""",C+,"=""0.08728574""","=""3.98410712""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3182.43925""","=""1.84e+07""","=""1.99e-02""",B,"=""2.58810592""","=""6.48399171""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(2P).4p""","=""u 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3182.83236""","=""1.78e+06""","=""2.70e-03""",D+,"=""2.46883473""","=""6.36423934""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3182.97592""","=""3.23e+06""","=""4.90e-03""",C+,"=""2.42543332""","=""6.32066224""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3183.89864""","=""1.42e+07""","=""3.02e-02""",C+,"=""2.19786640""","=""6.09196644""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 3D*""","=""3""",5,7,,"=""T5720""","=""L11631c80""",
"=""3185.81542""","=""2.35e+05""","=""3.57e-04""",B,"=""0.05156912""","=""3.94332623""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""3189.48959""","=""5.00e+06""","=""7.62e-03""",D+,"=""2.39920471""","=""6.28647868""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""3189.74077""","=""2.53e+07""","=""6.43e-02""",B+,"=""2.48211840""","=""6.36908625""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3191.57190""","=""5.75e+06""","=""1.07e-02""",C+,"=""3.04686890""","=""6.93160665""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2H).4p""","=""1H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3191.7392""","=""5.55e+06""","=""8.47e-03""",C+,"=""3.04686890""","=""6.9314031""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(1G2).4s.4p.(3P*)""","=""s 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3192.03360""","=""1.33e+06""","=""1.58e-03""",C+,"=""2.55917148""","=""6.44334733""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(2P).4p""","=""u 3D*""","=""3""",9,7,,"=""T6110""","=""L11631""",
"=""3192.58167""","=""2.37e+05""","=""2.82e-04""",B,"=""0.0000000""","=""3.88350907""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3193.72324""","=""5.01e+07""","=""1.28e-01""",B+,"=""2.48211840""","=""6.36423934""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3194.14883""","=""4.43e+05""","=""6.77e-04""",B,"=""0.0000000""","=""3.88160368""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3194.22280""","=""3.07e+07""","=""6.57e-02""",B+,"=""2.46883473""","=""6.35034852""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3195.34727""","=""1.08e+07""","=""9.91e-03""",B,"=""2.46883473""","=""6.34898259""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3197.04593""","=""1.40e+07""","=""1.75e-02""",B+,"=""2.83252676""","=""6.71061300""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""5""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3197.85115""","=""5.97e+07""","=""1.12e-01""",B+,"=""2.42543332""","=""6.30254306""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3197.91056""","=""1.94e+05""","=""2.12e-04""",B,"=""0.05156912""","=""3.92860683""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3200.42409""","=""1.23e+05""","=""3.15e-04""",C+,"=""0.11011433""","=""3.98410712""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3200.45493""","=""2.23e+07""","=""3.42e-02""",B+,"=""2.42543332""","=""6.29938878""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3201.70915""","=""5.90e+04""","=""5.44e-05""",C+,"=""0.08728574""","=""3.95972364""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3203.48118""","=""6.18e+06""","=""7.39e-03""",B,"=""3.04686890""","=""6.91716472""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(1G2).4s.4p.(3P*)""","=""s 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3206.32410""","=""9.77e+07""","=""1.51e-01""",B+,"=""2.48211840""","=""6.34898259""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3208.00173""","=""1.32e+06""","=""2.41e-03""",C,"=""2.39920471""","=""6.26404671""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""3211.15622""","=""1.15e+07""","=""2.17e-02""",B+,"=""2.42543332""","=""6.28647868""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3211.75636""","=""9.24e+07""","=""8.58e-02""",B+,"=""2.46883473""","=""6.32915863""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3212.53454""","=""3.07e+06""","=""4.75e-03""",C+,"=""2.85122419""","=""6.71061300""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3212.91365""","=""4.64e+07""","=""5.87e-02""",B,"=""2.39920471""","=""6.25813812""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3214.6856""","=""1.09e+06""","=""2.17e-03""",D+,"=""3.01762252""","=""6.8744289""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(1G2).4s.4p.(3P*)""","=""v 3H*""","=""4""",7,9,,"=""T5720""","=""L11631c81""",
"=""3214.93954""","=""8.38e+07""","=""1.30e-01""",B+,"=""2.44955978""","=""6.30606149""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""3214.99008""","=""1.18e+08""","=""1.31e-01""",B,"=""2.44955978""","=""6.30600086""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3215.32408""","=""2.22e+05""","=""4.81e-04""",C+,"=""0.08728574""","=""3.94332623""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3216.86668""","=""6.19e+07""","=""9.60e-02""",B+,"=""2.46883473""","=""6.32302612""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3218.30614""","=""1.50e+07""","=""1.90e-02""",B,"=""2.39920471""","=""6.25167222""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3220.51183""","=""4.64e+07""","=""9.27e-02""",B+,"=""2.44955978""","=""6.29938878""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3220.69562""","=""1.80e+04""","=""2.80e-05""",C+,"=""0.11011433""","=""3.95972364""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3220.73411""","=""3.61e+07""","=""4.36e-02""",B,"=""2.42543332""","=""6.27499663""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3222.84642""","=""1.22e+07""","=""1.90e-02""",C+,"=""2.48211840""","=""6.32915863""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3222.99756""","=""8.65e+07""","=""1.35e-01""",B+,"=""2.39920471""","=""6.24606454""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""3224.19872""","=""3.10e+04""","=""5.90e-05""",D+,"=""1.48486439""","=""5.33029109""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3226.53742""","=""4.65e+05""","=""5.93e-04""",C,"=""2.43269470""","=""6.27533411""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 1G*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3226.71847""","=""1.18e+08""","=""2.18e-01""",B+,"=""2.39920471""","=""6.24162851""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""3226.94442""","=""6.59e+05""","=""1.26e-03""",C+,"=""2.55917148""","=""6.40132623""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""1H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3227.99211""","=""4.52e+06""","=""1.18e-02""",B,"=""2.48211840""","=""6.32302612""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3228.72710""","=""4.96e+07""","=""6.03e-02""",B,"=""2.42543332""","=""6.26546671""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3229.18074""","=""3.72e+07""","=""3.49e-02""",C+,"=""2.46883473""","=""6.30832866""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3229.5295""","=""1.74e+06""","=""2.72e-03""",D+,"=""3.23672008""","=""7.0757994""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""6""",13,13,,"=""T5720""","=""L11631""",
"=""3230.05230""","=""1.67e+05""","=""7.83e-04""",C+,"=""0.12126572""","=""3.95972364""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""3230.92309""","=""1.06e+07""","=""2.03e-02""",B+,"=""3.04686890""","=""6.88429230""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(1G2).4s.4p.(3P*)""","=""v 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3231.08866""","=""1.51e+06""","=""3.31e-03""",C+,"=""2.46883473""","=""6.30606149""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3231.13971""","=""2.06e+07""","=""3.22e-02""",C+,"=""2.46883473""","=""6.30600086""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3231.89618""","=""3.7e+07""","=""4.1e-02""",D+,"=""2.44955978""","=""6.28582776""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",7,5,,"=""T2491n""","=""L11631""",
"=""3233.9848""","=""4.19e+07""","=""7.58e-02""",B+,"=""3.23672008""","=""7.0705105""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""7""",13,15,,"=""T5720""","=""L11631""",
"=""3234.90080""","=""2.08e+07""","=""3.26e-02""",B,"=""2.42543332""","=""6.25813812""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3235.54649""","=""1.15e+05""","=""1.80e-04""",B,"=""0.05156912""","=""3.88350907""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""3237.15613""","=""2.18e+05""","=""4.40e-04""",B,"=""0.05156912""","=""3.88160368""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3240.36741""","=""2.95e+07""","=""4.64e-02""",B,"=""2.42543332""","=""6.25167222""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3240.39166""","=""6.74e+06""","=""1.06e-02""",C+,"=""2.48211840""","=""6.30832866""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3244.04300""","=""4.81e+05""","=""7.58e-04""",C,"=""2.45343044""","=""6.27533411""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3245.12342""","=""3.06e+07""","=""5.90e-02""",B+,"=""2.42543332""","=""6.24606454""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3246.90178""","=""1.55e+05""","=""1.90e-04""",B,"=""0.91460217""","=""4.73314079""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3246.94100""","=""1.68e+05""","=""4.42e-04""",B,"=""0.11011433""","=""3.92860683""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3247.41707""","=""2.50e+06""","=""5.08e-03""",B,"=""2.58810592""","=""6.40603863""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d7.(2H).4p""","=""u 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3247.89739""","=""1.09e+07""","=""1.03e-02""",B,"=""2.19786640""","=""6.01523448""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3248.14679""","=""1.69e+06""","=""3.74e-03""",C+,"=""2.60850194""","=""6.42557692""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(2H).4p""","=""u 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3249.14105""","=""1.92e+07""","=""3.04e-02""",B,"=""2.44955978""","=""6.26546671""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""3251.56070""","=""3.83e+06""","=""4.33e-03""",B,"=""2.17594512""","=""5.98901244""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d7.(4P).4p""","=""x 3P*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3251.6966""","=""2.85e+06""","=""4.52e-03""",B,"=""3.26711257""","=""7.0800206""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""3253.85256""","=""2.20e+06""","=""4.27e-03""",B,"=""2.55917148""","=""6.36955305""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(2H).4p""","=""u 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3254.5375""","=""1.62e+07""","=""3.31e-02""",B,"=""3.25148176""","=""7.0610614""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d7.(2H).4p""","=""v 1G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3255.3004""","=""4.24e+07""","=""7.96e-02""",B+,"=""3.26711257""","=""7.0757994""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""3255.66245""","=""5.73e+05""","=""1.08e-03""",D+,"=""2.69240763""","=""6.50067093""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2H).4p""","=""w 3H*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""3258.1741""","=""4.76e+06""","=""7.57e-03""",C+,"=""2.99035244""","=""6.7956800""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3258.53199""","=""8.94e+06""","=""1.02e-02""",C,"=""2.17594512""","=""5.98085478""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3260.92929""","=""2.99e+06""","=""6.12e-03""",B,"=""2.44955978""","=""6.25167222""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3265.45348""","=""1.01e+07""","=""9.68e-03""",C+,"=""2.19786640""","=""5.99471113""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""3265.98801""","=""8.89e+04""","=""1.99e-04""",C+,"=""0.08728574""","=""3.88350907""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3266.55781""","=""3.06e+07""","=""3.49e-02""",B,"=""2.17594512""","=""5.97150625""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""3269.17512""","=""6.06e+06""","=""9.70e-03""",B,"=""2.22271209""","=""6.01523448""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3271.94264""","=""6.4e+07""","=""6.2e-02""",D+,"=""2.19786640""","=""5.98718095""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""1""",5,3,,"=""T2491n""","=""L11631""",
"=""3272.42767""","=""8.47e+06""","=""1.36e-02""",C+,"=""3.25148176""","=""7.04023466""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d6.(1G2).4s.4p.(3P*)""","=""u 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""3272.62590""","=""1.52e+05""","=""1.90e-04""",C+,"=""1.48486439""","=""5.27338780""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3273.53855""","=""4.50e+04""","=""9.29e-05""",C,"=""1.55735733""","=""5.34482452""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3277.41420""","=""3.16e+06""","=""5.09e-03""",C,"=""2.19786640""","=""5.98085478""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3281.2050""","=""4.21e+07""","=""8.30e-02""",B+,"=""3.30140276""","=""7.0800206""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(1I).4s.4p.(3P*)""","=""x 3I*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3283.8363""","=""3.42e+07""","=""9.21e-02""",B,"=""3.27398440""","=""7.0495745""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d6.(1G2).4s.4p.(3P*)""","=""u 3F*""","=""2""",3,5,,"=""T5720""","=""L11631""",
