ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""2560.53888""","=""2.4e+07""","=""3.2e-02""",D+,"=""3.23045937""","=""8.0725728""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2560.69273""","=""2.5e+07""","=""3.2e-02""",D+,"=""3.42449356""","=""8.2663161""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(3G).4p""","=""y 4H*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2560.76792""","=""7.2e+06""","=""9.e-03""",D+,"=""8.1845410""","=""13.0262214""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""","=""3d6.(3F2).4d""","=""4G""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""2561.04983""","=""1.77e+08""","=""1.74e-01""",C+,"=""3.19725263""","=""8.0384001""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""2561.16491""","=""6.e+05""","=""8.e-04""",D,"=""8.1926616""","=""13.0335915""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""","=""3d6.(3H).4d""","=""2G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c143""",
"=""2561.32386""","=""1.0e+06""","=""9.e-04""",D,"=""8.0381375""","=""12.8787670""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""","=""3d6.(3H).4d""","=""4H""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c148""",
"=""2561.48118""","=""2.2e+07""","=""4.4e-02""",D+,"=""8.2137854""","=""13.0541176""","=""3d6.(3P2).4p""","=""z 2S*""","=""1/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""2561.74556""","=""3.9e+06""","=""2.9e-03""",D+,"=""8.6301144""","=""13.4699471""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3G).4d""","=""4D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c143""",
"=""2562.35333""","=""1.1e+06""","=""1.1e-03""",D,"=""3.19945278""","=""8.0381375""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2562.85975""","=""1.6e+08""","=""8.e-02""",D+,"=""3.19725263""","=""8.0349812""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""2562.91278""","=""3.5e+06""","=""5.1e-03""",D+,"=""8.2589171""","=""13.0965456""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""2563.30357""","=""1.79e+08""","=""1.32e-01""",C+,"=""0.98633380""","=""5.82322475""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""",8,6,,"=""T7589""","=""L18349c139""",
"=""2563.39008""","=""1.8e+06""","=""2.1e-03""",D+,"=""3.26732671""","=""8.1040544""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""2563.96385""","=""2.9e+06""","=""2.2e-03""",D+,"=""8.2297382""","=""13.0653835""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(3F2).4d""","=""4D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c143""",
"=""2564.24369""","=""1.51e+08""","=""9.9e-02""",B+,"=""1.04046986""","=""5.87558748""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""",6,4,,"=""T7589""","=""L18349c139""",
"=""2564.37662""","=""1.3e+07""","=""9.e-03""",D+,"=""8.2477153""","=""13.0825823""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3F2).4d""","=""4F""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c143""",
"=""2564.61182""","=""2.1e+07""","=""1.4e-02""",D+,"=""3.42449356""","=""8.2589171""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2565.24699""","=""1.1e+07""","=""8.e-03""",D+,"=""8.0381375""","=""12.8713640""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""","=""3d6.(5D).5d""","=""4F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""2566.07278""","=""1.1e+07""","=""5.3e-03""",D+,"=""8.0384001""","=""12.8700712""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3P2).4d""","=""4D""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""2566.50481""","=""8.e+05""","=""8.e-04""",D,"=""8.6355591""","=""13.4664169""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""","=""3d6.(3G).4d""","=""4G""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c143""",
"=""2566.75059""","=""2.2e+06""","=""2.2e-03""",D+,"=""5.54876624""","=""10.3791615""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""","=""3d6.(5D).4d""","=""6D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""2566.83868""","=""7.e+05""","=""5.e-04""",D,"=""8.2663161""","=""13.0965456""","=""3d6.(3G).4p""","=""y 4H*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2566.98872""","=""2.61e+08""","=""3.23e-01""",B+,"=""5.56875734""","=""10.3987045""","=""3d6.(1F).4s""","=""c 2F""","=""7/2""","=""3d6.(1F).4p""","=""v 2G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2567.17046""","=""2.29e+08""","=""1.69e-01""",B+,"=""5.56875734""","=""10.3983625""","=""3d6.(1F).4s""","=""c 2F""","=""7/2""","=""3d6.(1F).4p""","=""v 2D*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2567.27769""","=""3.1e+07""","=""3.6e-02""",C+,"=""8.1040544""","=""12.9334579""","=""3d6.(3H).4p""","=""z 2H*""","=""11/2""","=""3d6.(3H).4d""","=""2K""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c148""",
"=""2567.39344""","=""7.1e+06""","=""8.e-03""",D+,"=""2.80665448""","=""7.6358402""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 4I*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""2567.53925""","=""3.2e+07""","=""2.6e-02""",D+,"=""7.5165973""","=""12.3455088""","=""3d6.(3H).4p""","=""z 4G*""","=""11/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
"=""2567.68156""","=""1.1e+08""","=""5.7e-02""",D+,"=""1.07624119""","=""5.90488507""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4P*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""2568.09358""","=""1.0e+06""","=""9.e-04""",D,"=""8.0381375""","=""12.8660067""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""","=""3d6.(3H).4d""","=""4G""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c143""",
"=""2568.12477""","=""3.6e+06""","=""3.6e-03""",D+,"=""5.57055201""","=""10.3983625""","=""3d6.(1F).4s""","=""c 2F""","=""5/2""","=""3d6.(1F).4p""","=""v 2D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c142""",
"=""2568.19040""","=""2.2e+07""","=""1.4e-02""",D+,"=""8.2477153""","=""13.0754025""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3F2).4d""","=""4D""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c143""",
"=""2568.40029""","=""1.09e+08""","=""1.62e-01""",C+,"=""8.3408923""","=""13.1681849""","=""3d6.(3F2).4p""","=""y 2D*""","=""3/2""","=""3d6.(3F2).4d""","=""2F""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""2568.89474""","=""4.9e+06""","=""6.5e-03""",D+,"=""8.2477153""","=""13.0740788""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2569.13174""","=""2.2e+07""","=""2.2e-02""",D+,"=""8.4310228""","=""13.2569411""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3F2).4d""","=""2G""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2569.17932""","=""4.8e+07""","=""9.e-02""",D+,"=""2.77846330""","=""7.6042922""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""2569.65545""","=""2.8e+06""","=""2.8e-03""",D+,"=""2.82812245""","=""7.6530572""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""2569.75405""","=""5.5e+06""","=""4.1e-03""",D+,"=""8.0725728""","=""12.8973225""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""","=""3d6.(5D).5d""","=""4F""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2570.33180""","=""4.2e+06""","=""4.1e-03""",D,"=""8.2589171""","=""13.0825823""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3F2).4d""","=""4F""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""2570.44451""","=""1.3e+07""","=""1.3e-02""",D+,"=""8.1845410""","=""13.0079946""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""","=""3d6.(3F2).4d""","=""4F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2570.54950""","=""1.11e+08""","=""2.19e-01""",C+,"=""4.6155941""","=""9.4388507""","=""3d6.(1S2).4s""","=""a 2S""","=""1/2""","=""3d6.(1S2).4p""","=""x 2P*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""2570.72131""","=""1.9e+06""","=""1.5e-03""",D,"=""8.4310228""","=""13.2539571""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3F2).4d""","=""2G""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""2570.87656""","=""3.5e+05""","=""4.2e-04""",D,"=""8.1452725""","=""12.9679155""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c143""",
"=""2571.23107""","=""1.6e+06""","=""1.6e-03""",D,"=""8.2477153""","=""13.0696934""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3F2).4d""","=""4G""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c143""",
"=""2571.3184""","=""1.1e+05""","=""1.5e-04""",E,"=""5.95609042""","=""10.7779047""","=""3d7""","=""d 2D1""","=""5/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L7357""",
"=""2571.61912""","=""1.84e+08""","=""1.37e-01""",C+,"=""3.81430861""","=""8.6355591""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2571.64925""","=""1.1e+07""","=""9.e-03""",D+,"=""4.14931647""","=""8.9705104""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(3D).4p""","=""w 4F*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""2571.94264""","=""4.4e+07""","=""3.5e-02""",D+,"=""7.5391368""","=""12.3597808""","=""3d6.(3H).4p""","=""z 4G*""","=""9/2""","=""3d6.(3F2).5s""","=""f 4F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""2572.22625""","=""4.2e+07""","=""2.8e-02""",D+,"=""7.5682105""","=""12.3883229""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2572.31848""","=""2.89e+06""","=""2.87e-03""",C,"=""2.80665448""","=""7.6265941""","=""3d6.(3F2).4s""","=""b 4F""","=""9/2""","=""3d6.(3H).4p""","=""z 4I*""","=""9/2""",10,10,,"=""T7158""","=""L18349c139""",
"=""2572.42634""","=""1.9e+06""","=""1.9e-03""",D,"=""8.0725728""","=""12.8923104""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""","=""3d6.(3G).5s""","=""e 2G""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c143""",
"=""2572.85886""","=""5.1e+07""","=""3.8e-02""",D+,"=""7.5576776""","=""12.3766049""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""","=""3d6.(3F2).5s""","=""f 4F""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2572.99159""","=""1.5e+07""","=""7.3e-03""",D+,"=""8.2589171""","=""13.0775959""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3F2).4d""","=""4D""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""2573.24087""","=""9.e+06""","=""6.7e-03""",D+,"=""8.2297382""","=""13.0479501""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(3P2).4d""","=""2D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2573.73832""","=""7.9e+06""","=""1.04e-02""",B,"=""2.89101830""","=""7.7082990""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""7/2""",6,8,,"=""T7503""","=""L18349c139""",
"=""2573.95286""","=""1.5e+06""","=""1.5e-03""",D,"=""4.15363129""","=""8.9705104""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(3D).4p""","=""w 4F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""2573.98231""","=""1.4e+07""","=""1.8e-02""",D+,"=""3.22131344""","=""8.0381375""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2574.44689""","=""1.4e+07""","=""1.4e-02""",D+,"=""8.2297382""","=""13.0456930""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(3H).4d""","=""4F""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""2574.52654""","=""2.3e+06""","=""2.3e-03""",D+,"=""3.81430861""","=""8.6301144""","=""3d6.(3G).4s""","=""b 2G""","=""7/2""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""2575.07874""","=""6.1e+06""","=""8.e-03""",D+,"=""8.2297382""","=""13.0445113""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2575.13692""","=""2.4e+08""","=""1.61e-01""",C+,"=""2.58265947""","=""7.3973238""","=""3d6.(3P2).4s""","=""b 4P""","=""5/2""","=""3d6.(3P2).4p""","=""z 4S*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2575.64960""","=""2.7e+07""","=""1.8e-02""",D+,"=""7.5746170""","=""12.3883229""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2577.21816""","=""9.e+06""","=""1.4e-02""",D+,"=""8.2589171""","=""13.0696934""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3F2).4d""","=""4G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""2577.63530""","=""1.32e+08""","=""1.58e-01""",B+,"=""4.14931647""","=""8.9593142""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""2577.64578""","=""5.8e+06""","=""3.9e-03""",D+,"=""8.2477153""","=""13.0576934""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3P2).4d""","=""2P""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2578.20217""","=""8.e+05""","=""1.0e-03""",D,"=""2.84411707""","=""7.6530572""","=""3d6.(3F2).4s""","=""b 4F""","=""5/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2578.27960""","=""2.3e+06""","=""1.8e-03""",D+,"=""8.1452725""","=""12.9540682""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(3H).4d""","=""2F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c142""",
"=""2578.49473""","=""1.0e+07""","=""1.0e-02""",D+,"=""7.5682105""","=""12.3766049""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c148""",
"=""2578.69359""","=""1.2e+08""","=""1.2e-01""",D+,"=""1.09686139""","=""5.90488507""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 4P*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""2578.79655""","=""7.3e+06""","=""9.e-03""",D+,"=""8.2297382""","=""13.0375699""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(3F2).4d""","=""4G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2578.98217""","=""1.16e+08""","=""1.54e-01""",C+,"=""8.3070070""","=""13.1144927""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(3F2).4d""","=""2F""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2579.40013""","=""8.e+06""","=""1.1e-02""",D+,"=""8.2477153""","=""13.0544220""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3F2).4d""","=""4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2579.56348""","=""3.3e+06""","=""2.2e-03""",D,"=""8.2477153""","=""13.0541176""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2579.57971""","=""9.e+06""","=""9.e-03""",D+,"=""7.5391368""","=""12.3455088""","=""3d6.(3H).4p""","=""z 4G*""","=""9/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c148""",
"=""2579.75615""","=""7.e+05""","=""5.e-04""",D,"=""3.38661825""","=""8.1926616""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c148""",
"=""2579.75706""","=""3.3e+07""","=""5.0e-02""",D+,"=""8.0384001""","=""12.8444417""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3P2).4d""","=""2F""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c148""",
"=""2579.88811""","=""3.15e+08""","=""2.10e-01""",B+,"=""5.82322475""","=""10.6290223""","=""3d6.(5D).4p""","=""z 4P*""","=""5/2""","=""3d6.(5D).4d""","=""4S""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""2580.18413""","=""7.3e+06""","=""5.9e-03""",D+,"=""3.26732671""","=""8.0725728""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c148""",
"=""2580.18494""","=""8.e+05""","=""1.0e-03""",D,"=""3.42449356""","=""8.2297382""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c148""",
"=""2580.61466""","=""1.3e+06""","=""1.0e-03""",D,"=""8.2297382""","=""13.0341827""","=""3d6.(3G).4p""","=""x 4F*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c148""",
"=""2580.89977""","=""2.2e+06""","=""2.2e-03""",D+,"=""5.48413599""","=""10.2880497""","=""3d6.(5D).4p""","=""z 4F*""","=""9/2""","=""3d6.(5D).4d""","=""e 6F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2581.49334""","=""2.2e+06""","=""1.7e-03""",D,"=""4.15363129""","=""8.9564405""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(3D).4p""","=""w 4F*""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""2581.88401""","=""7.6e+06""","=""7.6e-03""",B,"=""2.89101830""","=""7.6931007""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""5/2""",6,6,,"=""T7503""","=""L18349c139""",
"=""2581.93480""","=""6.4e+06""","=""6.4e-03""",D+,"=""7.5746170""","=""12.3766049""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""2582.55112""","=""2.4e+07""","=""2.4e-02""",D+,"=""8.4310228""","=""13.2318648""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3H).4d""","=""4F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2583.18635""","=""2.2e+07""","=""3.0e-02""",D+,"=""3.9441623""","=""8.7438237""","=""3d7""","=""b 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""2583.35596""","=""8.8e+07""","=""8.8e-02""",B+,"=""1.07624119""","=""5.87558748""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""",4,4,,"=""T7589""","=""L18349c139""",
"=""2583.66281""","=""4.7e+06""","=""4.7e-03""",D+,"=""8.2589171""","=""13.0576934""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3P2).4d""","=""2P""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c143""",
"=""2583.82683""","=""2.16e+06""","=""2.70e-03""",C,"=""2.82812245""","=""7.6265941""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4I*""","=""9/2""",8,10,,"=""T7158""","=""L18349c139""",
"=""2584.12244""","=""9.e+05""","=""1.1e-03""",D,"=""3.38661825""","=""8.1845410""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2584.93863""","=""2.4e+06""","=""2.0e-03""",D+,"=""7.5491010""","=""12.3455088""","=""3d6.(3H).4p""","=""z 4H*""","=""11/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c143""",
"=""2584.98874""","=""7.e+05""","=""6.e-04""",D,"=""8.1452725""","=""12.9415873""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c148""",
"=""2586.39325""","=""3.1e+07""","=""3.1e-02""",D+,"=""4.14931647""","=""8.9430267""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""2586.53445""","=""6.6e+06""","=""5.5e-03""",D+,"=""3.24468891""","=""8.0381375""","=""3d6.(3H).4s""","=""b 2H""","=""11/2""","=""3d6.(3F2).4p""","=""y 2G*""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
"=""2586.64928""","=""8.94e+07""","=""7.17e-02""",B+,"=""0.00000000""","=""4.79323577""","=""3d6.(5D).4s""","=""a 6D""","=""9/2""","=""3d6.(5D).4p""","=""z 6D*""","=""7/2""",10,8,,"=""T7958,T6610,T7589""","=""L18349c139""",
"=""2586.83381""","=""5.8e+06""","=""3.8e-03""",D+,"=""2.89101830""","=""7.6839121""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d5.(6S).4s.4p.(3P*)""","=""y 6P*""","=""3/2""",6,4,,"=""T7503""","=""L18349c139""",
"=""2587.19835""","=""8.e+05""","=""7.e-04""",D,"=""8.2340029""","=""13.0262214""","=""3d6.(3G).4p""","=""y 4H*""","=""13/2""","=""3d6.(3F2).4d""","=""4G""","=""11/2""",14,12,,"=""T6892c83""","=""L18349c142""",
"=""2587.54834""","=""2.0e+06""","=""2.7e-03""",D,"=""7.5682105""","=""12.3597808""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c142""",
"=""2588.72336""","=""1.69e+08""","=""2.13e-01""",B+,"=""4.15363129""","=""8.9430267""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""","=""3d6.(1G2).4p""","=""x 2H*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""2588.96545""","=""1.5e+07""","=""1.6e-02""",D+,"=""2.77846330""","=""7.5674109""","=""3d6.(3P2).4s""","=""b 4P""","=""1/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""2589.04898""","=""8.e+06""","=""1.2e-02""",D+,"=""7.7025932""","=""12.4913863""","=""3d6.(3P2).4p""","=""z 2D*""","=""3/2""","=""3d6.(3F2).5s""","=""e 2F""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""2589.49073""","=""1.1e+06""","=""1.2e-03""",D,"=""8.2589171""","=""13.0468933""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""2589.56912""","=""2.4e+06""","=""3.1e-03""",D+,"=""7.5576776""","=""12.3455088""","=""3d6.(3H).4p""","=""z 4G*""","=""7/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c148""",
