Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d7""","=""4F""","=""9/2""",10,"=""""","=""0.00000""","=""""",
"=""3p6.3d7""","=""4F""","=""7/2""",8,"=""""","=""0.20035""","=""""",
"=""3p6.3d7""","=""4F""","=""5/2""",6,"=""""","=""0.34211""","=""""",
"=""3p6.3d7""","=""4F""","=""3/2""",4,"=""""","=""0.43743""","=""""",
"=""3p6.3d7""","=""4P""","=""5/2""",6,"=""""","=""2.58219""","=""""",
"=""3p6.3d7""","=""4P""","=""3/2""",4,"=""""","=""2.61184""","=""""",
"=""3p6.3d7""","=""4P""","=""1/2""",2,"=""""","=""2.71961""","=""""",
"=""3p6.3d7""","=""2G""","=""9/2""",10,"=""""","=""2.79898""","=""""",
"=""3p6.3d7""","=""2G""","=""7/2""",8,"=""""","=""2.98799""","=""""",
"=""3p6.3d7""","=""2P""","=""3/2""",4,"=""""","=""3.34954""","=""""",
"=""3p6.3d7""","=""2P""","=""1/2""",2,"=""""","=""3.51701""","=""""",
"=""3p6.3d7""","=""2H""","=""11/2""",12,"=""""","=""3.76933""","=""""",
"=""3p6.3d7""","=""2D2""","=""5/2""",6,"=""""","=""3.83929""","=""""",
"=""3p6.3d7""","=""2H""","=""9/2""",10,"=""""","=""3.94560""","=""""",
"=""3p6.3d7""","=""2D2""","=""3/2""",4,"=""""","=""4.12773""","=""""",
"=""3p6.3d7""","=""2F""","=""5/2""",6,"=""""","=""6.13598""","=""""",
"=""3p6.3d7""","=""2F""","=""7/2""",8,"=""""","=""6.20812""","=""""",
"=""3p6.3d7""","=""2D1""","=""3/2""",4,"=""""","=""9.52672""","=""""",
"=""3p6.3d7""","=""2D1""","=""5/2""",6,"=""""","=""9.62960""","=""""",
"=""3d6.(5D).4s""","=""6D""","=""9/2""",10,"=""""","=""23.28168""","=""""",
"=""3d6.(5D).4s""","=""6D""","=""7/2""",8,"=""""","=""23.41227""","=""""",
"=""3d6.(5D).4s""","=""6D""","=""5/2""",6,"=""""","=""23.50578""","=""""",
"=""3d6.(5D).4s""","=""6D""","=""3/2""",4,"=""""","=""23.56943""","=""""",
"=""3d6.(5D).4s""","=""6D""","=""1/2""",2,"=""""","=""23.60663""","=""""",
"=""3d6.(5D).4s""","=""4D""","=""7/2""",8,"=""""","=""24.72757""","=""""",
"=""3d6.(5D).4s""","=""4D""","=""5/2""",6,"=""""","=""24.87721""","=""""",
"=""3d6.(5D).4s""","=""4D""","=""3/2""",4,"=""""","=""24.97200""","=""""",
"=""3d6.(5D).4s""","=""4D""","=""1/2""",2,"=""""","=""25.02617""","=""""",
"=""3d6.(3P2).4s""","=""4P""","=""5/2""",6,"=""""","=""27.17776""","=""""",
"=""3d6.(3H).4s""","=""4H""","=""13/2""",14,"=""""","=""27.30229""","=""""",
"=""3d6.(3H).4s""","=""4H""","=""11/2""",12,"=""""","=""27.35374""","=""""",
"=""3d6.(3H).4s""","=""4H""","=""9/2""",10,"=""""","=""27.39283""","=""""",
"=""3d6.(3H).4s""","=""4H""","=""7/2""",8,"=""""","=""27.43422""","=""""",
"=""3d6.(3P2).4s""","=""4P""","=""3/2""",4,"=""""","=""27.48285""","=""""",
"=""3d6.(3F2).4s""","=""4F""","=""9/2""",10,"=""""","=""27.57425""","=""""",
"=""3d6.(3F2).4s""","=""4F""","=""7/2""",8,"=""""","=""27.63430""","=""""",
"=""3d6.(3F2).4s""","=""4F""","=""5/2""",6,"=""""","=""27.67503""","=""""",
"=""3d6.(3P2).4s""","=""4P""","=""1/2""",2,"=""""","=""27.69503""","=""""",
"=""3d6.(3F2).4s""","=""4F""","=""3/2""",4,"=""""","=""27.70755""","=""""",
"=""3d6.(3G).4s""","=""4G""","=""11/2""",12,"=""""","=""28.05896""","=""""",
"=""3d6.(3P2).4s""","=""2P""","=""3/2""",4,"=""""","=""28.13063""","=""""",
"=""3d6.(3G).4s""","=""4G""","=""9/2""",10,"=""""","=""28.21169""","=""""",
"=""3d6.(3H).4s""","=""2H""","=""11/2""",12,"=""""","=""28.24366""","=""""",
"=""3d6.(3G).4s""","=""4G""","=""7/2""",8,"=""""","=""28.27091""","=""""",
"=""3d6.(3H).4s""","=""2H""","=""9/2""",10,"=""""","=""28.27429""","=""""",
"=""3d6.(3G).4s""","=""4G""","=""5/2""",6,"=""""","=""28.28145""","=""""",
"=""3d6.(3F2).4s""","=""2F""","=""7/2""",8,"=""""","=""28.46522""","=""""",
"=""3d6.(3P2).4s""","=""2P""","=""1/2""",2,"=""""","=""28.48830""","=""""",
"=""3d6.(3F2).4s""","=""2F""","=""5/2""",6,"=""""","=""28.58229""","=""""",
"=""3d6.(3G).4s""","=""2G""","=""9/2""",10,"=""""","=""29.01682""","=""""",
"=""3d6.(3G).4s""","=""2G""","=""7/2""",8,"=""""","=""29.14280""","=""""",
"=""3d6.(3D).4s""","=""4D""","=""3/2""",4,"=""""","=""29.26521""","=""""",
"=""3d6.(3D).4s""","=""4D""","=""5/2""",6,"=""""","=""29.26757""","=""""",
"=""3d6.(3D).4s""","=""4D""","=""1/2""",2,"=""""","=""29.27376""","=""""",
"=""3d6.(3D).4s""","=""4D""","=""7/2""",8,"=""""","=""29.30133""","=""""",
"=""3d6.(1I).4s""","=""2I""","=""13/2""",14,"=""""","=""29.53720""","=""""",
"=""3d6.(1I).4s""","=""2I""","=""11/2""",12,"=""""","=""29.54608""","=""""",
"=""3d6.(1G2).4s""","=""2G""","=""9/2""",10,"=""""","=""29.69929""","=""""",
"=""3d6.(1G2).4s""","=""2G""","=""7/2""",8,"=""""","=""29.70841""","=""""",
"=""3d6.(3D).4s""","=""2D""","=""5/2""",6,"=""""","=""30.14557""","=""""",
"=""3d6.(1D2).4s""","=""2D""","=""5/2""",6,"=""""","=""30.55919""","=""""",
"=""3d6.(1D2).4s""","=""2D""","=""3/2""",4,"=""""","=""30.57752""","=""""",
"=""3d6.(1F).4s""","=""2F""","=""7/2""",8,"=""""","=""31.77374""","=""""",
"=""3d6.(1F).4s""","=""2F""","=""5/2""",6,"=""""","=""31.77379""","=""""",
"=""3d6.(3F1).4s""","=""4F""","=""3/2""",4,"=""""","=""32.94155""","=""""",
"=""3d6.(3F1).4s""","=""4F""","=""9/2""",10,"=""""","=""32.94910""","=""""",
"=""3d6.(3F1).4s""","=""4F""","=""5/2""",6,"=""""","=""32.96566""","=""""",
"=""3d6.(3F1).4s""","=""4F""","=""7/2""",8,"=""""","=""32.97670""","=""""",
"=""3d6.(5D).4p""","=""6D*""","=""9/2""",10,"=""""","=""33.00790""","=""""",
