Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d8.(3P).4p""","=""4P*""","=""3/2""",4,"=""""","=""16.921813""","=""""",
"=""3p6.3d8.(3P).4p""","=""4P*""","=""5/2""",6,"=""""","=""16.937215""","=""""",
"=""3p6.3d8.(3P).4p""","=""4P*""","=""1/2""",2,"=""""","=""16.990993""","=""""",
"=""3p6.3d8.(1D).4p""","=""2F*""","=""5/2""",6,"=""""","=""17.120356""","=""""",
"=""3p6.3d8.(1D).4p""","=""2F*""","=""7/2""",8,"=""""","=""17.231678""","=""""",
"=""3p6.3d8.(1D).4p""","=""2D*""","=""3/2""",4,"=""""","=""17.232441""","=""""",
"=""3p6.3d8.(1D).4p""","=""2P*""","=""1/2""",2,"=""""","=""17.266228""","=""""",
"=""3p6.3d8.(1D).4p""","=""2D*""","=""5/2""",6,"=""""","=""17.327717""","=""""",
"=""3p6.3d8.(1D).4p""","=""2P*""","=""3/2""",4,"=""""","=""17.382798""","=""""",
"=""3p6.3d8.(3P).4p""","=""4D*""","=""5/2""",6,"=""""","=""17.658710""","=""""",
"=""3p6.3d8.(3P).4p""","=""4D*""","=""3/2""",4,"=""""","=""17.669385""","=""""",
"=""3p6.3d8.(3P).4p""","=""4D*""","=""1/2""",2,"=""""","=""17.674040""","=""""",
"=""3p6.3d8.(3P).4p""","=""4D*""","=""7/2""",8,"=""""","=""17.707424""","=""""",
"=""3p6.3d8.(3P).4p""","=""2D*""","=""5/2""",6,"=""""","=""17.877945""","=""""",
"=""3p6.3d8.(3P).4p""","=""2D*""","=""3/2""",4,"=""""","=""17.962371""","=""""",
"=""3p6.3d8.(3P).4p""","=""2P*""","=""3/2""",4,"=""""","=""18.021579""","=""""",
"=""3p6.3d8.(1G).4p""","=""2H*""","=""9/2""",10,"=""""","=""18.167964""","=""""",
"=""3p6.3d8.(3P).4p""","=""2P*""","=""1/2""",2,"=""""","=""18.185424""","=""""",
"=""3p6.3d8.(1G).4p""","=""2H*""","=""11/2""",12,"=""""","=""18.306003""","=""""",
"=""3p6.3d8.(3P).4p""","=""2S*""","=""1/2""",2,"=""""","=""18.306683""","=""""",
"=""3p6.3d8.(1G).4p""","=""4S*""","=""3/2""",4,"=""""","=""18.325694""","=""""",
"=""3p6.3d8.(3P).4p""","=""2F*""","=""7/2""",8,"=""""","=""18.327012""","=""""",
"=""3p6.3d8.(3P).4p""","=""2F*""","=""5/2""",6,"=""""","=""18.431968""","=""""",
"=""3p6.3d8.(1G).4p""","=""2G*""","=""7/2""",8,"=""""","=""19.045197""","=""""",
"=""3p6.3d8.(1G).4p""","=""2G*""","=""9/2""",10,"=""""","=""19.069789""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""9/2""",10,"=""""","=""20.601135""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""7/2""",8,"=""""","=""20.796997""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""5/2""",6,"=""""","=""20.935595""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""3/2""",4,"=""""","=""21.028744""","=""""",
"=""3p6.3d8.(1S).4p""","=""2P*""","=""1/2""",2,"=""""","=""22.676724""","=""""",
"=""3p6.3d8.(1S).4p""","=""2P*""","=""3/2""",4,"=""""","=""22.837532""","=""""",
"=""3p6.3d7.4s2""","=""2G""","=""9/2""",10,"=""""","=""23.321145""","=""""",
"=""3p6.3d7.4s2""","=""2G""","=""7/2""",8,"=""""","=""23.507729""","=""""",
"=""3p6.3d8.(3F).5s""","=""4F""","=""9/2""",10,"=""""","=""23.974919""","=""""",
"=""3p6.3d8.(3F).4d""","=""4D""","=""7/2""",8,"=""""","=""23.993515""","=""""",
"=""3p6.3d8.(3F).4d""","=""4D""","=""5/2""",6,"=""""","=""24.038714""","=""""",
"=""3p6.3d8.(3F).4d""","=""2H""","=""11/2""",12,"=""""","=""24.057058""","=""""",
"=""3p6.3d8.(3F).5s""","=""4F""","=""7/2""",8,"=""""","=""24.067458""","=""""",
"=""3p6.3d8.(3F).4d""","=""4H""","=""13/2""",14,"=""""","=""24.094071""","=""""",
"=""3p6.3d8.(3F).4d""","=""4D""","=""3/2""",4,"=""""","=""24.137701""","=""""",
"=""3p6.3d8.(3F).4d""","=""4G""","=""11/2""",12,"=""""","=""24.154399""","=""""",
"=""3p6.3d8.(3F).4d""","=""""","=""9/2""",10,"=""""","=""24.184591""","=""""",
"=""3p6.3d8.(3F).4d""","=""4P""","=""5/2""",6,"=""""","=""24.219123""","=""""",
"=""3p6.3d8.(3F).4d""","=""2F""","=""7/2""",8,"=""""","=""24.219543""","=""""",
"=""3p6.3d8.(3F).4d""","=""""","=""9/2""",10,"=""""","=""24.241196""","=""""",
"=""3p6.3d8.(3F).5s""","=""4F""","=""5/2""",6,"=""""","=""24.245745""","=""""",
"=""3p6.3d8.(3F).4d""","=""4D""","=""1/2""",2,"=""""","=""24.266532""","=""""",
"=""3p6.3d8.(3F).4d""","=""4H""","=""11/2""",12,"=""""","=""24.270891""","=""""",
"=""3p6.3d8.(3F).5s""","=""2F""","=""7/2""",8,"=""""","=""24.274699""","=""""",
"=""3p6.3d7.4s2""","=""""","=""9/2""",10,"=""""","=""24.304456""","=""""",
"=""3p6.3d8.(3F).4d""","=""2P""","=""3/2""",4,"=""""","=""24.313326""","=""""",
"=""3p6.3d8.(3F).5s""","=""4F""","=""3/2""",4,"=""""","=""24.355721""","=""""",
"=""3p6.3d8.(3F).4d""","=""""","=""5/2""",6,"=""""","=""24.391504""","=""""",
"=""3p6.3d8.(3F).4d""","=""""","=""7/2""",8,"=""""","=""24.392941""","=""""",
"=""3p6.3d8.(3F).4d""","=""4H""","=""9/2""",10,"=""""","=""24.399536""","=""""",
"=""3p6.3d8.(3F).4d""","=""4P""","=""3/2""",4,"=""""","=""24.400861""","=""""",
"=""3p6.3d8.(3F).4d""","=""""","=""11/2""",12,"=""""","=""24.429675""","=""""",
"=""3p6.3d8.(3F).4d""","=""4F""","=""7/2""",8,"=""""","=""24.431729""","=""""",
"=""3p6.3d8.(3F).4d""","=""4P""","=""1/2""",2,"=""""","=""24.449638""","=""""",
"=""3p6.3d8.(3F).4d""","=""2G""","=""9/2""",10,"=""""","=""24.471487""","=""""",
"=""3p6.3d8.(3F).5s""","=""2F""","=""5/2""",6,"=""""","=""24.474504""","=""""",
"=""3p6.3d8.(3F).4d""","=""4G""","=""7/2""",8,"=""""","=""24.498495""","=""""",
"=""3p6.3d8.(3F).4d""","=""4G""","=""5/2""",6,"=""""","=""24.536536""","=""""",
"=""3p6.3d8.(3F).4d""","=""4F""","=""3/2""",4,"=""""","=""24.547082""","=""""",
"=""3p6.3d8.(3F).4d""","=""2P""","=""1/2""",2,"=""""","=""24.553037""","=""""",
"=""3p6.3d8.(3F).4d""","=""4F""","=""5/2""",6,"=""""","=""24.556463""","=""""",
"=""3p6.3d8.(3F).4d""","=""2H""","=""9/2""",10,"=""""","=""24.634071""","=""""",
"=""3p6.3d8.(3F).4d""","=""2G""","=""7/2""",8,"=""""","=""24.664229""","=""""",
"=""3p6.3d8.(3F).4d""","=""2D""","=""5/2""",6,"=""""","=""24.947480""","=""""",
"=""3p6.3d8.(3F).4d""","=""2D""","=""3/2""",4,"=""""","=""25.011599""","=""""",
"=""3p6.3d8.(1D).5s""","=""2D""","=""5/2""",6,"=""""","=""26.021202""","=""""",
"=""3p6.3d8.(1D).5s""","=""2D""","=""3/2""",4,"=""""","=""26.040797""","=""""",
"=""3p6.3d8.(1D).4d""","=""2F""","=""5/2""",6,"=""""","=""26.056413""","=""""",
"=""3p6.3d8.(1D).4d""","=""2F""","=""7/2""",8,"=""""","=""26.066423""","=""""",
"=""3p6.3d8.(1D).4d""","=""2D""","=""3/2""",4,"=""""","=""26.176029""","=""""",
"=""3p6.3d8.(1D).4d""","=""2G""","=""7/2""",8,"=""""","=""26.194305""","=""""",
"=""3p6.3d8.(1D).4d""","=""2P""","=""1/2""",2,"=""""","=""26.196132""","=""""",
"=""3p6.3d8.(1D).4d""","=""2G""","=""9/2""",10,"=""""","=""26.199550""","=""""",
"=""3p6.3d8.(1D).4d""","=""2P""","=""3/2""",4,"=""""","=""26.241510""","=""""",
"=""3p6.3d8.(1D).4d""","=""""","=""5/2""",6,"=""""","=""26.244927""","=""""",
"=""3p6.3d8.(3F).5p""","=""4D*""","=""7/2""",8,"=""""","=""26.262457""","=""""",
"=""3p6.3d8.(1D).4d""","=""2S""","=""1/2""",2,"=""""","=""26.310517""","=""""",
"=""3p6.3d8.(3F).5p""","=""*""","=""9/2""",10,"=""""","=""26.336128""","=""""",
"=""3p6.3d8.(3F).5p""","=""4G*""","=""11/2""",12,"=""""","=""26.349785""","=""""",
"=""3p6.3d8.(3P).4d""","=""4D""","=""7/2""",8,"=""""","=""26.377935""","=""""",
"=""3p6.3d8.(3P).5s""","=""4P""","=""5/2""",6,"=""""","=""26.402563""","=""""",
"=""3p6.3d8.(3F).5p""","=""4F*""","=""9/2""",10,"=""""","=""26.408034""","=""""",
"=""3p6.3d8.(3F).5p""","=""4D*""","=""5/2""",6,"=""""","=""26.411821""","=""""",
"=""3p6.3d8.(3P).5s""","=""4P""","=""3/2""",4,"=""""","=""26.424389""","=""""",
"=""3p6.3d8.(3P).4d""","=""4D""","=""5/2""",6,"=""""","=""26.425205""","=""""",
"=""3p6.3d8.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""26.426197""","=""""",
"=""3p6.3d8.(3F).5p""","=""*""","=""7/2""",8,"=""""","=""26.447290""","=""""",
"=""3p6.3d8.(3P).4d""","=""4D""","=""3/2""",4,"=""""","=""26.447341""","=""""",
"=""3p6.3d8.(3P).5s""","=""4P""","=""1/2""",2,"=""""","=""26.460481""","=""""",
"=""3p6.3d7.4s2""","=""2F""","=""5/2""",6,"=""""","=""26.472459""","=""""",
"=""3p6.3d7.4s2""","=""2F""","=""7/2""",8,"=""""","=""26.509767""","=""""",
"=""3p6.3d8.(3P).5s""","=""2P""","=""3/2""",4,"=""""","=""26.565412""","=""""",
"=""3p6.3d8.(3F).5p""","=""4G*""","=""7/2""",8,"=""""","=""26.573289""","=""""",
"=""3p6.3d8.(3F).5p""","=""4D*""","=""3/2""",4,"=""""","=""26.576999""","=""""",
"=""3p6.3d8.(3F).5p""","=""4G*""","=""9/2""",10,"=""""","=""26.605555""","=""""",
"=""3p6.3d8.(3F).5p""","=""2D*""","=""5/2""",6,"=""""","=""26.619752""","=""""",
"=""3p6.3d8.(3P).5s""","=""2P""","=""1/2""",2,"=""""","=""26.623149""","=""""",
"=""3p6.3d8.(3P).4d""","=""4F""","=""9/2""",10,"=""""","=""26.625357""","=""""",
"=""3p6.3d8.(3F).5p""","=""*""","=""5/2""",6,"=""""","=""26.627633""","=""""",
"=""3p6.3d8.(3P).4d""","=""4F""","=""7/2""",8,"=""""","=""26.637369""","=""""",
"=""3p6.3d8.(3P).4d""","=""2D""","=""5/2""",6,"=""""","=""26.655316""","=""""",
"=""3p6.3d8.(3F).5p""","=""4F*""","=""7/2""",8,"=""""","=""26.656665""","=""""",
"=""3p6.3d8.(3P).4d""","=""4F""","=""5/2""",6,"=""""","=""26.669056""","=""""",
"=""3p6.3d8.(3F).5p""","=""4D*""","=""1/2""",2,"=""""","=""26.676532""","=""""",
"=""3p6.3d8.(3P).4d""","=""4F""","=""3/2""",4,"=""""","=""26.681050""","=""""",
"=""3p6.3d8.(3F).5p""","=""4G*""","=""5/2""",6,"=""""","=""26.708335""","=""""",
"=""3p6.3d8.(3P).4d""","=""4P""","=""1/2""",2,"=""""","=""26.751022""","=""""",
"=""3p6.3d8.(3F).5p""","=""4F*""","=""3/2""",4,"=""""","=""26.753677""","=""""",
"=""3p6.3d8.(3P).4d""","=""2P""","=""3/2""",4,"=""""","=""26.756701""","=""""",
"=""3p6.3d8.(3P).4d""","=""2F""","=""7/2""",8,"=""""","=""26.777728""","=""""",
"=""3p6.3d8.(3F).5p""","=""2G*""","=""7/2""",8,"=""""","=""26.782779""","=""""",
"=""3p6.3d8.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""26.798571""","=""""",
"=""3p6.3d8.(3P).4d""","=""2D""","=""3/2""",4,"=""""","=""26.809763""","=""""",
"=""3p6.3d8.(3P).4d""","=""2F""","=""5/2""",6,"=""""","=""26.827238""","=""""",
"=""3p6.3d8.(3F).5p""","=""2D*""","=""3/2""",4,"=""""","=""26.836210""","=""""",
"=""3p6.3d8.(3F).5p""","=""2F*""","=""5/2""",6,"=""""","=""26.850730""","=""""",
"=""3p6.3d8.(3P).4d""","=""2P""","=""1/2""",2,"=""""","=""26.883929""","=""""",
"=""3p6.3d8.(1G).4d""","=""2I""","=""11/2""",12,"=""""","=""27.315108""","=""""",
"=""3p6.3d8.(1G).4d""","=""2I""","=""13/2""",14,"=""""","=""27.327796""","=""""",
"=""3p6.3d8.(1G).5s""","=""2G""","=""9/2""",10,"=""""","=""27.346437""","=""""",
"=""3p6.3d8.(1G).5s""","=""2G""","=""7/2""",8,"=""""","=""27.347130""","=""""",
"=""3p6.3d8.(1G).4d""","=""2F""","=""7/2""",8,"=""""","=""27.507277""","=""""",
"=""3p6.3d8.(1G).4d""","=""2F""","=""5/2""",6,"=""""","=""27.509486""","=""""",
"=""3p6.3d8.(1G).4d""","=""2H""","=""9/2""",10,"=""""","=""27.659620""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4F*""","=""9/2""",10,"=""""","=""27.665171""","=""""",
"=""3p6.3d8.(1G).4d""","=""2G""","=""7/2""",8,"=""""","=""27.670092""","=""""",
"=""3p6.3d8.(1G).4d""","=""2H""","=""11/2""",12,"=""""","=""27.670192""","=""""",
"=""3p6.3d8.(1G).4d""","=""2G""","=""9/2""",10,"=""""","=""27.673381""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4G*""","=""11/2""",12,"=""""","=""27.676980""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4F*""","=""7/2""",8,"=""""","=""27.719223""","=""""",
"=""3p6.3d8.(1G).4d""","=""2D""","=""5/2""",6,"=""""","=""27.746060""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4G*""","=""9/2""",10,"=""""","=""27.778414""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4F*""","=""5/2""",6,"=""""","=""27.828309""","=""""",
"=""3p6.3d8.(1G).4d""","=""2D""","=""3/2""",4,"=""""","=""27.834900""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4F*""","=""3/2""",4,"=""""","=""27.925629""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4D*""","=""7/2""",8,"=""""","=""28.010994""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4D*""","=""5/2""",6,"=""""","=""28.126750""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4D*""","=""3/2""",4,"=""""","=""28.205767""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""4D*""","=""1/2""",2,"=""""","=""28.263936""","=""?""",
"=""3p6.3d8.(1D).5p""","=""2D*""","=""5/2""",6,"=""""","=""28.320905""","=""""",
"=""3p6.3d8.(1D).5p""","=""2D*""","=""3/2""",4,"=""""","=""28.326528""","=""""",
"=""3p6.3d8.(1D).5p""","=""2F*""","=""5/2""",6,"=""""","=""28.387428""","=""""",
"=""3p6.3d8.(1D).5p""","=""2P*""","=""1/2""",2,"=""""","=""28.399079""","=""""",
"=""3p6.3d8.(1D).5p""","=""2F*""","=""7/2""",8,"=""""","=""28.404590""","=""""",
"=""3p6.3d8.(1D).5p""","=""2P*""","=""3/2""",4,"=""""","=""28.455031""","=""""",
"=""3p6.3d8.(3P).5p""","=""4P*""","=""1/2""",2,"=""""","=""28.677348""","=""?""",
"=""3p6.3d8.(3P).5p""","=""4P*""","=""5/2""",6,"=""""","=""28.681637""","=""""",
"=""3p6.3d8.(3P).5p""","=""4P*""","=""3/2""",4,"=""""","=""28.697073""","=""""",
"=""3p6.3d8.(3P).5p""","=""4D*""","=""7/2""",8,"=""""","=""28.818386""","=""""",
"=""3p6.3d8.(3P).5p""","=""4D*""","=""5/2""",6,"=""""","=""28.821131""","=""""",
"=""3p6.3d8.(3P).5p""","=""4D*""","=""3/2""",4,"=""""","=""28.823627""","=""?""",
"=""3p6.3d8.(3P).5p""","=""2P*""","=""3/2""",4,"=""""","=""28.865293""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""2D*""","=""5/2""",6,"=""""","=""28.887031""","=""?""",
"=""3p6.3d8.(3P).5p""","=""2D*""","=""5/2""",6,"=""""","=""28.923773""","=""""",
"=""3p6.3d8.(3P).5p""","=""2D*""","=""3/2""",4,"=""""","=""28.969343""","=""""",
"=""3p6.3d8.(3P).5p""","=""4S*""","=""3/2""",4,"=""""","=""29.016786""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[1]*""","=""3/2""",4,"=""""","=""29.065245""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""29.073145""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[1]*""","=""1/2""",2,"=""""","=""29.078088""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[7]*""","=""13/2""",14,"=""""","=""29.078375""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[7]*""","=""15/2""",16,"=""""","=""29.078935""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""29.081998""","=""""",
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""2D*""","=""3/2""",4,"=""""","=""29.092943""","=""?""",
"=""3p6.3d8.(3F<4>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""29.093472""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""29.094198""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[6]*""","=""13/2""",14,"=""""","=""29.095493""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[6]*""","=""11/2""",12,"=""""","=""29.096779""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[5]*""","=""11/2""",12,"=""""","=""29.101174""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[5]*""","=""9/2""",10,"=""""","=""29.108358""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""29.108390""","=""""",
"=""3p6.3d8.(3F<4>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""29.113087""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[1]*""","=""1/2""",2,"=""""","=""29.300406""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[0]*""","=""1/2""",2,"=""""","=""29.306254""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[1]*""","=""3/2""",4,"=""""","=""29.309247""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[6]*""","=""13/2""",14,"=""""","=""29.312057""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[6]*""","=""11/2""",12,"=""""","=""29.312181""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""29.318702""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""29.320392""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""29.323690""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[5]*""","=""11/2""",12,"=""""","=""29.326219""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[5]*""","=""9/2""",10,"=""""","=""29.326873""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""29.328512""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""29.333472""","=""""",
"=""3p6.3d8.(3F<3>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""29.336085""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[1]*""","=""3/2""",4,"=""""","=""29.451029""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[1]*""","=""1/2""",2,"=""""","=""29.457573""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[5]*""","=""11/2""",12,"=""""","=""29.463735""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[5]*""","=""9/2""",10,"=""""","=""29.464165""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""29.467867""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""29.475259""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""29.477393""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""29.480837""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""29.485249""","=""""",
"=""3p6.3d8.(3F<2>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""29.487240""","=""""",
"=""3p6.3d8.(3F).6s""","=""4F""","=""9/2""",10,"=""""","=""29.542966""","=""""",
"=""3p6.3d8.(3F).6s""","=""2F""","=""7/2""",8,"=""""","=""29.587402""","=""""",
"=""3p6.3d8.(3F).5d""","=""4D""","=""7/2""",8,"=""""","=""29.598863""","=""""",
"=""3p6.3d8.(1G).5p""","=""2H*""","=""9/2""",10,"=""""","=""29.605959""","=""""",
"=""3p6.3d8.(3F).5d""","=""4P""","=""5/2""",6,"=""""","=""29.609780""","=""""",
"=""3p6.3d8.(1G).5p""","=""2F*""","=""7/2""",8,"=""""","=""29.611615""","=""""",
"=""3p6.3d8.(3F).5d""","=""4H""","=""13/2""",14,"=""""","=""29.631489""","=""""",
"=""3p6.3d8.(3F).5d""","=""4G""","=""11/2""",12,"=""""","=""29.646115""","=""""",
"=""3p6.3d8.(1G).5p""","=""2H*""","=""11/2""",12,"=""""","=""29.649881""","=""""",
"=""3p6.3d8.(1G).5p""","=""2F*""","=""5/2""",6,"=""""","=""29.650675""","=""""",
"=""3p6.3d8.(3F).5d""","=""2H""","=""11/2""",12,"=""""","=""29.661992""","=""""",
"=""3p6.3d8.(3F).5d""","=""4F""","=""9/2""",10,"=""""","=""29.668183""","=""""",
"=""3p6.3d8.(3F).5d""","=""2P""","=""3/2""",4,"=""""","=""29.672763""","=""""",
"=""3p6.3d8.(3F).5d""","=""2F""","=""7/2""",8,"=""""","=""29.686865""","=""""",
"=""3p6.3d8.(3F).5d""","=""2G""","=""9/2""",10,"=""""","=""29.702756""","=""""",
"=""3p6.3d7.(2G).4s.4p.(3P*)""","=""4F*""","=""9/2""",10,"=""""","=""29.707463""","=""""",
"=""3p6.3d8.(3F).5d""","=""""","=""5/2""",6,"=""""","=""29.764004""","=""""",
"=""3p6.3d8.(3F).6s""","=""4F""","=""7/2""",8,"=""""","=""29.793800""","=""""",
"=""3p6.3d8.(3F).6s""","=""4F""","=""5/2""",6,"=""""","=""29.796583""","=""""",
"=""3p6.3d8.(3F).5d""","=""4D""","=""1/2""",2,"=""""","=""29.850939""","=""""",
"=""3p6.3d8.(1G).5p""","=""2G*""","=""7/2""",8,"=""""","=""29.853719""","=""""",
"=""3p6.3d8.(3F).5d""","=""4D""","=""3/2""",4,"=""""","=""29.854721""","=""""",
"=""3p6.3d8.(1G).5p""","=""2G*""","=""9/2""",10,"=""""","=""29.861935""","=""""",
"=""3p6.3d8.(3F).5d""","=""4H""","=""11/2""",12,"=""""","=""29.875297""","=""""",
"=""3p6.3d8.(3F).5d""","=""4H""","=""9/2""",10,"=""""","=""29.876788""","=""""",
