Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d6""","=""5D""","=""4""",9,"=""""","=""0.00000""","=""""",
"=""3d6""","=""5D""","=""3""",7,"=""""","=""0.14826""","=""""",
"=""3d6""","=""5D""","=""2""",5,"=""""","=""0.24633""","=""""",
"=""3d6""","=""5D""","=""1""",3,"=""""","=""0.30867""","=""""",
"=""3d6""","=""5D""","=""0""",1,"=""""","=""0.33890""","=""""",
"=""3d6""","=""3P2""","=""2""",5,"=""""","=""3.63088""","=""""",
"=""3d6""","=""3H""","=""6""",13,"=""""","=""3.77130""","=""""",
"=""3d6""","=""3H""","=""5""",11,"=""""","=""3.84465""","=""""",
"=""3d6""","=""3H""","=""4""",9,"=""""","=""3.87917""","=""""",
"=""3d6""","=""3P2""","=""1""",3,"=""""","=""4.05241""","=""""",
"=""3d6""","=""3F2""","=""4""",9,"=""""","=""4.06123""","=""""",
"=""3d6""","=""3F2""","=""3""",7,"=""""","=""4.12815""","=""""",
"=""3d6""","=""3F2""","=""2""",5,"=""""","=""4.18318""","=""""",
"=""3d6""","=""3P2""","=""0""",1,"=""""","=""4.19907""","=""""",
"=""3d6""","=""3G""","=""5""",11,"=""""","=""4.63429""","=""""",
"=""3d6""","=""3G""","=""4""",9,"=""""","=""4.76954""","=""""",
"=""3d6""","=""3G""","=""3""",7,"=""""","=""4.82390""","=""""",
"=""3d6""","=""1I""","=""6""",13,"=""""","=""5.75359""","=""""",
"=""3d6""","=""3D""","=""2""",5,"=""""","=""5.79182""","=""""",
"=""3d6""","=""3D""","=""1""",3,"=""""","=""5.80845""","=""""",
"=""3d6""","=""3D""","=""3""",7,"=""""","=""5.84202""","=""""",
"=""3d6""","=""1G2""","=""4""",9,"=""""","=""5.90309""","=""""",
"=""3d6""","=""1S2""","=""0""",1,"=""""","=""6.66869""","=""""",
"=""3d6""","=""1D2""","=""2""",5,"=""""","=""6.78778""","=""""",
"=""3d6""","=""1F""","=""3""",7,"=""""","=""8.05496""","=""""",
"=""3d6""","=""3P1""","=""0""",1,"=""""","=""9.26311""","=""""",
"=""3d6""","=""3P1""","=""1""",3,"=""""","=""9.39479""","=""""",
"=""3d6""","=""3F1""","=""2""",5,"=""""","=""9.56476""","=""""",
"=""3d6""","=""3F1""","=""4""",9,"=""""","=""9.57453""","=""""",
"=""3d6""","=""3F1""","=""3""",7,"=""""","=""9.60480""","=""""",
"=""3d6""","=""3P1""","=""2""",5,"=""""","=""9.65946""","=""""",
"=""3d6""","=""1G1""","=""4""",9,"=""""","=""10.84935""","=""""",
"=""3d6""","=""1D1""","=""2""",5,"=""""","=""14.51660""","=""""",
"=""3d5.(6S).4s""","=""7S""","=""3""",7,"=""""","=""31.10473""","=""""",
"=""3d5.(6S).4s""","=""5S""","=""2""",5,"=""""","=""32.93505""","=""""",
"=""3d5.(4G).4s""","=""5G""","=""6""",13,"=""""","=""37.08901""","=""""",
"=""3d5.(4G).4s""","=""5G""","=""2""",5,"=""""","=""37.10235""","=""""",
"=""3d5.(4G).4s""","=""5G""","=""5""",11,"=""""","=""37.10302""","=""""",
"=""3d5.(4G).4s""","=""5G""","=""3""",7,"=""""","=""37.10625""","=""""",
"=""3d5.(4G).4s""","=""5G""","=""4""",9,"=""""","=""37.10759""","=""""",
"=""3d5.(4G).4s""","=""3G""","=""5""",11,"=""""","=""38.31081""","=""""",
"=""3d5.(4G).4s""","=""3G""","=""3""",7,"=""""","=""38.31683""","=""""",
"=""3d5.(4G).4s""","=""3G""","=""4""",9,"=""""","=""38.32485""","=""""",
"=""3d5.(2I).4s""","=""3I""","=""5""",11,"=""""","=""40.02109""","=""""",
"=""3d5.(2I).4s""","=""3I""","=""6""",13,"=""""","=""40.02268""","=""""",
"=""3d5.(2I).4s""","=""3I""","=""7""",15,"=""""","=""40.03168""","=""""",
"=""3d5.(6S).4p""","=""7P*""","=""2""",5,"=""""","=""42.43052""","=""""",
"=""3d5.(6S).4p""","=""7P*""","=""3""",7,"=""""","=""42.56087""","=""""",
"=""3d5.(6S).4p""","=""7P*""","=""4""",9,"=""""","=""42.79155""","=""""",
"=""3d5.(6S).4p""","=""5P*""","=""3""",7,"=""""","=""44.04653""","=""""",
"=""3d5.(6S).4p""","=""5P*""","=""2""",5,"=""""","=""44.15539""","=""""",
"=""3d5.(6S).4p""","=""5P*""","=""1""",3,"=""""","=""44.22194""","=""""",
"=""3d5.(4G).4p""","=""5G*""","=""2""",5,"=""""","=""48.12964""","=""""",
"=""3d5.(4G).4p""","=""5G*""","=""3""",7,"=""""","=""48.13514""","=""""",
"=""3d5.(4G).4p""","=""5G*""","=""4""",9,"=""""","=""48.14459""","=""""",
"=""3d5.(4G).4p""","=""5G*""","=""5""",11,"=""""","=""48.16068""","=""""",
"=""3d5.(4G).4p""","=""5G*""","=""6""",13,"=""""","=""48.19359""","=""""",
"=""3d5.(4G).4p""","=""5H*""","=""3""",7,"=""""","=""48.43048""","=""""",
"=""3d5.(4G).4p""","=""5H*""","=""4""",9,"=""""","=""48.50238""","=""""",
"=""3d5.(4G).4p""","=""5H*""","=""5""",11,"=""""","=""48.56358""","=""""",
"=""3d5.(4P).4p""","=""5D*""","=""2""",5,"=""""","=""48.60013""","=""""",
"=""3d5.(4G).4p""","=""*""","=""3""",7,"=""""","=""48.63343""","=""""",
"=""3d5.(4G).4p""","=""5F*""","=""5""",11,"=""""","=""48.66587""","=""""",
"=""3d5.(4G).4p""","=""5H*""","=""6""",13,"=""""","=""48.67540""","=""""",
"=""3d5.(4G).4p""","=""5F*""","=""4""",9,"=""""","=""48.69016""","=""""",
"=""3d5.(4G).4p""","=""5H*""","=""7""",15,"=""""","=""48.73697""","=""""",
"=""3d5.(4P).4p""","=""5S*""","=""2""",5,"=""""","=""48.77853""","=""""",
"=""3d5.(4G).4p""","=""5F*""","=""1""",3,"=""""","=""48.85160""","=""""",
"=""3d5.(4G).4p""","=""5F*""","=""3""",7,"=""""","=""48.86433""","=""""",
"=""3d5.(4G).4p""","=""*""","=""2""",5,"=""""","=""48.86636""","=""""",
"=""3d5.(4P).4p""","=""5D*""","=""4""",9,"=""""","=""49.02423""","=""""",
"=""3d5.(4P).4p""","=""5P*""","=""3""",7,"=""""","=""49.04827""","=""""",
"=""3d5.(4G).4p""","=""3F*""","=""2""",5,"=""""","=""49.13292""","=""""",
"=""3d5.(4P).4p""","=""5P*""","=""2""",5,"=""""","=""49.15409""","=""""",
"=""3d5.(4P).4p""","=""5P*""","=""1""",3,"=""""","=""49.16266""","=""""",
"=""3d5.(4G).4p""","=""3F*""","=""3""",7,"=""""","=""49.17425""","=""""",
"=""3d5.(4G).4p""","=""3F*""","=""4""",9,"=""""","=""49.21294""","=""""",
"=""3d5.(4G).4p""","=""3H*""","=""6""",13,"=""""","=""49.27187""","=""""",
"=""3d5.(4G).4p""","=""3H*""","=""5""",11,"=""""","=""49.34854""","=""""",
"=""3d5.(4P).4p""","=""3P*""","=""2""",5,"=""""","=""49.37957""","=""""",
"=""3d5.(4G).4p""","=""3H*""","=""4""",9,"=""""","=""49.39240""","=""""",
"=""3d5.(4P).4p""","=""3P*""","=""1""",3,"=""""","=""49.43531""","=""""",
"=""3d5.(4D).4p""","=""5F*""","=""1""",3,"=""""","=""49.48368""","=""""",
"=""3d5.(4P).4p""","=""3P*""","=""0""",1,"=""""","=""49.51049""","=""""",
"=""3d5.(4D).4p""","=""5F*""","=""2""",5,"=""""","=""49.52358""","=""""",
"=""3d5.(4D).4p""","=""5F*""","=""3""",7,"=""""","=""49.57896""","=""""",
"=""3d5.(4D).4p""","=""5F*""","=""4""",9,"=""""","=""49.66345""","=""""",
"=""3d5.(4D).4p""","=""5F*""","=""5""",11,"=""""","=""49.75041""","=""""",
"=""3d5.(4D).4p""","=""5D*""","=""3""",7,"=""""","=""49.85827""","=""""",
"=""3d5.(4D).4p""","=""5D*""","=""4""",9,"=""""","=""49.90789""","=""""",
"=""3d5.(4D).4p""","=""5D*""","=""2""",5,"=""""","=""49.93672""","=""""",
"=""3d5.(4G).4p""","=""3G*""","=""3""",7,"=""""","=""49.96424""","=""""",
"=""3d5.(4G).4p""","=""3G*""","=""4""",9,"=""""","=""49.97637""","=""""",
"=""3d5.(4G).4p""","=""3G*""","=""5""",11,"=""""","=""49.98211""","=""""",
"=""3d5.(4D).4p""","=""5D*""","=""1""",3,"=""""","=""50.01002""","=""""",
"=""3d5.(4P).4p""","=""3D*""","=""3""",7,"=""""","=""50.01101""","=""""",
"=""3d5.(4P).4p""","=""3D*""","=""2""",5,"=""""","=""50.08479""","=""""",
"=""3d5.(4D).4p""","=""5P*""","=""1""",3,"=""""","=""50.10154""","=""""",
"=""3d5.(4D).4p""","=""5D*""","=""0""",1,"=""""","=""50.11243""","=""""",
"=""3d5.(4P).4p""","=""*""","=""1""",3,"=""""","=""50.20141""","=""""",
"=""3d5.(4D).4p""","=""3D*""","=""3""",7,"=""""","=""50.24007""","=""""",
"=""3d5.(4D).4p""","=""5P*""","=""2""",5,"=""""","=""50.27631""","=""""",
"=""3d5.(4D).4p""","=""3D*""","=""2""",5,"=""""","=""50.41934""","=""""",
"=""3d5.(4D).4p""","=""*""","=""3""",7,"=""""","=""50.43090""","=""""",
"=""3d5.(4D).4p""","=""3D*""","=""1""",3,"=""""","=""50.48852""","=""""",
"=""3d5.(4D).4p""","=""3F*""","=""4""",9,"=""""","=""50.50569""","=""""",
"=""3d5.(4D).4p""","=""3F*""","=""3""",7,"=""""","=""50.60757""","=""""",
"=""3d5.(4D).4p""","=""3F*""","=""2""",5,"=""""","=""50.62048""","=""""",
"=""3d5.(4P).4p""","=""3S*""","=""1""",3,"=""""","=""50.86932""","=""""",
"=""3d5.(2I).4p""","=""3K*""","=""6""",13,"=""""","=""51.06563""","=""""",
