Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d5""","=""6S""","=""5/2""",6,"=""""","=""0.0000""","=""""",
"=""3d4.(5D).4p""","=""6P*""","=""3/2""",4,"=""""","=""61.6996""","=""""",
"=""3d4.(5D).4p""","=""6P*""","=""5/2""",6,"=""""","=""61.7294""","=""""",
"=""3d4.(5D).4p""","=""6P*""","=""7/2""",8,"=""""","=""61.7867""","=""""",
"=""Cu VIII (3d4 5D<0>)""","=""Limit""","=""---""",,"=""[""","=""139.0""","=""]""",
