Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d4""","=""5D""","=""0""",1,"=""""","=""0.0000""","=""""",
"=""3d4""","=""5D""","=""1""",3,"=""""","=""0.0346""","=""""",
"=""3d4""","=""5D""","=""2""",5,"=""""","=""0.0997""","=""""",
"=""3d4""","=""5D""","=""3""",7,"=""""","=""0.188""","=""""",
"=""3d4""","=""5D""","=""4""",9,"=""""","=""0.2966""","=""""",
"=""3d4""","=""3P2""","=""0""",1,"=""""","=""3.7291""","=""""",
"=""3d4""","=""3H""","=""4""",9,"=""""","=""3.9268""","=""""",
"=""3d4""","=""3P2""","=""1""",3,"=""""","=""3.9472""","=""""",
"=""3d4""","=""3H""","=""5""",11,"=""""","=""4.0030""","=""""",
"=""3d4""","=""3H""","=""6""",13,"=""""","=""4.0762""","=""""",
"=""3d4""","=""3F2""","=""2""",5,"=""""","=""4.2461""","=""""",
"=""3d4""","=""3F2""","=""3""",7,"=""""","=""4.2548""","=""""",
"=""3d4""","=""3P2""","=""2""",5,"=""""","=""4.2843""","=""""",
"=""3d4""","=""3F2""","=""4""",9,"=""""","=""4.2869""","=""""",
"=""3d4""","=""3G""","=""3""",7,"=""""","=""4.731""","=""""",
"=""3d4""","=""3G""","=""4""",9,"=""""","=""4.8039""","=""""",
"=""3d4""","=""3G""","=""5""",11,"=""""","=""4.8660""","=""""",
"=""3d3.(4F).4p""","=""3D*""","=""1""",3,"=""""","=""57.9025""","=""""",
"=""3d3.(4F).4p""","=""5D*""","=""2""",5,"=""""","=""57.9880""","=""""",
"=""3d3.(4F).4p""","=""5D*""","=""3""",7,"=""""","=""58.110""","=""""",
"=""3d3.(4F).4p""","=""5D*""","=""1""",3,"=""""","=""58.1703""","=""""",
"=""3d3.(4F).4p""","=""5D*""","=""4""",9,"=""""","=""58.2532""","=""""",
"=""3d3.(4F).4p""","=""5F*""","=""2""",5,"=""""","=""58.2795""","=""""",
"=""3d3.(4F).4p""","=""5F*""","=""3""",7,"=""""","=""58.4085""","=""""",
"=""3d3.(4F).4p""","=""5F*""","=""1""",3,"=""""","=""58.428""","=""""",
"=""3d3.(4F).4p""","=""3D*""","=""2""",5,"=""""","=""58.5176""","=""""",
"=""3d3.(4F).4p""","=""5F*""","=""4""",9,"=""""","=""58.5288""","=""""",
"=""3d3.(4F).4p""","=""5F*""","=""5""",11,"=""""","=""58.6330""","=""""",
"=""3d3.(4F).4p""","=""3D*""","=""3""",7,"=""""","=""58.689""","=""""",
"=""3d3.(4F).4p""","=""3G*""","=""3""",7,"=""""","=""59.0485""","=""""",
"=""3d3.(4F).4p""","=""3G*""","=""4""",9,"=""""","=""59.1728""","=""""",
"=""3d3.(4F).4p""","=""3G*""","=""5""",11,"=""""","=""59.3307""","=""""",
"=""3d3.(4F).4p""","=""3F*""","=""2""",5,"=""""","=""59.506""","=""""",
"=""3d3.(4F).4p""","=""3F*""","=""3""",7,"=""""","=""59.6477""","=""""",
"=""3d3.(4F).4p""","=""3F*""","=""4""",9,"=""""","=""59.7888""","=""""",
"=""3d3.(4P).4p""","=""5P*""","=""1""",3,"=""""","=""60.2750""","=""""",
"=""3d3.(4P).4p""","=""5P*""","=""2""",5,"=""""","=""60.4060""","=""""",
"=""3d3.(4P).4p""","=""5P*""","=""3""",7,"=""""","=""60.5867""","=""""",
"=""3d3.(2G).4p""","=""3G*""","=""3""",7,"=""""","=""61.2163""","=""""",
"=""3d3.(2G).4p""","=""3G*""","=""4""",9,"=""""","=""61.3830""","=""""",
"=""3d3.(2G).4p""","=""3G*""","=""5""",11,"=""""","=""61.538""","=""""",
"=""3d3.(2H).4p""","=""3G*""","=""5""",11,"=""""","=""63.4135""","=""""",
"=""3d3.(2H).4p""","=""3G*""","=""4""",9,"=""""","=""63.4425""","=""""",
"=""3d3.(2H).4p""","=""3G*""","=""3""",7,"=""""","=""63.4788""","=""""",
"=""Ni VIII (3d3 4F<3/2>)""","=""Limit""","=""---""",,"=""(""","=""132.0""","="")""",
