Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d8""","=""3F""","=""4""",9,"=""""","=""0.00000""","=""""",
"=""3p6.3d8""","=""3F""","=""3""",7,"=""""","=""0.16871""","=""""",
"=""3p6.3d8""","=""3F""","=""2""",5,"=""""","=""0.28139""","=""""",
"=""3p6.3d8""","=""1D""","=""2""",5,"=""""","=""1.73970""","=""""",
"=""3p6.3d8""","=""3P""","=""2""",5,"=""""","=""2.06578""","=""""",
"=""3p6.3d8""","=""3P""","=""1""",3,"=""""","=""2.10498""","=""""",
"=""3p6.3d8""","=""3P""","=""0""",1,"=""""","=""2.13633""","=""""",
"=""3p6.3d8""","=""1G""","=""4""",9,"=""""","=""2.86511""","=""""",
"=""3p6.3d8""","=""1S""","=""0""",1,"=""""","=""6.51314""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""5""",11,"=""""","=""6.658439""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""4""",9,"=""""","=""6.776707""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""3""",7,"=""""","=""6.869504""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""2""",5,"=""""","=""6.937190""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""1""",3,"=""""","=""6.981332""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""4""",9,"=""""","=""7.605015""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""3""",7,"=""""","=""7.762103""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""2""",5,"=""""","=""7.869516""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""3""",7,"=""""","=""8.811228""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""2""",5,"=""""","=""8.850500""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""1""",3,"=""""","=""8.907325""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""5""",11,"=""""","=""9.314146""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""4""",9,"=""""","=""9.378984""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""3""",7,"=""""","=""9.452214""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""2""",5,"=""""","=""9.708402""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""1""",3,"=""""","=""9.730581""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""0""",1,"=""""","=""9.752293""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""2""",5,"=""""","=""9.812483""","=""""",
"=""3p6.3d7.(2G).4s""","=""1G""","=""4""",9,"=""""","=""9.825761""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""1""",3,"=""""","=""9.887643""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""0""",1,"=""""","=""9.995742""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""6""",13,"=""""","=""10.127872""","=""""",
"=""3p6.3d7.(a 2D).4s""","=""3D""","=""3""",7,"=""""","=""10.188104""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""5""",11,"=""""","=""10.190732""","=""""",
"=""3p6.3d7.(a 2D).4s""","=""3D""","=""1""",3,"=""""","=""10.201080""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""4""",9,"=""""","=""10.269165""","=""""",
"=""3p6.3d7.(a 2D).4s""","=""3D""","=""2""",5,"=""""","=""10.294836""","=""""",
"=""3p6.3d7.(2P).4s""","=""1P""","=""1""",3,"=""""","=""10.489572""","=""""",
"=""3p6.3d7.(2H).4s""","=""1H""","=""5""",11,"=""""","=""10.642084""","=""""",
"=""3p6.3d7.(a 2D).4s""","=""1D""","=""2""",5,"=""""","=""10.742720""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""2""",5,"=""""","=""12.130812""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""3""",7,"=""""","=""12.149932""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""4""",9,"=""""","=""12.179951""","=""""",
"=""3p6.3d7.(2F).4s""","=""1F""","=""3""",7,"=""""","=""12.640797""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""5""",11,"=""""","=""13.664646""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""4""",9,"=""""","=""13.684303""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""3""",7,"=""""","=""13.789671""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""4""",9,"=""""","=""13.873664""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""2""",5,"=""""","=""13.875633""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""1""",3,"=""""","=""13.936028""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""6""",13,"=""""","=""13.983911""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""3""",7,"=""""","=""14.002209""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""5""",11,"=""""","=""14.027686""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""2""",5,"=""""","=""14.090986""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""4""",9,"=""""","=""14.097638""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""1""",3,"=""""","=""14.146052""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""3""",7,"=""""","=""14.147862""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""0""",1,"=""""","=""14.170830""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""2""",5,"=""""","=""14.180198""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""5""",11,"=""""","=""14.291939""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""4""",9,"=""""","=""14.405963""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""4""",9,"=""""","=""14.465781""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""3""",7,"=""""","=""14.537246""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""3""",7,"=""""","=""14.581329""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""2""",5,"=""""","=""14.644387""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""3""",7,"=""""","=""14.722535""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""2""",5,"=""""","=""14.837132""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""1""",3,"=""""","=""14.911867""","=""""",
"=""3p6.3d7.(b 2D).4s""","=""3D""","=""1""",3,"=""""","=""15.026008""","=""""",
"=""3p6.3d7.(b 2D).4s""","=""3D""","=""2""",5,"=""""","=""15.053120""","=""""",
"=""3p6.3d7.(b 2D).4s""","=""3D""","=""3""",7,"=""""","=""15.101579""","=""""",
"=""3p6.3d7.(4P).4p""","=""5S*""","=""2""",5,"=""""","=""15.161085""","=""""",
"=""3p6.3d7.(b 2D).4s""","=""1D""","=""2""",5,"=""""","=""15.551778""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""2""",5,"=""""","=""16.107172""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""3""",7,"=""""","=""16.112243""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""1""",3,"=""""","=""16.112732""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""0""",1,"=""""","=""16.141509""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""4""",9,"=""""","=""16.156666""","=""""",
"=""3p6.3d7.(4P).4p""","=""3S*""","=""1""",3,"=""""","=""16.225006""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""5""",11,"=""""","=""16.303984""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""4""",9,"=""""","=""16.340128""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""4""",9,"=""""","=""16.385318""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""6""",13,"=""""","=""16.386818""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""2""",5,"=""""","=""16.467366""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""0""",1,"=""""","=""16.47314""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""3""",7,"=""""","=""16.501787""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""3""",7,"=""""","=""16.509550""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""1""",3,"=""""","=""16.524205""","=""""",
"=""3p6.3d7.(2G).4p""","=""1G*""","=""4""",9,"=""""","=""16.530156""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""1""",3,"=""""","=""16.532016""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""3""",7,"=""""","=""16.538369""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""2""",5,"=""""","=""16.552011""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""2""",5,"=""""","=""16.569568""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""5""",11,"=""""","=""16.575695""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""1""",3,"=""""","=""16.593988""","=""""",
"=""3p6.3d7.(2G).4p""","=""1H*""","=""5""",11,"=""""","=""16.640862""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""2""",5,"=""""","=""16.642635""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""3""",7,"=""""","=""16.655391""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""4""",9,"=""""","=""16.665308""","=""""",
"=""3p6.3d7.(2G).4p""","=""1F*""","=""3""",7,"=""""","=""16.740743""","=""""",
"=""3p6.3d7.(4P).4p""","=""3P*""","=""0""",1,"=""""","=""16.779389""","=""""",
"=""3p6.3d7.(4P).4p""","=""3P*""","=""2""",5,"=""""","=""16.781302""","=""""",
"=""3p6.3d7.(4P).4p""","=""3P*""","=""1""",3,"=""""","=""16.874088""","=""""",
"=""3p6.3d7.(2P).4p""","=""3D*""","=""2""",5,"=""""","=""16.962675""","=""""",
"=""3p6.3d7.(2P).4p""","=""3D*""","=""3""",7,"=""""","=""16.981744""","=""""",
"=""3p6.3d7.(2H).4p""","=""3G*""","=""5""",11,"=""""","=""16.988340""","=""""",
"=""3p6.3d7.(2P).4p""","=""3D*""","=""1""",3,"=""""","=""17.030762""","=""""",
"=""3p6.3d7.(2H).4p""","=""3I*""","=""6""",13,"=""""","=""17.034350""","=""""",
