Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d9""","=""2D""","=""5/2""",6,"=""""","=""0.000000""","=""""",
"=""3p6.3d9""","=""2D""","=""3/2""",4,"=""""","=""0.186837""","=""""",
"=""3p6.3d8.(3F).4s""","=""4F""","=""9/2""",10,"=""""","=""1.040711""","=""""",
"=""3p6.3d8.(3F).4s""","=""4F""","=""7/2""",8,"=""""","=""1.156778""","=""""",
"=""3p6.3d8.(3F).4s""","=""4F""","=""5/2""",6,"=""""","=""1.254182""","=""""",
"=""3p6.3d8.(3F).4s""","=""4F""","=""3/2""",4,"=""""","=""1.322154""","=""""",
"=""3p6.3d8.(3F).4s""","=""2F""","=""7/2""",8,"=""""","=""1.680034""","=""""",
"=""3p6.3d8.(3F).4s""","=""2F""","=""5/2""",6,"=""""","=""1.859214""","=""""",
"=""3p6.3d8.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""2.865062""","=""""",
"=""3p6.3d8.(1D).4s""","=""2D""","=""3/2""",4,"=""""","=""2.950350""","=""""",
"=""3p6.3d8.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""3.073345""","=""""",
"=""3p6.3d8.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""3.079263""","=""""",
"=""3p6.3d8.(1D).4s""","=""2D""","=""5/2""",6,"=""""","=""3.104116""","=""""",
"=""3p6.3d8.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""3.604336""","=""""",
"=""3p6.3d8.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""3.669121""","=""""",
"=""3p6.3d8.(1G).4s""","=""2G""","=""9/2""",10,"=""""","=""4.029428""","=""""",
"=""3p6.3d8.(1G).4s""","=""2G""","=""7/2""",8,"=""""","=""4.032405""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""9/2""",10,"=""""","=""6.328830""","=""""",
"=""3p6.3d8.(3F).4p""","=""4D*""","=""7/2""",8,"=""""","=""6.392359""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""7/2""",8,"=""""","=""6.472713""","=""""",
"=""3p6.3d8.(3F).4p""","=""4D*""","=""5/2""",6,"=""""","=""6.538734""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""5/2""",6,"=""""","=""6.575865""","=""""",
"=""3p6.3d8.(3F).4p""","=""4G*""","=""9/2""",10,"=""""","=""6.616438""","=""""",
"=""3p6.3d8.(3F).4p""","=""4G*""","=""11/2""",12,"=""""","=""6.632719""","=""""",
"=""3p6.3d7.4s2""","=""4F""","=""3/2""",4,"=""""","=""6.645701""","=""""",
"=""3p6.3d8.(3F).4p""","=""4D*""","=""3/2""",4,"=""""","=""6.649845""","=""""",
