Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d8.(3F).4s2""","=""3F""","=""4""",9,"=""""","=""0.0000000""","=""""",
"=""3d9.(2D).4s""","=""3D""","=""3""",7,"=""""","=""0.0253904""","=""""",
"=""3d9.(2D).4s""","=""3D""","=""2""",5,"=""""","=""0.1090833""","=""""",
"=""3d8.(3F).4s2""","=""3F""","=""3""",7,"=""""","=""0.1651673""","=""""",
"=""3d9.(2D).4s""","=""3D""","=""1""",3,"=""""","=""0.2123957""","=""""",
"=""3d8.(3F).4s2""","=""3F""","=""2""",5,"=""""","=""0.2748172""","=""""",
"=""3d9.(2D).4s""","=""1D""","=""2""",5,"=""""","=""0.4227783""","=""""",
"=""3d8.(1D).4s2""","=""1D""","=""2""",5,"=""""","=""1.6764334""","=""""",
"=""3d10""","=""1S""","=""0""",1,"=""""","=""1.8261434""","=""""",
"=""3d8.(3P).4s2""","=""3P""","=""2""",5,"=""""","=""1.9353740""","=""""",
"=""3d8.(3P).4s2""","=""3P""","=""1""",3,"=""""","=""1.9507675""","=""""",
"=""3d8.(3P).4s2""","=""3P""","=""0""",1,"=""""","=""1.9858928""","=""""",
"=""3d8.(1G).4s2""","=""1G""","=""4""",9,"=""""","=""2.7403390""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""4""",9,"=""""","=""3.1930336""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""3""",7,"=""""","=""3.3061486""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5G*""","=""6""",13,"=""""","=""3.3799201""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""2""",5,"=""""","=""3.3990104""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5G*""","=""5""",11,"=""""","=""3.4195327""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""1""",3,"=""""","=""3.4645554""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5G*""","=""4""",9,"=""""","=""3.4799965""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5D*""","=""0""",1,"=""""","=""3.4979659""","=""""",
"=""3d8.(3F).4s.4p.(3P*)""","=""5F*""","=""5""",11,"=""""","=""3.5387700""","=""""",
