Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""1s.5p""","=""3P*""","=""2""",5,"=""""","=""378.32078""","=""""",
"=""1s.5d""","=""3D""","=""1""",3,"=""""","=""378.4728""","=""""",
"=""1s.5d""","=""3D""","=""2""",5,"=""""","=""378.4728""","=""""",
"=""1s.5d""","=""3D""","=""3""",7,"=""""","=""378.47330""","=""""",
"=""1s.5f""","=""1F*""","=""3""",7,"=""[""","=""378.48077""","=""]""",
"=""1s.5f""","=""3F*""","=""2""",5,"=""[""","=""378.48077""","=""]""",
"=""1s.5f""","=""3F*""","=""3""",7,"=""[""","=""378.48077""","=""]""",
"=""1s.5f""","=""3F*""","=""4""",9,"=""[""","=""378.48077""","=""]""",
"=""1s.5g""","=""1G""","=""4""",9,"=""[""","=""378.48153""","=""]""",
"=""1s.5g""","=""3G""","=""3""",7,"=""[""","=""378.48153""","=""]""",
"=""1s.5g""","=""3G""","=""4""",9,"=""[""","=""378.48153""","=""]""",
"=""1s.5g""","=""3G""","=""5""",11,"=""[""","=""378.48153""","=""]""",
"=""1s.5d""","=""1D""","=""2""",5,"=""[""","=""378.48277""","=""]""",
"=""1s.5p""","=""1P*""","=""1""",3,"=""""","=""378.5292""","=""""",
"=""1s.6s""","=""3S""","=""1""",3,"=""""","=""382.37468""","=""""",
"=""1s.6p""","=""3P*""","=""0""",1,"=""[""","=""382.5452""","=""]""",
"=""1s.6p""","=""3P*""","=""1""",3,"=""[""","=""382.5452""","=""]""",
"=""1s.6p""","=""3P*""","=""2""",5,"=""""","=""382.54698""","=""""",
"=""1s.6d""","=""3D""","=""2""",5,"=""[""","=""382.6323""","=""]""",
"=""1s.6d""","=""3D""","=""3""",7,"=""[""","=""382.6323""","=""]""",
"=""1s.6d""","=""3D""","=""1""",3,"=""""","=""382.63452""","=""""",
"=""1s.6f""","=""1F*""","=""3""",7,"=""[""","=""382.63830""","=""]""",
"=""1s.6f""","=""3F*""","=""2""",5,"=""[""","=""382.63830""","=""]""",
"=""1s.6f""","=""3F*""","=""3""",7,"=""[""","=""382.63830""","=""]""",
"=""1s.6f""","=""3F*""","=""4""",9,"=""[""","=""382.63830""","=""]""",
"=""1s.6d""","=""1D""","=""2""",5,"=""[""","=""382.6387""","=""]""",
"=""1s.6g""","=""1G""","=""4""",9,"=""[""","=""382.63874""","=""]""",
"=""1s.6g""","=""3G""","=""3""",7,"=""[""","=""382.63874""","=""]""",
"=""1s.6g""","=""3G""","=""4""",9,"=""[""","=""382.63874""","=""]""",
"=""1s.6g""","=""3G""","=""5""",11,"=""[""","=""382.63874""","=""]""",
"=""1s.6h""","=""1H*""","=""5""",11,"=""[""","=""382.63889""","=""]""",
"=""1s.6h""","=""3H*""","=""4""",9,"=""[""","=""382.63889""","=""]""",
"=""1s.6h""","=""3H*""","=""5""",11,"=""[""","=""382.63889""","=""]""",
"=""1s.6h""","=""3H*""","=""6""",13,"=""[""","=""382.63889""","=""]""",
"=""1s.6p""","=""1P*""","=""1""",3,"=""""","=""382.6697""","=""""",
"=""1s.7s""","=""3S""","=""1""",3,"=""[""","=""384.9791""","=""]""",
"=""1s.7p""","=""3P*""","=""0""",1,"=""[""","=""385.0866""","=""]""",
"=""1s.7p""","=""3P*""","=""1""",3,"=""[""","=""385.0866""","=""]""",
"=""1s.7p""","=""3P*""","=""2""",5,"=""""","=""385.0888""","=""""",
"=""1s.7d""","=""3D""","=""1""",3,"=""[""","=""385.1413""","=""]""",
"=""1s.7d""","=""3D""","=""2""",5,"=""[""","=""385.1413""","=""]""",
"=""1s.7d""","=""3D""","=""3""",7,"=""""","=""385.14337""","=""""",
"=""1s.7d""","=""1D""","=""2""",5,"=""[""","=""385.1454""","=""]""",
"=""1s.7g""","=""1G""","=""4""",9,"=""[""","=""385.14543""","=""]""",
"=""1s.7g""","=""3G""","=""3""",7,"=""[""","=""385.14543""","=""]""",
"=""1s.7g""","=""3G""","=""4""",9,"=""[""","=""385.14543""","=""]""",
"=""1s.7g""","=""3G""","=""5""",11,"=""[""","=""385.14543""","=""]""",
"=""1s.7h""","=""1H*""","=""5""",11,"=""[""","=""385.14553""","=""]""",
"=""1s.7h""","=""3H*""","=""4""",9,"=""[""","=""385.14553""","=""]""",
"=""1s.7h""","=""3H*""","=""5""",11,"=""[""","=""385.14553""","=""]""",
"=""1s.7h""","=""3H*""","=""6""",13,"=""[""","=""385.14553""","=""]""",
"=""1s.7i""","=""1I""","=""6""",13,"=""[""","=""385.14558""","=""]""",
"=""1s.7i""","=""3I""","=""5""",11,"=""[""","=""385.14558""","=""]""",
"=""1s.7i""","=""3I""","=""6""",13,"=""[""","=""385.14558""","=""]""",
"=""1s.7i""","=""3I""","=""7""",15,"=""[""","=""385.14558""","=""]""",
"=""1s.7p""","=""1P*""","=""1""",3,"=""[""","=""385.1620""","=""]""",
"=""1s.8s""","=""3S""","=""1""",3,"=""[""","=""386.6615""","=""]""",
"=""1s.8p""","=""3P*""","=""0""",1,"=""""","=""386.73459""","=""""",
"=""1s.8p""","=""3P*""","=""1""",3,"=""""","=""386.73459""","=""""",
"=""1s.8p""","=""3P*""","=""2""",5,"=""""","=""386.73459""","=""""",
"=""1s.8d""","=""3D""","=""1""",3,"=""""","=""386.77122""","=""""",
"=""1s.8d""","=""3D""","=""2""",5,"=""""","=""386.77122""","=""""",
"=""1s.8d""","=""3D""","=""3""",7,"=""""","=""386.77122""","=""""",
"=""1s.8d""","=""1D""","=""2""",5,"=""[""","=""386.772""","=""]""",
"=""1s.8p""","=""1P*""","=""1""",3,"=""[""","=""386.7835""","=""]""",
"=""C VI (1s 2S<1/2>)""","=""Limit""","=""---""",,"=""[""","=""392.090518""","=""]""",
