Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""1s2.2s2""","=""1S""","=""0""",1,"=""""","=""0.000000""","=""""",
"=""1s2.2s.2p""","=""3P*""","=""0""",1,"=""""","=""6.492688""","=""""",
"=""1s2.2s.2p""","=""3P*""","=""1""",3,"=""""","=""6.495625""","=""""",
"=""1s2.2s.2p""","=""3P*""","=""2""",5,"=""""","=""6.502613""","=""""",
"=""1s2.2s.2p""","=""1P*""","=""1""",3,"=""""","=""12.690036""","=""""",
"=""1s2.2p2""","=""3P""","=""0""",1,"=""""","=""17.038615""","=""""",
"=""1s2.2p2""","=""3P""","=""1""",3,"=""""","=""17.042174""","=""""",
"=""1s2.2p2""","=""3P""","=""2""",5,"=""""","=""17.048076""","=""""",
"=""1s2.2p2""","=""1D""","=""2""",5,"=""""","=""18.086335""","=""""",
"=""1s2.2p2""","=""1S""","=""0""",1,"=""""","=""22.629581""","=""""",
"=""1s2.2s.3s""","=""3S""","=""1""",3,"=""""","=""29.534648""","=""""",
"=""1s2.2s.3s""","=""1S""","=""0""",1,"=""""","=""30.645207""","=""""",
"=""1s2.2s.3p""","=""1P*""","=""1""",3,"=""""","=""32.103388""","=""""",
"=""1s2.2s.3p""","=""3P*""","=""0""",1,"=""""","=""32.199384""","=""""",
"=""1s2.2s.3p""","=""3P*""","=""1""",3,"=""""","=""32.200087""","=""""",
"=""1s2.2s.3p""","=""3P*""","=""2""",5,"=""""","=""32.201709""","=""""",
"=""1s2.2s.3d""","=""3D""","=""1""",3,"=""""","=""33.477076""","=""""",
"=""1s2.2s.3d""","=""3D""","=""2""",5,"=""""","=""33.477213""","=""""",
"=""1s2.2s.3d""","=""3D""","=""3""",7,"=""""","=""33.477561""","=""""",
"=""1s2.2s.3d""","=""1D""","=""2""",5,"=""""","=""34.279506""","=""""",
"=""1s2.2p.(2P*).3s""","=""3P*""","=""0""",1,"=""""","=""38.213986""","=""""",
"=""1s2.2p.(2P*).3s""","=""3P*""","=""1""",3,"=""""","=""38.217994""","=""""",
"=""1s2.2p.(2P*).3s""","=""3P*""","=""2""",5,"=""""","=""38.226472""","=""""",
"=""1s2.2s.4s""","=""3S""","=""1""",3,"=""""","=""38.367799""","=""""",
"=""1s2.2p.(2P*).3s""","=""1P*""","=""1""",3,"=""""","=""38.435885""","=""""",
"=""1s2.2s.4s""","=""1S""","=""0""",1,"=""""","=""38.648542""","=""""",
"=""1s2.2s.4p""","=""3P*""","=""0""",1,"=""""","=""39.401467""","=""""",
"=""1s2.2s.4p""","=""3P*""","=""1""",3,"=""""","=""39.401746""","=""""",
"=""1s2.2s.4p""","=""3P*""","=""2""",5,"=""""","=""39.402339""","=""""",
"=""1s2.2p.(2P*).3p""","=""1P""","=""1""",3,"=""""","=""39.640271""","=""""",
"=""1s2.2s.4d""","=""3D""","=""1""",3,"=""""","=""39.849924""","=""""",
"=""1s2.2s.4d""","=""3D""","=""2""",5,"=""""","=""39.851837""","=""""",
"=""1s2.2s.4d""","=""3D""","=""3""",7,"=""""","=""39.854727""","=""""",
"=""1s2.2s.4f""","=""3F*""","=""2""",5,"=""""","=""39.923368""","=""""",
"=""1s2.2s.4f""","=""3F*""","=""3""",7,"=""""","=""39.924100""","=""""",
"=""1s2.2s.4f""","=""3F*""","=""4""",9,"=""""","=""39.925140""","=""""",
"=""1s2.2s.4p""","=""1P*""","=""1""",3,"=""""","=""39.973026""","=""""",
"=""1s2.2s.4f""","=""1F*""","=""3""",7,"=""""","=""40.009951""","=""""",
"=""1s2.2p.(2P*).3p""","=""3D""","=""1""",3,"=""""","=""40.056428""","=""""",
"=""1s2.2p.(2P*).3p""","=""3D""","=""2""",5,"=""""","=""40.059463""","=""""",
"=""1s2.2p.(2P*).3p""","=""3D""","=""3""",7,"=""""","=""40.064295""","=""""",
"=""1s2.2s.4d""","=""1D""","=""2""",5,"=""""","=""40.197226""","=""""",
"=""1s2.2p.(2P*).3p""","=""3S""","=""1""",3,"=""""","=""40.577334""","=""""",
"=""1s2.2p.(2P*).3p""","=""3P""","=""0""",1,"=""""","=""40.875778""","=""""",
"=""1s2.2p.(2P*).3p""","=""3P""","=""1""",3,"=""""","=""40.878392""","=""""",
"=""1s2.2p.(2P*).3p""","=""3P""","=""2""",5,"=""""","=""40.882992""","=""""",
"=""1s2.2p.(2P*).3d""","=""1D*""","=""2""",5,"=""""","=""41.248462""","=""""",
"=""1s2.2p.(2P*).3p""","=""1D""","=""2""",5,"=""""","=""41.301394""","=""""",
"=""1s2.2p.(2P*).3d""","=""3F*""","=""2""",5,"=""""","=""41.334721""","=""""",
"=""1s2.2p.(2P*).3d""","=""3F*""","=""3""",7,"=""""","=""41.337764""","=""""",
"=""1s2.2p.(2P*).3d""","=""3F*""","=""4""",9,"=""""","=""41.342189""","=""""",
"=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",3,"=""""","=""41.864006""","=""""",
"=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",5,"=""""","=""41.865607""","=""""",
"=""1s2.2p.(2P*).3d""","=""3D*""","=""3""",7,"=""""","=""41.867981""","=""""",
"=""1s2.2s.5s""","=""1S""","=""0""",1,"=""""","=""41.970428""","=""""",
"=""1s2.2s.5s""","=""3S""","=""1""",3,"=""""","=""42.146534""","=""""",
"=""1s2.2p.(2P*).3d""","=""3P*""","=""2""",5,"=""""","=""42.167254""","=""""",
"=""1s2.2p.(2P*).3d""","=""3P*""","=""1""",3,"=""""","=""42.170439""","=""""",
"=""1s2.2p.(2P*).3d""","=""3P*""","=""0""",1,"=""""","=""42.172212""","=""""",
"=""1s2.2p.(2P*).3d""","=""1F*""","=""3""",7,"=""""","=""42.324602""","=""""",
"=""1s2.2s.5p""","=""1P*""","=""1""",3,"=""""","=""42.558572""","=""""",
"=""1s2.2s.5p""","=""3P*""","=""2""",5,"=""""","=""42.679450""","=""""",
"=""1s2.2s.5p""","=""3P*""","=""1""",3,"=""""","=""42.679860""","=""""",
"=""1s2.2s.5p""","=""3P*""","=""0""",1,"=""""","=""42.680157""","=""""",
"=""1s2.2p.(2P*).3p""","=""1S""","=""0""",1,"=""""","=""42.786380""","=""""",
"=""1s2.2s.5d""","=""3D""","=""1""",3,"=""""","=""42.836115""","=""""",
"=""1s2.2s.5d""","=""3D""","=""2""",5,"=""""","=""42.836134""","=""""",
"=""1s2.2s.5d""","=""3D""","=""3""",7,"=""""","=""42.836187""","=""""",
"=""1s2.2s.5g""","=""3G""","=""3""",7,"=""""","=""42.970346""","=""""",
"=""1s2.2s.5g""","=""3G""","=""4""",9,"=""""","=""42.970346""","=""""",
"=""1s2.2s.5g""","=""1G""","=""4""",9,"=""""","=""42.970358""","=""""",
"=""1s2.2s.5g""","=""3G""","=""5""",11,"=""""","=""42.970380""","=""""",
"=""1s2.2s.5d""","=""1D""","=""2""",5,"=""""","=""42.980156""","=""""",
