Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""1s2.2s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""",
"=""1s2.2p""","=""2P*""","=""1/2""",2,"=""""","=""7.99500""","=""""",
"=""1s2.2p""","=""2P*""","=""3/2""",4,"=""""","=""8.00835""","=""""",
"=""1s2.3s""","=""2S""","=""1/2""",2,"=""""","=""37.54849""","=""""",
"=""1s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""39.68116""","=""""",
"=""1s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""39.68507""","=""""",
"=""1s2.3d""","=""2D""","=""3/2""",4,"=""""","=""40.27996""","=""""",
"=""1s2.3d""","=""2D""","=""5/2""",6,"=""""","=""40.28126""","=""""",
"=""1s2.4s""","=""2S""","=""1/2""",2,"=""""","=""49.76082""","=""""",
"=""1s2.4p""","=""2P*""","=""1/2""",2,"=""""","=""50.62412""","=""""",
"=""1s2.4p""","=""2P*""","=""3/2""",4,"=""""","=""50.62575""","=""""",
"=""1s2.4d""","=""2D""","=""3/2""",4,"=""""","=""50.87519""","=""""",
"=""1s2.4d""","=""2D""","=""5/2""",6,"=""""","=""50.87569""","=""""",
"=""1s2.4f""","=""2F*""","=""7/2""",8,"=""""","=""50.88736""","=""""",
"=""1s2.4f""","=""2F*""","=""5/2""",6,"=""""","=""50.88736""","=""""",
"=""1s2.5s""","=""2S""","=""1/2""",2,"=""""","=""55.21866""","=""""",
"=""1s2.5p""","=""2P*""","=""1/2""",2,"=""""","=""55.65103""","=""""",
"=""1s2.5p""","=""2P*""","=""3/2""",4,"=""""","=""55.65191""","=""""",
"=""1s2.5d""","=""2D""","=""3/2""",4,"=""""","=""55.77903""","=""""",
"=""1s2.5d""","=""2D""","=""5/2""",6,"=""""","=""55.77924""","=""""",
"=""1s2.5f""","=""2F*""","=""5/2""",6,"=""""","=""55.78543""","=""""",
"=""1s2.5f""","=""2F*""","=""7/2""",8,"=""""","=""55.78543""","=""""",
"=""1s2.5g""","=""2G""","=""7/2""",8,"=""""","=""55.78649""","=""""",
"=""1s2.5g""","=""2G""","=""9/2""",10,"=""""","=""55.78649""","=""""",
"=""1s2.6s""","=""2S""","=""1/2""",2,"=""""","=""58.12181""","=""""",
"=""1s2.6p""","=""2P*""","=""1/2""",2,"=""""","=""58.36866""","=""""",
"=""1s2.6p""","=""2P*""","=""3/2""",4,"=""""","=""58.36914""","=""""",
"=""1s2.6d""","=""2D""","=""3/2""",4,"=""""","=""58.44247""","=""""",
"=""1s2.6d""","=""2D""","=""5/2""",6,"=""""","=""58.44262""","=""""",
"=""1s2.6f""","=""2F*""","=""5/2""",6,"=""[""","=""58.44655""","=""]""",
"=""1s2.6f""","=""2F*""","=""7/2""",8,"=""[""","=""58.44655""","=""]""",
"=""1s2.6g""","=""2G""","=""7/2""",8,"=""[""","=""58.446915""","=""]""",
"=""1s2.6g""","=""2G""","=""9/2""",10,"=""[""","=""58.446915""","=""]""",
"=""1s2.6h""","=""2H*""","=""11/2""",12,"=""[""","=""58.446994""","=""]""",
"=""1s2.6h""","=""2H*""","=""9/2""",10,"=""[""","=""58.446994""","=""]""",
"=""1s2.7s""","=""2S""","=""1/2""",2,"=""""","=""59.84792""","=""""",
"=""1s2.7p""","=""2P*""","=""1/2""",2,"=""[""","=""60.00195""","=""]""",
"=""1s2.7p""","=""2P*""","=""3/2""",4,"=""[""","=""60.00225""","=""]""",
"=""1s2.7d""","=""2D""","=""3/2""",4,"=""""","=""60.04810""","=""""",
"=""1s2.7d""","=""2D""","=""5/2""",6,"=""""","=""60.04810""","=""""",
"=""1s2.7f""","=""2F*""","=""5/2""",6,"=""[""","=""60.05094""","=""]""",
"=""1s2.7f""","=""2F*""","=""7/2""",8,"=""[""","=""60.05094""","=""]""",
"=""1s2.7g""","=""2G""","=""7/2""",8,"=""[""","=""60.051179""","=""]""",
"=""1s2.7g""","=""2G""","=""9/2""",10,"=""[""","=""60.051179""","=""]""",
