Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""7p""","=""2P*""","=""1/2""",2,"=""(""","=""479.995198346""","="")""",
"=""7s""","=""2S""","=""1/2""",2,"=""(""","=""479.995274765""","="")""",
"=""7d""","=""2D""","=""3/2""",4,"=""(""","=""479.996569302""","="")""",
"=""7p""","=""2P*""","=""3/2""",4,"=""(""","=""479.996571670""","="")""",
"=""7f""","=""2F*""","=""5/2""",6,"=""(""","=""479.997025923""","="")""",
"=""7d""","=""2D""","=""5/2""",6,"=""(""","=""479.997026754""","="")""",
"=""7g""","=""2G""","=""7/2""",8,"=""(""","=""479.997254177""","="")""",
"=""7f""","=""2F*""","=""7/2""",8,"=""(""","=""479.997254612""","="")""",
"=""7h""","=""2H*""","=""9/2""",10,"=""(""","=""479.9973911099""","="")""",
"=""7g""","=""2G""","=""9/2""",10,"=""(""","=""479.997391379""","="")""",
"=""7i""","=""2I""","=""11/2""",12,"=""(""","=""479.9974823917""","="")""",
"=""7h""","=""2H*""","=""11/2""",12,"=""(""","=""479.9974825755""","="")""",
"=""7i""","=""2I""","=""13/2""",14,"=""(""","=""479.9975477222""","="")""",
"=""8p""","=""2P*""","=""1/2""",2,"=""(""","=""482.338691469""","="")""",
"=""8s""","=""2S""","=""1/2""",2,"=""(""","=""482.338742689""","="")""",
"=""8d""","=""2D""","=""3/2""",4,"=""(""","=""482.339609870""","="")""",
"=""8p""","=""2P*""","=""3/2""",4,"=""(""","=""482.339611469""","="")""",
"=""8f""","=""2F*""","=""5/2""",6,"=""(""","=""482.339915776""","="")""",
"=""8d""","=""2D""","=""5/2""",6,"=""(""","=""482.339916334""","="")""",
"=""8g""","=""2G""","=""7/2""",8,"=""(""","=""482.340068687""","="")""",
"=""8f""","=""2F*""","=""7/2""",8,"=""(""","=""482.340068983""","="")""",
"=""8h""","=""2H*""","=""9/2""",10,"=""(""","=""482.3401604222""","="")""",
"=""8g""","=""2G""","=""9/2""",10,"=""(""","=""482.340160603""","="")""",
"=""8i""","=""2I""","=""11/2""",12,"=""(""","=""482.3402215738""","="")""",
"=""8h""","=""2H*""","=""11/2""",12,"=""(""","=""482.3402216964""","="")""",
"=""8k""","=""2K*""","=""13/2""",14,"=""(""","=""482.34026525096""","="")""",
"=""8i""","=""2I""","=""13/2""",14,"=""(""","=""482.3402653403""","="")""",
"=""8k""","=""2K*""","=""15/2""",16,"=""(""","=""482.34029807527""","="")""",
"=""9p""","=""2P*""","=""1/2""",2,"=""(""","=""483.945327571""","="")""",
"=""9s""","=""2S""","=""1/2""",2,"=""(""","=""483.945363551""","="")""",
"=""9d""","=""2D""","=""3/2""",4,"=""(""","=""483.945972587""","="")""",
"=""9p""","=""2P*""","=""3/2""",4,"=""(""","=""483.945973702""","="")""",
"=""9f""","=""2F*""","=""5/2""",6,"=""(""","=""483.946187426""","="")""",
"=""9d""","=""2D""","=""5/2""",6,"=""(""","=""483.946187823""","="")""",
"=""9g""","=""2G""","=""7/2""",8,"=""(""","=""483.946294818""","="")""",
"=""9f""","=""2F*""","=""7/2""",8,"=""(""","=""483.946295020""","="")""",
"=""9h""","=""2H*""","=""9/2""",10,"=""(""","=""483.9463592455""","="")""",
"=""9g""","=""2G""","=""9/2""",10,"=""(""","=""483.946359373""","="")""",
"=""9i""","=""2I""","=""11/2""",12,"=""(""","=""483.9464021937""","="")""",
"=""9h""","=""2H*""","=""11/2""",12,"=""(""","=""483.9464022804""","="")""",
"=""9k""","=""2K*""","=""13/2""",14,"=""(""","=""483.9464328695""","="")""",
"=""9i""","=""2I""","=""13/2""",14,"=""(""","=""483.9464329324""","="")""",
"=""9l""","=""2L""","=""15/2""",16,"=""(""","=""483.94645587552""","="")""",
"=""9k""","=""2K*""","=""15/2""",16,"=""(""","=""483.9464559232""","="")""",
"=""9l""","=""2L""","=""17/2""",18,"=""(""","=""483.94647380599""","="")""",
"=""10p""","=""2P*""","=""1/2""",2,"=""(""","=""485.094512745""","="")""",
"=""10s""","=""2S""","=""1/2""",2,"=""(""","=""485.094538976""","="")""",
"=""10d""","=""2D""","=""3/2""",4,"=""(""","=""485.094982945""","="")""",
"=""10p""","=""2P*""","=""3/2""",4,"=""(""","=""485.094983766""","="")""",
"=""10f""","=""2F*""","=""5/2""",6,"=""(""","=""485.095139562""","="")""",
"=""10d""","=""2D""","=""5/2""",6,"=""(""","=""485.095139851""","="")""",
"=""10g""","=""2G""","=""7/2""",8,"=""(""","=""485.095217852""","="")""",
"=""10f""","=""2F*""","=""7/2""",8,"=""(""","=""485.095218003""","="")""",
"=""10h""","=""2H*""","=""9/2""",10,"=""(""","=""485.0952648199""","="")""",
"=""10g""","=""2G""","=""9/2""",10,"=""(""","=""485.095264914""","="")""",
"=""10i""","=""2I""","=""11/2""",12,"=""(""","=""485.0952961291""","="")""",
"=""10h""","=""2H*""","=""11/2""",12,"=""(""","=""485.0952961929""","="")""",
"=""10k""","=""2K*""","=""13/2""",14,"=""(""","=""485.0953184918""","="")""",
"=""10i""","=""2I""","=""13/2""",14,"=""(""","=""485.0953185377""","="")""",
"=""10l""","=""2L""","=""15/2""",16,"=""(""","=""485.09533526318""","="")""",
"=""10k""","=""2K*""","=""15/2""",16,"=""(""","=""485.0953352980""","="")""",
"=""10m""","=""2M*""","=""17/2""",18,"=""(""","=""485.09534830712""","="")""",
"=""10l""","=""2L""","=""17/2""",18,"=""(""","=""485.09534833446""","="")""",
"=""10m""","=""2M*""","=""19/2""",20,"=""(""","=""485.09535876413""","="")""",
"=""11p""","=""2P*""","=""1/2""",2,"=""(""","=""485.944760011""","="")""",
"=""11s""","=""2S""","=""1/2""",2,"=""(""","=""485.944779722""","="")""",
"=""11d""","=""2D""","=""3/2""",4,"=""(""","=""485.945113273""","="")""",
"=""11p""","=""2P*""","=""3/2""",4,"=""(""","=""485.945113891""","="")""",
"=""11f""","=""2F*""","=""5/2""",6,"=""(""","=""485.945230941""","="")""",
"=""11d""","=""2D""","=""5/2""",6,"=""(""","=""485.945231157""","="")""",
"=""11g""","=""2G""","=""7/2""",8,"=""(""","=""485.945289760""","="")""",
"=""11f""","=""2F*""","=""7/2""",8,"=""(""","=""485.945289873""","="")""",
"=""11h""","=""2H*""","=""9/2""",10,"=""(""","=""485.9453250486""","="")""",
"=""11g""","=""2G""","=""9/2""",10,"=""(""","=""485.945325118""","="")""",
"=""11i""","=""2I""","=""11/2""",12,"=""(""","=""485.9453485715""","="")""",
"=""11h""","=""2H*""","=""11/2""",12,"=""(""","=""485.9453585380""","="")""",
"=""11k""","=""2K*""","=""13/2""",14,"=""(""","=""485.9453653730""","="")""",
"=""11i""","=""2I""","=""13/2""",14,"=""(""","=""485.9453654074""","="")""",
"=""11l""","=""2L""","=""15/2""",16,"=""(""","=""485.94537797355""","="")""",
"=""11k""","=""2K*""","=""15/2""",16,"=""(""","=""485.9453779997""","="")""",
"=""11m""","=""2M*""","=""17/2""",18,"=""(""","=""485.94538777368""","="")""",
"=""11l""","=""2L""","=""17/2""",18,"=""(""","=""485.94538779421""","="")""",
"=""11n""","=""2N""","=""19/2""",20,"=""(""","=""485.94539561357""","="")""",
"=""11m""","=""2M*""","=""19/2""",20,"=""(""","=""485.94539563018""","="")""",
"=""11n""","=""2N""","=""21/2""",22,"=""(""","=""485.94540204161""","="")""",
"=""12p""","=""2P*""","=""1/2""",2,"=""(""","=""486.591430083""","="")""",
"=""12s""","=""2S""","=""1/2""",2,"=""(""","=""486.591445266""","="")""",
"=""12o""","=""2O*""","=""23/2""",24,"=""(""","=""486.591928720670""","="")""",
"=""13p""","=""2P*""","=""1/2""",2,"=""(""","=""487.094683010""","="")""",
"=""13s""","=""2S""","=""1/2""",2,"=""(""","=""487.094694954""","="")""",
"=""13q""","=""2Q""","=""25/2""",26,"=""(""","=""487.095077937464""","="")""",
"=""14p""","=""2P*""","=""1/2""",2,"=""(""","=""487.493993008""","="")""",
"=""14s""","=""2S""","=""1/2""",2,"=""(""","=""487.4940025709""","="")""",
"=""14r""","=""2R*""","=""27/2""",28,"=""(""","=""487.494311086185""","="")""",
"=""15p""","=""2P*""","=""1/2""",2,"=""(""","=""487.816131858""","="")""",
"=""15s""","=""2S""","=""1/2""",2,"=""(""","=""487.8161396345""","="")""",
"=""15t""","=""2T""","=""29/2""",30,"=""(""","=""487.816391790993""","="")""",
"=""16p""","=""2P*""","=""1/2""",2,"=""(""","=""488.079775964""","="")""",
"=""16s""","=""2S""","=""1/2""",2,"=""(""","=""488.0797823715""","="")""",
"=""16u""","=""2U*""","=""31/2""",32,"=""(""","=""488.079991096156""","="")""",
"=""17p""","=""2P*""","=""1/2""",2,"=""(""","=""488.2982755898""","="")""",
"=""17s""","=""2S""","=""1/2""",2,"=""(""","=""488.2982809321""","="")""",
"=""17v""","=""2V""","=""33/2""",34,"=""(""","=""488.2984556477907""","="")""",
"=""18p""","=""2P*""","=""1/2""",2,"=""(""","=""488.4813787846""","="")""",
"=""18s""","=""2S""","=""1/2""",2,"=""(""","=""488.4813832860""","="")""",
"=""18w""","=""2W*""","=""35/2""",36,"=""(""","=""488.4815309951448""","="")""",
"=""19p""","=""2P*""","=""1/2""",2,"=""(""","=""488.6363377838""","="")""",
"=""19s""","=""2S""","=""1/2""",2,"=""(""","=""488.6363416105""","="")""",
"=""19x""","=""2X""","=""37/2""",38,"=""(""","=""488.6364676031450""","="")""",
"=""20p""","=""2P*""","=""1/2""",2,"=""(""","=""488.7686383166""","="")""",
"=""20s""","=""2S""","=""1/2""",2,"=""(""","=""488.7686415982""","="")""",
"=""20y""","=""2Y*""","=""39/2""",40,"=""(""","=""488.7687499294082""","="")""",
"=""""","=""Limit""","=""---""",,"=""(""","=""489.99320779""","="")""",
