Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""4s2.4p.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""7.2481274""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""7.2555146""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",5,"=""""","=""7.2556467""","=""""",
"=""4s2.4p.5d""","=""*""","=""2""",5,"=""""","=""7.2594493""","=""""",
"=""4s2.4p.7p""","=""1P""","=""1""",3,"=""""","=""7.2606172""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",11,"=""""","=""7.262377""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9,"=""""","=""7.2628539""","=""""",
"=""4s2.4p.7p""","=""3D""","=""2""",5,"=""""","=""7.26384763""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,"=""""","=""7.270709""","=""""",
"=""4s2.4p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5,"=""""","=""7.2710610""","=""""",
"=""4s2.4p.7p""","=""3P""","=""0""",1,"=""""","=""7.2820278""","=""""",
"=""4s2.4p.6d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.2829608""","=""""",
"=""4s2.4p.6d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.2837796""","=""""",
"=""4s2.4p.7s""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""7.3065752""","=""""",
"=""4s2.4p.5d""","=""*""","=""3""",7,"=""""","=""7.3080547""","=""""",
"=""4s2.4p.7s""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""7.3292939""","=""""",
"=""4s2.4p.(2P*<1/2>).5f""","=""2[7/2]""","=""3""",7,"=""""","=""7.349276""","=""""",
"=""4s2.4p.(2P*<1/2>).5f""","=""2[7/2]""","=""4""",9,"=""""","=""7.349561""","=""""",
"=""4s2.4p.(2P*<1/2>).5f""","=""2[5/2]""","=""3""",7,"=""""","=""7.3501428""","=""""",
"=""4s2.4p.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",5,"=""""","=""7.3502439""","=""""",
"=""4s2.4p.8s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.3763798""","=""""",
"=""4s2.4p.8s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.3800696""","=""""",
"=""4s2.4p.6d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.3966978""","=""""",
"=""4s2.4p.6d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.4006917""","=""""",
"=""""","=""*""","=""1""",3,"=""""","=""7.4052676""","=""""",
"=""4s2.4p.7p""","=""3P""","=""1""",3,"=""""","=""7.462309""","=""""",
"=""4s2.4p.7p""","=""3D""","=""3""",7,"=""""","=""7.4661275""","=""""",
"=""4s2.4p.6d""","=""(3/2,3/2)*""","=""2""",5,"=""""","=""7.4725563""","=""""",
"=""4s2.4p.8p""","=""1P""","=""1""",3,"=""""","=""7.4729911""","=""""",
"=""4s2.4p.7p""","=""3P""","=""2""",5,"=""""","=""7.4788032""","=""""",
"=""4s2.4p.7p""","=""3S""","=""1""",3,"=""""","=""7.4830197""","=""""",
"=""4s2.4p.7d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.4890628""","=""""",
"=""4s2.4p.7d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.4923537""","=""""",
"=""4s2.4p.7p""","=""1D""","=""2""",5,"=""""","=""7.4956465""","=""""",
"=""4s2.4p.7d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.5030659""","=""""",
"=""4s2.4p.6d""","=""(3/2,3/2)*""","=""1""",3,"=""""","=""7.5072380""","=""""",
"=""4s2.4p.6d""","=""(3/2,5/2)*""","=""4""",9,"=""""","=""7.5075366""","=""""",
"=""4s2.4p.6d""","=""(3/2,3/2)*""","=""0""",1,"=""""","=""7.5143440""","=""""",
"=""4s2.4p.(2P*<1/2>).6f""","=""2[7/2]""","=""3""",7,"=""""","=""7.5175534""","=""""",
"=""4s2.4p.(2P*<1/2>).6f""","=""2[5/2]""","=""3""",7,"=""""","=""7.5177158""","=""""",
"=""4s2.4p.(2P*<1/2>).6f""","=""2[7/2]""","=""4""",9,"=""""","=""7.5177444""","=""""",
"=""4s2.4p.(2P*<1/2>).6f""","=""2[5/2]""","=""2""",5,"=""""","=""7.5178007""","=""""",
"=""4s2.4p.6g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.520650""","=""""",
"=""4s2.4p.7p""","=""1S""","=""0""",1,"=""""","=""7.5225012""","=""""",
"=""4s2.4p.9s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.5319555""","=""""",
"=""4s2.4p.9s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.5344253""","=""""",
"=""4s2.4p.7d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.545321""","=""""",
"=""4s2.4p.6d""","=""(3/2,3/2)*""","=""3""",7,"=""""","=""7.548932""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",7,"=""""","=""7.5633720""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",9,"=""""","=""7.5635762""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",7,"=""""","=""7.5674785""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",5,"=""""","=""7.5675783""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",11,"=""""","=""7.570526""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",9,"=""""","=""7.5709229""","=""""",
"=""4s2.4p.6d""","=""(3/2,5/2)*""","=""2""",5,"=""""","=""7.574378""","=""""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",3,"=""""","=""7.574733""","=""?""",
"=""4s2.4p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,"=""""","=""7.574864""","=""""",
"=""4s2.4p.6d""","=""(3/2,5/2)*""","=""1""",3,"=""""","=""7.581928""","=""""",
"=""4s2.4p.8s""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""7.594531""","=""""",
"=""4s2.4p.6d""","=""(3/2,5/2)*""","=""3""",7,"=""""","=""7.596312""","=""""",
"=""4s2.4p.8d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.5963980""","=""""",
"=""4s2.4p.8s""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""7.6055840""","=""""",
"=""4s2.4p.(2P*<1/2>).7f""","=""2[7/2]""","=""3""",7,"=""""","=""7.619365""","=""""",
"=""4s2.4p.(2P*<1/2>).7f""","=""2[5/2]""","=""3""",7,"=""""","=""7.619722""","=""""",
"=""4s2.4p.(2P*<1/2>).7f""","=""2[7/2]""","=""4""",9,"=""""","=""7.619727""","=""?""",
"=""4s2.4p.(2P*<1/2>).7f""","=""2[5/2]""","=""2""",5,"=""""","=""7.619773""","=""?""",
"=""4s2.4p.8d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.627846""","=""""",
"=""4s2.4p.10s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.629878""","=""""",
"=""4s2.4p.8d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.630325""","=""""",
"=""4s2.4p.10s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.630760""","=""""",
"=""4s2.4p.8d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.633882""","=""""",
"=""4s2.4p.9d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.668326""","=""""",
"=""4s2.4p.7d""","=""(3/2,3/2)*""","=""2""",5,"=""""","=""7.677408""","=""""",
"=""4s2.4p.9d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.678346""","=""""",
"=""4s2.4p.8g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.686480""","=""""",
"=""4s2.4p.9d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.686666""","=""""",
"=""4s2.4p.11s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.692159""","=""""",
"=""4s2.4p.11s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.692591""","=""""",
"=""4s2.4p.9d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.6938078""","=""""",
"=""4s2.4p.7d""","=""(3/2,3/2)*""","=""0""",1,"=""""","=""7.702505""","=""""",
"=""4s2.4p.7d""","=""(3/2,5/2)*""","=""4""",9,"=""""","=""7.7025472""","=""""",
"=""4s2.4p.7d""","=""(3/2,3/2)*""","=""1""",3,"=""""","=""7.708006""","=""""",
"=""4s2.4p.10d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.714018""","=""""",
"=""4s2.4p.10d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.715893""","=""""",
"=""4s2.4p.10d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.719805""","=""""",
"=""4s2.4p.10d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.731053""","=""""",
"=""4s2.4p.9g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.731110""","=""""",
"=""4s2.4p.7d""","=""(3/2,3/2)*""","=""3""",7,"=""""","=""7.732992""","=""""",
"=""4s2.4p.(2P*<3/2>).6f""","=""2[7/2]""","=""3""",7,"=""""","=""7.734128""","=""?""",
"=""4s2.4p.(2P*<3/2>).6f""","=""2[7/2]""","=""4""",9,"=""""","=""7.734365""","=""?""",
"=""4s2.4p.12s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.735420""","=""""",
"=""4s2.4p.12s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.736483""","=""""",
"=""4s2.4p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",11,"=""""","=""7.738159""","=""""",
"=""4s2.4p.(2P*<3/2>).6f""","=""2[9/2]""","=""4""",9,"=""""","=""7.738437""","=""?""",
"=""4s2.4p.6g""","=""(3/2,7/2)*""","=""3""",7,"=""""","=""7.741280""","=""""",
"=""4s2.4p.7d""","=""(3/2,5/2)*""","=""2""",5,"=""""","=""7.743416""","=""""",
"=""4s2.4p.7d""","=""(3/2,5/2)*""","=""1""",3,"=""""","=""7.745019""","=""""",
"=""4s2.4p.7d""","=""(3/2,5/2)*""","=""3""",7,"=""""","=""7.751862""","=""""",
"=""4s2.4p.9s""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""7.752925""","=""""",
"=""4s2.4p.11d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.754661""","=""""",
"=""4s2.4p.9s""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""7.758527""","=""""",
"=""4s2.4p.10g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.763222""","=""""",
"=""4s2.4p.11d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.765035""","=""""",
"=""4s2.4p.11d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.765778""","=""""",
"=""4s2.4p.13s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.766265""","=""""",
"=""4s2.4p.11d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.766267""","=""""",
"=""4s2.4p.13s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.767314""","=""""",
"=""4s2.4p.12d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.780216""","=""""",
"=""4s2.4p.12d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.785212""","=""""",
"=""4s2.4p.12d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.785409""","=""""",
"=""4s2.4p.11g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.786867""","=""""",
"=""4s2.4p.12d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.788053""","=""""",
"=""4s2.4p.14s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.789142""","=""""",
"=""4s2.4p.14s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.789529""","=""""",
"=""4s2.4p.13d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.799396""","=""""",
"=""4s2.4p.13d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.801836""","=""""",
"=""4s2.4p.13d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.802358""","=""""",
"=""4s2.4p.13d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.804652""","=""""",
"=""4s2.4p.12g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.804842""","=""""",
"=""4s2.4p.15s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.806567""","=""""",
"=""4s2.4p.15s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.806738""","=""""",
"=""4s2.4p.8d""","=""(3/2,3/2)*""","=""2""",5,"=""""","=""7.810458""","=""""",
"=""4s2.4p.8d""","=""(3/2,3/2)*""","=""0""",1,"=""""","=""7.815092""","=""""",
"=""4s2.4p.14d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.815206""","=""""",
"=""4s2.4p.14d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.815624""","=""""",
"=""4s2.4p.14d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.816718""","=""""",
"=""4s2.4p.13g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.818854""","=""""",
"=""4s2.4p.16s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.820069""","=""""",
"=""4s2.4p.16s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.820336""","=""""",
"=""4s2.4p.8d""","=""(3/2,3/2)*""","=""1""",3,"=""""","=""7.822051""","=""""",
"=""4s2.4p.15d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.825109""","=""""",
"=""4s2.4p.15d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.825539""","=""""",
"=""4s2.4p.15d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.826975""","=""""",
"=""4s2.4p.15d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.830402""","=""""",
"=""4s2.4p.17s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.831101""","=""""",
"=""4s2.4p.17s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.831529""","=""""",
"=""4s2.4p.8d""","=""(3/2,3/2)*""","=""3""",7,"=""""","=""7.831900""","=""""",
"=""4s2.4p.16d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.834120""","=""""",
"=""4s2.4p.16d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.836389""","=""""",
"=""4s2.4p.16d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.838037""","=""""",
"=""4s2.4p.16d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.838714""","=""""",
"=""4s2.4p.15g""","=""(1/2,7/2)*""","=""3""",7,"=""""","=""7.838856""","=""""",
"=""4s2.4p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",11,"=""""","=""7.839239""","=""""",
"=""4s2.4p.18s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.839837""","=""""",
"=""4s2.4p.18s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.840037""","=""""",
"=""4s2.4p.8d""","=""(3/2,5/2)*""","=""2""",5,"=""""","=""7.841284""","=""""",
"=""4s2.4p.8d""","=""(3/2,5/2)*""","=""1""",3,"=""""","=""7.842149""","=""""",
"=""4s2.4p.17d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.844172""","=""""",
"=""4s2.4p.8d""","=""(3/2,5/2)*""","=""3""",7,"=""""","=""7.844643""","=""""",
"=""4s2.4p.19s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.847041""","=""""",
"=""4s2.4p.17d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.847067""","=""""",
"=""4s2.4p.19s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.847373""","=""""",
"=""4s2.4p.17d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.847468""","=""""",
"=""4s2.4p.17d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.848487""","=""""",
"=""4s2.4p.10s""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""7.848843""","=""""",
"=""4s2.4p.18d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.850616""","=""""",
"=""4s2.4p.10s""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""7.851975""","=""""",
"=""4s2.4p.18d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.852791""","=""""",
"=""4s2.4p.18d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.852898""","=""""",
"=""4s2.4p.20s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.8529""","=""""",
"=""4s2.4p.18d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.852931""","=""""",
"=""4s2.4p.20s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.853478""","=""""",
"=""4s2.4p.19d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.855951""","=""""",
"=""4s2.4p.19d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.857417""","=""""",
"=""4s2.4p.19d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.857575""","=""""",
"=""4s2.4p.19d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.857822""","=""""",
"=""4s2.4p.21s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.857955""","=""""",
"=""4s2.4p.21s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.858121""","=""""",
"=""4s2.4p.20d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.860464""","=""""",
"=""4s2.4p.20d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.861568""","=""""",
"=""4s2.4p.20d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.861662""","=""""",
"=""4s2.4p.20d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.862012""","=""""",
"=""4s2.4p.22s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.862186""","=""""",
"=""4s2.4p.22s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.862291""","=""""",
"=""4s2.4p.21d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.864310""","=""""",
"=""4s2.4p.21d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.865179""","=""""",
"=""4s2.4p.21d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.865219""","=""""",
"=""4s2.4p.21d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.865606""","=""""",
"=""4s2.4p.23s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.865794""","=""""",
"=""4s2.4p.23s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.865876""","=""""",
"=""4s2.4p.22d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.867632""","=""""",
"=""4s2.4p.22d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.868321""","=""""",
"=""4s2.4p.22d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.868321""","=""""",
"=""4s2.4p.22d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.868714""","=""""",
"=""4s2.4p.24s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.868903""","=""""",
"=""4s2.4p.24s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.868966""","=""""",
"=""4s2.4p.23d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.870485""","=""""",
"=""4s2.4p.23d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.871028""","=""""",
"=""4s2.4p.23d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.871059""","=""""",
"=""4s2.4p.23d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.871413""","=""""",
"=""4s2.4p.25s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.871612""","=""""",
"=""4s2.4p.25s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.871658""","=""""",
"=""4s2.4p.24d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.872969""","=""""",
"=""4s2.4p.24d""","=""(1/2,5/2)*""","=""2""",5,"=""""","=""7.873405""","=""""",
"=""4s2.4p.24d""","=""(1/2,5/2)*""","=""3""",7,"=""""","=""7.873458""","=""""",
"=""4s2.4p.24d""","=""(1/2,3/2)*""","=""1""",3,"=""""","=""7.873769""","=""""",
"=""4s2.4p.26s""","=""(1/2,1/2)*""","=""0""",1,"=""""","=""7.873960""","=""""",
"=""4s2.4p.26s""","=""(1/2,1/2)*""","=""1""",3,"=""""","=""7.874005""","=""""",
"=""4s2.4p.25d""","=""(1/2,3/2)*""","=""2""",5,"=""""","=""7.875144""","=""""",
