Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""4s2.4p""","=""2P*""","=""1/2""",2,"=""""","=""0.0000000""","=""""",
"=""4s2.4p""","=""2P*""","=""3/2""",4,"=""""","=""0.2191243""","=""""",
"=""4s.4p2""","=""4P""","=""1/2""",2,"=""""","=""6.3945948""","=""""",
"=""4s.4p2""","=""4P""","=""3/2""",4,"=""""","=""6.4832505""","=""""",
"=""4s.4p2""","=""4P""","=""5/2""",6,"=""""","=""6.6166322""","=""""",
"=""4s2.5s""","=""2S""","=""1/2""",2,"=""""","=""7.7369894""","=""""",
"=""4s.4p2""","=""2D""","=""3/2""",4,"=""""","=""8.0609160""","=""""",
"=""4s.4p2""","=""2D""","=""5/2""",6,"=""""","=""8.0818775""","=""""",
"=""4s2.5p""","=""2P*""","=""1/2""",2,"=""""","=""9.7956013""","=""""",
"=""4s2.5p""","=""2P*""","=""3/2""",4,"=""""","=""9.8401911""","=""""",
"=""4s2.4d""","=""2D""","=""3/2""",4,"=""""","=""10.0224958""","=""""",
"=""4s2.4d""","=""2D""","=""5/2""",6,"=""""","=""10.0442820""","=""""",
"=""4s.4p2""","=""2S""","=""1/2""",2,"=""""","=""10.649071""","=""""",
"=""4s.4p2""","=""2P""","=""1/2""",2,"=""""","=""11.28457""","=""""",
"=""4s.4p2""","=""2P""","=""3/2""",4,"=""""","=""11.42176""","=""""",
"=""4s2.6s""","=""2S""","=""1/2""",2,"=""""","=""11.7517655""","=""""",
"=""4s2.5d""","=""2D""","=""3/2""",4,"=""""","=""12.4095747""","=""""",
"=""4s2.5d""","=""2D""","=""5/2""",6,"=""""","=""12.4146385""","=""""",
"=""4s2.4f""","=""2F*""","=""7/2""",8,"=""""","=""12.4377579""","=""""",
"=""4s2.4f""","=""2F*""","=""5/2""",6,"=""""","=""12.4378438""","=""""",
"=""4s2.6p""","=""2P*""","=""1/2""",2,"=""""","=""12.5346098""","=""""",
"=""4s2.6p""","=""2P*""","=""3/2""",4,"=""""","=""12.5527349""","=""""",
"=""4s2.7s""","=""2S""","=""1/2""",2,"=""""","=""13.382378""","=""""",
"=""4s2.6d""","=""2D""","=""3/2""",4,"=""""","=""13.685137""","=""""",
"=""4s2.6d""","=""2D""","=""5/2""",6,"=""""","=""13.687562""","=""""",
"=""4s2.5f""","=""2F*""","=""7/2""",8,"=""""","=""13.700822""","=""""",
"=""4s2.5f""","=""2F*""","=""5/2""",6,"=""""","=""13.700901""","=""""",
"=""4s2.5g""","=""2G""","=""7/2""",8,"=""""","=""13.7459363""","=""""",
"=""4s2.5g""","=""2G""","=""9/2""",10,"=""""","=""13.7459404""","=""""",
"=""4s2.7p""","=""2P*""","=""1/2""",2,"=""""","=""13.764267""","=""""",
"=""4s2.7p""","=""2P*""","=""3/2""",4,"=""""","=""13.773597""","=""""",
"=""4s2.8s""","=""2S""","=""1/2""",2,"=""""","=""14.213359""","=""""",
"=""4s2.7d""","=""2D""","=""3/2""",4,"=""""","=""14.379415""","=""""",
"=""4s2.7d""","=""2D""","=""5/2""",6,"=""""","=""14.380775""","=""""",
"=""4s2.6f""","=""2F*""","=""7/2""",8,"=""""","=""14.3872790""","=""""",
"=""4s2.6f""","=""2F*""","=""5/2""",6,"=""""","=""14.387351""","=""""",
"=""4s2.6g""","=""2G""","=""7/2""",8,"=""""","=""14.415240""","=""""",
"=""4s2.6g""","=""2G""","=""9/2""",10,"=""""","=""14.415240""","=""""",
"=""4s2.8p""","=""2P*""","=""1/2""",2,"=""""","=""14.427022""","=""""",
"=""4s2.8p""","=""2P*""","=""3/2""",4,"=""""","=""14.432580""","=""""",
"=""4s2.9s""","=""2S""","=""1/2""",2,"=""""","=""14.695009""","=""""",
"=""4s2.8d""","=""2D""","=""3/2""",4,"=""""","=""14.796164""","=""""",
"=""4s2.8d""","=""2D""","=""5/2""",6,"=""""","=""14.796987""","=""""",
"=""4s2.7f""","=""2F*""","=""7/2""",8,"=""""","=""14.800480""","=""""",
"=""4s2.7f""","=""2F*""","=""5/2""",6,"=""""","=""14.800532""","=""""",
"=""4s2.7g""","=""2G""","=""7/2""",8,"=""""","=""14.8188189""","=""""",
"=""4s2.7g""","=""2G""","=""9/2""",10,"=""""","=""14.8188192""","=""""",
"=""4s2.9p""","=""2P*""","=""1/2""",2,"=""""","=""14.825733""","=""""",
"=""4s2.9p""","=""2P*""","=""3/2""",4,"=""""","=""14.829473""","=""""",
"=""4s2.10s""","=""2S""","=""1/2""",2,"=""""","=""14.999243""","=""""",
"=""4s2.9d""","=""2D""","=""3/2""",4,"=""""","=""15.065489""","=""""",
"=""4s2.9d""","=""2D""","=""5/2""",6,"=""""","=""15.066042""","=""""",
"=""4s2.8f""","=""2F*""","=""7/2""",8,"=""""","=""15.068080""","=""""",
"=""4s2.8f""","=""2F*""","=""5/2""",6,"=""""","=""15.068117""","=""""",
"=""4s2.8g""","=""2G""","=""7/2""",8,"=""""","=""15.080678""","=""""",
"=""4s2.8g""","=""2G""","=""9/2""",10,"=""""","=""15.080678""","=""""",
"=""4s2.10p""","=""2P*""","=""1/2""",2,"=""""","=""15.084273""","=""""",
"=""4s2.10p""","=""2P*""","=""3/2""",4,"=""""","=""15.087109""","=""""",
"=""4s.4p.(3P*).5s""","=""4P*""","=""1/2""",2,"=""""","=""15.21215""","=""""",
"=""4s2.10d""","=""2D""","=""3/2""",4,"=""""","=""15.249492""","=""""",
"=""4s2.10d""","=""2D""","=""5/2""",6,"=""""","=""15.249862""","=""""",
"=""4s2.9f""","=""2F*""","=""7/2""",8,"=""""","=""15.251139""","=""""",
"=""4s2.9f""","=""2F*""","=""5/2""",6,"=""""","=""15.251167""","=""""",
"=""4s2.9g""","=""2G""","=""7/2""",8,"=""""","=""15.260141""","=""""",
"=""4s2.9g""","=""2G""","=""9/2""",10,"=""""","=""15.260141""","=""""",
"=""4s2.11p""","=""2P*""","=""3/2""",4,"=""""","=""15.262777""","=""""",
