Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d9.4d""","=""1F""","=""3""",7,"=""""","=""57.87337""","=""""",
"=""3d9.4d""","=""3D""","=""1""",3,"=""""","=""57.90423""","=""""",
"=""3d9.4d""","=""3F""","=""4""",9,"=""""","=""57.94857""","=""""",
"=""3d9.4d""","=""1D""","=""2""",5,"=""""","=""58.11087""","=""""",
"=""3d9.4d""","=""3F""","=""3""",7,"=""""","=""58.23369""","=""""",
"=""3d9.4d""","=""3F""","=""2""",5,"=""""","=""58.25889""","=""""",
"=""3d9.5s""","=""(5/2,1/2)""","=""3""",7,"=""""","=""60.84422""","=""""",
"=""3d9.5s""","=""(5/2,1/2)""","=""2""",5,"=""""","=""60.93120""","=""""",
"=""3d9.4d""","=""1S""","=""0""",1,"=""""","=""61.21912""","=""?""",
"=""3d9.5s""","=""(3/2,1/2)""","=""1""",3,"=""""","=""61.40794""","=""""",
"=""3d9.5s""","=""(3/2,1/2)""","=""2""",5,"=""""","=""61.48472""","=""""",
"=""3d9.5p""","=""3P*""","=""2""",5,"=""""","=""64.8387""","=""""",
"=""3d9.5p""","=""3F*""","=""3""",7,"=""""","=""64.9965""","=""""",
"=""3d9.5p""","=""3F*""","=""4""",9,"=""""","=""65.086""","=""""",
"=""3d9.5p""","=""3P*""","=""1""",3,"=""""","=""65.1342""","=""""",
"=""3d9.5p""","=""1D*""","=""2""",5,"=""""","=""65.2619""","=""""",
"=""3d9.5p""","=""3D*""","=""3""",7,"=""""","=""65.3275""","=""""",
"=""3d9.5p""","=""3P*""","=""0""",1,"=""""","=""65.4830""","=""""",
"=""3d9.5p""","=""3F*""","=""2""",5,"=""""","=""65.5411""","=""""",
"=""3d9.5p""","=""1P*""","=""1""",3,"=""""","=""65.6467""","=""""",
"=""3d9.5p""","=""1F*""","=""3""",7,"=""""","=""65.7256""","=""""",
"=""3d9.5p""","=""3D*""","=""1""",3,"=""""","=""65.8267""","=""""",
"=""3d9.5p""","=""3D*""","=""2""",5,"=""""","=""65.8754""","=""""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""0""",1,"=""[""","=""68.645""","=""]""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""1""",3,"=""""","=""68.67620""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""2""",5,"=""""","=""68.73323""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""6""",13,"=""""","=""68.76883""","=""""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""5""",11,"=""""","=""68.77282""","=""""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""2""",5,"=""""","=""68.84828""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""3""",7,"=""""","=""68.85303""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""1""",3,"=""""","=""68.90176""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""4""",9,"=""""","=""68.91022""","=""""",
"=""3d9.4f""","=""(5/2,7/2)*""","=""5""",11,"=""""","=""68.91690""","=""""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""4""",9,"=""""","=""68.91786""","=""""",
"=""3d9.4f""","=""(5/2,5/2)*""","=""3""",7,"=""""","=""68.92439""","=""""",
"=""3d9.4f""","=""(3/2,7/2)*""","=""2""",5,"=""""","=""69.29193""","=""""",
"=""3d9.4f""","=""(3/2,5/2)*""","=""4""",9,"=""""","=""69.36458""","=""""",
"=""3d9.4f""","=""(3/2,7/2)*""","=""5""",11,"=""""","=""69.36514""","=""""",
"=""3d9.4f""","=""(3/2,5/2)*""","=""2""",5,"=""""","=""69.43544""","=""""",
"=""3d9.4f""","=""(3/2,7/2)*""","=""3""",7,"=""""","=""69.44313""","=""""",
"=""3d9.4f""","=""(3/2,5/2)*""","=""1""",3,"=""""","=""69.44966""","=""""",
"=""3d9.4f""","=""(3/2,7/2)*""","=""4""",9,"=""""","=""69.49900""","=""""",
"=""3d9.4f""","=""(3/2,5/2)*""","=""3""",7,"=""""","=""69.50402""","=""""",
"=""3d9.5d""","=""3S""","=""1""",3,"=""""","=""71.2152""","=""""",
"=""3d9.5d""","=""3G""","=""5""",11,"=""""","=""71.4232""","=""""",
"=""3d9.5d""","=""3G""","=""4""",9,"=""""","=""71.4429""","=""""",
"=""3d9.5d""","=""3D""","=""3""",7,"=""""","=""71.5343""","=""""",
"=""3d9.5d""","=""1F""","=""3""",7,"=""""","=""71.5958""","=""""",
"=""3d9.5d""","=""3F""","=""4""",9,"=""""","=""71.6074""","=""""",
"=""3d9.5d""","=""3G""","=""3""",7,"=""""","=""71.9970""","=""""",
"=""3d9.5d""","=""1G""","=""4""",9,"=""""","=""72.0490""","=""""",
"=""3d9.5d""","=""3F""","=""3""",7,"=""""","=""72.1867""","=""""",
"=""3d9.5d""","=""3F""","=""2""",5,"=""""","=""72.1970""","=""""",
"=""3d9.6s""","=""(5/2,1/2)""","=""3""",7,"=""""","=""72.9144""","=""""",
"=""3d9.6s""","=""(5/2,1/2)""","=""2""",5,"=""""","=""72.9527""","=""""",
"=""3d9.6s""","=""(3/2,1/2)""","=""1""",3,"=""""","=""73.4785""","=""""",
"=""3d9.6s""","=""(3/2,1/2)""","=""2""",5,"=""""","=""73.5068""","=""""",
"=""3d9.6p""","=""(5/2,1/2)*""","=""2""",5,"=""""","=""74.8106""","=""""",
"=""3d9.6p""","=""(5/2,1/2)*""","=""3""",7,"=""""","=""74.8767""","=""""",
"=""3d9.6p""","=""(5/2,3/2)*""","=""4""",9,"=""""","=""74.9182""","=""""",
"=""3d9.6p""","=""(5/2,3/2)*""","=""1""",3,"=""""","=""74.9678""","=""""",
"=""3d9.6p""","=""(5/2,3/2)*""","=""2""",5,"=""""","=""75.0061""","=""""",
"=""3d9.6p""","=""(5/2,3/2)*""","=""3""",7,"=""""","=""75.0323""","=""""",
"=""3d9.6p""","=""(3/2,3/2)*""","=""0""",1,"=""""","=""75.4037""","=""""",
"=""3d9.6p""","=""(3/2,1/2)*""","=""2""",5,"=""""","=""75.4149""","=""""",
"=""3d9.6p""","=""(3/2,1/2)*""","=""1""",3,"=""""","=""75.448""","=""""",
"=""3d9.6p""","=""(3/2,3/2)*""","=""3""",7,"=""""","=""75.5100""","=""""",
"=""3d9.6p""","=""(3/2,3/2)*""","=""1""",3,"=""""","=""75.5540""","=""""",
"=""3d9.6p""","=""(3/2,3/2)*""","=""2""",5,"=""""","=""75.5784""","=""""",
"=""3d9.7s""","=""(5/2,1/2)""","=""3""",7,"=""""","=""78.8506""","=""""",
"=""3d9.7s""","=""(5/2,1/2)""","=""2""",5,"=""""","=""78.8717""","=""""",
"=""3d9.7s""","=""(5/2,1/2)""","=""1""",3,"=""""","=""79.4130""","=""""",
"=""3d9.7s""","=""(3/2,1/2)""","=""2""",5,"=""""","=""79.4274""","=""""",
"=""Ge VI (3d9 2D<5/2>)""","=""Limit""","=""---""",,"=""""","=""90.500""","=""""",
