Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d8""","=""3F""","=""4""",9,"=""""","=""0.0000""","=""""",
"=""3p6.3d8""","=""3F""","=""3""",7,"=""""","=""0.5028""","=""""",
"=""3p6.3d8""","=""3F""","=""2""",5,"=""""","=""0.8019""","=""""",
"=""3p6.3d8""","=""1D""","=""2""",5,"=""""","=""2.8092""","=""""",
"=""3p6.3d8""","=""3P""","=""2""",5,"=""""","=""3.5741""","=""""",
"=""3p6.3d8""","=""3P""","=""1""",3,"=""""","=""3.6218""","=""""",
"=""3p6.3d8""","=""3P""","=""0""",1,"=""""","=""3.6909""","=""""",
"=""3p6.3d8""","=""1G""","=""4""",9,"=""""","=""4.7019""","=""""",
"=""3p6.3d8""","=""1S""","=""0""",1,"=""""","=""10.6878""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""5""",11,"=""""","=""48.8453""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""4""",9,"=""""","=""49.1794""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""3""",7,"=""""","=""49.4465""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""2""",5,"=""""","=""49.6356""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""1""",3,"=""""","=""49.756""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""4""",9,"=""""","=""50.3169""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""3""",7,"=""""","=""50.7692""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""2""",5,"=""""","=""51.0589""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""3""",7,"=""""","=""52.3006""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""2""",5,"=""""","=""52.3472""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""1""",3,"=""""","=""52.543""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""5""",11,"=""""","=""52.9456""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""4""",9,"=""""","=""53.1187""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""3""",7,"=""""","=""53.3696""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""2""",5,"=""""","=""53.5692""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""1""",3,"=""""","=""53.5732""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""0""",1,"=""""","=""53.7193""","=""?""",
"=""3p6.3d7.(2G).4s""","=""1G""","=""4""",9,"=""""","=""53.8415""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""2""",5,"=""""","=""53.8891""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""1""",3,"=""""","=""54.0543""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""6""",13,"=""""","=""54.2354""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""0""",1,"=""""","=""54.3853""","=""?""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""3""",7,"=""""","=""54.3916""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""5""",11,"=""""","=""54.4205""","=""""",
"=""3p6.3d7.4s""","=""""","=""1""",3,"=""""","=""54.4974""","=""""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""2""",5,"=""""","=""54.667""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""4""",9,"=""""","=""54.6977""","=""""",
"=""3p6.3d7.(2H).4s""","=""1H""","=""5""",11,"=""""","=""55.1505""","=""""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""1""",3,"=""""","=""55.2455""","=""""",
"=""3p6.3d7.(2D2).4s""","=""1D""","=""2""",5,"=""""","=""55.4501""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""2""",5,"=""""","=""57.3323""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""3""",7,"=""""","=""57.3903""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""4""",9,"=""""","=""57.4951""","=""""",
"=""3p6.3d7.(2F).4s""","=""1F""","=""3""",7,"=""""","=""58.1651""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""1""",3,"=""""","=""61.823""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""2""",5,"=""""","=""61.8937""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""3""",7,"=""""","=""62.0372""","=""""",
"=""3p6.3d7.(2D1).4s""","=""1D""","=""2""",5,"=""""","=""62.6924""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""4""",9,"=""""","=""62.8281""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""5""",11,"=""""","=""62.9246""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""3""",7,"=""""","=""63.1928""","=""""",
"=""3p6.3d7.4p""","=""*""","=""4""",9,"=""""","=""63.4604""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""2""",5,"=""""","=""63.474""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""1""",3,"=""""","=""63.6753""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""6""",13,"=""""","=""63.7627""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""3""",7,"=""""","=""63.7871""","=""""",
