Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d10.4s""","=""2S""","=""1/2""",2,"=""""","=""0.0000""","=""""",
"=""3d10.4p""","=""2P*""","=""1/2""",2,"=""""","=""10.08133""","=""""",
"=""3d10.4p""","=""2P*""","=""3/2""",4,"=""""","=""10.42736""","=""""",
"=""3d10.4d""","=""2D""","=""3/2""",4,"=""""","=""23.63157""","=""""",
"=""3d10.4d""","=""2D""","=""5/2""",6,"=""""","=""23.66269""","=""""",
"=""3d10.5s""","=""2S""","=""1/2""",2,"=""""","=""24.70555""","=""""",
"=""3d10.5p""","=""2P*""","=""1/2""",2,"=""""","=""28.07705""","=""""",
"=""3d10.5p""","=""2P*""","=""3/2""",4,"=""""","=""28.19325""","=""""",
"=""3d10.4f""","=""2F*""","=""7/2""",8,"=""""","=""31.9249""","=""""",
"=""3d10.4f""","=""2F*""","=""5/2""",6,"=""""","=""31.9254""","=""""",
"=""3d9.(2D).4s2""","=""2D""","=""5/2""",6,"=""""","=""32.2282""","=""""",
"=""3d9.(2D).4s2""","=""2D""","=""3/2""",4,"=""""","=""32.7869""","=""""",
"=""3d10.5d""","=""2D""","=""3/2""",4,"=""""","=""33.16026""","=""""",
"=""3d10.5d""","=""2D""","=""5/2""",6,"=""""","=""33.17515""","=""""",
"=""3d10.6s""","=""2S""","=""1/2""",2,"=""""","=""33.55055""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""4P*""","=""3/2""",4,"=""""","=""34.9282""","=""""",
"=""3d10.6p""","=""2P*""","=""1/2""",2,"=""""","=""35.09097""","=""""",
"=""3d10.6p""","=""2P*""","=""3/2""",4,"=""""","=""35.14473""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""4P*""","=""1/2""",2,"=""""","=""35.2126""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""3/2""",4,"=""""","=""36.1602""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""2P*""","=""1/2""",2,"=""""","=""36.2970""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""2P*""","=""3/2""",4,"=""""","=""36.3653""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""1/2""",2,"=""""","=""36.4360""","=""""",
"=""3d9.(2D).4s.4p.(3P*)""","=""2D*""","=""3/2""",4,"=""""","=""36.6070""","=""""",
"=""3d10.5f""","=""2F*""","=""5/2""",6,"=""""","=""36.89318""","=""""",
"=""3d10.5f""","=""2F*""","=""7/2""",8,"=""""","=""36.89326""","=""""",
"=""3d10.5g""","=""2G""","=""9/2""",10,"=""""","=""36.9935""","=""""",
"=""3d10.5g""","=""2G""","=""7/2""",8,"=""""","=""36.9935""","=""""",
"=""3d10.6d""","=""2D""","=""3/2""",4,"=""""","=""37.58033""","=""""",
"=""3d10.6d""","=""2D""","=""5/2""",6,"=""""","=""37.58810""","=""""",
"=""3d10.7s""","=""2S""","=""1/2""",2,"=""""","=""37.77397""","=""""",
"=""3d10.7p""","=""2P*""","=""1/2""",2,"=""""","=""38.6015""","=""""",
"=""3d10.7p""","=""2P*""","=""3/2""",4,"=""""","=""38.6188""","=""""",
"=""3d9.(2D).4s.4p.(1P*)""","=""2P*""","=""3/2""",4,"=""""","=""39.4423""","=""""",
"=""3d10.6f""","=""2F*""","=""7/2""",8,"=""""","=""39.58532""","=""""",
"=""3d10.6f""","=""2F*""","=""5/2""",6,"=""""","=""39.58541""","=""""",
"=""3d9.(2D).4s.4p.(1P*)""","=""2P*""","=""1/2""",2,"=""""","=""39.9401""","=""""",
"=""3d10.8s""","=""2S""","=""1/2""",2,"=""""","=""40.12197""","=""""",
"=""3d10.9s""","=""2S""","=""1/2""",2,"=""""","=""41.5630""","=""""",
"=""Ge V (3d10 1S<0>)""","=""Limit""","=""---""",,"=""""","=""45.7155""","=""""",
"=""3d9.(2D).4p2.(1D)""","=""2S""","=""1/2""",2,"=""""","=""47.0537""","=""""",
"=""3d9.(2D).4p2.(1D)""","=""2P""","=""3/2""",4,"=""""","=""47.2149""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""4D""","=""3/2""",4,"=""""","=""47.3250""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""4D""","=""1/2""",2,"=""""","=""47.518""","=""""",
"=""3d9.(2D).4p2.(1D)""","=""2P""","=""1/2""",2,"=""""","=""47.6737""","=""""",
"=""3d9.(2D).4p2.(1D)""","=""2D""","=""3/2""",4,"=""""","=""48.0519""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""4P""","=""5/2""",6,"=""""","=""48.4002""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""2D""","=""3/2""",4,"=""""","=""48.607""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""4P""","=""3/2""",4,"=""""","=""48.7724""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""""","=""5/2""",6,"=""""","=""48.783""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""2D""","=""5/2""",6,"=""""","=""48.871""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""4P""","=""1/2""",2,"=""""","=""48.958""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""2P""","=""1/2""",2,"=""""","=""49.175""","=""""",
"=""3d9.(2D).4p2.(3P)""","=""2P""","=""3/2""",4,"=""""","=""49.2671""","=""""",
"=""3d9.(2D).4p2.(1S)""","=""2D""","=""5/2""",6,"=""""","=""51.535""","=""?""",
