Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3s2.3p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9,"=""""","=""117.22405""","=""""",
"=""3s2.3p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""117.52678""","=""""",
"=""3s2.3p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""117.65405""","=""""",
"=""3s2.3p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",3,"=""""","=""117.9241""","=""""",
"=""3s2.3p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",5,"=""""","=""118.3582""","=""""",
"=""3s2.3p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""118.5852""","=""""",
"=""3s2.3p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""118.65345""","=""""",
"=""3s2.3p5.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""118.67831""","=""""",
"=""3s2.3p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",3,"=""""","=""119.0702""","=""""",
"=""3s.3p6.4p""","=""3P*""","=""1""",3,"=""""","=""122.074""","=""""",
"=""3s.3p6.4p""","=""1P*""","=""1""",3,"=""""","=""123.2533""","=""""",
"=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",3,"=""""","=""128.1358""","=""""",
"=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",3,"=""""","=""129.2620""","=""""",
"=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",3,"=""""","=""133.3608""","=""""",
"=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",3,"=""""","=""134.5782""","=""""",
"=""3s.3p6.5p""","=""3P*""","=""1""",3,"=""""","=""151.237""","=""""",
"=""3s.3p6.5p""","=""1P*""","=""1""",3,"=""""","=""152.145""","=""""",
"=""Cr VIII (3p5 2P*<3/2>)""","=""Limit""","=""---""",,"=""[""","=""160.29""","=""]""",
"=""3s.3p6.6p""","=""1P*""","=""1""",3,"=""""","=""165.588""","=""""",
"=""3s.3p6.7p""","=""1P*""","=""1""",3,"=""""","=""172.814""","=""""",
