Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d3""","=""4F""","=""3/2""",4,"=""""","=""0.00000""","=""""",
"=""3d3""","=""4F""","=""5/2""",6,"=""""","=""0.02943""","=""""",
"=""3d3""","=""4F""","=""7/2""",8,"=""""","=""0.06898""","=""""",
"=""3d3""","=""4F""","=""9/2""",10,"=""""","=""0.11723""","=""""",
"=""3d3""","=""4P""","=""1/2""",2,"=""""","=""1.74321""","=""""",
"=""3d3""","=""4P""","=""3/2""",4,"=""""","=""1.75779""","=""""",
"=""3d3""","=""4P""","=""5/2""",6,"=""""","=""1.79432""","=""""",
"=""3d3""","=""2G""","=""7/2""",8,"=""""","=""1.86641""","=""""",
"=""3d3""","=""2G""","=""9/2""",10,"=""""","=""1.90965""","=""""",
"=""3d3""","=""2P""","=""3/2""",4,"=""""","=""2.41018""","=""""",
"=""3d3""","=""2P""","=""1/2""",2,"=""""","=""2.42027""","=""""",
"=""3d3""","=""2D2""","=""3/2""",4,"=""""","=""2.56040""","=""""",
"=""3d3""","=""2D2""","=""5/2""",6,"=""""","=""2.56220""","=""""",
"=""3d3""","=""2H""","=""9/2""",10,"=""""","=""2.61196""","=""""",
"=""3d3""","=""2H""","=""11/2""",12,"=""""","=""2.64348""","=""""",
"=""3d3""","=""2F""","=""7/2""",8,"=""""","=""4.26063""","=""""",
"=""3d3""","=""2F""","=""5/2""",6,"=""""","=""4.28451""","=""""",
"=""3d3""","=""2D1""","=""5/2""",6,"=""""","=""6.56824""","=""""",
"=""3d3""","=""2D1""","=""3/2""",4,"=""""","=""6.58899""","=""""",
"=""3d2.(3F).4s""","=""4F""","=""3/2""",4,"=""""","=""12.89392""","=""""",
"=""3d2.(3F).4s""","=""4F""","=""5/2""",6,"=""""","=""12.92642""","=""""",
"=""3d2.(3F).4s""","=""4F""","=""7/2""",8,"=""""","=""12.97249""","=""""",
"=""3d2.(3F).4s""","=""4F""","=""9/2""",10,"=""""","=""13.03145""","=""""",
"=""3d2.(3F).4s""","=""2F""","=""5/2""",6,"=""""","=""13.63101""","=""""",
"=""3d2.(3F).4s""","=""2F""","=""7/2""",8,"=""""","=""13.72403""","=""""",
"=""3d2.(1D).4s""","=""2D""","=""5/2""",6,"=""""","=""14.70099""","=""""",
"=""3d2.(1D).4s""","=""2D""","=""3/2""",4,"=""""","=""14.72037""","=""""",
"=""3d2.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""14.75593""","=""""",
"=""3d2.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""14.78536""","=""""",
"=""3d2.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""14.83735""","=""""",
"=""3d2.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""15.42494""","=""""",
"=""3d2.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""15.46509""","=""""",
"=""3d2.(1G).4s""","=""2G""","=""9/2""",10,"=""""","=""15.77026""","=""""",
"=""3d2.(1G).4s""","=""2G""","=""7/2""",8,"=""""","=""15.77182""","=""""",
"=""3d2.(1S).4s""","=""2S""","=""1/2""",2,"=""""","=""19.26149""","=""""",
"=""3d2.(3F).4p""","=""4G*""","=""5/2""",6,"=""""","=""19.51033""","=""""",
"=""3d2.(3F).4p""","=""4G*""","=""7/2""",8,"=""""","=""19.58123""","=""""",
"=""3d2.(3F).4p""","=""4F*""","=""3/2""",4,"=""""","=""19.65493""","=""""",
"=""3d2.(3F).4p""","=""4G*""","=""9/2""",10,"=""""","=""19.66755""","=""""",
"=""3d2.(3F).4p""","=""4F*""","=""5/2""",6,"=""""","=""19.70018""","=""""",
"=""3d2.(3F).4p""","=""4F*""","=""7/2""",8,"=""""","=""19.75713""","=""""",
"=""3d2.(3F).4p""","=""4G*""","=""11/2""",12,"=""""","=""19.76918""","=""""",
"=""3d2.(3F).4p""","=""4F*""","=""9/2""",10,"=""""","=""19.82056""","=""""",
"=""3d2.(3F).4p""","=""2F*""","=""5/2""",6,"=""""","=""19.87534""","=""""",
"=""3d2.(3F).4p""","=""2F*""","=""7/2""",8,"=""""","=""19.95369""","=""""",
"=""3d2.(3F).4p""","=""2D*""","=""3/2""",4,"=""""","=""19.95978""","=""""",
"=""3d2.(3F).4p""","=""4D*""","=""1/2""",2,"=""""","=""20.00545""","=""""",
"=""3d2.(3F).4p""","=""4D*""","=""5/2""",6,"=""""","=""20.02287""","=""""",
"=""3d2.(3F).4p""","=""4D*""","=""3/2""",4,"=""""","=""20.05523""","=""""",
"=""3d2.(3F).4p""","=""4D*""","=""7/2""",8,"=""""","=""20.09349""","=""""",
"=""3d2.(3F).4p""","=""2D*""","=""5/2""",6,"=""""","=""20.12281""","=""""",
"=""3d2.(3F).4p""","=""2G*""","=""7/2""",8,"=""""","=""20.44620""","=""""",
"=""3d2.(3F).4p""","=""2G*""","=""9/2""",10,"=""""","=""20.51071""","=""""",
"=""3d2.(3P).4p""","=""2S*""","=""1/2""",2,"=""""","=""20.81651""","=""""",
"=""3d2.(3P).4p""","=""4S*""","=""3/2""",4,"=""""","=""21.21138""","=""""",
"=""3d2.(1D).4p""","=""2P*""","=""3/2""",4,"=""""","=""21.34810""","=""""",
"=""3d2.(1D).4p""","=""2F*""","=""5/2""",6,"=""""","=""21.40419""","=""""",
"=""3d2.(1D).4p""","=""2P*""","=""1/2""",2,"=""""","=""21.42735""","=""""",
"=""3d2.(1D).4p""","=""2F*""","=""7/2""",8,"=""""","=""21.49464""","=""""",
"=""3d2.(3P).4p""","=""4D*""","=""1/2""",2,"=""""","=""21.50282""","=""""",
"=""3d2.(3P).4p""","=""4D*""","=""3/2""",4,"=""""","=""21.53098""","=""""",
"=""3d2.(3P).4p""","=""4D*""","=""5/2""",6,"=""""","=""21.58518""","=""""",
"=""3d2.(1D).4p""","=""2D*""","=""3/2""",4,"=""""","=""21.64016""","=""""",
"=""3d2.(3P).4p""","=""4D*""","=""7/2""",8,"=""""","=""21.67817""","=""""",
"=""3d2.(1D).4p""","=""2D*""","=""5/2""",6,"=""""","=""21.69334""","=""""",
"=""3d2.(3P).4p""","=""4P*""","=""1/2""",2,"=""""","=""21.90688""","=""""",
"=""3d2.(3P).4p""","=""4P*""","=""3/2""",4,"=""""","=""21.93488""","=""""",
"=""3d2.(3P).4p""","=""4P*""","=""5/2""",6,"=""""","=""21.99560""","=""""",
"=""3d2.(1G).4p""","=""2G*""","=""7/2""",8,"=""""","=""22.05883""","=""""",
"=""3d2.(1G).4p""","=""2G*""","=""9/2""",10,"=""""","=""22.07291""","=""""",
"=""3d2.(3P).4p""","=""2D*""","=""5/2""",6,"=""""","=""22.47128""","=""""",
"=""3d2.(3P).4p""","=""2D*""","=""3/2""",4,"=""""","=""22.47560""","=""""",
"=""3d2.(1G).4p""","=""2H*""","=""9/2""",10,"=""""","=""22.64933""","=""""",
"=""3d2.(1G).4p""","=""2H*""","=""11/2""",12,"=""""","=""22.74418""","=""""",
"=""3d2.(3P).4p""","=""2P*""","=""1/2""",2,"=""""","=""22.77841""","=""""",
"=""3d2.(3P).4p""","=""2P*""","=""3/2""",4,"=""""","=""22.79767""","=""""",
"=""3d2.(1G).4p""","=""2F*""","=""7/2""",8,"=""""","=""23.18266""","=""""",
"=""3d2.(1G).4p""","=""2F*""","=""5/2""",6,"=""""","=""23.24939""","=""""",
"=""3d2.(1S).4p""","=""2P*""","=""1/2""",2,"=""""","=""26.10601""","=""""",
"=""3d2.(1S).4p""","=""2P*""","=""3/2""",4,"=""""","=""26.23207""","=""""",
"=""3d2.(3F).4d""","=""4G""","=""5/2""",6,"=""""","=""28.83452""","=""""",
"=""3d2.(3F).4d""","=""4G""","=""7/2""",8,"=""""","=""28.87550""","=""""",
"=""3d2.(3F).4d""","=""2F""","=""5/2""",6,"=""""","=""28.90286""","=""""",
"=""3d2.(3F).4d""","=""4G""","=""9/2""",10,"=""""","=""28.91767""","=""""",
"=""3d2.(3F).4d""","=""4H""","=""7/2""",8,"=""""","=""28.93280""","=""""",
"=""3d2.(3F).4d""","=""4D""","=""1/2""",2,"=""""","=""28.96499""","=""""",
"=""3d2.(3F).4d""","=""2F""","=""7/2""",8,"=""""","=""28.96737""","=""""",
