Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d5""","=""a 6S""","=""5/2""",6,"=""""","=""0.00000000""","=""""",
"=""3d4.(5D).4s""","=""a 6D""","=""1/2""",2,"=""""","=""1.48306754""","=""""",
"=""3d4.(5D).4s""","=""a 6D""","=""3/2""",4,"=""""","=""1.49184541""","=""""",
"=""3d4.(5D).4s""","=""a 6D""","=""5/2""",6,"=""""","=""1.50613169""","=""""",
"=""3d4.(5D).4s""","=""a 6D""","=""7/2""",8,"=""""","=""1.52547926""","=""""",
"=""3d4.(5D).4s""","=""a 6D""","=""9/2""",10,"=""""","=""1.54936314""","=""""",
"=""3d4.(5D).4s""","=""a 4D""","=""1/2""",2,"=""""","=""2.42119186""","=""""",
"=""3d4.(5D).4s""","=""a 4D""","=""3/2""",4,"=""""","=""2.43395932""","=""""",
"=""3d4.(5D).4s""","=""a 4D""","=""5/2""",6,"=""""","=""2.45462173""","=""""",
"=""3d4.(5D).4s""","=""a 4D""","=""7/2""",8,"=""""","=""2.48266104""","=""""",
"=""3d5""","=""a 4G""","=""5/2""",6,"=""""","=""2.54317169""","=""""",
"=""3d5""","=""a 4G""","=""11/2""",12,"=""""","=""2.54317577""","=""""",
"=""3d5""","=""a 4G""","=""7/2""",8,"=""""","=""2.54388199""","=""""",
"=""3d5""","=""a 4G""","=""9/2""",10,"=""""","=""2.54406517""","=""""",
"=""3d5""","=""a 4P""","=""5/2""",6,"=""""","=""2.70564569""","=""""",
"=""3d5""","=""a 4P""","=""1/2""",2,"=""""","=""2.70579643""","=""""",
"=""3d5""","=""a 4P""","=""3/2""",4,"=""""","=""2.70584858""","=""""",
"=""3d5""","=""b 4D""","=""7/2""",8,"=""""","=""3.10377925""","=""""",
"=""3d5""","=""b 4D""","=""1/2""",2,"=""""","=""3.10398702""","=""""",
"=""3d5""","=""b 4D""","=""3/2""",4,"=""""","=""3.10490646""","=""""",
"=""3d5""","=""b 4D""","=""5/2""",6,"=""""","=""3.10539681""","=""""",
"=""3d4.(a 3P).4s""","=""b 4P""","=""1/2""",2,"=""""","=""3.71355192""","=""""",
"=""3d5""","=""a 2I""","=""11/2""",12,"=""""","=""3.73728631""","=""""",
"=""3d5""","=""a 2I""","=""13/2""",14,"=""""","=""3.73810805""","=""""",
