Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d4""","=""5D""","=""0""",1,"=""""","=""0.000000""","=""""",
"=""3d4""","=""5D""","=""1""",3,"=""""","=""0.007714""","=""""",
"=""3d4""","=""5D""","=""2""",5,"=""""","=""0.022709""","=""""",
"=""3d4""","=""5D""","=""3""",7,"=""""","=""0.044207""","=""""",
"=""3d4""","=""5D""","=""4""",9,"=""""","=""0.071425""","=""""",
"=""3d4""","=""3P2""","=""0""",1,"=""""","=""2.079384""","=""""",
"=""3d4""","=""3P2""","=""1""",3,"=""""","=""2.128630""","=""""",
"=""3d4""","=""3H""","=""4""",9,"=""""","=""2.141666""","=""""",
"=""3d4""","=""3H""","=""5""",11,"=""""","=""2.156943""","=""""",
"=""3d4""","=""3H""","=""6""",13,"=""""","=""2.173524""","=""""",
"=""3d4""","=""3P2""","=""2""",5,"=""""","=""2.213264""","=""""",
"=""3d4""","=""3F2""","=""2""",5,"=""""","=""2.287737""","=""""",
"=""3d4""","=""3F2""","=""3""",7,"=""""","=""2.295094""","=""""",
"=""3d4""","=""3F2""","=""4""",9,"=""""","=""2.304047""","=""""",
"=""3d4""","=""3G""","=""3""",7,"=""""","=""2.566924""","=""""",
"=""3d4""","=""3G""","=""4""",9,"=""""","=""2.585436""","=""""",
"=""3d4""","=""3G""","=""5""",11,"=""""","=""2.603177""","=""""",
"=""3d4""","=""1G2""","=""4""",9,"=""""","=""3.116823""","=""""",
"=""3d4""","=""3D""","=""3""",7,"=""""","=""3.189672""","=""""",
"=""3d4""","=""3D""","=""2""",5,"=""""","=""3.196429""","=""""",
"=""3d4""","=""3D""","=""1""",3,"=""""","=""3.204782""","=""""",
"=""3d4""","=""1I""","=""6""",13,"=""""","=""3.225435""","=""""",
"=""3d4""","=""1S2""","=""0""",1,"=""""","=""3.393735""","=""""",
"=""3d4""","=""1D2""","=""2""",5,"=""""","=""3.986339""","=""""",
"=""3d4""","=""1F""","=""3""",7,"=""""","=""4.588055""","=""""",
"=""3d4""","=""3F1""","=""4""",9,"=""""","=""5.366868""","=""""",
"=""3d4""","=""3F1""","=""2""",5,"=""""","=""5.369077""","=""""",
"=""3d4""","=""3F1""","=""3""",7,"=""""","=""5.371265""","=""""",
"=""3d4""","=""3P1""","=""2""",5,"=""""","=""5.386120""","=""""",
"=""3d4""","=""3P1""","=""1""",3,"=""""","=""5.444963""","=""""",
"=""3d4""","=""3P1""","=""0""",1,"=""""","=""5.472831""","=""""",
"=""3d3.(4F).4s""","=""5F""","=""1""",3,"=""""","=""6.136283""","=""""",
