Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d2""","=""3F""","=""2""",5,"=""""","=""0.0000""","=""""",
"=""3p6.3d2""","=""3F""","=""3""",7,"=""""","=""0.0925""","=""""",
"=""3p6.3d2""","=""3F""","=""4""",9,"=""""","=""0.2069""","=""""",
"=""3p6.3d2""","=""1D""","=""2""",5,"=""""","=""1.9014""","=""""",
"=""3p6.3d2""","=""3P""","=""0""",1,"=""""","=""2.2047""","=""""",
"=""3p6.3d2""","=""3P""","=""1""",3,"=""""","=""2.2388""","=""""",
"=""3p6.3d2""","=""3P""","=""2""",5,"=""""","=""2.3096""","=""""",
"=""3p6.3d2""","=""1G""","=""4""",9,"=""""","=""3.1630""","=""""",
"=""3p6.3d2""","=""1S""","=""0""",1,"=""""","=""7.3479""","=""""",
"=""3p6.3d.4s""","=""3D""","=""1""",3,"=""""","=""31.00803""","=""""",
"=""3p6.3d.4s""","=""3D""","=""2""",5,"=""""","=""31.06139""","=""""",
"=""3p6.3d.4s""","=""3D""","=""3""",7,"=""""","=""31.17000""","=""""",
"=""3p6.3d.4s""","=""1D""","=""2""",5,"=""""","=""31.64569""","=""""",
"=""3p6.3d.4p""","=""1D*""","=""2""",5,"=""""","=""39.65278""","=""""",
"=""3p6.3d.4p""","=""3D*""","=""1""",3,"=""""","=""39.88491""","=""""",
"=""3p6.3d.4p""","=""3D*""","=""2""",5,"=""""","=""39.97370""","=""""",
"=""3p6.3d.4p""","=""3D*""","=""3""",7,"=""""","=""40.08192""","=""""",
"=""3p6.3d.4p""","=""3F*""","=""2""",5,"=""""","=""40.14560""","=""""",
"=""3p6.3d.4p""","=""3F*""","=""3""",7,"=""""","=""40.27616""","=""""",
"=""3p6.3d.4p""","=""3F*""","=""4""",9,"=""""","=""40.46505""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""1""",3,"=""""","=""40.86947""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""0""",1,"=""""","=""40.88122""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""2""",5,"=""""","=""40.91379""","=""""",
"=""3p6.3d.4p""","=""1F*""","=""3""",7,"=""""","=""41.29350""","=""""",
"=""3p6.3d.4p""","=""1P*""","=""1""",3,"=""""","=""41.67491""","=""""",
"=""3p6.3d.4d""","=""1F""","=""3""",7,"=""""","=""53.20221""","=""""",
"=""3p6.3d.4d""","=""3D""","=""2""",5,"=""""","=""53.44455""","=""""",
"=""3p6.3d.4d""","=""3D""","=""3""",7,"=""""","=""53.51240""","=""""",
"=""3p6.3d.4d""","=""3G""","=""3""",7,"=""""","=""53.57239""","=""""",
"=""3p6.3d.4d""","=""1P""","=""1""",3,"=""""","=""53.60002""","=""""",
"=""3p6.3d.4d""","=""3G""","=""4""",9,"=""""","=""53.64209""","=""""",
"=""3p6.3d.4d""","=""3G""","=""5""",11,"=""""","=""53.74264""","=""""",
"=""3p6.3d.4d""","=""3S""","=""1""",3,"=""""","=""54.11303""","=""""",
"=""3p6.3d.4d""","=""3F""","=""2""",5,"=""""","=""54.44208""","=""""",
"=""3p6.3d.4d""","=""3F""","=""3""",7,"=""""","=""54.50883""","=""""",
"=""3p6.3d.4d""","=""3F""","=""4""",9,"=""""","=""54.58207""","=""""",
"=""3p6.3d.4d""","=""1D""","=""2""",5,"=""""","=""55.12797""","=""""",
"=""3p6.3d.4d""","=""3P""","=""1""",3,"=""""","=""55.24623""","=""""",
"=""3p6.3d.4d""","=""3P""","=""2""",5,"=""""","=""55.30243""","=""""",
"=""3p6.3d.4d""","=""1G""","=""4""",9,"=""""","=""55.50795""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""2""",5,"=""""","=""62.2371""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""3""",7,"=""""","=""62.3193""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""4""",9,"=""""","=""62.4176""","=""""",
"=""3p6.3d.4f""","=""1G*""","=""4""",9,"=""""","=""64.3360""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""3""",7,"=""""","=""64.5583""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""4""",9,"=""""","=""64.6336""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""5""",11,"=""""","=""64.7064""","=""""",
"=""3p6.3d.5p""","=""3D*""","=""1""",3,"=""""","=""64.8689""","=""""",
"=""3p6.3d.5p""","=""1D*""","=""2""",5,"=""""","=""64.8987""","=""""",
"=""3p6.3d.5p""","=""3D*""","=""2""",5,"=""""","=""64.9858""","=""""",
"=""3p5.(2P*).3d3.(2D1)""","=""1D*""","=""2""",5,"=""""","=""64.9878""","=""""",
"=""3p6.3d.5p""","=""3F*""","=""2""",5,"=""""","=""65.041""","=""""",
"=""3p6.3d.5p""","=""3D*""","=""3""",7,"=""""","=""65.0431""","=""""",
"=""3p6.3d.5p""","=""3F*""","=""3""",7,"=""""","=""65.0898""","=""""",
"=""3p6.3d.5p""","=""3F*""","=""4""",9,"=""""","=""65.2224""","=""""",
"=""3p5.(2P*).3d3.(2G)""","=""1F*""","=""3""",7,"=""""","=""65.2225""","=""""",
"=""3p6.3d.4f""","=""1H*""","=""5""",11,"=""""","=""65.2271""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3F*""","=""2""",5,"=""""","=""65.4034""","=""""",
"=""3p6.3d.5p""","=""1F*""","=""3""",7,"=""""","=""65.5296""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3F*""","=""3""",7,"=""""","=""65.6481""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3F*""","=""4""",9,"=""""","=""65.780""","=""""",
"=""3p6.3d.5p""","=""1P*""","=""1""",3,"=""""","=""65.8669""","=""""",
"=""3p5.(2P*).3d3.(2P)""","=""1P*""","=""1""",3,"=""""","=""68.1049""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3D*""","=""3""",7,"=""""","=""68.2233""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3D*""","=""2""",5,"=""""","=""68.2724""","=""""",
"=""3p5.(2P*).3d3.(4F)""","=""3D*""","=""1""",3,"=""""","=""68.36""","=""""",
"=""3p5.(2P*).3d3.(2H)""","=""1G*""","=""4""",9,"=""""","=""69.0559""","=""""",
"=""3p5.(2P*).3d3.(4P)""","=""3S*""","=""1""",3,"=""""","=""70.471""","=""""",
"=""3p5.(2P*).3d3.(2F)""","=""1F*""","=""3""",7,"=""""","=""70.5438""","=""""",
"=""3p5.(2P*).3d3.(2D1)""","=""1P*""","=""1""",3,"=""""","=""71.3544""","=""""",
"=""3p6.3d.5f""","=""1G*""","=""4""",9,"=""""","=""75.3979""","=""""",
