Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d4""","=""a 5D""","=""0""",1,"=""""","=""0.00000""","=""""",
"=""3d4""","=""a 5D""","=""1""",3,"=""""","=""0.01227""","=""""",
"=""3d4""","=""a 5D""","=""2""",5,"=""""","=""0.03556""","=""""",
"=""3d4""","=""a 5D""","=""3""",7,"=""""","=""0.06846""","=""""",
"=""3d4""","=""a 5D""","=""4""",9,"=""""","=""0.10983""","=""""",
"=""3d4""","=""a 3P""","=""0""",1,"=""""","=""2.56079""","=""""",
"=""3d4""","=""a 3P""","=""1""",3,"=""""","=""2.63823""","=""""",
"=""3d4""","=""a 3H""","=""4""",9,"=""""","=""2.63847""","=""""",
"=""3d4""","=""a 3H""","=""5""",11,"=""""","=""2.66254""","=""""",
"=""3d4""","=""a 3H""","=""6""",13,"=""""","=""2.68789""","=""""",
"=""3d4""","=""a 3P""","=""2""",5,"=""""","=""2.76791""","=""""",
"=""3d4""","=""a 3F""","=""2""",5,"=""""","=""2.82572""","=""""",
"=""3d4""","=""a 3F""","=""3""",7,"=""""","=""2.83456""","=""""",
"=""3d4""","=""a 3F""","=""4""",9,"=""""","=""2.84657""","=""""",
"=""3d4""","=""a 3G""","=""3""",7,"=""""","=""3.15421""","=""""",
"=""3d4""","=""a 3G""","=""4""",9,"=""""","=""3.18277""","=""""",
"=""3d4""","=""a 3G""","=""5""",11,"=""""","=""3.20843""","=""""",
"=""3d4""","=""a 3D""","=""3""",7,"=""""","=""3.89127""","=""""",
"=""3d4""","=""a 3D""","=""2""",5,"=""""","=""3.90222""","=""""",
"=""3d4""","=""a 3D""","=""1""",3,"=""""","=""3.91551""","=""""",
"=""3d4""","=""b 3F""","=""4""",9,"=""""","=""6.59748""","=""""",
"=""3d4""","=""b 3F""","=""2""",5,"=""""","=""6.60349""","=""""",
"=""3d4""","=""b 3F""","=""3""",7,"=""""","=""6.60671""","=""""",
"=""3d3.(4F).4s""","=""a 5F""","=""1""",3,"=""""","=""13.82498""","=""""",
"=""3d3.(4F).4s""","=""a 5F""","=""2""",5,"=""""","=""13.85032""","=""""",
"=""3d3.(4F).4s""","=""a 5F""","=""3""",7,"=""""","=""13.88788""","=""""",
"=""3d3.(4F).4s""","=""a 5F""","=""4""",9,"=""""","=""13.93693""","=""""",
"=""3d3.(4F).4s""","=""a 5F""","=""5""",11,"=""""","=""13.99568""","=""""",
"=""3d3.(4F).4s""","=""c 3F""","=""2""",5,"=""""","=""14.80935""","=""""",
"=""3d3.(4F).4s""","=""c 3F""","=""3""",7,"=""""","=""14.87333""","=""""",
"=""3d3.(4F).4s""","=""c 3F""","=""4""",9,"=""""","=""14.95288""","=""""",
"=""3d3.(2G).4s""","=""b 3G""","=""3""",7,"=""""","=""16.23815""","=""""",
"=""3d3.(2G).4s""","=""b 3G""","=""4""",9,"=""""","=""16.26302""","=""""",
"=""3d3.(2G).4s""","=""b 3G""","=""5""",11,"=""""","=""16.29927""","=""""",
"=""3d3.(2H).4s""","=""b 3H""","=""4""",9,"=""""","=""17.09159""","=""""",
"=""3d3.(2H).4s""","=""b 3H""","=""5""",11,"=""""","=""17.10115""","=""""",
"=""3d3.(2H).4s""","=""b 3H""","=""6""",13,"=""""","=""17.12508""","=""""",
"=""3d3.(2F).4s""","=""d 3F""","=""4""",9,"=""""","=""18.93245""","=""""",
"=""3d3.(2F).4s""","=""d 3F""","=""3""",7,"=""""","=""18.95200""","=""""",
"=""3d3.(2F).4s""","=""d 3F""","=""2""",5,"=""""","=""18.96785""","=""""",
"=""3d3.(4F).4p""","=""z 5G*""","=""2""",5,"=""""","=""20.81572""","=""""",
"=""3d3.(4F).4p""","=""z 5G*""","=""3""",7,"=""""","=""20.86658""","=""""",
"=""3d3.(4F).4p""","=""z 5G*""","=""4""",9,"=""""","=""20.93345""","=""""",
"=""3d3.(4F).4p""","=""z 5G*""","=""5""",11,"=""""","=""21.01522""","=""""",
"=""3d3.(4F).4p""","=""z 5G*""","=""6""",13,"=""""","=""21.11275""","=""""",
"=""3d3.(4F).4p""","=""z 3D*""","=""1""",3,"=""""","=""21.14895""","=""""",
"=""3d3.(4F).4p""","=""z 5D*""","=""2""",5,"=""""","=""21.18472""","=""""",
"=""3d3.(4F).4p""","=""z 5D*""","=""3""",7,"=""""","=""21.23563""","=""""",
"=""3d3.(4F).4p""","=""z 5D*""","=""1""",3,"=""""","=""21.24890""","=""""",
"=""3d3.(4F).4p""","=""z 5F*""","=""2""",5,"=""""","=""21.28788""","=""""",
"=""3d3.(4F).4p""","=""z 5D*""","=""4""",9,"=""""","=""21.29615""","=""""",
"=""3d3.(4F).4p""","=""z 5F*""","=""3""",7,"=""""","=""21.33544""","=""""",
"=""3d3.(4F).4p""","=""z 5F*""","=""1""",3,"=""""","=""21.33652""","=""""",
"=""3d3.(4F).4p""","=""z 3D*""","=""2""",5,"=""""","=""21.37471""","=""""",
"=""3d3.(4F).4p""","=""z 5F*""","=""4""",9,"=""""","=""21.38445""","=""""",
"=""3d3.(4F).4p""","=""z 5F*""","=""5""",11,"=""""","=""21.43333""","=""""",
"=""3d3.(4F).4p""","=""z 3D*""","=""3""",7,"=""""","=""21.44339""","=""""",
"=""3d3.(4F).4p""","=""z 3G*""","=""3""",7,"=""""","=""21.75129""","=""""",
"=""3d3.(4F).4p""","=""z 3G*""","=""4""",9,"=""""","=""21.79808""","=""""",
"=""3d3.(4F).4p""","=""z 3G*""","=""5""",11,"=""""","=""21.85700""","=""""",
"=""3d3.(4F).4p""","=""z 3F*""","=""2""",5,"=""""","=""22.02329""","=""""",
"=""3d3.(4F).4p""","=""z 3F*""","=""3""",7,"=""""","=""22.07850""","=""""",
"=""3d3.(4F).4p""","=""z 3F*""","=""4""",9,"=""""","=""22.14104""","=""""",
"=""3d3.(4P).4p""","=""z 5P*""","=""1""",3,"=""""","=""22.88328""","=""""",
"=""3d3.(4P).4p""","=""z 5P*""","=""2""",5,"=""""","=""22.92483""","=""""",
"=""3d3.(4P).4p""","=""z 5P*""","=""3""",7,"=""""","=""22.99112""","=""""",
"=""3d3.(2G).4p""","=""z 3H*""","=""4""",9,"=""""","=""23.14282""","=""""",
"=""3d3.(4P).4p""","=""y 5D*""","=""3""",7,"=""""","=""23.18554""","=""""",
"=""3d3.(2G).4p""","=""z 3H*""","=""5""",11,"=""""","=""23.21957""","=""""",
"=""3d3.(4P).4p""","=""y 5D*""","=""4""",9,"=""""","=""23.26929""","=""""",
"=""3d3.(2G).4p""","=""z 3H*""","=""6""",13,"=""""","=""23.33194""","=""""",
"=""3d3.(2G).4p""","=""y 3G*""","=""3""",7,"=""""","=""23.40279""","=""""",
"=""3d3.(2G).4p""","=""y 3G*""","=""4""",9,"=""""","=""23.45916""","=""""",
"=""3d3.(2G).4p""","=""y 3G*""","=""5""",11,"=""""","=""23.50169""","=""""",
"=""3d3.(2G).4p""","=""y 3F*""","=""4""",9,"=""""","=""23.56101""","=""""",
"=""3d3.(2G).4p""","=""y 3F*""","=""2""",5,"=""""","=""23.57385""","=""""",
"=""3d3.(2G).4p""","=""y 3F*""","=""3""",7,"=""""","=""23.59206""","=""""",
"=""3d3.(2P).4p""","=""y 3D*""","=""1""",3,"=""""","=""23.92656""","=""""",
"=""3d3.(2P).4p""","=""y 3D*""","=""2""",5,"=""""","=""24.02065""","=""""",
"=""3d3.(2H).4p""","=""y 3H*""","=""4""",9,"=""""","=""24.02339""","=""""",
"=""3d3.(2H).4p""","=""y 3H*""","=""5""",11,"=""""","=""24.03798""","=""""",
"=""3d3.(2H).4p""","=""y 3H*""","=""6""",13,"=""""","=""24.07224""","=""""",
"=""3d3.(2P).4p""","=""y 3D*""","=""3""",7,"=""""","=""24.07875""","=""""",
"=""3d3.(2H).4p""","=""z 3I*""","=""5""",11,"=""""","=""24.29769""","=""""",
"=""3d3.(2H).4p""","=""z 3I*""","=""6""",13,"=""""","=""24.36263""","=""""",
"=""3d3.(2D2).4p""","=""w 3D*""","=""1""",3,"=""""","=""24.43672""","=""""",
"=""3d3.(2H).4p""","=""z 3I*""","=""7""",15,"=""""","=""24.44782""","=""""",
"=""3d3.(2D2).4p""","=""w 3D*""","=""2""",5,"=""""","=""24.49367""","=""""",
"=""3d3.(2D2).4p""","=""w 3D*""","=""3""",7,"=""""","=""24.53393""","=""""",
"=""3d3.(2H).4p""","=""x 3G*""","=""5""",11,"=""""","=""24.82067""","=""""",
"=""3d3.(2H).4p""","=""x 3G*""","=""4""",9,"=""""","=""24.83284""","=""""",
"=""3d3.(2H).4p""","=""x 3G*""","=""3""",7,"=""""","=""24.83815""","=""""",
"=""3d3.(2F).4p""","=""w 3F*""","=""2""",5,"=""""","=""25.94496""","=""""",
"=""3d3.(2F).4p""","=""w 3F*""","=""3""",7,"=""""","=""25.95181""","=""""",
"=""3d3.(2F).4p""","=""w 3F*""","=""4""",9,"=""""","=""25.96827""","=""""",
"=""3d3.(2F).4p""","=""w 3G*""","=""3""",7,"=""""","=""26.33416""","=""""",
"=""3d3.(2F).4p""","=""w 3G*""","=""4""",9,"=""""","=""26.36724""","=""""",
"=""3d3.(2F).4p""","=""w 3G*""","=""5""",11,"=""""","=""26.40438""","=""""",
"=""3d3.(4F).4d""","=""e 5H""","=""3""",7,"=""""","=""30.79626""","=""""",
"=""3d3.(4F).4d""","=""e 5H""","=""4""",9,"=""""","=""30.82927""","=""""",
"=""3d3.(4F).4d""","=""e 5H""","=""5""",11,"=""""","=""30.87006""","=""""",
"=""3d3.(4F).4d""","=""e 5H""","=""6""",13,"=""""","=""30.91853""","=""""",
"=""3d3.(4F).4d""","=""e 5H""","=""7""",15,"=""""","=""30.97407""","=""""",
"=""Mn V (3d3 4F<3/2>)""","=""Limit""","=""---""",,"=""[""","=""51.21""","=""]""",
