Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d5.4s2""","=""a 6S""","=""5/2""",6,"=""""","=""0.000000""","=""""",
"=""3d6.(5D).4s""","=""a 6D""","=""9/2""",10,"=""""","=""2.114215""","=""""",
"=""3d6.(5D).4s""","=""a 6D""","=""7/2""",8,"=""""","=""2.142695""","=""""",
"=""3d6.(5D).4s""","=""a 6D""","=""5/2""",6,"=""""","=""2.163713""","=""""",
"=""3d6.(5D).4s""","=""a 6D""","=""3/2""",4,"=""""","=""2.178214""","=""""",
"=""3d6.(5D).4s""","=""a 6D""","=""1/2""",2,"=""""","=""2.186728""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""5/2""",6,"=""""","=""2.281614""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""7/2""",8,"=""""","=""2.297631""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""","=""9/2""",10,"=""""","=""2.319170""","=""""",
"=""3d6.(5D).4s""","=""a 4D""","=""7/2""",8,"=""""","=""2.888419""","=""""",
"=""3d6.(5D).4s""","=""a 4D""","=""5/2""",6,"=""""","=""2.919729""","=""""",
"=""3d6.(5D).4s""","=""a 4D""","=""3/2""",4,"=""""","=""2.940846""","=""""",
"=""3d6.(5D).4s""","=""a 4D""","=""1/2""",2,"=""""","=""2.953164""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 6P*""","=""3/2""",4,"=""""","=""3.072244""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 6P*""","=""5/2""",6,"=""""","=""3.073327""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 6P*""","=""7/2""",8,"=""""","=""3.075087""","=""""",
"=""3d5.4s2""","=""a 4G""","=""11/2""",12,"=""""","=""3.132553""","=""""",
"=""3d5.4s2""","=""a 4G""","=""5/2""",6,"=""""","=""3.134449""","=""""",
"=""3d5.4s2""","=""a 4G""","=""9/2""",10,"=""""","=""3.134994""","=""""",
"=""3d5.4s2""","=""a 4G""","=""7/2""",8,"=""""","=""3.135280""","=""""",
"=""3d5.4s2""","=""a 4P""","=""5/2""",6,"=""""","=""3.372561""","=""""",
"=""3d5.4s2""","=""a 4P""","=""3/2""",4,"=""""","=""3.378321""","=""""",
"=""3d5.4s2""","=""a 4P""","=""1/2""",2,"=""""","=""3.382518""","=""""",
"=""3d5.4s2""","=""b 4D""","=""7/2""",8,"=""""","=""3.763442""","=""""",
"=""3d5.4s2""","=""b 4D""","=""1/2""",2,"=""""","=""3.770575""","=""""",
"=""3d5.4s2""","=""b 4D""","=""5/2""",6,"=""""","=""3.771551""","=""""",
"=""3d5.4s2""","=""b 4D""","=""3/2""",4,"=""""","=""3.772307""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 4P*""","=""5/2""",6,"=""""","=""3.843653""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 4P*""","=""3/2""",4,"=""""","=""3.852985""","=""""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 4P*""","=""1/2""",2,"=""""","=""3.859002""","=""""",
"=""3d6.(3P2).4s""","=""b 4P""","=""5/2""",6,"=""""","=""4.193826""","=""""",
"=""3d6.(3H).4s""","=""a 4H""","=""13/2""",14,"=""""","=""4.232682""","=""""",
"=""3d6.(3H).4s""","=""a 4H""","=""11/2""",12,"=""""","=""4.246523""","=""""",
"=""3d6.(3H).4s""","=""a 4H""","=""9/2""",10,"=""""","=""4.258101""","=""""",
"=""3d6.(3H).4s""","=""a 4H""","=""7/2""",8,"=""""","=""4.267942""","=""""",
"=""3d6.(3P2).4s""","=""b 4P""","=""3/2""",4,"=""""","=""4.272913""","=""""",
"=""3d6.(3P2).4s""","=""b 4P""","=""1/2""",2,"=""""","=""4.320262""","=""""",
"=""3d6.(3F2).4s""","=""a 4F""","=""9/2""",10,"=""""","=""4.331847""","=""""",
"=""3d6.(3F2).4s""","=""a 4F""","=""7/2""",8,"=""""","=""4.344576""","=""""",
"=""3d6.(3F2).4s""","=""a 4F""","=""5/2""",6,"=""""","=""4.353703""","=""""",
"=""3d6.(3F2).4s""","=""a 4F""","=""3/2""",4,"=""""","=""4.359911""","=""""",
"=""3d5.(6S).4s.4p.(1P*)""","=""y 6P*""","=""3/2""",4,"=""""","=""4.424994""","=""""",
"=""3d5.(6S).4s.4p.(1P*)""","=""y 6P*""","=""5/2""",6,"=""""","=""4.429441""","=""""",
"=""3d5.(6S).4s.4p.(1P*)""","=""y 6P*""","=""7/2""",8,"=""""","=""4.434911""","=""""",
