Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d5.(6S).4s""","=""a 7S""","=""3""",7,"=""""","=""0.0000000""","=""""",
"=""3d5.(6S).4s""","=""a 5S""","=""2""",5,"=""""","=""1.1745014""","=""""",
"=""3d6""","=""a 5D""","=""4""",9,"=""""","=""1.7761810""","=""""",
"=""3d6""","=""a 5D""","=""3""",7,"=""""","=""1.8094049""","=""""",
"=""3d6""","=""a 5D""","=""2""",5,"=""""","=""1.8326359""","=""""",
"=""3d6""","=""a 5D""","=""1""",3,"=""""","=""1.8475137""","=""""",
"=""3d6""","=""a 5D""","=""0""",1,"=""""","=""1.8547882""","=""""",
"=""3d5.(4G).4s""","=""a 5G""","=""6""",13,"=""""","=""3.415425""","=""""",
"=""3d5.(4G).4s""","=""a 5G""","=""5""",11,"=""""","=""3.418399""","=""""",
"=""3d5.(4G).4s""","=""a 5G""","=""4""",9,"=""""","=""3.419929""","=""""",
"=""3d5.(4G).4s""","=""a 5G""","=""3""",7,"=""""","=""3.420542""","=""""",
"=""3d5.(4G).4s""","=""a 5G""","=""2""",5,"=""""","=""3.420645""","=""""",
"=""3d6""","=""a 3P""","=""2""",5,"=""""","=""3.703336""","=""""",
"=""3d5.(4P).4s""","=""a 5P""","=""3""",7,"=""""","=""3.7058299""","=""""",
"=""3d5.(4P).4s""","=""a 5P""","=""2""",5,"=""""","=""3.7095383""","=""""",
"=""3d5.(4P).4s""","=""a 5P""","=""1""",3,"=""""","=""3.7135045""","=""""",
"=""3d6""","=""a 3H""","=""6""",13,"=""""","=""3.784458""","=""""",
"=""3d6""","=""a 3H""","=""5""",11,"=""""","=""3.803774""","=""""",
"=""3d6""","=""a 3P""","=""1""",3,"=""""","=""3.804450""","=""""",
"=""3d6""","=""a 3H""","=""4""",9,"=""""","=""3.818225""","=""""",
"=""3d6""","=""a 3P""","=""0""",1,"=""""","=""3.846263""","=""""",
"=""3d6""","=""a 3F""","=""4""",9,"=""""","=""3.907326""","=""""",
"=""3d6""","=""a 3F""","=""3""",7,"=""""","=""3.925593""","=""""",
"=""3d6""","=""a 3F""","=""2""",5,"=""""","=""3.937888""","=""""",
"=""3d5.(4D).4s""","=""b 5D""","=""4""",9,"=""""","=""4.0651815""","=""""",
"=""3d5.(4D).4s""","=""b 5D""","=""0""",1,"=""""","=""4.068968""","=""""",
"=""3d5.(4D).4s""","=""b 5D""","=""1""",3,"=""""","=""4.0712369""","=""""",
"=""3d5.(4D).4s""","=""b 5D""","=""3""",7,"=""""","=""4.073782""","=""""",
"=""3d5.(4D).4s""","=""b 5D""","=""2""",5,"=""""","=""4.0740154""","=""""",
"=""3d5.(4G).4s""","=""a 3G""","=""5""",11,"=""""","=""4.1097923""","=""""",
"=""3d5.(4G).4s""","=""a 3G""","=""4""",9,"=""""","=""4.122308""","=""""",
"=""3d5.(4G).4s""","=""a 3G""","=""3""",7,"=""""","=""4.1260367""","=""""",
"=""3d6""","=""b 3G""","=""5""",11,"=""""","=""4.3099509""","=""""",
"=""3d6""","=""b 3G""","=""4""",9,"=""""","=""4.3283838""","=""""",
"=""3d6""","=""b 3G""","=""3""",7,"=""""","=""4.3400408""","=""""",
"=""3d5.(4P).4s""","=""b 3P""","=""2""",5,"=""""","=""4.4974797""","=""""",
"=""3d5.(4P).4s""","=""b 3P""","=""1""",3,"=""""","=""4.5086407""","=""""",
"=""3d5.(4P).4s""","=""b 3P""","=""0""",1,"=""""","=""4.516524""","=""""",
"=""3d6""","=""a 3D""","=""1""",3,"=""""","=""4.688076""","=""""",
"=""3d6""","=""a 3D""","=""2""",5,"=""""","=""4.6925818""","=""""",
"=""3d6""","=""a 3D""","=""3""",7,"=""""","=""4.6929866""","=""""",
"=""3d5.(6S).4p""","=""z 7P*""","=""2""",5,"=""""","=""4.7568065""","=""""",
"=""3d5.(6S).4p""","=""z 7P*""","=""3""",7,"=""""","=""4.7787381""","=""""",
"=""3d6""","=""a 1I""","=""6""",13,"=""""","=""4.800700""","=""""",
"=""3d5.(6S).4p""","=""z 7P*""","=""4""",9,"=""""","=""4.8114165""","=""""",
"=""3d6""","=""a 1G""","=""4""",9,"=""""","=""4.823218""","=""""",
"=""3d5.(4D).4s""","=""b 3D""","=""3""",7,"=""""","=""4.9356240""","=""""",
