Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""4s2.4p6""","=""1S""","=""0""",1,"=""""","=""0.00000000""","=""""",
"=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""",5,"=""""","=""9.91523229""","=""""",
"=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",3,"=""""","=""10.03240062""","=""""",
"=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",1,"=""""","=""10.56241430""","=""""",
"=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",3,"=""""","=""10.64363486""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",3,"=""""","=""11.30345525""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",7,"=""""","=""11.44304735""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",5,"=""""","=""11.44465635""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",3,"=""""","=""11.52611591""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",5,"=""""","=""11.54582278""","=""""",
"=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",1,"=""""","=""11.66602815""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",1,"=""""","=""11.9981361""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",3,"=""""","=""12.0370298""","=""""",
"=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",3,"=""""","=""12.10035133""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",5,"=""""","=""12.1117410""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",9,"=""""","=""12.1253182""","=""""",
"=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",3,"=""""","=""12.14042693""","=""""",
"=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",5,"=""""","=""12.14365295""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",7,"=""""","=""12.1785051""","=""""",
"=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",1,"=""""","=""12.25646659""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",5,"=""""","=""12.2579989""","=""""",
"=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",7,"=""""","=""12.2842759""","=""""",
"=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",5,"=""""","=""12.3521591""","=""""",
