Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""4s2.4p2""","=""3P""","=""0""",1,"=""""","=""0.00000""","=""""",
"=""4s2.4p2""","=""3P""","=""1""",3,"=""""","=""0.464055""","=""""",
"=""4s2.4p2""","=""3P""","=""2""",5,"=""""","=""0.941702""","=""""",
"=""4s2.4p2""","=""1D""","=""2""",5,"=""""","=""2.445332""","=""""",
"=""4s2.4p2""","=""1S""","=""0""",1,"=""""","=""4.860667""","=""""",
"=""4s.4p3""","=""3D*""","=""1""",3,"=""""","=""16.075563""","=""""",
"=""4s.4p3""","=""3D*""","=""2""",5,"=""""","=""16.090579""","=""""",
"=""4s.4p3""","=""3D*""","=""3""",7,"=""""","=""16.243966""","=""""",
"=""4s.4p3""","=""3P*""","=""0""",1,"=""""","=""18.340397""","=""""",
"=""4s.4p3""","=""3P*""","=""1""",3,"=""""","=""18.385218""","=""""",
"=""4s.4p3""","=""3P*""","=""2""",5,"=""""","=""18.432534""","=""""",
"=""4s.4p3""","=""1D*""","=""2""",5,"=""""","=""20.257427""","=""""",
"=""4s.4p3""","=""3S*""","=""1""",3,"=""""","=""22.944955""","=""""",
"=""4s2.4p.4d""","=""3F*""","=""2""",5,"=""""","=""23.5916""","=""""",
"=""4s2.4p.4d""","=""3F*""","=""3""",7,"=""""","=""23.9226""","=""""",
"=""4s.4p3""","=""1P*""","=""1""",3,"=""""","=""24.058025""","=""""",
"=""4s2.4p.4d""","=""3P*""","=""2""",5,"=""""","=""26.202395""","=""""",
"=""4s2.4p.4d""","=""3P*""","=""1""",3,"=""""","=""26.524295""","=""""",
"=""4s2.4p.4d""","=""3P*""","=""0""",1,"=""""","=""26.832695""","=""""",
"=""4s2.4p.4d""","=""1D*""","=""2""",5,"=""""","=""26.889016""","=""""",
"=""4s2.4p.4d""","=""3D*""","=""1""",3,"=""""","=""27.121148""","=""""",
"=""4s2.4p.4d""","=""3D*""","=""3""",7,"=""""","=""27.199848""","=""""",
"=""4s2.4p.4d""","=""3D*""","=""2""",5,"=""""","=""27.254612""","=""""",
"=""4s2.4p.4d""","=""1F*""","=""3""",7,"=""""","=""29.027288""","=""""",
"=""4s2.4p.4d""","=""1P*""","=""1""",3,"=""""","=""29.473596""","=""""",
"=""4s2.4p.5s""","=""3P*""","=""1""",3,"=""""","=""29.8710""","=""""",
"=""4s2.4p.5s""","=""3P*""","=""2""",5,"=""""","=""30.5991""","=""""",
"=""4s2.4p.5s""","=""1P*""","=""1""",3,"=""""","=""31.1192""","=""""",
"=""4s2.4p.5p""","=""3D""","=""1""",3,"=""""","=""34.5827""","=""""",
"=""4s2.4p.5p""","=""1P""","=""1""",3,"=""""","=""35.1568""","=""""",
"=""4s2.4p.5p""","=""3D""","=""2""",5,"=""""","=""35.1715""","=""""",
"=""4s2.4p.5p""","=""3P""","=""1""",3,"=""""","=""35.7921""","=""""",
"=""4s2.4p.5p""","=""3D""","=""3""",7,"=""""","=""35.9552""","=""""",
"=""4s2.4p.5p""","=""3P""","=""2""",5,"=""""","=""36.0965""","=""""",
"=""4s2.4p.5p""","=""3S""","=""1""",3,"=""""","=""36.4148""","=""""",
"=""4s2.4p.5p""","=""1D""","=""2""",5,"=""""","=""36.7737""","=""""",
"=""4s2.4p.5p""","=""1S""","=""0""",1,"=""""","=""38.1458""","=""""",
"=""4p4""","=""3P""","=""2""",5,"=""""","=""38.86645""","=""""",
"=""4p4""","=""3P""","=""1""",3,"=""""","=""39.48161""","=""""",
"=""4p4""","=""3P""","=""0""",1,"=""""","=""39.62131""","=""""",
"=""4p4""","=""1D""","=""2""",5,"=""""","=""41.07034""","=""""",
"=""4p4""","=""1S""","=""0""",1,"=""""","=""44.20927""","=""""",
"=""Kr VI (4p 2P*<1/2>)""","=""Limit""","=""---""",,"=""[""","=""64.69""","=""]""",
