Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""4s2.4p5""","=""2P*""","=""3/2""",4,"=""""","=""0.000000""","=""""",
"=""4s2.4p5""","=""2P*""","=""1/2""",2,"=""""","=""0.665808""","=""""",
"=""4s.4p6""","=""2S""","=""1/2""",2,"=""""","=""13.514322""","=""""",
"=""4s2.4p4.(3P).5s""","=""4P""","=""5/2""",6,"=""""","=""13.988923""","=""""",
"=""4s2.4p4.(3P).5s""","=""4P""","=""3/2""",4,"=""""","=""14.2695909""","=""""",
"=""4s2.4p4.(3P).5s""","=""4P""","=""1/2""",2,"=""""","=""14.5809157""","=""""",
"=""4s2.4p4.(3P).5s""","=""2P""","=""3/2""",4,"=""""","=""14.6889484""","=""""",
"=""4s2.4p4.(3P).4d""","=""4D""","=""7/2""",8,"=""""","=""14.904124""","=""""",
"=""4s2.4p4.(3P).4d""","=""4D""","=""5/2""",6,"=""""","=""14.931036""","=""""",
"=""4s2.4p4.(3P).4d""","=""4D""","=""3/2""",4,"=""""","=""15.002134""","=""""",
"=""4s2.4p4.(3P).5s""","=""2P""","=""1/2""",2,"=""""","=""15.0023545""","=""""",
"=""4s2.4p4.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""15.098739""","=""""",
"=""4s2.4p4.(3P).4d""","=""4F""","=""9/2""",10,"=""""","=""15.622111""","=""""",
"=""4s2.4p4.(1D).5s""","=""2D""","=""3/2""",4,"=""""","=""15.820073""","=""""",
"=""4s2.4p4.(1D).5s""","=""2D""","=""5/2""",6,"=""""","=""15.852807""","=""""",
"=""4s2.4p4.(3P).4d""","=""4F""","=""7/2""",8,"=""""","=""15.861239""","=""""",
"=""4s2.4p4.4d""","=""""","=""1/2""",2,"=""""","=""16.057823""","=""""",
"=""4s2.4p4.(3P).4d""","=""4F""","=""5/2""",6,"=""""","=""16.080402""","=""""",
"=""4s2.4p4.(3P).4d""","=""4F""","=""3/2""",4,"=""""","=""16.181516""","=""""",
"=""4s2.4p4.(3P).4d""","=""4P""","=""1/2""",2,"=""""","=""16.228719""","=""""",
"=""4s2.4p4.(3P).4d""","=""2P""","=""3/2""",4,"=""""","=""16.288480""","=""""",
"=""4s2.4p4.(3P).4d""","=""2F""","=""7/2""",8,"=""""","=""16.320302""","=""""",
"=""4s2.4p4.4d""","=""""","=""3/2""",4,"=""""","=""16.485623""","=""""",
"=""4s2.4p4.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""16.486240""","=""""",
"=""4s2.4p4.(3P).5p""","=""4P*""","=""5/2""",6,"=""""","=""16.6044423""","=""""",
"=""4s2.4p4.(3P).5p""","=""4P*""","=""3/2""",4,"=""""","=""16.6494248""","=""""",
"=""4s2.4p4.(3P).4d""","=""2F""","=""5/2""",6,"=""""","=""16.684175""","=""""",
"=""4s2.4p4.4d""","=""""","=""3/2""",4,"=""""","=""16.690928""","=""""",
"=""4s2.4p4.(3P).5p""","=""4P*""","=""1/2""",2,"=""""","=""16.8347312""","=""""",
"=""4s2.4p4.(3P).5p""","=""4D*""","=""7/2""",8,"=""""","=""16.8347499""","=""""",
"=""4s2.4p4.(3P).5p""","=""4D*""","=""5/2""",6,"=""""","=""16.8704343""","=""""",
"=""4s2.4p4.4d""","=""""","=""5/2""",6,"=""""","=""16.998005""","=""""",
"=""4s2.4p4.(3P).5p""","=""4D*""","=""3/2""",4,"=""""","=""17.1568850""","=""""",
"=""4s2.4p4.(3P).5p""","=""2P*""","=""1/2""",2,"=""""","=""17.2463964""","=""""",
"=""4s2.4p4.(3P).5p""","=""2D*""","=""5/2""",6,"=""""","=""17.3723222""","=""""",
"=""4s2.4p4.(3P).5p""","=""2P*""","=""3/2""",4,"=""""","=""17.3745746""","=""""",
"=""4s2.4p4.(3P).5p""","=""4D*""","=""1/2""",2,"=""""","=""17.3778065""","=""""",
"=""4s2.4p4.(3P).5p""","=""4S*""","=""3/2""",4,"=""""","=""17.5711590""","=""""",
"=""4s2.4p4.(3P).5p""","=""2D*""","=""3/2""",4,"=""""","=""17.6050048""","=""""",
"=""4s2.4p4.(3P).5p""","=""2S*""","=""1/2""",2,"=""""","=""17.6506186""","=""""",
"=""4s2.4p4.(1S).5s""","=""2S""","=""1/2""",2,"=""""","=""18.078372""","=""""",
"=""4s2.4p4.(1D).5p""","=""2F*""","=""5/2""",6,"=""""","=""18.494926""","=""""",
"=""4s2.4p4.(1D).4d""","=""2D""","=""5/2""",6,"=""""","=""18.537381""","=""""",
"=""4s2.4p4.(1D).5p""","=""2F*""","=""7/2""",8,"=""""","=""18.560782""","=""""",
"=""4s2.4p4.(1D).4d""","=""2D""","=""3/2""",4,"=""""","=""18.619715""","=""""",
"=""4s2.4p4.(1D).5p""","=""2P*""","=""3/2""",4,"=""""","=""18.622635""","=""""",
"=""4s2.4p4.(1D).4d""","=""2P""","=""3/2""",4,"=""""","=""18.824070""","=""""",
"=""4s2.4p4.(1D).4d""","=""2P""","=""1/2""",2,"=""""","=""18.868538""","=""""",
"=""4s2.4p4.(1D).5p""","=""2D*""","=""3/2""",4,"=""""","=""18.869171""","=""""",
"=""4s2.4p4.(1D).5p""","=""2P*""","=""1/2""",2,"=""""","=""18.875254""","=""""",
"=""4s2.4p4.(1D).5p""","=""2D*""","=""5/2""",6,"=""""","=""18.884589""","=""""",
"=""4s2.4p4.(3P).6s""","=""4P""","=""5/2""",6,"=""""","=""19.475108""","=""""",
"=""4s2.4p4.(3P).6s""","=""4P""","=""3/2""",4,"=""""","=""19.575078""","=""""",
"=""4s2.4p4.(1D).4d""","=""2S""","=""1/2""",2,"=""""","=""19.936031""","=""""",
"=""4s2.4p4.(1S).4d""","=""2D""","=""5/2""",6,"=""""","=""19.962923""","=""""",
"=""4s2.4p4.(3P).5d""","=""4D""","=""7/2""",8,"=""""","=""19.996617""","=""""",
"=""4s2.4p4.(1S).4d""","=""2D""","=""3/2""",4,"=""""","=""20.011988""","=""""",
"=""4s2.4p4.(3P).5d""","=""4D""","=""5/2""",6,"=""""","=""20.017261""","=""""",
"=""4s2.4p4.(3P).6s""","=""2P""","=""3/2""",4,"=""""","=""20.060664""","=""""",
