---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations            |     Terms    |         Observed   |           |           Ritz     |           |          |        Ei           Ek        |  gi   gk  |    Aki     |    fik    | Acc. |Type|        TP  |    Line  |
  No.  |                                     |              |        Wavelength/ |   Uncert. |        Wavelength/ |   Uncert. |   Unit   |       (eV)         (eV)       |           |   (s^-1)   |           |      |    |       Ref. |    Ref.  |
       |                                     |              |        Wavenumber  |           |        Wavenumber  |           |          |                               |           |            |           |      |    |            |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    33 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2P*).4p |   1D* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         164.9570   |  0.0020   |         164.95533  |  0.00004  | nm (vac) |  22.2588235   -   29.7750520  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    34 |                                     |   1D* - 1P   |         160.5710   |  0.0020   |         160.57128  |  0.00005  | nm (vac) |  22.2588235   -   29.9802663  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    35 |                                     |   1D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         157.1920   |  0.0020   |         157.189344 |  0.000023 | nm (vac) |  22.2588235   -   30.1463937  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    36 |                                     |   1D* - 1D   |         154.2540   |  0.0020   |         154.252997 |  0.000017 | nm (vac) |  22.2588235   -   30.29654080 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    37 | 3s2.3p3.(4S*).4s - 3s2.3p3.(4S*).4p |   3S* - 3P   |                    |           |         351.196332 |           | nm (air) |  22.40125602  -   25.93058528 |   3 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         350.93333  |  0.00001  |         350.933330 |  0.000017 | nm (air) |  22.40125602  -   25.93323021 |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |         351.11485  |  0.00001  |         351.114850 |  0.000017 | nm (air) |  22.40125602  -   25.93140430 |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         351.42004  |  0.00001  |         351.420041 |  0.000017 | nm (air) |  22.40125602  -   25.92833862 |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    38 | 3s2.3p3.(4S*).4s - 3s2.3p3.(2D*).4p |   3S* - 3P   |                    |           |         196.831914 |           | nm (vac) |  22.40125602  -   28.70024463 |   3 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         195.78465  |  0.00010  |         195.784673 |  0.000012 | nm (vac) |  22.40125602  -   28.7339376  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |         196.27446  |  0.00011  |         196.274516 |  0.000008 | nm (vac) |  22.40125602  -   28.71813306 |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         197.37937  |  0.00007  |         197.379390 |  0.000006 | nm (vac) |  22.40125602  -   28.68277299 |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    39 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2D*).4p |   3F* - 3D   |                    |           |         258.57230  |           | nm (air) |  23.1363573   -   27.92987570 |  21 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         256.329    |  0.004    |         256.32535  |  0.00006  | nm (air) |  23.1110123   -   27.94654815 |   9 - 7   |            |           |      |    |            |   L7491  |
       |                                     |              |         258.017    |  0.004    |         258.01444  |  0.00013  | nm (air) |  23.1426661   -   27.94654815 |   7 - 7   |            |           |      |    |            |   L7491  |
       |                                     |              |         259.6634   |  0.0020   |         259.66205  |  0.00013  | nm (air) |  23.1731458   -   27.94654815 |   5 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |         259.725    |  0.004    |         259.72323  |  0.00013  | nm (air) |  23.1426661   -   27.91494398 |   7 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |         261.344    |  0.004    |         261.34235  |  0.00013  | nm (air) |  23.1731458   -   27.91585952 |   5 - 3   |            |           |      |    |            |   L7491  |
       |                                     |              |         261.395    |  0.004    |         261.39281  |  0.00013  | nm (air) |  23.1731458   -   27.91494398 |   5 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    40 |                                     |   3F* - 3F   |                    |           |         250.40737  |           | nm (air) |  23.1363573   -   28.08616569 |  21 - 21  | 3.1e+07    | 2.9e-02   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         248.41045  |  0.00009  |         248.41053  |  0.00006  | nm (air) |  23.1110123   -   28.10060677 |   9 - 9   | 3.0e+07    | 2.8e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         249.295    |  0.004    |         249.29343  |  0.00006  | nm (air) |  23.1110123   -   28.08293673 |   9 - 7   | 2.5e+06    | 1.8e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         249.996    |  0.004    |         249.99661  |  0.00013  | nm (air) |  23.1426661   -   28.10060677 |   7 - 9   | 2.0e+06    | 2.4e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         250.891    |  0.004    |         250.89084  |  0.00013  | nm (air) |  23.1426661   -   28.08293673 |   7 - 7   | 2.6e+07    | 2.5e-02   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         251.826    |  0.004    |         251.82088  |  0.00013  | nm (air) |  23.1426661   -   28.06469227 |   7 - 5   | 3.4e+06    | 2.3e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         252.448    |  0.004    |         252.44847  |  0.00012  | nm (air) |  23.1731458   -   28.08293673 |   5 - 7   | 2.5e+06    | 3.3e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         253.392    |  0.004    |         253.39011  |  0.00012  | nm (air) |  23.1731458   -   28.06469227 |   5 - 5   | 2.7e+07    | 2.6e-02   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    41 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2P*).4p |   3F* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         185.56497  |  0.00003  |         185.56495  |  0.00003  | nm (vac) |  23.1110123   -   29.79245706 |   9 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         186.4500   |  0.0020   |         186.44826  |  0.00007  | nm (vac) |  23.1426661   -   29.79245706 |   7 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |         186.56622  |  0.00008  |         186.56625  |  0.00007  | nm (vac) |  23.1426661   -   29.7882517  |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         187.4270   |  0.0020   |         187.42587  |  0.00007  | nm (vac) |  23.1731458   -   29.7882517  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         187.80060  |  0.00005  |         187.80061  |  0.00008  | nm (vac) |  23.1731458   -   29.7750520  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    42 | 3s2.3p3.(2D*).3d - 3s2.3p3.(4S*).4p |   3D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         454.8565   |  0.0020   |         454.85516  |  0.00017  | nm (air) |  23.2063731   -   25.93140430 |   3 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         468.7618   |  0.0020   |         468.75929  |  0.00013  | nm (air) |  23.2872005   -   25.93140430 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         489.1984   |  0.0020   |         489.19581  |  0.00010  | nm (air) |  23.3976625   -   25.93140430 |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    43 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2D*).4p |   3D* - 3D   |                    |           |         269.02443  |           | nm (air) |  23.3225840   -   27.92987570 |  15 - 15  | 4.8e+07    | 5.2e-02   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         263.18635  |  0.00008  |         263.18633  |  0.00006  | nm (air) |  23.2063731   -   27.91585952 |   3 - 3   | 3.7e+07    | 3.8e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         263.240    |  0.004    |         263.23751  |  0.00006  | nm (air) |  23.2063731   -   27.91494398 |   3 - 5   | 7.5e+06    | 1.3e-02   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         266.022    |  0.004    |         266.01862  |  0.00004  | nm (air) |  23.2872005   -   27.94654815 |   5 - 7   | 5.5e+06    | 8.2e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         267.787    |  0.004    |         267.78246  |  0.00004  | nm (air) |  23.2872005   -   27.91585952 |   5 - 3   | 1.2e+07    | 7.7e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         267.83541  |  0.00004  |         267.83544  |  0.00004  | nm (air) |  23.2872005   -   27.91494398 |   5 - 5   | 3.4e+07    | 3.7e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         272.47879  |  0.00003  |         272.47880  |  0.00003  | nm (air) |  23.3976625   -   27.94654815 |   7 - 7   | 4.2e+07    | 4.7e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         274.389    |  0.004    |         274.38524  |  0.00003  | nm (air) |  23.3976625   -   27.91494398 |   7 - 5   | 7.3e+06    | 5.9e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    44 |                                     |   3D* - 3F   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         259.441    |  0.004    |         259.43977  |  0.00004  | nm (air) |  23.2872005   -   28.06469227 |   5 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |         264.547    |  0.004    |         264.54648  |  0.00003  | nm (air) |  23.3976625   -   28.08293673 |   7 - 7   |            |           |      |    |            |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    45 |                                     |   3D* - 3P   |                    |           |         230.48321  |           | nm (air) |  23.3225840   -   28.70024463 |  15 - 9   | 6.5e+07    | 3.1e-02   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         224.23208  |  0.00005  |         224.23210  |  0.00004  | nm (air) |  23.2063731   -   28.7339376  |   3 - 1   | 6.7e+07    | 1.7e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         224.873    |  0.004    |         224.87513  |  0.00004  | nm (air) |  23.2063731   -   28.71813306 |   3 - 3   | 1.7e+07    | 1.3e-02   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |                    |           |         226.32724  |  0.00010  | nm (air) |  23.2063731   -   28.68277299 |   3 - 5   | 6.6e+05    | 8.5e-04   | E    |    | T1619CA,LS |          |
       |                                     |              |         228.22225  |  0.00004  |         228.22221  |  0.00003  | nm (air) |  23.2872005   -   28.71813306 |   5 - 3   | 4.9e+07    | 2.3e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |         229.715    |  0.004    |         229.71800  |  0.00003  | nm (air) |  23.2872005   -   28.68277299 |   5 - 5   | 9.8e+06    | 7.8e-03   | E    |    | T1619CA,LS |   L7491  |
       |                                     |              |         234.51968  |  0.00003  |         234.519667 |  0.000023 | nm (air) |  23.3976625   -   28.68277299 |   7 - 5   | 5.4e+07    | 3.2e-02   | E    |    | T1619CA,LS |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    46 | 3s2.3p3.(2D*).3d - 3s2.3p3.(2P*).4p |   3D* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         190.7140   |  0.0020   |         190.71408  |  0.00003  | nm (vac) |  23.2872005   -   29.7882517  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    47 |                                     |   3D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         178.6520   |  0.0020   |         178.65105  |  0.00003  | nm (vac) |  23.2063731   -   30.1463937  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         179.3640   |  0.0020   |         179.36397  |  0.00013  | nm (vac) |  23.2063731   -   30.118809   |   3 - 1   |            |           |      |    |            |   L9366  |
       |                                     |              |         179.8500   |  0.0020   |         179.850104 |  0.000020 | nm (vac) |  23.2872005   -   30.18095237 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         182.7800   |  0.0020   |         182.778860 |  0.000014 | nm (vac) |  23.3976625   -   30.18095237 |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    48 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2D*).4p |   3P* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         270.1079   |  0.0020   |         270.1062   |  0.0022   | nm (air) |  23.32702     -   27.91585952 |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         272.8562   |  0.0020   |         272.85437  |  0.00011  | nm (air) |  23.3732349   -   27.91585952 |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         279.4976   |  0.0020   |         279.49416  |  0.00016  | nm (air) |  23.4802304   -   27.91494398 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    49 |                                     |   3P* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         229.9062   |  0.0020   |         229.9080   |  0.0016   | nm (air) |  23.32702     -   28.71813306 |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         231.21238  |  0.00008  |         231.21238  |  0.00008  | nm (air) |  23.3732349   -   28.7339376  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |         236.6317   |  0.0020   |         236.63351  |  0.00011  | nm (air) |  23.4802304   -   28.71813306 |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         238.2403   |  0.0020   |         238.24196  |  0.00011  | nm (air) |  23.4802304   -   28.68277299 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    50 | 3s2.3p3.(2P*).3d - 3s2.3p3.(2P*).4p |   3P* - 3S   |                    |           |         199.05186  |           | nm (vac) |  23.427542    -   29.6562805  |   9 - 3   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         195.8890   |  0.0020   |         195.8905   |  0.0012   | nm (vac) |  23.32702     -   29.6562805  |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         197.3300   |  0.0020   |         197.33137  |  0.00006  | nm (vac) |  23.3732349   -   29.6562805  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         200.68505  |  0.00009  |         200.68507  |  0.00008  | nm (air) |  23.4802304   -   29.6562805  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    51 |                                     |   3P* - 3D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         196.5490   |  0.0020   |         196.55006  |  0.00008  | nm (vac) |  23.4802304   -   29.7882517  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    52 |                                     |   3P* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         185.0320   |  0.0020   |         185.03110  |  0.00007  | nm (vac) |  23.4802304   -   30.18095237 |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         185.9890   |  0.0020   |         185.99034  |  0.00007  | nm (vac) |  23.4802304   -   30.1463937  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    53 | 3s2.3p3.(2D*).4s - 3s2.3p3.(2D*).4p |   3D* - 1P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         369.5988   |  0.0020   |         369.60863  |  0.00010  | nm (air) |  24.37717952  -   27.7306976  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    54 |                                     |   3D* - 3D   |                    |           |         349.199733 |           | nm (air) |  24.38036759  -   27.92987570 |  15 - 15  | 1.8e+08    | 3.3e-01   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         347.261    |  0.005    |         347.256675 |  0.000018 | nm (air) |  24.37717952  -   27.94654815 |   5 - 7   | 2.0e+07    | 5.1e-02   | D    |    | T1619CA,LS |   L7492  |
       |                                     |              |         348.05020  |  0.00001  |         348.050191 |  0.000018 | nm (air) |  24.38531705  -   27.94654815 |   7 - 7   | 1.6e+08    | 2.9e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         349.96693  |  0.00001  |         349.966922 |  0.000018 | nm (air) |  24.37413232  -   27.91585952 |   3 - 3   | 1.3e+08    | 2.4e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         350.058    |  0.005    |         350.057415 |  0.000017 | nm (air) |  24.37413232  -   27.91494398 |   3 - 5   | 2.6e+07    | 8.0e-02   | D    |    | T1619CA,LS |   L7492  |
       |                                     |              |         350.26828  |  0.00001  |         350.268291 |  0.000016 | nm (air) |  24.37717952  -   27.91585952 |   5 - 3   | 4.3e+07    | 4.7e-02   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         350.35894  |  0.00001  |         350.358940 |  0.000014 | nm (air) |  24.37717952  -   27.91494398 |   5 - 5   | 1.2e+08    | 2.2e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         351.16671  |  0.00001  |         351.166713 |  0.000014 | nm (air) |  24.38531705  -   27.91494398 |   7 - 5   | 2.6e+07    | 3.4e-02   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    55 |                                     |   3D* - 3F   |                    |           |         334.471982 |           | nm (air) |  24.38036759  -   28.08616569 |  15 - 21  | 2.0e+08    | 4.7e-01   |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         333.61746  |  0.00001  |         333.617463 |  0.000017 | nm (air) |  24.38531705  -   28.10060677 |   7 - 9   | 2.0e+08    | 4.3e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         334.47567  |  0.00001  |         334.475673 |  0.000016 | nm (air) |  24.37717952  -   28.08293673 |   5 - 7   | 1.8e+08    | 4.2e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         335.211    |  0.005    |         335.211793 |  0.000016 | nm (air) |  24.38531705  -   28.08293673 |   7 - 7   | 2.2e+07    | 3.7e-02   | D    |    | T1619CA,LS |   L7492  |
       |                                     |              |         335.85305  |  0.00001  |         335.853046 |  0.000020 | nm (air) |  24.37413232  -   28.06469227 |   3 - 5   | 1.6e+08    | 4.5e-01   | D    |    | T1619CA,LS |  L11520  |
       |                                     |              |         336.128    |  0.005    |         336.130589 |  0.000018 | nm (air) |  24.37717952  -   28.06469227 |   5 - 5   | 3.0e+07    | 5.1e-02   | D    |    | T1619CA,LS |   L7492  |
       |                                     |              |                    |           |         336.874020 |  0.000010 | nm (air) |  24.38531705  -   28.06469227 |   7 - 5   | 8.5e+05    | 1.0e-03   | E    |    | T1619CA,LS |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    56 |                                     |   3D* - 1F   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         326.3879   |  0.0020   |         326.394301 |  0.000018 | nm (air) |  24.37717952  -   28.17468645 |   5 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    57 |                                     |   3D* - 3P   |                    |           |         286.924404 |           | nm (air) |  24.38036759  -   28.70024463 |  15 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         284.29654  |  0.00002  |         284.29655  |  0.00003  | nm (air) |  24.37413232  -   28.7339376  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |         285.33088  |  0.00002  |         285.330940 |  0.000019 | nm (air) |  24.37413232  -   28.71813306 |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         285.53126  |  0.00001  |         285.531242 |  0.000018 | nm (air) |  24.37717952  -   28.71813306 |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         287.665    |  0.005    |         287.672701 |  0.000015 | nm (air) |  24.37413232  -   28.68277299 |   3 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         287.87636  |  0.00005  |         287.876305 |  0.000013 | nm (air) |  24.37717952  -   28.68277299 |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         288.42144  |  0.00001  |         288.421444 |  0.000013 | nm (air) |  24.38531705  -   28.68277299 |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    58 |                                     |   3D* - 1D   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         253.8297   |  0.0020   |         253.835366 |  0.000013 | nm (air) |  24.38531705  -   29.26828372 |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    59 | 3s2.3p3.(2D*).4s - 3s2.3p3.(2P*).4p |   3D* - 3D   |                    |           |         229.223697 |           | nm (air) |  24.38036759  -   29.7875743  |  15 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         228.882    |  0.003    |         228.882034 |  0.000008 | nm (air) |  24.37717952  -   29.79245706 |   5 - 7   |            |           |      |    |            |   L7493  |
       |                                     |              |         228.931    |  0.003    |         228.930999 |  0.000022 | nm (air) |  24.37413232  -   29.7882517  |   3 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         229.061    |  0.003    |         229.059931 |  0.000022 | nm (air) |  24.37717952  -   29.7882517  |   5 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         229.22648  |  0.00008  |         229.226523 |  0.000008 | nm (air) |  24.38531705  -   29.79245706 |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         229.405    |  0.003    |         229.404956 |  0.000022 | nm (air) |  24.38531705  -   29.7882517  |   7 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         229.491    |  0.003    |         229.49055  |  0.00006  | nm (air) |  24.37413232  -   29.7750520  |   3 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |         229.624    |  0.003    |         229.62011  |  0.00006  | nm (air) |  24.37717952  -   29.7750520  |   5 - 3   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    60 |                                     |   3D* - 3P   |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         213.859    |  0.003    |         213.859422 |  0.000008 | nm (air) |  24.38531705  -   30.18095237 |   7 - 5   |            |           |      |    |            |   L7493  |
       |                                     |              |         214.83890  |  0.00006  |         214.83894  |  0.00003  | nm (air) |  24.37717952  -   30.1463937  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         215.753    |  0.003    |         215.75668  |  0.00019  | nm (air) |  24.37413232  -   30.118809   |   3 - 1   |            |           |      |    |            |   L7493  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    61 | 3s2.3p3.(2D*).4s - 3s2.3p3.(2D*).4p |   1D* - 1P   |         418.29667  |  0.00012  |         418.29661  |  0.00012  | nm (air) |  24.76750685  -   27.7306976  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    62 |                                     |   1D* - 1F   |         363.78731  |  0.00001  |         363.78731  |  0.00003  | nm (air) |  24.76750685  -   28.17468645 |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
    63 |                                     |   1D* - 1D   |         275.39148  |  0.00001  |         275.391479 |  0.000017 | nm (air) |  24.76750685  -   29.26828372 |   5 - 5   |            |           |      |    |            |  L11520  |
