---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |           Observed   |           |             Ritz     |            |          |         Ei           Ek         |  gi   gk  |     Aki     |     fik     | Acc. |Type|    TP  |    Line  |
  No.  |                                         |                |          Wavelength/ |   Uncert. |          Wavelength/ |    Uncert. |   Unit   |        (eV)         (eV)        |           |   (s^-1)    |             |      |    |   Ref. |    Ref.  |
       |                                         |                |          Wavenumber  |           |          Wavenumber  |            |          |                                 |           |             |             |      |    |        |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                |          239.600     |  0.002    |          239.599581  |  0.000004  | nm (air) |  19.64258207   -   24.81564826  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   277 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6s    |    4D* - 2P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          236.00586   |  0.00001  |          236.005882  |  0.000003  | nm (air) |  19.549011775  -   24.800842727 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          236.91884   |  0.00004  |          236.918838  |  0.000004  | nm (air) |  19.64258207   -   24.87417696  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |          238.79317   |  0.00002  |          238.793150  |  0.000003  | nm (air) |  19.61030789   -   24.800842727 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          240.2900    |  0.0006   |          240.287347  |  0.000003  | nm (air) |  19.64258207   -   24.800842727 |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   278 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).4d    |    4D* - 2F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          235.41315   |  0.00001  |          235.413150  |  0.000003  | nm (air) |  19.549011775  -   24.814064898 |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |          237.6430    |  0.0006   |          237.642601  |  0.000003  | nm (air) |  19.61030789   -   24.82597075  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   279 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5d    |    4D* - 4F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          226.9598    |  0.0006   |          226.958401  |  0.000003  | nm (air) |  19.549011775  -   25.01018340  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          228.87656   |  0.00001  |          228.876560  |  0.000003  | nm (air) |  19.549011775  -   24.96441882  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          229.04247   |  0.00001  |          229.042477  |  0.000003  | nm (air) |  19.49453389   -   24.90601840  |   8 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |          229.53493   |  0.00001  |          229.534931  |  0.000003  | nm (air) |  19.61030789   -   25.01018340  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          230.91519   |  0.00001  |          230.915195  |  0.000004  | nm (air) |  19.64258207   -   25.01018340  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          231.37191   |  0.00001  |          231.371923  |  0.000003  | nm (air) |  19.549011775  -   24.90601840  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |          231.49707   |  0.00001  |          231.497068  |  0.000003  | nm (air) |  19.61030789   -   24.96441882  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          231.62973   |  0.00001  |          231.629726  |  0.000003  | nm (air) |  19.49453389   -   24.845578706 |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   280 |                                         |    4D* - 4P    |                      |           |          228.036545  |            | nm (air) |  19.54883687   -   24.98419076  |  20 - 12  |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          224.4080    |  0.0006   |          224.408162  |  0.000003  | nm (air) |  19.49453389   -   25.017761960 |   8 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          226.64387   |  0.00007  |          226.643855  |  0.000003  | nm (air) |  19.549011775  -   25.017761960 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          228.909     |  0.002    |          228.909708  |  0.000003  | nm (air) |  19.549011775  -   24.96363470  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          229.21320   |  0.00001  |          229.213209  |  0.000003  | nm (air) |  19.61030789   -   25.017761960 |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          231.53098   |  0.00001  |          231.530979  |  0.000003  | nm (air) |  19.61030789   -   24.96363470  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          232.9357    |  0.0006   |          232.935422  |  0.000004  | nm (air) |  19.64258207   -   24.96363470  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          233.2310    |  0.0012   |          233.232245  |  0.000005  | nm (air) |  19.61030789   -   24.92458926  |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |          234.65751   |  0.00004  |          234.657464  |  0.000005  | nm (air) |  19.64258207   -   24.92458926  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   281 |                                         |    4D* - 2F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          225.28294   |  0.00005  |          225.282904  |  0.000003  | nm (air) |  19.49453389   -   24.996318074 |   8 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |          227.2640    |  0.0006   |          227.263756  |  0.000003  | nm (air) |  19.61030789   -   25.064142489 |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          227.53612   |  0.00001  |          227.536144  |  0.000003  | nm (air) |  19.549011775  -   24.996318074 |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   282 |                                         |    4D* - 2D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          213.0974    |  0.0006   |          213.09667   |  0.00005   | nm (air) |  19.549011775  -   25.3653896   |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          217.374     |  0.002    |          217.374264  |  0.000010  | nm (air) |  19.64258207   -   25.34451490  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   283 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    4D* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          199.3555    |  0.0003   |          199.356834  |  0.000003  | nm (vac) |  19.61030789   -   25.82951773  |   4 - 2   |             |             |      |    |        |  L16202  |
       |                                         |                |          200.3325    |  0.0006   |          200.331919  |  0.000006  | nm (air) |  19.64258207   -   25.82951773  |   2 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |          200.49162   |  0.00002  |          200.491595  |  0.000005  | nm (air) |  19.49453389   -   25.67654286  |   8 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          201.53171   |  0.00008  |          201.531681  |  0.000005  | nm (air) |  19.549011775  -   25.69912067  |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          202.273     |  0.002    |          202.274361  |  0.000005  | nm (air) |  19.549011775  -   25.67654286  |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          203.5629    |  0.0006   |          203.560790  |  0.000004  | nm (air) |  19.61030789   -   25.69912067  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   284 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    4D* - 4D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          198.1740    |  0.0003   |          198.1749007 |  0.0000020 | nm (vac) |  19.49453389   -   25.75083567  |   8 - 8   |             |             |      |    |        |  L16202  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   285 |                                         |    4D* - 4F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          196.6952    |  0.0006   |          196.694566  |  0.000003  | nm (vac) |  19.64258207   -   25.94596914  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          197.22733   |  0.00003  |          197.227400  |  0.000003  | nm (vac) |  19.49453389   -   25.78089157  |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          197.9988    |  0.0006   |          197.997883  |  0.000004  | nm (vac) |  19.61030789   -   25.87220304  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          198.13884   |  0.00003  |          198.1388434 |  0.0000020 | nm (vac) |  19.549011775  -   25.80645208  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   286 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).7s    |    4D* - 2P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          197.7200    |  0.0003   |          197.7207370 |  0.0000016 | nm (vac) |  19.549011775  -   25.81968425  |   6 - 4   |             |             |      |    |        |  L16202  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   287 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6d    |    4D* - 2F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          193.40939   |  0.00005  |          193.409395  |  0.000003  | nm (vac) |  19.549011775  -   25.95946554  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   288 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2D* - 2F    |                      |           |         2261.26707   |            | nm (vac) |  19.712933800  -   20.26122905  |  10 - 14  |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2093.69837   |  0.00013  |         2093.69832   |  0.00013   | nm (vac) |  19.680048951  -   20.272226904 |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |         2188.5376    |  0.0007   |         2188.53718   |  0.00019   | nm (vac) |  19.680048951  -   20.24656525  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         2560.0484    |  0.0002   |         2560.0481    |  0.0003    | nm (vac) |  19.762261075  -   20.24656525  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   289 |                                         |    2D* - 2D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          709.0560    |  0.0008   |          709.05684   |  0.00008   | nm (air) |  19.680048951  -   21.42814610  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          734.80495   |  0.00016  |          734.80530   |  0.00005   | nm (air) |  19.680048951  -   21.36689104  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          744.0491    |  0.0008   |          744.04931   |  0.00008   | nm (air) |  19.762261075  -   21.42814610  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   290 |                                         |    2D* - 2P    |                      |           |          642.85136   |            | nm (air) |  19.712933800  -   21.64106133  |  10 - 6   |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          637.5945    |  0.0008   |          637.59543   |  0.00006   | nm (air) |  19.680048951  -   21.62407061  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          648.0085    |  0.0008   |          648.00885   |  0.00008   | nm (air) |  19.762261075  -   21.67504277  |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |          665.7499    |  0.0016   |          665.75001   |  0.00007   | nm (air) |  19.762261075  -   21.62407061  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   291 |    3s2.3p4.(3P).4p - 3s2.3p4.(1S).3d    |    2D* - 2D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          479.20818   |  0.00006  |          479.208185  |  0.000019  | nm (air) |  19.680048951  -   22.26659804  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          486.75554   |  0.00006  |          486.75560   |  0.00003   | nm (air) |  19.762261075  -   22.30870487  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          494.93999   |  0.00015  |          494.939807  |  0.000020  | nm (air) |  19.762261075  -   22.26659804  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   292 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).5s    |    2D* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          425.56027   |  0.00009  |          425.560268  |  0.000006  | nm (air) |  19.680048951  -   22.592663597 |   6 - 4   | 2.1e+06     | 3.8e-03     | D    |    |  T1240 |  L11520  |
       |                                         |                |          437.24888   |  0.00012  |          437.248963  |  0.000006  | nm (air) |  19.680048951  -   22.514803938 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          437.92128   |  0.00017  |          437.921357  |  0.000006  | nm (air) |  19.762261075  -   22.592663597 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          450.308     |  0.002    |          450.308810  |  0.000006  | nm (air) |  19.762261075  -   22.514803938 |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   293 |                                         |    2D* - 2P    |                      |           |          410.225775  |            | nm (air) |  19.712933800  -   22.734421620 |  10 - 6   | 1.4e+08     | 2.1e-01     |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          407.69432   |  0.00002  |          407.694294  |  0.000005  | nm (air) |  19.762261075  -   22.802509716 |   4 - 2   | 9.9e+07     | 1.2e-01     | D    |    |  T1240 |  L11520  |
       |                                         |                |          410.38323   |  0.00001  |          410.383222  |  0.000004  | nm (air) |  19.680048951  -   22.700377572 |   6 - 4   | 1.3e+08     | 2.2e-01     | D    |    |  T1240 |  L11520  |
       |                                         |                |          421.86648   |  0.00002  |          421.866480  |  0.000004  | nm (air) |  19.762261075  -   22.700377572 |   4 - 4   | 3.6e+07     | 9.6e-02     | D    |    |  T1240 |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   294 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2D* - 4D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          395.83790   |  0.00012  |          395.837988  |  0.000007  | nm (air) |  19.680048951  -   22.81135843  |   6 - 4   | 3.8e+06     | 6.0e-03     | B    |    |   T926 |  L11520  |
       |                                         |                |          398.81573   |  0.00006  |          398.815725  |  0.000007  | nm (air) |  19.680048951  -   22.78797918  |   6 - 6   | 4.1e+06     | 9.8e-03     | B    |    |   T926 |  L11520  |
       |                                         |                |          400.7632    |  0.0008   |          400.762828  |  0.000007  | nm (air) |  19.680048951  -   22.77287965  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          403.13769   |  0.00014  |          403.137797  |  0.000010  | nm (air) |  19.762261075  -   22.83687165  |   4 - 2   | 7.5e+06     | 9.1e-03     | B    |    |   T926 |  L11520  |
       |                                         |                |          406.51114   |  0.00003  |          406.511110  |  0.000007  | nm (air) |  19.762261075  -   22.81135843  |   4 - 4   | 1.1e+06     | 2.7e-03     | C    |    |   T926 |   L2634  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   295 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).3d    |    2D* - 2S    |          404.74803   |  0.00011  |          404.748081  |  0.000008  | nm (air) |  19.762261075  -   22.82463962  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   296 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).4d    |    2D* - 4F    |                      |           |          371.114248  |            | nm (air) |  19.712933800  -   23.05284693  |  10 - 28  | 4.2e+06     | 2.4e-02     |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          362.0807    |  0.0006   |          362.080929  |  0.000004  | nm (air) |  19.680048951  -   23.103285166 |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          365.60495   |  0.00002  |          365.604940  |  0.000005  | nm (air) |  19.680048951  -   23.070289982 |   6 - 6   | 7.6e+06     | 1.5e-02     | B    |    |   T926 |  L11520  |
       |                                         |                |          370.99085   |  0.00006  |          370.990842  |  0.000005  | nm (air) |  19.762261075  -   23.103285166 |   4 - 4   | 4.7e+06     | 9.7e-03     | B    |    |   T926 |  L11520  |
       |                                         |                |          371.71721   |  0.00015  |          371.717101  |  0.000006  | nm (air) |  19.680048951  -   23.01454553  |   6 - 8   | 5.2e+06     | 1.4e-02     | B    |    |   T926 |  L11520  |
       |                                         |                |          374.69130   |  0.00010  |          374.691300  |  0.000005  | nm (air) |  19.762261075  -   23.070289982 |   4 - 6   | 2.1e+06     | 6.6e-03     | B    |    |   T926 |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   297 |                                         |    2D* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          355.00297   |  0.00006  |          355.002886  |  0.000005  | nm (air) |  19.680048951  -   23.17153570  |   6 - 6   | 2.6e+06     | 4.9e-03     | C    |    |   T926 |  L11520  |
       |                                         |                |          363.5636    |  0.0006   |          363.563755  |  0.000006  | nm (air) |  19.762261075  -   23.17153570  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          369.2126    |  0.0006   |          369.212380  |  0.000006  | nm (air) |  19.762261075  -   23.11937815  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          373.337     |  0.004    |          373.335452  |  0.000006  | nm (air) |  19.762261075  -   23.08230349  |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   298 |                                         |    2D* - 2F    |                      |           |          355.114042  |            | nm (air) |  19.712933800  -   23.203327698 |  10 - 14  | 3.3e+08     | 8.7e-01     |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          346.41264   |  0.00002  |          346.412673  |  0.000004  | nm (air) |  19.680048951  -   23.258113744 |   6 - 6   | 3.7e+07     | 6.7e-02     | D    |    |  T1240 |  L11520  |
       |                                         |                |          354.55952   |  0.00001  |          354.559516  |  0.000004  | nm (air) |  19.762261075  -   23.258113744 |   4 - 6   | 3.4e+08     | 9.6e-01     | D    |    |  T1240 |  L11520  |
       |                                         |                |          355.95079   |  0.00001  |          355.950780  |  0.000004  | nm (air) |  19.680048951  -   23.162238164 |   6 - 8   | 2.88e+08    | 7.30e-01    | B    |    |   T926 |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   299 |                                         |    2D* - 2P    |                      |           |          318.607599  |            | nm (air) |  19.712933800  -   23.60324766  |  10 - 6   | 3.9e+07     | 3.6e-02     |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          313.7629    |  0.0006   |          313.763261  |  0.000007  | nm (air) |  19.680048951  -   23.63042494  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          320.43206   |  0.00002  |          320.432086  |  0.000007  | nm (air) |  19.762261075  -   23.63042494  |   4 - 4   | 4.e+07      | 6.2e-02     | D    |    |  T1240 |  L11520  |
       |                                         |                |          327.33165   |  0.00008  |          327.331709  |  0.000008  | nm (air) |  19.762261075  -   23.54889313  |   4 - 2   | 3.7e+07     | 3.0e-02     | D    |    |  T1240 |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   300 |                                         |    2D* - 2D    |                      |           |          297.324769  |            | nm (air) |  19.712933800  -   23.88170908  |  10 - 10  | 6.e+07      | 8.e-02      |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          294.1893    |  0.0006   |          294.189511  |  0.000017  | nm (air) |  19.680048951  -   23.89325004  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          295.53882   |  0.00001  |          295.538822  |  0.000006  | nm (air) |  19.680048951  -   23.87401512  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          300.04451   |  0.00005  |          300.044527  |  0.000018  | nm (air) |  19.762261075  -   23.89325004  |   4 - 4   | 1.5e+08     | 2.0e-01     | D    |    |  T1240 |  L11520  |
       |                                         |                |          301.44819   |  0.00010  |          301.448204  |  0.000006  | nm (air) |  19.762261075  -   23.87401512  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   301 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).5s    |    2D* - 2D    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          269.215     |  0.002    |          269.211956  |  0.000003  | nm (air) |  19.680048951  -   24.284131501 |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          274.0912    |  0.0006   |          274.090830  |  0.000004  | nm (air) |  19.762261075  -   24.28439443  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          274.10679   |  0.00004  |          274.106768  |  0.000003  | nm (air) |  19.762261075  -   24.284131501 |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   302 |    3s2.3p4.(3P).4p - 3s2.3p4.(3P).6s    |    2D* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          245.5235    |  0.0006   |          245.523104  |  0.000003  | nm (air) |  19.762261075  -   24.810530468 |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |          247.39968   |  0.00001  |          247.399697  |  0.000003  | nm (air) |  19.680048951  -   24.690028614 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          249.41164   |  0.00012  |          249.411392  |  0.000003  | nm (air) |  19.680048951  -   24.649622089 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |          251.52741   |  0.00002  |          251.527464  |  0.000003  | nm (air) |  19.762261075  -   24.690028614 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   303 |    3s2.3p4.(3P).4p - 3s2.3p4.(1D).4d    |    2D* - 2P    |                      |           |          246.817583  |            | nm (air) |  19.712933800  -   24.73472856  |  10 - 6   |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          245.0541    |  0.0006   |          245.054181  |  0.000003  | nm (air) |  19.680048951  -   24.73797775  |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          249.10343   |  0.00001  |          249.103422  |  0.000003  | nm (air) |  19.762261075  -   24.73797775  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |          249.5920    |  0.0006   |          249.592415  |  0.000004  | nm (air) |  19.762261075  -   24.72823017  |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
