---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |           Observed   |           |             Ritz     |            |          |         Ei           Ek         |  gi   gk  |     Aki     |     fik     | Acc. |Type|    TP  |    Line  |
  No.  |                                         |                |          Wavelength/ |   Uncert. |          Wavelength/ |    Uncert. |   Unit   |        (eV)         (eV)        |           |   (s^-1)    |             |      |    |   Ref. |    Ref.  |
       |                                         |                |          Wavenumber  |           |          Wavenumber  |            |          |                                 |           |             |             |      |    |        |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          951.776     |  0.002    |          951.7739    |  0.0004    | nm (air) |  24.34003126   -   25.6423384   |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   998 | 3s2.3p4.(3P<1>).4f - 3s2.3p4.(3P).6d    |  2[3]* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          775.366     |  0.002    |          775.36773   |  0.00006   | nm (air) |  24.33873405   -   25.93733151  |   8 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   999 | 3s2.3p4.(3P<1>).4f - 3s2.3p4.(3P<1>).6g |  2[3]* - 2[3]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          648.7444    |  0.0008   |          648.74266   |  0.00006   | nm (air) |  24.34003126   -   26.25064940  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          648.7444    |  0.0008   |          648.74712   |  0.00008   | nm (air) |  24.34003126   -   26.25063624  |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1000 |                                         |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          646.8047    |  0.0002   |          646.80495   |  0.00009   | nm (air) |  24.33873405   -   26.25507599  |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          647.2428    |  0.0004   |          647.24304   |  0.00008   | nm (air) |  24.34003126   -   26.25507612  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1001 | 3s2.3p4.(3P<1>).4f - 3s2.3p4.(3P<0>).6g |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          629.450     |  0.002    |          629.44964   |  0.00008   | nm (air) |  24.34003126   -   26.30921053  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1002 | 3s2.3p4.(3P<1>).4f - 3s2.3p4.(3P<1>).7g |  2[3]* - 2[3]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          535.482     |  0.002    |          535.48342   |  0.00017   | nm (air) |  24.33873405   -   26.6534598   |   8 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          535.781     |  0.002    |          535.78369   |  0.00017   | nm (air) |  24.34003126   -   26.6534598   |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          535.781     |  0.002    |          535.78495   |  0.00014   | nm (air) |  24.34003126   -   26.6534543   |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1003 |                                         |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          534.82636   |  0.00010  |          534.82634   |  0.00011   | nm (air) |  24.33873405   -   26.6563036   |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          535.1449    |  0.0008   |          535.1433    |  0.0011    | nm (air) |  24.34003126   -   26.656228    |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1004 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P).5d    |  2[3]* - 4F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1965.0142    |  0.0003   |         1965.0143    |  0.0003    | nm (air) |  24.37939735   -   25.01018340  |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1005 |                                         |  2[3]* - 4P    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1937.4958    |  0.0004   |         1937.49590   |  0.00015   | nm (air) |  24.37801682   -   25.017761960 |   8 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1006 |                                         |  2[3]* - 2F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1806.5262    |  0.0013   |         1806.52549   |  0.00013   | nm (air) |  24.37801682   -   25.064142489 |   8 - 6   |             |             |      |    |        |   L9974  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1007 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P<0>).5g |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          980.36898   |  0.00003  |          980.36898   |  0.00006   | nm (air) |  24.37801682   -   25.64233884  |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          981.44210   |  0.00007  |          981.4410    |  0.0004    | nm (air) |  24.37939735   -   25.6423384   |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1008 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P).6d    |  2[3]* - 2F    |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          783.777     |  0.002    |          783.77562   |  0.00006   | nm (air) |  24.37801682   -   25.95946554  |   8 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1009 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P<1>).6g |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          660.826     |  0.004    |          660.82726   |  0.00010   | nm (air) |  24.37939735   -   26.25507612  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1010 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P<0>).6g |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          641.83696   |  0.00019  |          641.83726   |  0.00007   | nm (air) |  24.37801682   -   26.30919076  |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          642.2894    |  0.0003   |          642.28983   |  0.00009   | nm (air) |  24.37939735   -   26.30921053  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1011 | 3s2.3p4.(3P<0>).4f - 3s2.3p4.(3P<0>).7g |  2[3]* - 2[4]  |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          531.19816   |  0.00020  |          531.19817   |  0.00020   | nm (air) |  24.37801682   -   26.7114156   |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          531.2078    |  0.0003   |          531.20779   |  0.00023   | nm (air) |  24.37801682   -   26.7113733   |   8 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |          531.5215    |  0.0008   |          531.52227   |  0.00023   | nm (air) |  24.37939735   -   26.7113733   |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1012 |    3s2.3p4.(1D).4d - 3s2.3p4.(1D).5p    |    2G  - 2F*   |                      |           |         2184.53014   |            | nm (vac) |  24.62327189   -   25.19082734  |  18 - 14  |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2172.6972    |  0.0007   |         2172.69789   |  0.00019   | nm (vac) |  24.62264169   -   25.193287976 |   8 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |         2177.02548   |  0.00014  |         2177.02548   |  0.00019   | nm (vac) |  24.62377605   -   25.193287976 |  10 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |         2194.78049   |  0.00014  |         2194.7805    |  0.0003    | nm (vac) |  24.62264169   -   25.18754647  |   8 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1013 |    3s2.3p4.(1D).4d - 3s2.3p4.(3P<1>).5f |    2G  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1325.0399    |  0.0012   |         1325.04035   |  0.00009   | nm (air) |  24.62377605   -   25.55922152  |  10 - 8   |             |             |      |    |        |   L9974  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1014 |    3s2.3p4.(1D).4d - 3s2.3p4.(1D<2>).4f |    2G  - 2[5]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          979.32307   |  0.00008  |          979.32299   |  0.00009   | nm (air) |  24.62264169   -   25.88831410  |   8 - 10  |             |             |      |    |        |  L11520  |
       |                                         |                |          980.20204   |  0.00012  |          980.20186   |  0.00007   | nm (air) |  24.62377605   -   25.88831364  |  10 - 12  |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1015 |                                         |    2G  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          939.201     |  0.002    |          939.19603   |  0.00009   | nm (air) |  24.62377605   -   25.94352386  |  10 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1016 |                                         |    2G  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          930.587     |  0.002    |          930.58698   |  0.00006   | nm (air) |  24.62264169   -   25.95459873  |   8 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          931.351     |  0.002    |          931.35122   |  0.00006   | nm (air) |  24.62377605   -   25.95464012  |  10 - 10  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1017 |    3s2.3p4.(3P).6s - 3s2.3p4.(3P).6p    |    4P  - 4P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2906.0939    |  0.0003   |         2906.09376   |  0.00025   | nm (vac) |  24.649622089  -   25.076257320 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2997.1101    |  0.0003   |         2997.1104    |  0.0003    | nm (vac) |  24.649622089  -   25.063301207 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         3046.8625    |  0.0003   |         3046.8625    |  0.0004    | nm (vac) |  24.690028614  -   25.09695279  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         3210.1237    |  0.0003   |         3210.1239    |  0.0003    | nm (vac) |  24.690028614  -   25.076257320 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3321.545     |  0.003    |         3321.5457    |  0.0003    | nm (vac) |  24.690028614  -   25.063301207 |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1018 |                                         |    4P  - 4D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2679.6756    |  0.0011   |         2679.6756    |  0.0003    | nm (vac) |  24.649622089  -   25.11230570  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         2764.5010    |  0.0002   |         2764.50103   |  0.00023   | nm (vac) |  24.649622089  -   25.098108804 |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |         2936.0867    |  0.0003   |         2936.0863    |  0.0003    | nm (vac) |  24.690028614  -   25.11230570  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         3004.2101    |  0.0005   |         3004.2108    |  0.0003    | nm (vac) |  24.690028614  -   25.102730005 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1019 |    3s2.3p4.(3P).6s - 3s2.3p4.(1D).5p    |    4P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2244.2437    |  0.0005   |         2244.24374   |  0.00020   | nm (vac) |  24.690028614  -   25.24248286  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         2584.4496    |  0.0002   |         2584.44980   |  0.00020   | nm (vac) |  24.690028614  -   25.169760115 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2870.3205    |  0.0006   |         2870.3209    |  0.0003    | nm (vac) |  24.810530468  -   25.24248286  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         3451.3914    |  0.0009   |         3451.3910    |  0.0004    | nm (vac) |  24.810530468  -   25.169760115 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1020 |    3s2.3p4.(3P).6s - 3s2.3p4.(3P).6p    |    4P  - 2D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2377.26038   |  0.00017  |         2377.26050   |  0.00017   | nm (vac) |  24.690028614  -   25.211570947 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3091.5632    |  0.0003   |         3091.5632    |  0.0003    | nm (vac) |  24.810530468  -   25.211570947 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1021 |                                         |    4P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2033.2197    |  0.0007   |         2033.21951   |  0.00012   | nm (vac) |  24.649622089  -   25.259414577 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2177.5068    |  0.0008   |         2177.50711   |  0.00014   | nm (vac) |  24.690028614  -   25.259414577 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2720.1470    |  0.0014   |         2720.1419    |  0.0004    | nm (vac) |  24.810530468  -   25.26633095  |   2 - 2   |             |             |      |    |        |   L9974  |
       |                                         |                |         2762.0536    |  0.0002   |         2762.05364   |  0.00023   | nm (vac) |  24.810530468  -   25.259414577 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1022 |                                         |    4P  - 4S*   |                      |           |         2091.77478   |            | nm (vac) |  24.689908994  -   25.282631498 |  12 - 4   |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1958.1122    |  0.0016   |         1958.11243   |  0.00012   | nm (air) |  24.649622089  -   25.282631498 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2092.1965    |  0.0011   |         2092.19701   |  0.00013   | nm (vac) |  24.690028614  -   25.282631498 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2626.2216    |  0.0002   |         2626.22173   |  0.00021   | nm (vac) |  24.810530468  -   25.282631498 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1023 |                                         |    4P  - 2S*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2075.1092    |  0.0007   |         2075.10894   |  0.00017   | nm (vac) |  24.810530468  -   25.40801331  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1024 |    3s2.3p4.(1D).4d - 3s2.3p4.(3P).6p    |    2P  - 4P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         3362.5320    |  0.0006   |         3362.5330    |  0.0008    | nm (vac) |  24.72823017   -   25.09695279  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         3453.8393    |  0.0020   |         3453.8390    |  0.0005    | nm (vac) |  24.73797775   -   25.09695279  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         3562.488     |  0.002    |         3562.4863    |  0.0008    | nm (vac) |  24.72823017   -   25.076257320 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3665.1402    |  0.0004   |         3665.1401    |  0.0005    | nm (vac) |  24.73797775   -   25.076257320 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1025 |                                         |    2P  - 4D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         3310.664     |  0.003    |         3310.6609    |  0.0007    | nm (vac) |  24.72823017   -   25.102730005 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3399.1349    |  0.0007   |         3399.1346    |  0.0005    | nm (vac) |  24.73797775   -   25.102730005 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1026 |    3s2.3p4.(1D).4d - 3s2.3p4.(1D).5p    |    2P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2410.9595    |  0.0017   |         2410.9587    |  0.0004    | nm (vac) |  24.72823017   -   25.24248286  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         2457.5410    |  0.0004   |         2457.54100   |  0.00024   | nm (vac) |  24.73797775   -   25.24248286  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1027 |                                         |    2P  - 2D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2142.6429    |  0.0013   |         2142.6431    |  0.0003    | nm (vac) |  24.72823017   -   25.30688090  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2169.7526    |  0.0004   |         2169.7533    |  0.0003    | nm (vac) |  24.73797775   -   25.30939846  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1028 |    3s2.3p4.(1D).4d - 3s2.3p4.(3P<2>).5f |    2P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1833.5547    |  0.0003   |         1833.55408   |  0.00013   | nm (air) |  24.73797775   -   25.41398919  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1029 |                                         |    2P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1782.1453    |  0.0005   |         1782.14492   |  0.00025   | nm (air) |  24.72823017   -   25.42374234  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         1800.0500    |  0.0003   |         1800.04934   |  0.00023   | nm (air) |  24.73797775   -   25.42657193  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1030 |                                         |    2P  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1739.4210    |  0.0002   |         1739.4207    |  0.0003    | nm (air) |  24.72823017   -   25.44082574  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1031 |    3s2.3p4.(1D).4d - 3s2.3p4.(3P<1>).5f |    2P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1485.4734    |  0.0010   |         1485.47328   |  0.00011   | nm (air) |  24.73797775   -   25.57239413  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
  1032 |    3s2.3p4.(1D).4d - 3s2.3p4.(1D<2>).4f |    2P  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
