"=""3d4""","=""5D""",1,"="" 0.00000""",
"=""3d4""","=""5D""",3,"="" 0.01766""",
"=""3d4""","=""5D""",5,"="" 0.05176""",
"=""3d4""","=""5D""",7,"="" 0.09957""",
"=""3d4""","=""5D""",9,"="" 0.15903""",
"=""3d4""","=""3P2""",1,"="" 2.98250""",
"=""3d4""","=""3H""",9,"="" 3.09122""",
"=""3d4""","=""3P2""",3,"="" 3.09623""",
"=""3d4""","=""3H""",11,"="" 3.12756""",
"=""3d4""","=""3H""",13,"="" 3.16512""",
"=""3d4""","=""3P2""",5,"="" 3.28164""",
"=""3d4""","=""3F2""",5,"="" 3.31790""",
"=""3d4""","=""3F2""",7,"="" 3.32802""",
"=""3d4""","=""3F2""",9,"="" 3.34431""",
"=""3d4""","=""3G""",7,"="" 3.69685""",
"=""3d4""","=""3G""",9,"="" 3.73778""",
"=""3d4""","=""3G""",11,"="" 3.77283""",
"=""3d4""","=""1G2""",9,"="" 4.53604""",
"=""3d4""","=""3D""",7,"="" 4.54154""",
"=""3d4""","=""3D""",5,"="" 4.55744""",
"=""3d4""","=""3D""",3,"="" 4.57814""",
"=""3d4""","=""1I""",13,"="" 4.65085""",
"=""3d4""","=""1S2""",1,"="" 4.91387""",
"=""3d4""","=""1D2""",5,"="" 5.73936""",
"=""3d4""","=""1F""",7,"="" 6.53801""",
"=""3d4""","=""3P1""",5,"="" 7.66893""",
"=""3d4""","=""3F1""",9,"="" 7.71653""",
"=""3d4""","=""3F1""",5,"="" 7.72683""",
"=""3d4""","=""3F1""",7,"="" 7.73219""",
"=""3d4""","=""3P1""",3,"="" 7.80035""",
"=""3d4""","=""3P1""",1,"="" 7.86305""",
"=""3d4""","=""1G1""",9,"="" 8.83763""",
"=""3d4""","=""1D1""",5,"="" 11.63375""",
"=""3d4""","=""1S1""",1,"="" 15.01822""",
"=""3d3.(4F).4s""","=""5F""",3,"="" 23.114840""",
"=""3d3.(4F).4s""","=""5F""",5,"="" 23.151037""",
"=""3d3.(4F).4s""","=""5F""",7,"="" 23.204591""",
"=""3d3.(4F).4s""","=""5F""",9,"="" 23.274195""",
"=""3d3.(4F).4s""","=""5F""",11,"="" 23.358049""",
"=""3d3.(4F).4s""","=""3F""",5,"="" 24.201278""",
"=""3d3.(4F).4s""","=""3F""",7,"="" 24.292616""",
"=""3d3.(4F).4s""","=""3F""",9,"="" 24.404888""",
"=""3d3.(4P).4s""","=""5P""",3,"="" 25.383253""",
"=""3d3.(4P).4s""","=""5P""",5,"="" 25.413685""",
"=""3d3.(4P).4s""","=""5P""",7,"="" 25.483242""",
"=""3d3.(2G).4s""","=""3G""",7,"="" 25.892606""",
