"=""3d6.(5D).4s""","=""a 6D""",10,"="" 0.00000000""",
"=""3d6.(5D).4s""","=""a 6D""",8,"="" 0.04770753""",
"=""3d6.(5D).4s""","=""a 6D""",6,"="" 0.08278213""",
"=""3d6.(5D).4s""","=""a 6D""",4,"="" 0.10695023""",
"=""3d6.(5D).4s""","=""a 6D""",2,"="" 0.12113874""",
"=""3d7""","=""a 4F""",10,"="" 0.23217279""",
"=""3d7""","=""a 4F""",8,"="" 0.30129858""",
"=""3d7""","=""a 4F""",6,"="" 0.35186476""",
"=""3d7""","=""a 4F""",4,"="" 0.38651921""",
"=""3d6.(5D).4s""","=""a 4D""",8,"="" 0.98633380""",
"=""3d6.(5D).4s""","=""a 4D""",6,"="" 1.04046986""",
"=""3d6.(5D).4s""","=""a 4D""",4,"="" 1.07624119""",
"=""3d6.(5D).4s""","=""a 4D""",2,"="" 1.09686139""",
"=""3d7""","=""a 4P""",6,"="" 1.67061856""",
"=""3d7""","=""a 4P""",4,"="" 1.69526130""",
"=""3d7""","=""a 4P""",2,"="" 1.72398297""",
"=""3d7""","=""a 2G""",10,"="" 1.96448604""",
"=""3d7""","=""a 2G""",8,"="" 2.02954815""",
"=""3d7""","=""a 2P""",4,"="" 2.27642922""",
"=""3d7""","=""a 2P""",2,"="" 2.34166141""",
"=""3d7""","=""a 2H""",12,"="" 2.52186911""",
"=""3d7""","=""a 2D2""",6,"="" 2.54377802""",
"=""3d7""","=""a 2H""",10,"="" 2.57958587""",
"=""3d6.(3P2).4s""","=""b 4P""",6,"="" 2.58265947""",
"=""3d6.(3H).4s""","=""a 4H""",14,"="" 2.63486052""",
"=""3d7""","=""a 2D2""",4,"="" 2.64185518""",
"=""3d6.(3H).4s""","=""a 4H""",12,"="" 2.65702556""",
"=""3d6.(3H).4s""","=""a 4H""",10,"="" 2.67577925""",
"=""3d6.(3H).4s""","=""a 4H""",8,"="" 2.69193206""",
"=""3d6.(3P2).4s""","=""b 4P""",4,"="" 2.70434897""",
"=""3d6.(3P2).4s""","=""b 4P""",2,"="" 2.77846330""",
"=""3d6.(3F2).4s""","=""b 4F""",10,"="" 2.80665448""",
"=""3d6.(3F2).4s""","=""b 4F""",8,"="" 2.82812245""",
"=""3d6.(3F2).4s""","=""b 4F""",6,"="" 2.84411707""",
"=""3d6.(3F2).4s""","=""b 4F""",4,"="" 2.85551515""",
"=""3d5.4s2""","=""a 6S""",6,"="" 2.89101830""",
"=""3d6.(3G).4s""","=""a 4G""",12,"="" 3.15276806""",
"=""3d6.(3P2).4s""","=""b 2P""",4,"="" 3.19725263""",
"=""3d6.(3G).4s""","=""a 4G""",10,"="" 3.19945278""",
"=""3d6.(3G).4s""","=""a 4G""",8,"="" 3.22131344""",
"=""3d6.(3G).4s""","=""a 4G""",6,"="" 3.23045937""",
"=""3d6.(3H).4s""","=""b 2H""",12,"="" 3.24468891""",
"=""3d6.(3H).4s""","=""b 2H""",10,"="" 3.26732671""",
"=""3d6.(3P2).4s""","=""b 2P""",2,"="" 3.33923354""",
"=""3d6.(3F2).4s""","=""a 2F""",8,"="" 3.38661825""",
"=""3d6.(3F2).4s""","=""a 2F""",6,"="" 3.42449356""",
"=""3d6.(3G).4s""","=""b 2G""",10,"="" 3.76769941""",
"=""3d6.(3G).4s""","=""b 2G""",8,"="" 3.81430861""",
"=""3d6.(3D).4s""","=""b 4D""",4,"="" 3.88869686""",
"=""3d6.(3D).4s""","=""b 4D""",2,"="" 3.88919250""",
"=""3d6.(3D).4s""","=""b 4D""",6,"="" 3.89161339""",
"=""3d6.(3D).4s""","=""b 4D""",8,"="" 3.90341906""",
"=""3d7""","=""b 2F""",6,"="" 3.9441623""",
"=""3d7""","=""b 2F""",8,"="" 3.96737644""",
"=""3d6.(1I).4s""","=""a 2I""",14,"="" 4.07605998""",
"=""3d6.(1I).4s""","=""a 2I""",12,"="" 4.0803055""",
"=""3d6.(1G2).4s""","=""c 2G""",10,"="" 4.14931647""",
"=""3d6.(1G2).4s""","=""c 2G""",8,"="" 4.15363129""",
"=""3d6.(3D).4s""","=""b 2D""",4,"="" 4.47910423""",
"=""3d6.(3D).4s""","=""b 2D""",6,"="" 4.49479059""",
"=""3d6.(1S2).4s""","=""a 2S""",2,"="" 4.6155941""",
"=""3d6.(1D2).4s""","=""c 2D""",6,"="" 4.7317602""",
"=""3d6.(1D2).4s""","=""c 2D""",4,"="" 4.7379945""",
"=""3d6.(5D).4p""","=""z 6D*""",10,"="" 4.76830747""",
"=""3d6.(5D).4p""","=""z 6D*""",8,"="" 4.79323577""",
"=""3d6.(5D).4p""","=""z 6D*""",6,"="" 4.81789820""",
"=""3d6.(5D).4p""","=""z 6D*""",4,"="" 4.83702231""",
"=""3d6.(5D).4p""","=""z 6D*""",2,"="" 4.84893721""",
"=""3d6.(5D).4p""","=""z 6F*""",12,"="" 5.20337749""",
"=""3d6.(5D).4p""","=""z 6F*""",10,"="" 5.22157443""",
"=""3d6.(5D).4p""","=""z 6F*""",8,"="" 5.23672772""",
"=""3d6.(5D).4p""","=""z 6F*""",6,"="" 5.24885175""",
"=""3d6.(5D).4p""","=""z 6F*""",4,"="" 5.25709365""",
"=""3d6.(5D).4p""","=""z 6F*""",2,"="" 5.26187092""",
"=""3d6.(5D).4p""","=""z 6P*""",8,"="" 5.28894824""",
"=""3d6.(5D).4p""","=""z 6P*""",6,"="" 5.36090398""",
"=""3d6.(5D).4p""","=""z 6P*""",4,"="" 5.40831276""",
"=""3d6.(5D).4p""","=""z 4F*""",10,"="" 5.48413599""",
"=""3d6.(5D).4p""","=""z 4D*""",8,"="" 5.51071390""",
"=""3d6.(5D).4p""","=""z 4F*""",8,"="" 5.54876624""",
"=""3d6.(5D).4p""","=""z 4D*""",6,"="" 5.55260578""",
"=""3d6.(1F).4s""","=""c 2F""",8,"="" 5.56875734""",
"=""3d6.(1F).4s""","=""c 2F""",6,"="" 5.57055201""",
"=""3d6.(5D).4p""","=""z 4D*""",4,"="" 5.58476799""",
"=""3d6.(5D).4p""","=""z 4F*""",6,"="" 5.58919550""",
"=""3d6.(5D).4p""","=""z 4D*""",2,"="" 5.60488800""",
"=""3d6.(5D).4p""","=""z 4F*""",4,"="" 5.61522263""",
"=""3d6.(5D).4p""","=""z 4P*""",6,"="" 5.82322475""",
"=""3d6.(5D).4p""","=""z 4P*""",4,"="" 5.87558748""",
"=""3d6.(5D).4p""","=""z 4P*""",2,"="" 5.90488507""",
"=""3d7""","=""d 2D1""",4,"="" 5.9109129""",
"=""3d7""","=""d 2D1""",6,"="" 5.95609042""",
"=""3d6.(3P1).4s""","=""c 4P""",2,"="" 6.0877427""",
"=""3d6.(3P1).4s""","=""c 4P""",4,"="" 6.1380760""",
"=""3d6.(3F1).4s""","=""c 4F""",4,"="" 6.2086229""",
"=""3d6.(3F1).4s""","=""c 4F""",6,"="" 6.2169162""",
"=""3d6.(3F1).4s""","=""c 4F""",10,"="" 6.21873433""",
"=""3d6.(3F1).4s""","=""c 4F""",8,"="" 6.22249688""",
"=""3d6.(3P1).4s""","=""c 4P""",6,"="" 6.22559822""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""",6,"="" 6.4843500""",
"=""3d5.(6S).4s.4p.(3P*)""","=""z 8P*""",8,"="" 6.5194425""",
