"=""3d6.4s2""","=""a 5D""",9,"="" 0.0000000""",
"=""3d6.4s2""","=""a 5D""",7,"="" 0.05156912""",
"=""3d6.4s2""","=""a 5D""",5,"="" 0.08728574""",
"=""3d6.4s2""","=""a 5D""",3,"="" 0.11011433""",
"=""3d6.4s2""","=""a 5D""",1,"="" 0.12126572""",
"=""3d7.(4F).4s""","=""a 5F""",11,"="" 0.85899575""",
"=""3d7.(4F).4s""","=""a 5F""",9,"="" 0.91460217""",
"=""3d7.(4F).4s""","=""a 5F""",7,"="" 0.95815732""",
"=""3d7.(4F).4s""","=""a 5F""",5,"="" 0.99011115""",
"=""3d7.(4F).4s""","=""a 5F""",3,"="" 1.01105568""",
"=""3d7.(4F).4s""","=""a 3F""",9,"="" 1.48486439""",
"=""3d7.(4F).4s""","=""a 3F""",7,"="" 1.55735733""",
"=""3d7.(4F).4s""","=""a 3F""",5,"="" 1.60789577""",
"=""3d7.(4P).4s""","=""a 5P""",7,"="" 2.17594512""",
"=""3d7.(4P).4s""","=""a 5P""",5,"="" 2.19786640""",
"=""3d7.(4P).4s""","=""a 5P""",3,"="" 2.22271209""",
"=""3d6.4s2""","=""a 3P2""",5,"="" 2.27860466""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""",11,"="" 2.39920471""",
"=""3d6.4s2""","=""a 3H""",13,"="" 2.40407444""",
"=""3d6.4s2""","=""a 3P2""",3,"="" 2.42419831""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""",9,"="" 2.42543332""",
"=""3d6.4s2""","=""a 3H""",11,"="" 2.43269470""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""",7,"="" 2.44955978""",
"=""3d6.4s2""","=""a 3H""",9,"="" 2.45343044""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""",5,"="" 2.46883473""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""",3,"="" 2.48211840""",
"=""3d6.4s2""","=""a 3P2""",1,"="" 2.48437256""",
"=""3d6.4s2""","=""b 3F2""",9,"="" 2.55917148""",
"=""3d6.4s2""","=""b 3F2""",7,"="" 2.58810592""",
"=""3d6.4s2""","=""b 3F2""",5,"="" 2.60850194""",
"=""3d7.(2G).4s""","=""a 3G""",11,"="" 2.69240763""",
"=""3d7.(2G).4s""","=""a 3G""",9,"="" 2.72754450""",
"=""3d7.(2G).4s""","=""a 3G""",7,"="" 2.75857762""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",13,"="" 2.80829367""",
"=""3d7.(4P).4s""","=""b 3P""",5,"="" 2.83159117""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",11,"="" 2.83252676""",
"=""3d7.(4P).4s""","=""b 3P""",3,"="" 2.84504259""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",9,"="" 2.85122419""",
"=""3d7.(4P).4s""","=""b 3P""",1,"="" 2.85805275""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",7,"="" 2.86539125""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",5,"="" 2.87550352""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",3,"="" 2.88199261""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""",1,"="" 2.88515991""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""",9,"="" 2.93984587""",
"=""3d6.4s2""","=""b 3G""",11,"="" 2.94879294""",
"=""3d6.4s2""","=""b 3G""",9,"="" 2.99035244""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""",7,"="" 2.99804479""",
"=""3d7.(2P).4s""","=""c 3P""",5,"="" 3.01725044""",
"=""3d6.4s2""","=""b 3G""",7,"="" 3.01762252""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""",5,"="" 3.03847046""",
"=""3d7.(2G).4s""","=""a 1G""",9,"="" 3.04686890""",
"=""3d7.(2P).4s""","=""c 3P""",3,"="" 3.07133880""",
"=""3d7.(2P).4s""","=""c 3P""",1,"="" 3.11096179""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""",9,"="" 3.21118938""",
"=""3d7.(2H).4s""","=""b 3H""",13,"="" 3.23672008""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""",7,"="" 3.24096914""",
"=""3d7.(2D2).4s""","=""a 3D""",7,"="" 3.25148176""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""",5,"="" 3.26570610""",
"=""3d7.(2H).4s""","=""b 3H""",11,"="" 3.26711257""",
"=""3d7.(2D2).4s""","=""a 3D""",3,"="" 3.27398440""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""",3,"="" 3.28302483""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""",1,"="" 3.29183986""",
"=""3d7.(2D2).4s""","=""a 3D""",5,"="" 3.30092244""",
"=""3d7.(2H).4s""","=""b 3H""",9,"="" 3.30140276""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""",11,"="" 3.33201954""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""",9,"="" 3.36825640""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""",7,"="" 3.39650880""",
"=""3d7.(2P).4s""","=""a 1P""",3,"="" 3.41489715""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""",5,"="" 3.41695281""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""",3,"="" 3.43018998""",
"=""3d7.(2D2).4s""","=""a 1D""",5,"="" 3.54652001""",
"=""3d7.(2H).4s""","=""a 1H""",11,"="" 3.57321890""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""",7,"="" 3.60252504""",
"=""3d6.4s2""","=""a 1I""",13,"="" 3.63434980""",
"=""3d6.4s2""","=""b 3D""",3,"="" 3.63521992""",
"=""3d6.4s2""","=""b 3D""",5,"="" 3.63977237""",
"=""3d6.4s2""","=""b 3D""",7,"="" 3.64164057""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""",5,"="" 3.65369332""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""",3,"="" 3.68638944""",
"=""3d6.4s2""","=""b 1G2""",9,"="" 3.69459719""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""",9,"="" 3.88160368""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""",7,"="" 3.88350907""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""",5,"="" 3.92860683""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""",7,"="" 3.94332623""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""",3,"="" 3.95972364""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""",5,"="" 3.98410712""",
"=""3d8""","=""c 3F""",9,"="" 4.07581091""",
"=""3d7.(4F).4p""","=""y 5D*""",9,"="" 4.10337372""",
"=""3d8""","=""c 3F""",7,"="" 4.14264893""",
"=""3d7.(4F).4p""","=""y 5D*""",7,"="" 4.15435379""",
"=""3d7.(4F).4p""","=""y 5F*""",11,"="" 4.17769679""",
"=""3d8""","=""c 3F""",5,"="" 4.18636440""",
"=""3d7.(4F).4p""","=""y 5D*""",5,"="" 4.19086081""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""",5,"="" 4.20888328""",
"=""3d7.(4F).4p""","=""y 5D*""",3,"="" 4.21758325""",
"=""3d7.(4F).4p""","=""y 5F*""",9,"="" 4.22036211""",
"=""3d7.(4F).4p""","=""y 5D*""",1,"="" 4.23053960""",
"=""3d7.(4F).4p""","=""y 5F*""",7,"="" 4.25622280""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""",3,"="" 4.26045326""",
"=""3d7.(4F).4p""","=""y 5F*""",5,"="" 4.28330826""",
"=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""",1,"="" 4.28434800""",
"=""3d6.4s2""","=""b 1D2""",5,"="" 4.29441489""",
"=""3d7.(4F).4p""","=""y 5F*""",3,"="" 4.30127816""",
"=""3d7.(4F).4p""","=""z 5G*""",11,"="" 4.31247059""",
"=""3d7.(4F).4p""","=""z 5G*""",13,"="" 4.32010008""",
"=""3d7.(4F).4p""","=""z 5G*""",9,"="" 4.37135106""",
"=""3d7.(4F).4p""","=""z 3G*""",11,"="" 4.38646275""",
"=""3d7.(4F).4p""","=""z 5G*""",7,"="" 4.41527878""",
"=""3d7.(4F).4p""","=""z 3G*""",9,"="" 4.43461275""",
"=""3d7.(4F).4p""","=""z 5G*""",5,"="" 4.44562726""",
"=""3d7.(4F).4p""","=""z 3G*""",7,"="" 4.47327202""",
"=""3d7.(4F).4p""","=""y 3F*""",9,"="" 4.54850612""",
"=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""",7,"="" 4.55852281""",
"=""3d7.(2F).4s""","=""d 3F""",5,"="" 4.58004944""",
"=""3d7.(2F).4s""","=""d 3F""",7,"="" 4.58438864""",
"=""3d7.(2F).4s""","=""d 3F""",9,"="" 4.59311043""",
"=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""",5,"="" 4.60695104""",
"=""3d7.(4F).4p""","=""y 3F*""",7,"="" 4.60759327""",
"=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""",3,"="" 4.63819369""",
"=""3d7.(4F).4p""","=""y 3F*""",5,"="" 4.65203107""",
"=""3d7.(4F).4p""","=""y 3D*""",7,"="" 4.73314079""",
"=""3d7.(4F).4p""","=""y 3D*""",5,"="" 4.79546566""",
"=""3d7.(4F).4p""","=""y 3D*""",3,"="" 4.83485507""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""",9,"="" 4.91297355""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""",7,"="" 4.95563019""",
"=""3d5.(6S).4s2.4p""","=""y 7P*""",5,"="" 4.96581946""",
"=""3d5.(6S).4s2.4p""","=""y 7P*""",7,"="" 4.98504395""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""",5,"="" 4.98804995""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""",11,"="" 4.99127081""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""",3,"="" 5.00952178""",
"=""3d5.(6S).4s2.4p""","=""y 7P*""",9,"="" 5.01168158""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""",1,"="" 5.02027939""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""",9,"="" 5.03306811""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""",7,"="" 5.06378173""",
"=""3d8""","=""3P""",5,"="" 5.06740926""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""z 5S*""",5,"="" 5.07033256""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""",5,"="" 5.08559017""",
"=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""",3,"="" 5.09954435""",
"=""3d8""","=""3P""",3,"="" 5.10547240""",
"=""3d8""","=""3P""",1,"="" 5.11242705""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""",7,"="" 5.27338780""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""",13,"="" 5.30458359""",
"=""3d6.(5D).4s (6D).5s""","=""e 7D""",11,"="" 5.30848946""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""",5,"="" 5.31393522""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""",13,"="" 5.31940082""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""",11,"="" 5.32039963""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""",11,"="" 5.33029109""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""",9,"="" 5.33417031""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""",3,"="" 5.34111814""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""",9,"="" 5.34482452""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""",7,"="" 5.34836675""",
"=""3d6.(5D).4s (6D).5s""","=""e 7D""",9,"="" 5.35157038""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 5G*""",5,"="" 5.35736031""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""",13,"="" 5.3711314?""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5H*""",7,"="" 5.37173492""",
"=""3d6.(5D).4s (6D).5s""","=""e 7D""",7,"="" 5.38520741""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""",9,"="" 5.3862090""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""",11,"="" 5.38836827""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""",9,"="" 5.39325126""",
"=""3d6.(5D).4s (6D).5s""","=""e 7D""",5,"="" 5.40986861""",
"=""3d6.(5D).4s (6D).5s""","=""e 7D""",3,"="" 5.42604198""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""",7,"="" 5.44571679""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""",9,"="" 5.45809748""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""",7,"="" 5.47591165""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""",5,"="" 5.47807170""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""",11,"="" 5.48551782""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""",5,"="" 5.49069652""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""",3,"="" 5.50221316""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""",3,"="" 5.50628207""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""",9,"="" 5.50676735""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""",1,"="" 5.51220530""",
"=""3d7.(4P).4p""","=""y 5S*""",5,"="" 5.51876133""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""",7,"="" 5.52366156""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""",5,"="" 5.53763954""",
"=""3d6.(5D).4s (6D).5s""","=""e 5D""",9,"="" 5.53924278""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""",3,"="" 5.54962521""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""v 5D*""",1,"="" 5.55782726""",
"=""3d6.(5D).4s (6D).5s""","=""e 5D""",7,"="" 5.58689276""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""",7,"="" 5.60664989""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""",5,"="" 5.61423177""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""",11,"="" 5.61584517""",
"=""3d6.(5D).4s (6D).5s""","=""e 5D""",5,"="" 5.62068415""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""",9,"="" 5.63240401""",
"=""3d6.(5D).4s (6D).5s""","=""e 5D""",3,"="" 5.64241573""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""",3,"="" 5.64769932""",
"=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""",7,"="" 5.64908881""",
"=""3d6.(5D).4s (6D).5s""","=""e 5D""",1,"="" 5.65307019""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""",13,"="" 5.65471608""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""",11,"="" 5.66931758""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""",9,"="" 5.68259542""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""",7,"="" 5.6925481""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""",5,"="" 5.69892835""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3I*""",15,"="" 5.70054647""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3I*""",13,"="" 5.70661711""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3I*""",11,"="" 5.72011266""",
"=""3d7.(4P).4p""","=""w 5P*""",7,"="" 5.72027099""",
"=""3d7.(4P).4p""","=""w 5P*""",5,"="" 5.74214676""",
"=""3d7.(4P).4p""","=""w 5P*""",3,"="" 5.75415389""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""z 3S*""",3,"="" 5.77776507""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""",1,"="" 5.7866575""",
"=""3d7.(4P).4p""","=""u 5D*""",9,"="" 5.79264615""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""",5,"="" 5.79341882""",
"=""3d7.(4P).4p""","=""u 5D*""",7,"="" 5.79564049""",
"=""3d7.(4P).4p""","=""u 5D*""",5,"="" 5.81343520""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""",9,"="" 5.81351269""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""",3,"="" 5.81508605""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""",13,"="" 5.82506529""",
"=""3d7.(4F).5s""","=""e 5F""",11,"="" 5.82793998""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""",11,"="" 5.82829520""",
"=""3d7.(4P).4p""","=""w 3D*""",7,"="" 5.82938837""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""",7,"="" 5.83875215""",
"=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""",9,"="" 5.84045966""",
"=""3d7.(4P).4p""","=""w 3D*""",5,"="" 5.84412959""",
"=""3d7.(4P).4p""","=""u 5D*""",1,"="" 5.84852446""",
"=""3d7.(4P).4p""","=""u 5D*""",3,"="" 5.84923154""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""",5,"="" 5.85168345""",
"=""3d7.(4P).4p""","=""w 3D*""",3,"="" 5.86098438""",
"=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""",13,"="" 5.87231021""",
"=""3d7.(4F).5s""","=""e 5F""",9,"="" 5.87411777""",
"=""3d6.(3P2).4s.4p.(3P*)""","=""1D*""",5,"="" 5.87929188""",
"=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""",11,"="" 5.87935896""",
"=""3d7.(2G).4p""","=""z 1G*""",9,"="" 5.88338708""",
"=""3d7.(4P).4p""","=""y 3S*""",3,"="" 5.89614419""",
"=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""",9,"="" 5.90041395""",
"=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""",11,"="" 5.90240588""",
"=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""",7,"="" 5.91320801""",
"=""3d7.(4F).5s""","=""e 5F""",7,"="" 5.92093198""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""",9,"="" 5.92794713""",
"=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""",5,"="" 5.93030716""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""",7,"="" 5.93068755""",
"=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""",11,"="" 5.93072834""",
