2,1,9,15.029,.82497,1.90(−01),2.97(−02),5.61(−01),1.6656(−02),C’331-S’313,31
2,1,9,15.037,.82451,1.25(−01),6.51(−01),1.46(−01),4.7365(−01),C’335-S’313,32
2,1,9,15.039,.82442,1.73(−01),6.38(−01),1.97(−01),3.7762(−01),C’333-S’313,33
2,1,9,15.040,.82436,1.99(−01),6.21(−01),2.26(−01),1.4071(−01),B’331-S’313,34
2,1,9,15.045,.82408,1.60(−01),4.48(+00),3.27(−02),7.3392(−01),F’155-P’133,35
2,1,9,15.047,.82396,3.70(−01),3.37(−02),8.19(−01),1.3794(−01),A’155-D’155,36
2,1,9,15.048,.82395,4.00(−01),3.58(−01),5.27(−01),1.7007(+00),A’379-D’357,37
2,1,9,15.048,.82394,1.07(−01),3.16(+00),2.97(−02),4.6966(−01),F’335-P’133,38
2,1,9,15.050,.82381,3.24(−01),3.59(−01),4.28(−01),1.0740(+00),A’377-D’355,39
2,1,9,15.050,.82380,5.43(−02),3.59(−01),7.16(−02),1.7978(−01),A’377-D’357,40
2,1,9,15.053,.82368,2.97(−01),3.25(−01),4.09(−01),6.6323(−01),A’375-D’353,41
2,1,9,15.053,.82368,8.31(−02),3.25(−01),1.14(−01),1.8572(−01),A’375-D’355,42
2,1,9,15.078,.82230,3.02(−01),5.17(−04),7.64(−01),2.7651(−03),F’357-P’335,43
2,1,9,15.080,.82218,2.25(−01),4.33(−03),5.54(−01),1.2003(−02),F’355-P’333,44
2,1,9,15.082,.82206,1.56(−01),7.83(−05),3.75(−01),8.8189(−05),F’353-P’331,45
2,1,9,15.082,.82205,1.23(−01),7.83(−05),2.96(−01),6.9576(−05),F’353-P’333,46
2,1,9,15.096,.82132,7.49(−02),2.97(−02),2.21(−01),6.5804(−03),C’331-D’353,47
2,1,9,15.107,.82069,3.44(−01),7.39(−05),6.80(−01),1.5065(−04),F’133-P’133,48
2,1,9,15.129,.81949,1.87(−01),5.68(−02),5.75(−01),9.7967(−02),C’133-S’111,49
2,1,9,15.148,.81849,6.75(−02),6.03(−02),3.14(−01),5.6780(−02),E’313-P’335,50
2,1,10,12.088,1.0257,4.92(−01),3.52(−01),5.33(−01),1.8760(−01),F’111-P’133,3
2,1,10,12.094,1.0252,5.31(−01),4.59(−01),4.90(−01),6.7498(−01),A’133-D’155,4
2,1,10,12.113,1.0236,5.87(−01),1.85(+00),2.28(−01),2.9555(+00),A’177-D’155,5
2,1,10,12.125,1.0225,4.93(−01),1.81(−04),8.56(−01),1.5465(−04),A’331-D’353,6
2,1,10,12.126,1.0225,1.48(−01),8.45(−03),2.54(−01),6.4381(−03),A’333-D’353,7
2,1,10,12.126,1.0225,3.25(−01),8.45(−03),5.58(−01),1.4138(−02),A’333-D’355,8
2,1,10,12.127,1.0224,3.76(−01),2.58(−04),6.59(−01),8.5152(−04),A’335-D’357,9
2,1,10,12.128,1.0223,2.65(−01),6.26(+00),4.03(−02),1.2631(+00),G’155-P’133,10
2,1,10,12.130,1.0221,3.26(−01),7.69(+00),4.00(−02),9.2336(−01),B’133-S’111,11
2,1,10,12.143,1.0210,1.61(−01),4.65(−03),2.83(−01),3.9478(−03),F’313-P’333,14
2,1,10,12.144,1.0210,1.89(−01),4.65(−03),3.32(−01),4.6381(−03),F’313-P’335,15
2,1,10,12.149,1.0205,1.31(−01),1.93(−01),2.99(−01),4.0279(−01),G’357-P’335,16
2,1,10,12.150,1.0205,1.05(−01),2.38(−01),2.23(−01),2.6523(−01),G’355-P’333,17
2,1,10,12.150,1.0205,7.30(−02),1.93(−01),1.75(−01),1.0149(−01),G’353-P’331,18
2,1,10,12.150,1.0204,5.33(−01),3.60(−03),7.59(−01),1.9094(−02),A’357-D’357,19
2,1,10,12.151,1.0203,3.73(−01),6.99(−04),5.34(−01),1.8643(−03),A’355-D’355,20
2,1,10,12.152,1.0203,4.36(−01),1.11(−01),5.40(−01),1.7989(−01),A’353-D’353,21
2,1,10,12.152,1.0203,1.76(−01),1.11(−01),2.19(−01),7.2804(−02),A’353-D’355,22
2,1,10,12.155,1.0200,8.24(−02),3.48(+00),1.99(−02),3.4698(−01),F’335-P’333,23
2,1,10,12.156,1.0200,2.56(−01),3.48(+00),6.19(−02),1.0781(+00),F’335-P’335,24
2,1,10,12.158,1.0198,7.46(−02),4.20(+00),1.54(−02),3.2379(−01),F’155-P’333,25
2,1,10,12.158,1.0197,2.31(−01),4.20(+00),4.77(−02),1.0024(+00),F’155-P’335,26
2,1,10,12.159,1.0197,1.96(−01),4.36(−04),2.52(−01),3.2959(−04),F’333-P’331,27
2,1,10,12.159,1.0197,3.06(−01),4.36(−04),3.93(−01),5.1370(−04),F’333-P’335,28
2,1,10,12.160,1.0196,6.45(−01),7.70(−03),8.18(−01),6.2965(−03),F’331-P’333,29
2,1,10,12.165,1.0192,4.25(−01),3.23(−04),7.57(−01),1.2214(−03),B’335-S’313,30
2,1,10,12.167,1.0191,3.33(−01),1.64(−02),6.45(−01),3.1708(−02),B’333-S’313,31
2,1,10,12.168,1.0190,2.83(−01),3.48(−02),5.67(−01),1.9738(−02),C’331-S’313,32
2,1,10,12.173,1.0185,1.65(−01),6.55(−01),1.72(−01),5.6253(−01),C’335-S’313,33
2,1,10,12.175,1.0184,2.58(−01),6.45(−01),2.56(−01),4.9603(−01),C’333-S’313,34
2,1,10,12.176,1.0183,3.10(−01),6.20(−01),3.05(−01),1.8950(−01),B’331-S’313,35
2,1,10,12.179,1.0180,1.88(−01),3.48(+00),4.55(−02),7.9208(−01),F’335-P’133,36
2,1,10,12.181,1.0179,6.11(−01),3.74(−01),6.20(−01),2.0900(+00),A’379-D’357,37
2,1,10,12.181,1.0179,5.52(−01),4.47(−02),8.09(−01),1.8090(−01),A’155-D’155,38
2,1,10,12.181,1.0178,2.11(−01),4.20(+00),4.35(−02),9.1450(−01),F’155-P’133,39
2,1,10,12.183,1.0177,4.80(−01),3.75(−01),4.87(−01),1.2778(+00),A’377-D’355,40
2,1,10,12.183,1.0177,8.84(−02),3.75(−01),8.97(−02),2.3518(−01),A’377-D’357,41
2,1,10,12.186,1.0175,4.38(−01),3.29(−01),4.64(−01),7.6328(−01),A’375-D’353,42
2,1,10,12.186,1.0175,1.37(−01),3.29(−01),1.45(−01),2.3870(−01),A’375-D’355,43
2,1,10,12.203,1.0161,4.60(−01),6.55(−04),7.66(−01),3.5141(−03),F’357-P’335,44
2,1,10,12.205,1.0159,3.42(−01),7.81(−03),5.49(−01),2.1457(−02),F’355-P’333,45
2,1,10,12.207,1.0157,2.34(−01),3.70(−05),3.64(−01),4.0318(−05),F’353-P’331,46
2,1,10,12.207,1.0157,1.88(−01),3.70(−05),2.92(−01),3.2412(−05),F’353-P’333,47
2,1,10,12.225,1.0142,5.17(−01),1.09(−04),6.73(−01),2.2069(−04),F’133-P’133,48
2,1,10,12.241,1.0128,2.85(−01),5.86(−02),6.07(−01),1.0670(−01),C’133-S’111,49
2,1,10,12.255,1.0117,1.03(−01),6.23(−02),3.47(−01),6.4928(−02),E’313-P’335,50
2,1,11,9.9896,1.2411,7.24(−01),4.06(−01),5.78(−01),2.3431(−01),F’111-P’133,3
2,1,11,9.9945,1.2405,7.72(−01),4.48(−01),5.65(−01),7.5825(−01),A’133-D’155,4
2,1,11,10.007,1.2390,8.60(−02),1.91(+00),2.89(−02),3.8688(−01),A’177-D’355,5
2,1,11,10.008,1.2389,8.39(−01),1.91(+00),2.82(−01),3.7710(+00),A’177-D’155,6
2,1,11,10.019,1.2376,7.30(−01),4.50(−05),8.59(−01),3.8641(−05),A’331-D’353,7
2,1,11,10.019,1.2375,2.32(−01),1.39(−02),2.69(−01),1.1234(−02),A’333-D’353,8
2,1,11,10.019,1.2375,4.62(−01),1.39(−02),5.36(−01),2.2401(−02),A’333-D’355,9
2,1,11,10.020,1.2374,5.39(−01),1.01(−04),6.40(−01),3.2319(−04),A’335-D’357,10
2,1,11,10.021,1.2373,3.95(−01),6.51(+00),5.65(−02),1.8402(+00),G’155-P’133,11
2,1,11,10.022,1.2372,4.76(−01),7.80(+00),5.62(−02),1.3145(+00),B’133-S’111,12
2,1,11,10.032,1.2359,2.50(−01),5.23(−03),2.96(−01),4.6348(−03),F’313-P’333,15
2,1,11,10.033,1.2358,2.64(−01),5.23(−03),3.12(−01),4.8918(−03),F’313-P’335,16
2,1,11,10.037,1.2352,2.01(−01),1.98(−01),3.52(−01),4.8825(−01),G’357-P’335,17
2,1,11,10.037,1.2352,1.69(−01),2.82(−01),2.64(−01),3.7220(−01),G’355-P’333,18
2,1,11,10.037,1.2352,7.70(−01),5.92(−03),7.46(−01),3.0929(−02),A’357-D’357,19
2,1,11,10.038,1.2352,1.14(−01),1.98(−01),2.15(−01),1.2775(−01),G’353-P’331,20
2,1,11,10.038,1.2351,5.21(−01),1.20(−03),5.08(−01),3.0563(−03),A’355-D’355,21
2,1,11,10.039,1.2350,6.21(−01),1.59(−01),5.26(−01),2.5170(−01),A’353-D’353,22
2,1,11,10.039,1.2350,2.70(−01),1.59(−01),2.29(−01),1.0958(−01),A’353-D’355,23
2,1,11,10.041,1.2348,1.37(−01),2.78(+00),3.64(−02),5.0571(−01),F’335-P’333,24
2,1,11,10.041,1.2347,4.37(−01),2.78(+00),1.16(−01),1.6131(+00),F’335-P’335,25
2,1,11,10.043,1.2345,8.57(−02),4.88(+00),1.48(−02),3.6199(−01),F’155-P’333,26
2,1,11,10.044,1.2344,2.77(−01),4.88(+00),4.79(−02),1.1689(+00),F’155-P’335,27
2,1,11,10.045,1.2343,4.64(−01),9.40(−04),4.06(−01),1.1462(−03),F’333-P’335,28
2,1,11,10.045,1.2343,9.42(−01),1.30(−02),8.12(−01),1.0545(−02),F’331-P’333,29
2,1,11,10.048,1.2339,6.62(−01),3.14(−03),7.80(−01),1.2254(−02),B’335-S’313,30
2,1,11,10.050,1.2337,4.99(−01),1.74(−02),6.60(−01),3.4523(−02),B’333-S’313,31
2,1,11,10.051,1.2335,4.05(−01),4.07(−02),5.69(−01),2.3141(−02),C’331-S’313,32
2,1,11,10.055,1.2331,2.03(−01),6.55(−01),1.88(−01),6.1503(−01),C’335-S’313,33
2,1,11,10.057,1.2329,3.69(−01),6.52(−01),3.13(−01),6.1237(−01),C’333-S’313,34
2,1,11,10.058,1.2328,4.67(−01),6.18(−01),3.87(−01),2.3928(−01),B’331-S’313,35
2,1,11,10.059,1.2326,2.20(−01),2.78(+00),5.85(−02),8.1121(−01),F’335-P’133,36
