Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d.4p""","=""3F*""","=""2.000""",5,"=""""","=""53.33939""","=""""",
"=""3p5.3d3.(2G)""","=""3G*""","=""3.000""",7,"=""""","=""53.43056""","=""""",
"=""3p5.3d3.(2G)""","=""3G*""","=""4.000""",9,"=""""","=""53.49359""","=""""",
"=""3p6.3d.4p""","=""3D*""","=""3.000""",7,"=""""","=""53.51263""","=""""",
"=""3p5.3d3.(2D2)""","=""3D*""","=""1.000""",3,"=""""","=""53.51819""","=""""",
"=""3p5.3d3.(2G)""","=""3G*""","=""5.000""",11,"=""""","=""53.5608""","=""""",
"=""3p6.3d.4p""","=""3F*""","=""3.000""",7,"=""""","=""53.60580""","=""""",
"=""3p6.3d.4p""","=""3F*""","=""4.000""",9,"=""""","=""53.79290""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""1.000""",3,"=""""","=""54.17492""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""0""",1,"=""""","=""54.18103""","=""""",
"=""3p6.3d.4p""","=""3P*""","=""2.000""",5,"=""""","=""54.25002""","=""""",
"=""3p6.3d.4p""","=""1F*""","=""3.000""",7,"=""""","=""54.52939""","=""""",
"=""3p5.3d3.(2G)""","=""1G*""","=""4.000""",9,"=""""","=""54.8898""","=""""",
"=""3p6.3d.4p""","=""1P*""","=""1.000""",3,"=""""","=""54.98011""","=""""",
"=""3p5.3d3.(2G)""","=""3H*""","=""5.000""",11,"=""""","=""55.1846""","=""""",
"=""3p5.3d3.(2P)""","=""3D*""","=""3.000""",7,"=""""","=""55.4426""","=""""",
"=""3p5.3d3.(4F)""","=""3G*""","=""3.000""",7,"=""""","=""56.9726""","=""""",
"=""3p5.3d3.(4F)""","=""3G*""","=""4.000""",9,"=""""","=""57.4494""","=""""",
"=""3p5.3d3.(4F)""","=""3G*""","=""5.000""",11,"=""""","=""57.5327""","=""""",
"=""3p5.3d3.(2D2)""","=""1F*""","=""3.000""",7,"=""""","=""57.6050""","=""""",
"=""3p5.3d3.(2G)""","=""1H*""","=""5.000""",11,"=""""","=""58.5900""","=""""",
"=""3p5.3d3.(2F)""","=""3F*""","=""4.000""",9,"=""""","=""58.6325""","=""""",
"=""3p5.3d3.(2F)""","=""3F*""","=""3.000""",7,"=""""","=""59.1159""","=""""",
"=""3p5.3d3.(2F)""","=""3G*""","=""4.000""",9,"=""""","=""59.3355""","=""""",
"=""3p5.3d3.(2F)""","=""3G*""","=""5.000""",11,"=""""","=""59.3537""","=""""",
"=""3p5.3d3.(2F)""","=""3G*""","=""3.000""",7,"=""""","=""59.6902""","=""""",
"=""3p5.3d3.(2F)""","=""1G*""","=""4.000""",9,"=""""","=""61.5517""","=""""",
"=""3p5.3d3.(2H)""","=""3G*""","=""3.000""",7,"=""""","=""63.2416""","=""""",
"=""3p5.3d3.(2D1)""","=""3F*""","=""4.000""",9,"=""""","=""63.2500""","=""""",
"=""3p5.3d3.(2H)""","=""3G*""","=""4.000""",9,"=""""","=""63.5553""","=""""",
"=""3p5.3d3.(2D1)""","=""3F*""","=""3.000""",7,"=""""","=""63.6565""","=""""",
"=""3p5.3d3.(2H)""","=""3G*""","=""5.000""",11,"=""""","=""63.7437""","=""""",
"=""3p5.3d3.(2D1)""","=""3F*""","=""2.000""",5,"=""""","=""63.9927""","=""""",
"=""3p5.3d3.(2H)""","=""1H*""","=""5.000""",11,"=""""","=""66.7752""","=""""",
"=""3p5.3d3.(2D2)""","=""1D*""","=""2.000""",5,"=""""","=""66.8803""","=""?""",
"=""3p5.3d3.(2F)""","=""3D*""","=""1.000""",3,"=""""","=""67.9716""","=""""",
"=""3p5.3d3.(2F)""","=""3D*""","=""2.000""",5,"=""""","=""67.9775""","=""""",
"=""3p5.3d3.(2F)""","=""3D*""","=""3.000""",7,"=""""","=""68.3856""","=""""",
"=""3p6.3d.4d""","=""1F""","=""3.000""",7,"=""""","=""68.54352""","=""""",
"=""3p5.3d3.(2F)""","=""1D*""","=""2.000""",5,"=""""","=""68.5909""","=""""",
"=""3p6.3d.4d""","=""3D""","=""1.000""",3,"=""""","=""68.77452""","=""""",
"=""3p6.3d.4d""","=""3D""","=""2.000""",5,"=""""","=""68.84053""","=""""",
"=""3p6.3d.4d""","=""3G""","=""3.000""",7,"=""""","=""68.94565""","=""""",
"=""3p6.3d.4d""","=""3D""","=""3.000""",7,"=""""","=""68.97808""","=""""",
"=""3p5.3d3.(2G)""","=""1F*""","=""3.000""",7,"=""""","=""68.9874""","=""""",
"=""3p6.3d.4d""","=""1P""","=""1.000""",3,"=""""","=""69.01489""","=""""",
"=""3p6.3d.4d""","=""3G""","=""4.000""",9,"=""""","=""69.06475""","=""""",
"=""3p6.3d.4d""","=""3G""","=""5.000""",11,"=""""","=""69.21154""","=""""",
"=""3p5.3d3.(4P)""","=""3P*""","=""0""",1,"=""""","=""69.4106""","=""""",
"=""3p5.3d3.(4P)""","=""3P*""","=""1.000""",3,"=""""","=""69.5932""","=""""",
"=""3p6.3d.4d""","=""3S""","=""1.000""",3,"=""""","=""69.64339""","=""""",
"=""3p6.3d.4d""","=""3F""","=""2.000""",5,"=""""","=""69.97299""","=""""",
"=""3p5.3d3.(4P)""","=""3P*""","=""2.000""",5,"=""""","=""69.9798""","=""""",
"=""3p6.3d.4d""","=""3F""","=""3.000""",7,"=""""","=""70.06731""","=""""",
"=""3p5.3d3.(4F)""","=""3F*""","=""2.000""",5,"=""""","=""70.0852""","=""""",
"=""3p6.3d.4d""","=""3F""","=""4.000""",9,"=""""","=""70.16783""","=""""",
"=""3p5.3d3.(4F)""","=""3F*""","=""3.000""",7,"=""""","=""70.2067""","=""""",
"=""3p5.3d3.(4F)""","=""3F*""","=""4.000""",9,"=""""","=""70.4384""","=""""",
"=""3p6.3d.4d""","=""1D""","=""2.000""",5,"=""""","=""70.82178""","=""""",
"=""3p6.3d.4d""","=""3P""","=""0""",1,"=""""","=""70.90407""","=""""",
"=""3p6.3d.4d""","=""3P""","=""1.000""",3,"=""""","=""70.94678""","=""""",
"=""3p6.3d.4d""","=""3P""","=""2.000""",5,"=""""","=""71.03081""","=""""",
"=""3p6.3d.4d""","=""1G""","=""4.000""",9,"=""""","=""71.28351""","=""""",
"=""3p5.3d3.(2P)""","=""1P*""","=""1.000""",3,"=""""","=""74.2215""","=""""",
"=""3p5.3d3.(4F)""","=""3D*""","=""3.000""",7,"=""""","=""74.8148""","=""""",
"=""3p5.3d3.(4F)""","=""3D*""","=""2.000""",5,"=""""","=""74.8561""","=""""",
"=""3p5.3d3.(4F)""","=""3D*""","=""1.000""",3,"=""""","=""74.9199""","=""""",
"=""3p5.3d3.(2H)""","=""1G*""","=""4.000""",9,"=""""","=""75.0711""","=""""",
"=""3p5.3d3.(4P)""","=""3S*""","=""1.000""",3,"=""""","=""77.3284""","=""""",
"=""3p5.3d3.(2F)""","=""1F*""","=""3.000""",7,"=""""","=""77.5327""","=""""",
"=""3p5.3d3.(2D1)""","=""1P*""","=""1.000""",3,"=""""","=""78.1455""","=""""",
"=""3p6.3d.4f""","=""3H*""","=""4.000""",9,"=""""","=""81.349""","=""""",
"=""3p6.3d.4f""","=""3H*""","=""5.000""",11,"=""""","=""81.468""","=""""",
"=""3p6.3d.4f""","=""3H*""","=""6.000""",13,"=""""","=""81.589""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""4.000""",9,"=""""","=""81.8188""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""2.000""",5,"=""""","=""81.8312""","=""""",
"=""3p6.3d.4f""","=""3F*""","=""3.000""",7,"=""""","=""81.8737""","=""""",
"=""3p6.3d.4f""","=""1G*""","=""4.000""",9,"=""""","=""81.9741""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""3.000""",7,"=""""","=""82.2139""","=""""",
"=""3p6.3d.4f""","=""1D*""","=""2.000""",5,"=""""","=""82.3093""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""4.000""",9,"=""""","=""82.3191""","=""""",
"=""3p6.3d.4f""","=""3G*""","=""5.000""",11,"=""""","=""82.3850""","=""""",
"=""3p6.3d.4f""","=""1F*""","=""3.000""",7,"=""""","=""82.5006""","=""""",
"=""3p6.3d.4f""","=""3D*""","=""1.000""",3,"=""""","=""82.5525""","=""""",
"=""3p6.3d.4f""","=""3D*""","=""2.000""",5,"=""""","=""82.5638""","=""""",
"=""3p6.3d.4f""","=""3D*""","=""3.000""",7,"=""""","=""82.6538""","=""""",
"=""3p6.3d.4f""","=""3P*""","=""2.000""",5,"=""""","=""82.8087""","=""""",
"=""3p6.3d.4f""","=""3P*""","=""1.000""",3,"=""""","=""82.8526""","=""""",
"=""3p6.3d.4f""","=""3P*""","=""0""",1,"=""""","=""82.8819""","=""""",
"=""3p6.3d.4f""","=""1H*""","=""5.000""",11,"=""""","=""83.0663""","=""""",
"=""3p6.3d.4f""","=""1P*""","=""1.000""",3,"=""""","=""83.4187""","=""""",
"=""3p5.3d2.(3F). (4D*).4s""","=""3D*""","=""1.000""",3,"=""""","=""92.4372""","=""""",
"=""3p5.3d2.(3F). (4D*).4s""","=""3D*""","=""2.000""",5,"=""""","=""92.6117""","=""""",
"=""3p5.3d2.(3F). (4D*).4s""","=""3D*""","=""3.000""",7,"=""""","=""92.8841""","=""""",
"=""3p5.3d2.(3F). (4G*).4s""","=""3G*""","=""5.000""",11,"=""""","=""95.0932""","=""""",
"=""3p5.3d2.(3P). (4P*).4s""","=""3P*""","=""2.000""",5,"=""""","=""95.2723""","=""""",
"=""3p5.3d2.(3F). (4G*).4s""","=""3G*""","=""4.000""",9,"=""""","=""95.3204""","=""""",
"=""3p5.3d2.(3F). (4G*).4s""","=""3G*""","=""3.000""",7,"=""""","=""95.4667""","=""""",
"=""3p5.3d2.(3P). (4P*).4s""","=""3P*""","=""1.000""",3,"=""""","=""95.6676""","=""""",
"=""3p5.3d2.(3P). (4P*).4s""","=""3P*""","=""0""",1,"=""""","=""95.9000""","=""""",
"=""3p5.3d2.(1G). (2F*).4s""","=""3F*""","=""3.000""",7,"=""""","=""96.5114""","=""""",
"=""3p5.3d2.(1D). (2D*).4s""","=""1D*""","=""2.000""",5,"=""""","=""96.5846""","=""""",
"=""3p5.3d2.(1G). (2F*).4s""","=""3F*""","=""4.000""",9,"=""""","=""96.6547""","=""""",
"=""3p5.3d2.(3F). (4F*).4s""","=""3F*""","=""4.000""",9,"=""""","=""97.0408""","=""""",
"=""3p5.3d2.(3F). (4F*).4s""","=""3F*""","=""3.000""",7,"=""""","=""97.0940""","=""""",
"=""3p6.3d.5f""","=""1G*""","=""4.000""",9,"=""""","=""97.2248""","=""""",
"=""3p6.3d.5f""","=""3H*""","=""4.000""",9,"=""""","=""97.2624""","=""""",
"=""3p6.3d.5f""","=""3F*""","=""2.000""",5,"=""""","=""97.2941""","=""""",
"=""3p6.3d.5f""","=""3F*""","=""3.000""",7,"=""""","=""97.3290""","=""""",
"=""3p6.3d.5f""","=""3F*""","=""4.000""",9,"=""""","=""97.4278""","=""""",
"=""3p6.3d.5f""","=""3G*""","=""3.000""",7,"=""""","=""97.5421""","=""""",
"=""3p6.3d.5f""","=""1D*""","=""2.000""",5,"=""""","=""97.5542""","=""""",
"=""3p6.3d.5f""","=""3G*""","=""4.000""",9,"=""""","=""97.6666""","=""""",
"=""3p6.3d.5f""","=""3D*""","=""1.000""",3,"=""""","=""97.6929""","=""""",
"=""3p6.3d.5f""","=""3P*""","=""2.000""",5,"=""""","=""97.7031""","=""""",
"=""3p6.3d.5f""","=""3G*""","=""5.000""",11,"=""""","=""97.7173""","=""""",
"=""3p6.3d.5f""","=""3D*""","=""3.000""",7,"=""""","=""97.7369""","=""""",
"=""3p6.3d.5f""","=""3D*""","=""2.000""",5,"=""""","=""97.8228""","=""""",
"=""3p6.3d.5f""","=""3P*""","=""1.000""",3,"=""""","=""97.845""","=""""",
"=""3p6.3d.5f""","=""1F*""","=""3.000""",7,"=""""","=""97.8503""","=""""",
"=""3p6.3d.5f""","=""3P*""","=""0""",1,"=""""","=""97.8687""","=""""",
"=""3p6.3d.5f""","=""1P*""","=""1.000""",3,"=""""","=""98.0350""","=""""",
"=""3p6.3d.5f""","=""1H*""","=""5.000""",11,"=""""","=""98.0920""","=""""",
"=""3p5.3d2.(1D). (2F*).4s""","=""3F*""","=""3.000""",7,"=""""","=""98.4618""","=""""",
"=""3p5.3d2.(3F). (2G*).4s""","=""3G*""","=""3.000""",7,"=""""","=""98.8470""","=""""",
"=""3p5.3d2.(3F). (2G*).4s""","=""3G*""","=""4.000""",9,"=""""","=""98.9034""","=""""",
"=""3p5.3d2.(3F). (2G*).4s""","=""3G*""","=""5.000""",11,"=""""","=""99.2656""","=""""",
"=""3p5.3d2.(3F). (2G*).4s""","=""1G*""","=""4.000""",9,"=""""","=""99.4924""","=""""",
"=""3p5.3d2.(1G). (2H*).4s""","=""1H*""","=""5.000""",11,"=""""","=""99.9350""","=""""",
"=""3p5.3d2.(1D). (2F*).4s""","=""1F*""","=""3.000""",7,"=""""","=""100.1327""","=""""",
"=""3p5.3d2.(3P). (4D*).4s""","=""3D*""","=""3.000""",7,"=""""","=""100.6856""","=""""",
"=""3p5.3d2.(3P). (4D*).4s""","=""3D*""","=""2.000""",5,"=""""","=""100.9078""","=""""",
"=""3p5.3d2.(3P). (4D*).4s""","=""3D*""","=""1.000""",3,"=""""","=""101.3191""","=""""",
"=""3p5.3d2.(3P). (2D*).4s""","=""3D*""","=""1.000""",3,"=""""","=""102.0002""","=""""",
"=""3p5.3d2.(3P). (2D*).4s""","=""3D*""","=""2.000""",5,"=""""","=""102.1857""","=""""",
"=""3p5.3d2.(3P). (2S*).4s""","=""3S*""","=""1.000""",3,"=""""","=""102.4238""","=""""",
"=""3p5.3d2.(3P). (2D*).4s""","=""3D*""","=""3.000""",7,"=""""","=""102.6006""","=""""",
"=""3p5.3d2.(3P). (2D*).4s""","=""1D*""","=""2.000""",5,"=""""","=""102.8603""","=""""",
"=""3p5.3d2.(1G). (2G*).4s""","=""3G*""","=""5.000""",11,"=""""","=""103.2647""","=""""",
"=""3p5.3d2.(1G). (2G*).4s""","=""3G*""","=""4.000""",9,"=""""","=""103.266""","=""""",
"=""3p5.3d2.(1G). (2G*).4s""","=""3G*""","=""3.000""",7,"=""""","=""103.2946""","=""""",
"=""3p5.3d2.(3P). (4S*).4s""","=""3S*""","=""1.000""",3,"=""""","=""103.8330""","=""""",
"=""3p6.3d.6f""","=""3H*""","=""4.000""",9,"=""""","=""105.7087""","=""""",
"=""3p6.3d.6f""","=""1G*""","=""4.000""",9,"=""""","=""105.7963""","=""""",
"=""3p6.3d.6f""","=""3F*""","=""2.000""",5,"=""""","=""105.8122""","=""""",
"=""3p6.3d.6f""","=""3F*""","=""3.000""",7,"=""""","=""105.8447""","=""""",
"=""3p6.3d.6f""","=""3G*""","=""3.000""",7,"=""""","=""105.9761""","=""""",
"=""3p6.3d.6f""","=""3F*""","=""4.000""",9,"=""""","=""105.9772""","=""""",
"=""3p6.3d.6f""","=""3P*""","=""2.000""",5,"=""""","=""105.9863""","=""""",
"=""3p6.3d.6f""","=""3D*""","=""1.000""",3,"=""""","=""106.0493""","=""""",
"=""3p6.3d.6f""","=""1D*""","=""2.000""",5,"=""""","=""106.1182""","=""""",
"=""3p6.3d.6f""","=""3G*""","=""4.000""",9,"=""""","=""106.1263""","=""""",
"=""3p6.3d.6f""","=""3D*""","=""3.000""",7,"=""""","=""106.1439""","=""""",
"=""3p6.3d.6f""","=""3G*""","=""5.000""",11,"=""""","=""106.1623""","=""""",
"=""3p6.3d.6f""","=""1F*""","=""3.000""",7,"=""""","=""106.2290""","=""""",
"=""3p6.3d.6f""","=""3D*""","=""2.000""",5,"=""""","=""106.2319""","=""""",
"=""3p6.3d.6f""","=""3P*""","=""1.000""",3,"=""""","=""106.2512""","=""""",
"=""3p6.3d.6f""","=""3P*""","=""0""",1,"=""""","=""106.265""","=""""",
"=""3p6.3d.6f""","=""1H*""","=""5.000""",11,"=""""","=""106.3632""","=""""",
"=""3p6.3d.7f""","=""3F*""","=""2.000""",5,"=""""","=""110.9306""","=""""",
"=""3p6.3d.7f""","=""3F*""","=""3.000""",7,"=""""","=""110.9592""","=""""",
"=""3p6.3d.7f""","=""3G*""","=""3.000""",7,"=""""","=""111.0582""","=""""",
"=""3p6.3d.7f""","=""3F*""","=""4.000""",9,"=""""","=""111.1368""","=""""",
"=""3p6.3d.7f""","=""3G*""","=""4.000""",9,"=""""","=""111.223""","=""""",
"=""3p6.3d.7f""","=""3G*""","=""5.000""",11,"=""""","=""111.2447""","=""""",
"=""3p6.3d.7f""","=""1H*""","=""5.000""",11,"=""""","=""111.367""","=""""",
"=""3p6.3d.8f""","=""3F*""","=""3.000""",7,"=""""","=""114.2755""","=""""",
"=""3p6.3d.8f""","=""3F*""","=""4.000""",9,"=""""","=""114.4720""","=""""",
"=""3p6.3d.8f""","=""3G*""","=""4.000""",9,"=""""","=""114.5259""","=""""",
"=""3p6.3d.8f""","=""3G*""","=""5.000""",11,"=""""","=""114.5403""","=""""",
"=""3p6.3d.8f""","=""1H*""","=""5.000""",11,"=""""","=""114.620""","=""""",
"=""3p5.3d2.(3P). (2P*).4s""","=""3P*""","=""2.000""",5,"=""""","=""115.1419""","=""""",
"=""3p6.3d.9f""","=""3G*""","=""4.000""",9,"=""""","=""116.783""","=""""",
"=""3p6.3d.9f""","=""3G*""","=""5.000""",11,"=""""","=""116.796""","=""""",
"=""3p6.3d.9f""","=""1H*""","=""5.000""",11,"=""""","=""116.8514""","=""""",
"=""3p6.3d.10f""","=""3G*""","=""4.000""",9,"=""""","=""118.393""","=""""",
"=""3p6.3d.10f""","=""3G*""","=""5.000""",11,"=""""","=""118.400""","=""""",
"=""3p6.3d.10f""","=""1H*""","=""5.000""",11,"=""""","=""118.442""","=""""",
"=""Fe VIII (3p6.3d 2D<3/2>)""","=""Limit""","=""---""",,"=""""","=""124.9671""","=""""",
